ward,precinct,total,"Bernard J. """"Bernie"""" Gray (Kucinich)","Bernard J. """"Bernie"""" Gray (Kucinich) Percent",Heather Poppe (Kucinich),Heather Poppe (Kucinich) Percent,John Schlitt (Kucinich),John Schlitt (Kucinich) Percent,Katherine Felt Armstrong (Kucinich),Katherine Felt Armstrong (Kucinich) Percent,Gary Kuzminski (Kucinich),Gary Kuzminski (Kucinich) Percent,Bernadette Maune (Kucinich),Bernadette Maune (Kucinich) Percent,Marc O'Connor (Kucinich),Marc O'Connor (Kucinich) Percent,Deborah Sims (Dean),Deborah Sims (Dean) Percent,James T. Meeks (Dean),James T. Meeks (Dean) Percent,Michelle Markiewicz Qualkinbush (Dean,Michelle Markiewicz Qualkinbush (Dean Percent,Sandi S. Jackson (Dean),Sandi S. Jackson (Dean) Percent,"William """"Will"""" Davis (Dean)","William """"Will"""" Davis (Dean) Percent",Dorian M. Morley (Dean),Dorian M. Morley (Dean) Percent,Michael Hartt (Dean),Michael Hartt (Dean) Percent,Larry Williams (Edwards),Larry Williams (Edwards) Percent,Bertha M. Scott (Edwards),Bertha M. Scott (Edwards) Percent,James E. Young (Edwards),James E. Young (Edwards) Percent,Henrietta Battle (Edwards),Henrietta Battle (Edwards) Percent,Jeremy Alexander (Edwards),Jeremy Alexander (Edwards) Percent,Archia Lakiska Lucas (Edwards),Archia Lakiska Lucas (Edwards) Percent,Lawrence N. Hill (Edwards),Lawrence N. Hill (Edwards) Percent,Nather L. Jones (Edwards),Nather L. Jones (Edwards) Percent,Al Riley (Clark),Al Riley (Clark) Percent,Johnny Holmes (Clark),Johnny Holmes (Clark) Percent,Kevin McCaffrey (Clark),Kevin McCaffrey (Clark) Percent,Paul Lynch (Clark),Paul Lynch (Clark) Percent,Barbara J. Moore (Clark),Barbara J. Moore (Clark) Percent,Harriet Salk (Clark),Harriet Salk (Clark) Percent,Myrtle Martin (Clark),Myrtle Martin (Clark) Percent,Karen Olson (Clark),Karen Olson (Clark) Percent,Frederick Young (Kerry),Frederick Young (Kerry) Percent,Sharon Latiker (Kerry),Sharon Latiker (Kerry) Percent,Kurt Elling (Kerry),Kurt Elling (Kerry) Percent,Lisa Dunbar (Kerry),Lisa Dunbar (Kerry) Percent,Jonathan D Karmel (Kerry),Jonathan D Karmel (Kerry) Percent,Thu Anh Vo (Kerry),Thu Anh Vo (Kerry) Percent,Gregory Arlen Diephouse (Kerry),Gregory Arlen Diephouse (Kerry) Percent,Edonna Brazzle (Kerry),Edonna Brazzle (Kerry) Percent,Lamar Britt (Lieberman),Lamar Britt (Lieberman) Percent,Jerry Doss (Lieberman),Jerry Doss (Lieberman) Percent,Shirley Doss (Lieberman),Shirley Doss (Lieberman) Percent,Marc Hamilton (Lieberman),Marc Hamilton (Lieberman) Percent,Myra Handy (Lieberman),Myra Handy (Lieberman) Percent,Janet Williams (Lieberman),Janet Williams (Lieberman) Percent,William M. Beavers (Braun),William M. Beavers (Braun) Percent,Dorothy James (Braun),Dorothy James (Braun) Percent,Diane Phillips (Braun),Diane Phillips (Braun) Percent,Donne Trotter (Braun),Donne Trotter (Braun) Percent,Dorothy Brown (Braun),Dorothy Brown (Braun) Percent,William Shaw (Braun),William Shaw (Braun) Percent,Carrie Austin (Braun),Carrie Austin (Braun) Percent,precinct_id
9,25,289,8,2.77,3,1.04,1,0.35,5,1.73,2,0.69,3,1.04,4,1.38,15,5.19,33,11.42,3,1.04,8,2.77,7,2.42,10,3.46,1,0.35,1,0.35,4,1.38,1,0.35,5,1.73,1,0.35,0,0.0,2,0.69,0,0.0,1,0.35,3,1.04,2,0.69,2,0.69,6,2.08,0,0.0,0,0.0,1,0.35,8,2.77,7,2.42,6,2.08,8,2.77,3,1.04,2,0.69,2,0.69,5,1.73,4,1.38,0,0.0,0,0.0,1,0.35,0,0.0,1,0.35,10,3.46,10,3.46,6,2.08,13,4.5,21,7.27,22,7.61,23,7.96,09025
9,26,729,3,0.41,0,0.0,1,0.14,2,0.27,0,0.0,1,0.14,3,0.41,23,3.16,66,9.05,5,0.69,15,2.06,20,2.74,22,3.02,11,1.51,11,1.51,11,1.51,5,0.69,8,1.1,1,0.14,2,0.27,3,0.41,4,0.55,2,0.27,6,0.82,4,0.55,2,0.27,9,1.23,1,0.14,3,0.41,4,0.55,45,6.17,28,3.84,24,3.29,35,4.8,25,3.43,22,3.02,16,2.19,19,2.61,2,0.27,2,0.27,4,0.55,2,0.27,0,0.0,2,0.27,22,3.02,21,2.88,15,2.06,20,2.74,46,6.31,54,7.41,36,4.94,09026
9,27,372,2,0.54,1,0.27,1,0.27,4,1.08,1,0.27,0,0.0,4,1.08,17,4.57,43,11.56,6,1.61,15,4.03,14,3.76,14,3.76,5,1.34,7,1.88,4,1.08,7,1.88,4,1.08,3,0.81,2,0.54,3,0.81,1,0.27,3,0.81,4,1.08,0,0.0,3,0.81,8,2.15,2,0.54,1,0.27,1,0.27,20,5.38,11,2.96,8,2.15,12,3.23,8,2.15,5,1.34,8,2.15,7,1.88,1,0.27,0,0.0,1,0.27,0,0.0,0,0.0,1,0.27,4,1.08,10,2.69,4,1.08,7,1.88,19,5.11,26,6.99,24,6.45,09027
9,28,444,8,1.8,7,1.58,5,1.13,9,2.03,6,1.35,5,1.13,7,1.58,15,3.38,29,6.53,8,1.8,13,2.93,12,2.7,9,2.03,3,0.68,5,1.13,5,1.13,9,2.03,1,0.23,0,0.0,1,0.23,1,0.23,4,0.9,5,1.13,3,0.68,2,0.45,2,0.45,5,1.13,1,0.23,2,0.45,1,0.23,24,5.41,17,3.83,15,3.38,19,4.28,14,3.15,14,3.15,11,2.48,13,2.93,1,0.23,1,0.23,3,0.68,2,0.45,1,0.23,1,0.23,8,1.8,4,0.9,2,0.45,4,0.9,20,4.5,47,10.59,16,3.6,09028
9,29,800,11,1.38,5,0.63,7,0.88,8,1.0,4,0.5,6,0.75,6,0.75,33,4.13,76,9.5,12,1.5,28,3.5,25,3.13,30,3.75,16,2.0,8,1.0,10,1.25,12,1.5,6,0.75,8,1.0,6,0.75,4,0.5,7,0.88,6,0.75,8,1.0,3,0.38,3,0.38,16,2.0,1,0.13,4,0.5,2,0.25,40,5.0,28,3.5,27,3.38,34,4.25,21,2.63,18,2.25,16,2.0,19,2.38,4,0.5,3,0.38,5,0.63,5,0.63,2,0.25,5,0.63,16,2.0,17,2.13,10,1.25,11,1.38,44,5.5,55,6.88,35,4.38,09029
9,30,946,8,0.85,6,0.63,4,0.42,8,0.85,6,0.63,5,0.53,9,0.95,23,2.43,42,4.44,6,0.63,18,1.9,24,2.54,14,1.48,12,1.27,7,0.74,6,0.63,4,0.42,6,0.63,5,0.53,4,0.42,3,0.32,4,0.42,3,0.32,0,0.0,0,0.0,0,0.0,4,0.42,0,0.0,0,0.0,0,0.0,71,7.51,64,6.77,65,6.87,71,7.51,62,6.55,55,5.81,59,6.24,57,6.03,0,0.0,1,0.11,2,0.21,0,0.0,0,0.0,1,0.11,23,2.43,19,2.01,18,1.9,26,2.75,31,3.28,37,3.91,33,3.49,09030
9,31,669,4,0.6,4,0.6,3,0.45,4,0.6,1,0.15,5,0.75,5,0.75,32,4.78,87,13.0,12,1.79,21,3.14,25,3.74,21,3.14,15,2.24,9,1.35,8,1.2,10,1.49,6,0.9,4,0.6,7,1.05,3,0.45,4,0.6,4,0.6,2,0.3,0,0.0,0,0.0,10,1.49,2,0.3,1,0.15,2,0.3,30,4.48,25,3.74,16,2.39,23,3.44,14,2.09,12,1.79,11,1.64,15,2.24,0,0.0,4,0.6,3,0.45,1,0.15,0,0.0,6,0.9,15,2.24,11,1.64,4,0.6,14,2.09,36,5.38,57,8.52,37,5.53,09031
9,32,846,11,1.3,11,1.3,4,0.47,10,1.18,2,0.24,8,0.95,5,0.59,39,4.61,94,11.11,3,0.35,24,2.84,20,2.36,16,1.89,8,0.95,15,1.77,9,1.06,7,0.83,14,1.65,9,1.06,8,0.95,7,0.83,7,0.83,5,0.59,5,0.59,4,0.47,3,0.35,15,1.77,1,0.12,7,0.83,2,0.24,41,4.85,42,4.96,34,4.02,46,5.44,35,4.14,30,3.55,31,3.66,24,2.84,2,0.24,1,0.12,4,0.47,1,0.12,0,0.0,4,0.47,10,1.18,6,0.71,9,1.06,17,2.01,38,4.49,40,4.73,35,4.14,09032
9,33,483,4,0.83,2,0.41,3,0.62,3,0.62,2,0.41,1,0.21,4,0.83,20,4.14,53,10.97,6,1.24,15,3.11,21,4.35,9,1.86,8,1.66,11,2.28,4,0.83,6,1.24,6,1.24,2,0.41,1,0.21,2,0.41,2,0.41,5,1.04,2,0.41,2,0.41,3,0.62,10,2.07,3,0.62,3,0.62,2,0.41,13,2.69,18,3.73,6,1.24,13,2.69,6,1.24,4,0.83,2,0.41,5,1.04,2,0.41,1,0.21,2,0.41,1,0.21,0,0.0,4,0.83,9,1.86,15,3.11,2,0.41,8,1.66,29,6.0,48,9.94,29,6.0,09033
9,34,1051,17,1.62,4,0.38,5,0.48,12,1.14,4,0.38,9,0.86,9,0.86,44,4.19,94,8.94,5,0.48,28,2.66,21,2.0,27,2.57,11,1.05,15,1.43,23,2.19,9,0.86,11,1.05,7,0.67,1,0.1,4,0.38,5,0.48,5,0.48,7,0.67,2,0.19,7,0.67,27,2.57,2,0.19,1,0.1,8,0.76,50,4.76,45,4.28,35,3.33,38,3.62,39,3.71,27,2.57,31,2.95,26,2.47,4,0.38,3,0.29,5,0.48,4,0.38,1,0.1,9,0.86,25,2.38,25,2.38,17,1.62,28,2.66,71,6.76,73,6.95,49,4.66,09034
9,35,1126,13,1.15,13,1.15,7,0.62,11,0.98,5,0.44,8,0.71,7,0.62,38,3.37,97,8.61,14,1.24,26,2.31,27,2.4,13,1.15,13,1.15,13,1.15,12,1.07,12,1.07,12,1.07,5,0.44,5,0.44,4,0.36,5,0.44,4,0.36,0,0.0,3,0.27,3,0.27,15,1.33,2,0.18,3,0.27,3,0.27,80,7.1,71,6.31,58,5.15,66,5.86,57,5.06,49,4.35,47,4.17,53,4.71,0,0.0,2,0.18,4,0.36,2,0.18,1,0.09,1,0.09,20,1.78,12,1.07,7,0.62,27,2.4,46,4.09,54,4.8,52,4.62,09035
9,36,382,2,0.52,2,0.52,1,0.26,2,0.52,0,0.0,1,0.26,1,0.26,13,3.4,40,10.47,7,1.83,12,3.14,13,3.4,9,2.36,4,1.05,6,1.57,2,0.52,5,1.31,4,1.05,3,0.79,3,0.79,5,1.31,2,0.52,2,0.52,1,0.26,0,0.0,0,0.0,5,1.31,0,0.0,1,0.26,0,0.0,26,6.81,14,3.66,10,2.62,18,4.71,11,2.88,9,2.36,11,2.88,10,2.62,0,0.0,1,0.26,1,0.26,0,0.0,1,0.26,0,0.0,11,2.88,8,2.09,13,3.4,17,4.45,22,5.76,29,7.59,18,4.71,09036
9,37,798,13,1.63,17,2.13,7,0.88,12,1.5,8,1.0,8,1.0,10,1.25,19,2.38,33,4.14,11,1.38,12,1.5,12,1.5,7,0.88,8,1.0,18,2.26,18,2.26,15,1.88,16,2.01,15,1.88,13,1.63,13,1.63,12,1.5,2,0.25,3,0.38,3,0.38,4,0.5,8,1.0,3,0.38,3,0.38,4,0.5,49,6.14,49,6.14,46,5.76,48,6.02,40,5.01,43,5.39,39,4.89,40,5.01,2,0.25,5,0.63,6,0.75,4,0.5,4,0.5,8,1.0,6,0.75,5,0.63,4,0.5,13,1.63,11,1.38,20,2.51,14,1.75,09037
9,38,707,7,0.99,4,0.57,5,0.71,5,0.71,3,0.42,8,1.13,6,0.85,25,3.54,97,13.72,11,1.56,21,2.97,14,1.98,22,3.11,13,1.84,10,1.41,7,0.99,2,0.28,3,0.42,3,0.42,2,0.28,1,0.14,5,0.71,1,0.14,2,0.28,2,0.28,2,0.28,9,1.27,2,0.28,0,0.0,2,0.28,44,6.22,31,4.38,26,3.68,37,5.23,24,3.39,15,2.12,18,2.55,15,2.12,0,0.0,0,0.0,1,0.14,1,0.14,1,0.14,4,0.57,16,2.26,10,1.41,6,0.85,11,1.56,47,6.65,42,5.94,48,6.79,09038
9,39,832,8,0.96,7,0.84,7,0.84,10,1.2,2,0.24,7,0.84,2,0.24,29,3.49,77,9.25,9,1.08,24,2.88,28,3.37,15,1.8,15,1.8,8,0.96,7,0.84,4,0.48,2,0.24,4,0.48,5,0.6,3,0.36,3,0.36,4,0.48,2,0.24,0,0.0,3,0.36,7,0.84,0,0.0,2,0.24,4,0.48,32,3.85,30,3.61,26,3.13,27,3.25,25,3.0,21,2.52,19,2.28,20,2.4,6,0.72,1,0.12,2,0.24,0,0.0,1,0.12,2,0.24,37,4.45,30,3.61,25,3.0,32,3.85,54,6.49,59,7.09,60,7.21,09039
9,40,844,14,1.66,13,1.54,4,0.47,7,0.83,2,0.24,6,0.71,5,0.59,40,4.74,86,10.19,12,1.42,33,3.91,29,3.44,21,2.49,15,1.78,12,1.42,6,0.71,10,1.18,7,0.83,2,0.24,3,0.36,6,0.71,5,0.59,5,0.59,3,0.36,1,0.12,2,0.24,16,1.9,1,0.12,1,0.12,3,0.36,37,4.38,35,4.15,26,3.08,32,3.79,19,2.25,21,2.49,22,2.61,21,2.49,2,0.24,0,0.0,3,0.36,2,0.24,2,0.24,1,0.12,15,1.78,19,2.25,10,1.18,22,2.61,54,6.4,68,8.06,39,4.62,09040
9,41,1124,6,0.53,5,0.44,8,0.71,11,0.98,3,0.27,9,0.8,5,0.44,41,3.65,94,8.36,12,1.07,30,2.67,30,2.67,20,1.78,13,1.16,11,0.98,11,0.98,12,1.07,8,0.71,3,0.27,3,0.27,7,0.62,4,0.36,2,0.18,0,0.0,5,0.44,3,0.27,15,1.33,0,0.0,3,0.27,6,0.53,43,3.83,32,2.85,30,2.67,34,3.02,20,1.78,20,1.78,15,1.33,19,1.69,5,0.44,2,0.18,4,0.36,0,0.0,1,0.09,2,0.18,51,4.54,51,4.54,42,3.74,48,4.27,72,6.41,108,9.61,73,6.49,09041
9,42,437,5,1.14,2,0.46,3,0.69,6,1.37,1,0.23,3,0.69,5,1.14,8,1.83,31,7.09,2,0.46,6,1.37,6,1.37,11,2.52,2,0.46,6,1.37,6,1.37,5,1.14,2,0.46,4,0.92,2,0.46,3,0.69,3,0.69,1,0.23,0,0.0,2,0.46,3,0.69,10,2.29,2,0.46,2,0.46,6,1.37,16,3.66,12,2.75,8,1.83,10,2.29,5,1.14,3,0.69,4,0.92,3,0.69,2,0.46,1,0.23,4,0.92,2,0.46,0,0.0,2,0.46,13,2.97,16,3.66,8,1.83,14,3.2,29,6.64,78,17.85,26,5.95,09042
9,43,473,13,2.75,7,1.48,3,0.63,6,1.27,4,0.85,6,1.27,5,1.06,21,4.44,57,12.05,5,1.06,10,2.11,14,2.96,11,2.33,7,1.48,8,1.69,10,2.11,5,1.06,2,0.42,3,0.63,3,0.63,4,0.85,2,0.42,4,0.85,3,0.63,0,0.0,3,0.63,9,1.9,1,0.21,1,0.21,4,0.85,22,4.65,15,3.17,6,1.27,18,3.81,10,2.11,12,2.54,7,1.48,8,1.69,0,0.0,2,0.42,1,0.21,1,0.21,0,0.0,0,0.0,11,2.33,6,1.27,5,1.06,8,1.69,25,5.29,39,8.25,34,7.19,09043
9,44,572,5,0.87,4,0.7,2,0.35,6,1.05,1,0.17,2,0.35,6,1.05,23,4.02,64,11.19,6,1.05,15,2.62,20,3.5,12,2.1,8,1.4,8,1.4,10,1.75,8,1.4,5,0.87,5,0.87,5,0.87,3,0.52,6,1.05,5,0.87,2,0.35,2,0.35,2,0.35,8,1.4,2,0.35,0,0.0,2,0.35,24,4.2,19,3.32,13,2.27,18,3.15,9,1.57,14,2.45,12,2.1,9,1.57,2,0.35,2,0.35,0,0.0,1,0.17,0,0.0,1,0.17,13,2.27,12,2.1,10,1.75,12,2.1,28,4.9,49,8.57,38,6.64,09044
9,45,1088,11,1.01,5,0.46,2,0.18,6,0.55,2,0.18,4,0.37,4,0.37,36,3.31,93,8.55,11,1.01,24,2.21,34,3.13,24,2.21,16,1.47,12,1.1,8,0.74,11,1.01,8,0.74,5,0.46,2,0.18,5,0.46,6,0.55,3,0.28,5,0.46,4,0.37,3,0.28,15,1.38,1,0.09,5,0.46,5,0.46,58,5.33,39,3.58,30,2.76,50,4.6,31,2.85,27,2.48,26,2.39,31,2.85,1,0.09,1,0.09,3,0.28,0,0.0,1,0.09,2,0.18,36,3.31,41,3.77,23,2.11,40,3.68,69,6.34,84,7.72,80,7.35,09045
9,46,634,7,1.1,4,0.63,0,0.0,5,0.79,1,0.16,5,0.79,5,0.79,30,4.73,69,10.88,7,1.1,17,2.68,22,3.47,12,1.89,8,1.26,11,1.74,10,1.58,11,1.74,8,1.26,6,0.95,5,0.79,6,0.95,6,0.95,4,0.63,2,0.32,1,0.16,0,0.0,14,2.21,0,0.0,3,0.47,2,0.32,34,5.36,25,3.94,17,2.68,31,4.89,20,3.15,14,2.21,14,2.21,13,2.05,0,0.0,0,0.0,3,0.47,0,0.0,0,0.0,2,0.32,15,2.37,9,1.42,11,1.74,13,2.05,30,4.73,51,8.04,37,5.84,09046
9,47,527,9,1.71,3,0.57,3,0.57,3,0.57,2,0.38,3,0.57,6,1.14,21,3.98,53,10.06,4,0.76,10,1.9,17,3.23,16,3.04,10,1.9,7,1.33,3,0.57,8,1.52,3,0.57,2,0.38,2,0.38,0,0.0,5,0.95,3,0.57,1,0.19,3,0.57,3,0.57,10,1.9,1,0.19,1,0.19,2,0.38,23,4.36,12,2.28,7,1.33,13,2.47,10,1.9,5,0.95,5,0.95,7,1.33,2,0.38,0,0.0,5,0.95,2,0.38,0,0.0,4,0.76,15,2.85,17,3.23,12,2.28,18,3.42,35,6.64,50,9.49,29,5.5,09047
9,48,881,11,1.25,5,0.57,7,0.79,10,1.14,4,0.45,9,1.02,6,0.68,27,3.06,76,8.63,11,1.25,29,3.29,25,2.84,13,1.48,13,1.48,6,0.68,9,1.02,6,0.68,6,0.68,7,0.79,1,0.11,3,0.34,3,0.34,2,0.23,3,0.34,3,0.34,2,0.23,9,1.02,2,0.23,1,0.11,1,0.11,48,5.45,44,4.99,34,3.86,43,4.88,34,3.86,31,3.52,28,3.18,28,3.18,3,0.34,2,0.23,6,0.68,2,0.23,3,0.34,2,0.23,26,2.95,24,2.72,18,2.04,32,3.63,48,5.45,49,5.56,48,5.45,09048
9,49,282,2,0.71,4,1.42,1,0.35,4,1.42,0,0.0,3,1.06,3,1.06,13,4.61,32,11.35,4,1.42,9,3.19,9,3.19,14,4.96,3,1.06,2,0.71,4,1.42,5,1.77,1,0.35,1,0.35,1,0.35,0,0.0,0,0.0,1,0.35,1,0.35,1,0.35,2,0.71,7,2.48,0,0.0,1,0.35,2,0.71,14,4.96,12,4.26,9,3.19,14,4.96,6,2.13,4,1.42,6,2.13,3,1.06,0,0.0,0,0.0,0,0.0,0,0.0,1,0.35,1,0.35,3,1.06,6,2.13,1,0.35,7,2.48,20,7.09,19,6.74,19,6.74,09049
9,50,309,4,1.29,2,0.65,3,0.97,5,1.62,4,1.29,3,0.97,0,0.0,14,4.53,34,11.0,3,0.97,11,3.56,15,4.85,7,2.27,3,0.97,1,0.32,2,0.65,0,0.0,0,0.0,1,0.32,0,0.0,3,0.97,0,0.0,1,0.32,2,0.65,1,0.32,0,0.0,4,1.29,0,0.0,1,0.32,0,0.0,7,2.27,11,3.56,6,1.94,6,1.94,5,1.62,3,0.97,4,1.29,6,1.94,2,0.65,1,0.32,2,0.65,0,0.0,1,0.32,3,0.97,15,4.85,10,3.24,4,1.29,12,3.88,19,6.15,27,8.74,23,7.44,09050
9,51,520,12,2.31,6,1.15,6,1.15,8,1.54,2,0.38,7,1.35,7,1.35,16,3.08,50,9.62,5,0.96,13,2.5,22,4.23,18,3.46,8,1.54,5,0.96,4,0.77,1,0.19,3,0.58,0,0.0,2,0.38,3,0.58,3,0.58,2,0.38,2,0.38,0,0.0,2,0.38,10,1.92,1,0.19,4,0.77,3,0.58,31,5.96,28,5.38,22,4.23,23,4.42,20,3.85,13,2.5,14,2.69,13,2.5,0,0.0,0,0.0,1,0.19,0,0.0,1,0.19,3,0.58,7,1.35,9,1.73,2,0.38,5,0.96,30,5.77,27,5.19,34,6.54,09051
9,52,941,15,1.59,10,1.06,5,0.53,9,0.96,2,0.21,4,0.43,7,0.74,26,2.76,86,9.14,8,0.85,22,2.34,26,2.76,23,2.44,13,1.38,13,1.38,16,1.7,11,1.17,11,1.17,7,0.74,5,0.53,7,0.74,4,0.43,3,0.32,1,0.11,3,0.32,1,0.11,7,0.74,2,0.21,5,0.53,4,0.43,60,6.38,47,4.99,41,4.36,54,5.74,40,4.25,38,4.04,29,3.08,35,3.72,2,0.21,0,0.0,7,0.74,1,0.11,2,0.21,3,0.32,24,2.55,15,1.59,9,0.96,27,2.87,43,4.57,50,5.31,46,4.89,09052
9,53,472,9,1.91,5,1.06,2,0.42,4,0.85,2,0.42,2,0.42,2,0.42,18,3.81,64,13.56,8,1.69,12,2.54,18,3.81,18,3.81,10,2.12,8,1.69,5,1.06,8,1.69,6,1.27,2,0.42,0,0.0,2,0.42,2,0.42,2,0.42,2,0.42,0,0.0,1,0.21,9,1.91,1,0.21,1,0.21,1,0.21,27,5.72,13,2.75,6,1.27,16,3.39,8,1.69,6,1.27,11,2.33,5,1.06,1,0.21,1,0.21,4,0.85,0,0.0,1,0.21,2,0.42,5,1.06,10,2.12,3,0.64,5,1.06,32,6.78,42,8.9,37,7.84,09053
9,55,378,9,2.38,4,1.06,3,0.79,4,1.06,2,0.53,5,1.32,5,1.32,20,5.29,36,9.52,6,1.59,13,3.44,10,2.65,7,1.85,5,1.32,3,0.79,7,1.85,3,0.79,2,0.53,4,1.06,3,0.79,3,0.79,1,0.26,5,1.32,4,1.06,2,0.53,1,0.26,9,2.38,1,0.26,0,0.0,0,0.0,24,6.35,12,3.17,10,2.65,12,3.17,8,2.12,11,2.91,10,2.65,9,2.38,0,0.0,1,0.26,3,0.79,2,0.53,1,0.26,1,0.26,9,2.38,8,2.12,5,1.32,13,3.44,20,5.29,20,5.29,13,3.44,09055
9,57,643,17,2.64,22,3.42,13,2.02,20,3.11,12,1.87,14,2.18,8,1.24,16,2.49,27,4.2,14,2.18,15,2.33,14,2.18,8,1.24,8,1.24,5,0.78,11,1.71,4,0.62,8,1.24,5,0.78,7,1.09,8,1.24,6,0.93,3,0.47,2,0.31,1,0.16,3,0.47,4,0.62,0,0.0,3,0.47,0,0.0,33,5.13,37,5.75,31,4.82,37,5.75,29,4.51,32,4.98,33,5.13,28,4.35,4,0.62,4,0.62,7,1.09,3,0.47,3,0.47,4,0.62,8,1.24,5,0.78,3,0.47,10,1.56,12,1.87,11,1.71,19,2.95,09057
10,1,439,5,1.14,8,1.82,4,0.91,4,0.91,4,0.91,3,0.68,6,1.37,12,2.73,26,5.92,2,0.46,5,1.14,6,1.37,8,1.82,7,1.59,5,1.14,9,2.05,11,2.51,8,1.82,7,1.59,4,0.91,4,0.91,5,1.14,2,0.46,1,0.23,1,0.23,3,0.68,8,1.82,0,0.0,1,0.23,1,0.23,27,6.15,34,7.74,27,6.15,25,5.69,23,5.24,19,4.33,17,3.87,17,3.87,0,0.0,1,0.23,2,0.46,1,0.23,3,0.68,2,0.46,5,1.14,3,0.68,3,0.68,2,0.46,13,2.96,25,5.69,13,2.96,10001
10,2,468,14,2.99,11,2.35,6,1.28,7,1.5,9,1.92,4,0.85,10,2.14,5,1.07,6,1.28,8,1.71,3,0.64,3,0.64,7,1.5,2,0.43,3,0.64,4,0.85,6,1.28,6,1.28,9,1.92,3,0.64,2,0.43,2,0.43,1,0.21,4,0.85,3,0.64,3,0.64,2,0.43,0,0.0,0,0.0,2,0.43,32,6.84,37,7.91,36,7.69,39,8.33,38,8.12,31,6.62,32,6.84,27,5.77,2,0.43,0,0.0,1,0.21,2,0.43,2,0.43,1,0.21,2,0.43,5,1.07,2,0.43,4,0.85,7,1.5,10,2.14,8,1.71,10002
10,3,721,23,3.19,15,2.08,15,2.08,13,1.8,18,2.5,8,1.11,15,2.08,16,2.22,12,1.66,21,2.91,10,1.39,8,1.11,7,0.97,6,0.83,4,0.55,2,0.28,4,0.55,3,0.42,5,0.69,5,0.69,4,0.55,2,0.28,4,0.55,0,0.0,4,0.55,1,0.14,3,0.42,0,0.0,0,0.0,2,0.28,63,8.74,60,8.32,56,7.77,61,8.46,52,7.21,48,6.66,51,7.07,48,6.66,3,0.42,2,0.28,1,0.14,3,0.42,3,0.42,3,0.42,2,0.28,1,0.14,2,0.28,4,0.55,1,0.14,12,1.66,6,0.83,10003
10,4,541,11,2.03,11,2.03,7,1.29,7,1.29,5,0.92,7,1.29,9,1.66,15,2.77,19,3.51,8,1.48,10,1.85,13,2.4,9,1.66,6,1.11,2,0.37,4,0.74,3,0.55,3,0.55,2,0.37,4,0.74,2,0.37,1,0.18,2,0.37,1,0.18,5,0.92,2,0.37,4,0.74,0,0.0,0,0.0,2,0.37,36,6.65,37,6.84,33,6.1,38,7.02,34,6.28,32,5.91,33,6.1,27,4.99,1,0.18,1,0.18,1,0.18,2,0.37,0,0.0,4,0.74,10,1.85,6,1.11,6,1.11,11,2.03,14,2.59,17,3.14,13,2.4,10004
10,5,532,12,2.26,9,1.69,4,0.75,9,1.69,12,2.26,6,1.13,11,2.07,8,1.5,7,1.32,9,1.69,3,0.56,7,1.32,4,0.75,1,0.19,1,0.19,3,0.56,2,0.38,1,0.19,4,0.75,4,0.75,1,0.19,2,0.38,3,0.56,2,0.38,5,0.94,3,0.56,3,0.56,1,0.19,1,0.19,4,0.75,47,8.83,48,9.02,44,8.27,48,9.02,40,7.52,36,6.77,37,6.95,36,6.77,1,0.19,2,0.38,1,0.19,1,0.19,0,0.0,1,0.19,2,0.38,2,0.38,2,0.38,7,1.32,6,1.13,12,2.26,9,1.69,10005
10,6,621,12,1.93,8,1.29,2,0.32,6,0.97,3,0.48,5,0.81,3,0.48,16,2.58,59,9.5,4,0.64,10,1.61,9,1.45,11,1.77,4,0.64,5,0.81,5,0.81,5,0.81,3,0.48,4,0.64,3,0.48,1,0.16,3,0.48,2,0.32,2,0.32,1,0.16,2,0.32,9,1.45,1,0.16,3,0.48,2,0.32,39,6.28,32,5.15,23,3.7,32,5.15,25,4.03,23,3.7,21,3.38,20,3.22,3,0.48,1,0.16,3,0.48,1,0.16,2,0.32,2,0.32,19,3.06,15,2.42,11,1.77,20,3.22,40,6.44,49,7.89,27,4.35,10006
10,7,133,0,0.0,2,1.5,1,0.75,0,0.0,1,0.75,2,1.5,0,0.0,1,0.75,11,8.27,0,0.0,6,4.51,3,2.26,4,3.01,1,0.75,1,0.75,1,0.75,0,0.0,1,0.75,0,0.0,0,0.0,0,0.0,0,0.0,1,0.75,0,0.0,0,0.0,1,0.75,2,1.5,0,0.0,1,0.75,0,0.0,11,8.27,12,9.02,7,5.26,7,5.26,6,4.51,7,5.26,5,3.76,6,4.51,0,0.0,0,0.0,1,0.75,0,0.0,0,0.0,0,0.0,2,1.5,5,3.76,0,0.0,2,1.5,8,6.02,3,2.26,11,8.27,10007
10,8,545,13,2.39,11,2.02,11,2.02,10,1.83,16,2.94,14,2.57,16,2.94,5,0.92,9,1.65,17,3.12,9,1.65,7,1.28,4,0.73,2,0.37,6,1.1,6,1.1,6,1.1,6,1.1,6,1.1,5,0.92,3,0.55,3,0.55,0,0.0,2,0.37,4,0.73,0,0.0,4,0.73,1,0.18,1,0.18,2,0.37,34,6.24,45,8.26,36,6.61,39,7.16,37,6.79,36,6.61,35,6.42,34,6.24,2,0.37,0,0.0,1,0.18,1,0.18,2,0.37,1,0.18,2,0.37,3,0.55,5,0.92,4,0.73,8,1.47,10,1.83,6,1.1,10008
