ward,precinct,total,Robert J. Baren (Dean),Robert J. Baren (Dean) Percent,Deborah L. Graham (Dean),Deborah L. Graham (Dean) Percent,Thomas E. Simmons (Dean),Thomas E. Simmons (Dean) Percent,Anna Eleanor Roosevelt (Dean),Anna Eleanor Roosevelt (Dean) Percent,Eric Emmett Davis (Dean),Eric Emmett Davis (Dean) Percent,Barbara Burchjolla (Dean),Barbara Burchjolla (Dean) Percent,Vincent R. Williams (Dean),Vincent R. Williams (Dean) Percent,Camille Y. Lilly (Dean),Camille Y. Lilly (Dean) Percent,Richard Breyer (Kucinich),Richard Breyer (Kucinich) Percent,Mary Jean Cravens (Kucinich),Mary Jean Cravens (Kucinich) Percent,Babak Bakhtiari (Kucinich),Babak Bakhtiari (Kucinich) Percent,Leslie Roberts (Kucinich),Leslie Roberts (Kucinich) Percent,Bruce Samuels (Kucinich),Bruce Samuels (Kucinich) Percent,Margo Dumelle (Kucinich),Margo Dumelle (Kucinich) Percent,Mary O'Kiersey (Kucinich),Mary O'Kiersey (Kucinich) Percent,Barbara A. Mullarkey (Kucinich),Barbara A. Mullarkey (Kucinich) Percent,Susan S. Pritzker (Gephardt),Susan S. Pritzker (Gephardt) Percent,Reanetta Hunt (Gephardt),Reanetta Hunt (Gephardt) Percent,Peter A. Fosco (Gephardt),Peter A. Fosco (Gephardt) Percent,Javier Ramirez (Gephardt),Javier Ramirez (Gephardt) Percent,Darlena Williams-Burnett (Edwards),Darlena Williams-Burnett (Edwards) Percent,Larry R. Rogers (Edwards),Larry R. Rogers (Edwards) Percent,Gabriella S. Pehanich (Edwards),Gabriella S. Pehanich (Edwards) Percent,Ajay Niranjan Shah (Edwards),Ajay Niranjan Shah (Edwards) Percent,Mercedes A. Laing (Edwards),Mercedes A. Laing (Edwards) Percent,Frank M. Bass (Edwards),Frank M. Bass (Edwards) Percent,Tania Irene Lopez (Edwards),Tania Irene Lopez (Edwards) Percent,Keith A. Romero (Edwards),Keith A. Romero (Edwards) Percent,Vi Daley (Clark),Vi Daley (Clark) Percent,Thomas Gary (Clark),Thomas Gary (Clark) Percent,Bettylu K. Saltzman (Clark),Bettylu K. Saltzman (Clark) Percent,Ted Tetzlaff (Clark),Ted Tetzlaff (Clark) Percent,Judy Klutznick (Clark),Judy Klutznick (Clark) Percent,Robert C. Howard (Clark),Robert C. Howard (Clark) Percent,Bette Cerf Hill (Clark),Bette Cerf Hill (Clark) Percent,Robert L. Fogel (Clark),Robert L. Fogel (Clark) Percent,Laura Perna (Kerry),Laura Perna (Kerry) Percent,Victor Johnson (Kerry),Victor Johnson (Kerry) Percent,Lisa Ellman (Kerry),Lisa Ellman (Kerry) Percent,Carl Harper (Kerry),Carl Harper (Kerry) Percent,Audra Wilson (Kerry),Audra Wilson (Kerry) Percent,Kimberly Johnson (Kerry),Kimberly Johnson (Kerry) Percent,Mike Keating (Kerry),Mike Keating (Kerry) Percent,Nathaniel Benson (Lieberman),Nathaniel Benson (Lieberman) Percent,Desiree Grode (Lieberman),Desiree Grode (Lieberman) Percent,Alissa Krinsky (Lieberman),Alissa Krinsky (Lieberman) Percent,Daniel Logan (Lieberman),Daniel Logan (Lieberman) Percent,Andrew May (Lieberman),Andrew May (Lieberman) Percent,Miriam Moore-Hunter (Lieberman),Miriam Moore-Hunter (Lieberman) Percent,Barton Moy (Lieberman),Barton Moy (Lieberman) Percent,Betty Wong (Lieberman),Betty Wong (Lieberman) Percent,Christine K. Cook (Braun),Christine K. Cook (Braun) Percent,Michael J. Fitzgerald (Braun),Michael J. Fitzgerald (Braun) Percent,Bobbie L. Steele (Braun),Bobbie L. Steele (Braun) Percent,Calvin Giles (Braun),Calvin Giles (Braun) Percent,Joyce Washington (Braun),Joyce Washington (Braun) Percent,John Troelstrup (Braun),John Troelstrup (Braun) Percent,Mattie Hunter (Braun),Mattie Hunter (Braun) Percent,precinct_id
37,3,275,10,3.64,13,4.73,7,2.55,8,2.91,9,3.27,5,1.82,9,3.27,6,2.18,3,1.09,3,1.09,0,0.0,5,1.82,3,1.09,3,1.09,4,1.45,2,0.73,2,0.73,4,1.45,1,0.36,7,2.55,7,2.55,6,2.18,2,0.73,2,0.73,2,0.73,2,0.73,5,1.82,2,0.73,1,0.36,1,0.36,1,0.36,1,0.36,0,0.0,8,2.91,5,1.82,2,0.73,10,3.64,11,4.0,11,4.0,9,3.27,8,2.91,10,3.64,9,3.27,1,0.36,0,0.0,0,0.0,1,0.36,0,0.0,2,0.73,0,0.0,3,1.09,6,2.18,9,3.27,5,1.82,8,2.91,8,2.91,2,0.73,2,0.73,37003
37,4,217,5,2.3,4,1.84,8,3.69,1,0.46,6,2.76,0,0.0,6,2.76,7,3.23,0,0.0,1,0.46,1,0.46,1,0.46,0,0.0,0,0.0,1,0.46,5,2.3,3,1.38,2,0.92,0,0.0,0,0.0,5,2.3,9,4.15,3,1.38,2,0.92,4,1.84,2,0.92,3,1.38,1,0.46,2,0.92,2,0.92,1,0.46,1,0.46,1,0.46,4,1.84,0,0.0,1,0.46,12,5.53,14,6.45,13,5.99,11,5.07,10,4.61,14,6.45,11,5.07,1,0.46,1,0.46,0,0.0,0,0.0,0,0.0,2,0.92,0,0.0,1,0.46,2,0.92,4,1.84,4,1.84,5,2.3,8,3.69,0,0.0,2,0.92,37004
37,5,540,15,2.78,44,8.15,11,2.04,12,2.22,11,2.04,9,1.67,25,4.63,27,5.0,3,0.56,5,0.93,1,0.19,4,0.74,3,0.56,3,0.56,3,0.56,8,1.48,2,0.37,5,0.93,4,0.74,4,0.74,27,5.0,8,1.48,3,0.56,3,0.56,8,1.48,15,2.78,1,0.19,1,0.19,0,0.0,3,0.56,0,0.0,0,0.0,1,0.19,11,2.04,4,0.74,3,0.56,12,2.22,12,2.22,15,2.78,13,2.41,14,2.59,17,3.15,10,1.85,0,0.0,4,0.74,2,0.37,3,0.56,2,0.37,2,0.37,1,0.19,8,1.48,8,1.48,10,1.85,27,5.0,37,6.85,17,3.15,6,1.11,21,3.89,37005
37,6,603,26,4.31,47,7.79,22,3.65,20,3.32,25,4.15,18,2.99,27,4.48,21,3.48,4,0.66,3,0.5,6,1.0,6,1.0,6,1.0,1,0.17,1,0.17,8,1.33,1,0.17,6,1.0,1,0.17,1,0.17,22,3.65,15,2.49,1,0.17,2,0.33,3,0.5,6,1.0,1,0.17,0,0.0,3,0.5,3,0.5,0,0.0,0,0.0,1,0.17,8,1.33,2,0.33,1,0.17,18,2.99,24,3.98,23,3.81,20,3.32,19,3.15,28,4.64,12,1.99,2,0.33,0,0.0,0,0.0,0,0.0,1,0.17,0,0.0,1,0.17,12,1.99,9,1.49,16,2.65,20,3.32,25,4.15,17,2.82,9,1.49,16,2.65,37006
37,7,489,17,3.48,31,6.34,7,1.43,11,2.25,11,2.25,7,1.43,13,2.66,15,3.07,6,1.23,2,0.41,1,0.2,3,0.61,3,0.61,2,0.41,1,0.2,5,1.02,2,0.41,6,1.23,2,0.41,6,1.23,21,4.29,17,3.48,5,1.02,4,0.82,2,0.41,12,2.45,2,0.41,5,1.02,4,0.82,4,0.82,1,0.2,2,0.41,2,0.41,13,2.66,3,0.61,2,0.41,17,3.48,22,4.5,16,3.27,18,3.68,21,4.29,23,4.7,15,3.07,2,0.41,0,0.0,1,0.2,0,0.0,0,0.0,3,0.61,0,0.0,5,1.02,7,1.43,6,1.23,16,3.27,21,4.29,15,3.07,2,0.41,11,2.25,37007
37,8,303,13,4.29,14,4.62,16,5.28,6,1.98,12,3.96,16,5.28,19,6.27,18,5.94,1,0.33,0,0.0,1,0.33,0,0.0,2,0.66,0,0.0,2,0.66,2,0.66,2,0.66,5,1.65,0,0.0,5,1.65,7,2.31,8,2.64,0,0.0,0,0.0,1,0.33,0,0.0,1,0.33,1,0.33,2,0.66,1,0.33,0,0.0,1,0.33,2,0.66,4,1.32,0,0.0,4,1.32,6,1.98,4,1.32,7,2.31,3,0.99,3,0.99,6,1.98,2,0.66,1,0.33,0,0.0,0,0.0,1,0.33,0,0.0,0,0.0,1,0.33,8,2.64,11,3.63,13,4.29,23,7.59,10,3.3,12,3.96,9,2.97,11,3.63,37008
37,9,657,21,3.2,39,5.94,24,3.65,13,1.98,21,3.2,18,2.74,27,4.11,23,3.5,4,0.61,5,0.76,5,0.76,6,0.91,6,0.91,2,0.3,5,0.76,10,1.52,5,0.76,3,0.46,4,0.61,5,0.76,24,3.65,9,1.37,3,0.46,8,1.22,5,0.76,7,1.07,8,1.22,2,0.3,5,0.76,6,0.91,4,0.61,1,0.15,4,0.61,14,2.13,4,0.61,2,0.3,24,3.65,23,3.5,23,3.5,20,3.04,23,3.5,32,4.87,20,3.04,1,0.15,3,0.46,3,0.46,2,0.3,1,0.15,1,0.15,1,0.15,11,1.67,7,1.07,11,1.67,25,3.81,22,3.35,14,2.13,5,0.76,12,1.83,37009
37,10,651,22,3.38,57,8.76,34,5.22,18,2.76,17,2.61,14,2.15,44,6.76,47,7.22,1,0.15,2,0.31,4,0.61,5,0.77,3,0.46,1,0.15,0,0.0,8,1.23,2,0.31,4,0.61,2,0.31,6,0.92,21,3.23,17,2.61,4,0.61,2,0.31,2,0.31,9,1.38,2,0.31,1,0.15,4,0.61,6,0.92,0,0.0,0,0.0,5,0.77,8,1.23,3,0.46,3,0.46,21,3.23,26,3.99,24,3.69,23,3.53,23,3.53,25,3.84,16,2.46,0,0.0,0,0.0,0,0.0,0,0.0,1,0.15,1,0.15,0,0.0,5,0.77,7,1.08,6,0.92,20,3.07,30,4.61,12,1.84,1,0.15,16,2.46,37010
37,12,407,18,4.42,21,5.16,13,3.19,15,3.69,14,3.44,13,3.19,14,3.44,15,3.69,2,0.49,3,0.74,2,0.49,3,0.74,3,0.74,1,0.25,3,0.74,4,0.98,4,0.98,1,0.25,4,0.98,3,0.74,17,4.18,10,2.46,1,0.25,1,0.25,2,0.49,2,0.49,2,0.49,3,0.74,1,0.25,1,0.25,0,0.0,2,0.49,0,0.0,2,0.49,2,0.49,2,0.49,21,5.16,16,3.93,20,4.91,16,3.93,20,4.91,18,4.42,14,3.44,1,0.25,2,0.49,0,0.0,2,0.49,2,0.49,7,1.72,0,0.0,5,1.23,5,1.23,12,2.95,4,0.98,8,1.97,9,2.21,3,0.74,3,0.74,37012
37,13,360,12,3.33,15,4.17,15,4.17,14,3.89,13,3.61,6,1.67,7,1.94,9,2.5,2,0.56,2,0.56,1,0.28,2,0.56,1,0.28,2,0.56,4,1.11,3,0.83,5,1.39,6,1.67,3,0.83,6,1.67,17,4.72,13,3.61,4,1.11,2,0.56,3,0.83,2,0.56,5,1.39,2,0.56,3,0.83,1,0.28,1,0.28,1,0.28,3,0.83,9,2.5,3,0.83,4,1.11,11,3.06,12,3.33,13,3.61,14,3.89,16,4.44,17,4.72,12,3.33,2,0.56,0,0.0,1,0.28,1,0.28,1,0.28,0,0.0,0,0.0,5,1.39,10,2.78,1,0.28,8,2.22,10,2.78,8,2.22,1,0.28,4,1.11,37013
37,14,502,24,4.78,32,6.37,16,3.19,7,1.39,16,3.19,3,0.6,18,3.59,17,3.39,6,1.2,4,0.8,3,0.6,3,0.6,4,0.8,1,0.2,3,0.6,13,2.59,5,1.0,4,0.8,8,1.59,0,0.0,24,4.78,8,1.59,3,0.6,1,0.2,2,0.4,6,1.2,4,0.8,4,0.8,3,0.6,6,1.2,3,0.6,0,0.0,3,0.6,10,1.99,9,1.79,3,0.6,12,2.39,15,2.99,13,2.59,17,3.39,13,2.59,26,5.18,8,1.59,1,0.2,2,0.4,1,0.2,0,0.0,1,0.2,2,0.4,1,0.2,8,1.59,9,1.79,17,3.39,10,1.99,26,5.18,17,3.39,3,0.6,9,1.79,37014
37,15,440,11,2.5,24,5.45,8,1.82,20,4.55,17,3.86,5,1.14,12,2.73,11,2.5,3,0.68,4,0.91,1,0.23,7,1.59,1,0.23,1,0.23,3,0.68,7,1.59,3,0.68,3,0.68,5,1.14,2,0.45,26,5.91,13,2.95,1,0.23,1,0.23,2,0.45,4,0.91,6,1.36,3,0.68,4,0.91,5,1.14,2,0.45,0,0.0,2,0.45,9,2.05,6,1.36,3,0.68,12,2.73,16,3.64,14,3.18,16,3.64,17,3.86,25,5.68,9,2.05,2,0.45,0,0.0,0,0.0,2,0.45,1,0.23,1,0.23,1,0.23,6,1.36,6,1.36,8,1.82,11,2.5,20,4.55,18,4.09,1,0.23,8,1.82,37015
37,16,808,21,2.6,54,6.68,26,3.22,19,2.35,21,2.6,12,1.49,32,3.96,27,3.34,4,0.5,3,0.37,1,0.12,4,0.5,5,0.62,3,0.37,1,0.12,14,1.73,5,0.62,3,0.37,5,0.62,1,0.12,24,2.97,18,2.23,2,0.25,1,0.12,4,0.5,14,1.73,4,0.5,2,0.25,1,0.12,4,0.5,2,0.25,0,0.0,5,0.62,11,1.36,2,0.25,3,0.37,32,3.96,36,4.46,39,4.83,35,4.33,36,4.46,44,5.45,30,3.71,3,0.37,3,0.37,1,0.12,0,0.0,4,0.5,0,0.0,1,0.12,10,1.24,13,1.61,14,1.73,25,3.09,35,4.33,31,3.84,9,1.11,19,2.35,37016
37,17,468,17,3.63,32,6.84,11,2.35,11,2.35,15,3.21,7,1.5,19,4.06,15,3.21,1,0.21,0,0.0,1,0.21,4,0.85,2,0.43,1,0.21,7,1.5,6,1.28,4,0.85,3,0.64,0,0.0,1,0.21,20,4.27,11,2.35,1,0.21,1,0.21,0,0.0,6,1.28,4,0.85,0,0.0,1,0.21,3,0.64,0,0.0,1,0.21,2,0.43,16,3.42,3,0.64,0,0.0,14,2.99,17,3.63,19,4.06,17,3.63,20,4.27,25,5.34,15,3.21,2,0.43,1,0.21,1,0.21,2,0.43,3,0.64,3,0.64,1,0.21,5,1.07,6,1.28,14,2.99,18,3.85,20,4.27,9,1.92,3,0.64,9,1.92,37017
37,18,600,16,2.67,45,7.5,15,2.5,12,2.0,14,2.33,8,1.33,25,4.17,22,3.67,2,0.33,2,0.33,1,0.17,4,0.67,2,0.33,1,0.17,2,0.33,10,1.67,5,0.83,8,1.33,3,0.5,2,0.33,23,3.83,17,2.83,2,0.33,3,0.5,4,0.67,10,1.67,4,0.67,2,0.33,4,0.67,7,1.17,0,0.0,0,0.0,2,0.33,8,1.33,7,1.17,5,0.83,16,2.67,15,2.5,22,3.67,18,3.0,18,3.0,26,4.33,15,2.5,2,0.33,1,0.17,1,0.17,1,0.17,1,0.17,4,0.67,1,0.17,7,1.17,8,1.33,18,3.0,25,4.17,33,5.5,28,4.67,9,1.5,19,3.17,37018
37,19,124,3,2.42,6,4.84,3,2.42,4,3.23,3,2.42,3,2.42,2,1.61,3,2.42,1,0.81,1,0.81,0,0.0,1,0.81,1,0.81,0,0.0,1,0.81,1,0.81,2,1.61,0,0.0,0,0.0,3,2.42,3,2.42,2,1.61,0,0.0,0,0.0,0,0.0,0,0.0,1,0.81,1,0.81,1,0.81,3,2.42,1,0.81,1,0.81,1,0.81,4,3.23,2,1.61,1,0.81,4,3.23,5,4.03,7,5.65,5,4.03,5,4.03,5,4.03,3,2.42,0,0.0,0,0.0,0,0.0,1,0.81,0,0.0,1,0.81,0,0.0,2,1.61,1,0.81,6,4.84,5,4.03,2,1.61,3,2.42,1,0.81,5,4.03,37019
37,20,342,4,1.17,13,3.8,6,1.75,6,1.75,15,4.39,3,0.88,4,1.17,6,1.75,3,0.88,3,0.88,1,0.29,1,0.29,1,0.29,1,0.29,2,0.58,3,0.88,2,0.58,2,0.58,2,0.58,2,0.58,21,6.14,5,1.46,0,0.0,1,0.29,0,0.0,5,1.46,2,0.58,2,0.58,0,0.0,4,1.17,1,0.29,0,0.0,2,0.58,7,2.05,0,0.0,3,0.88,16,4.68,18,5.26,19,5.56,19,5.56,18,5.26,25,7.31,15,4.39,0,0.0,0,0.0,3,0.88,0,0.0,1,0.29,2,0.58,0,0.0,4,1.17,2,0.58,3,0.88,9,2.63,20,5.85,12,3.51,1,0.29,7,2.05,37020
37,21,526,14,2.66,44,8.37,25,4.75,12,2.28,12,2.28,8,1.52,18,3.42,19,3.61,4,0.76,6,1.14,2,0.38,5,0.95,2,0.38,5,0.95,1,0.19,5,0.95,6,1.14,2,0.38,0,0.0,2,0.38,27,5.13,9,1.71,4,0.76,1,0.19,3,0.57,8,1.52,5,0.95,2,0.38,3,0.57,4,0.76,3,0.57,1,0.19,2,0.38,9,1.71,5,0.95,1,0.19,18,3.42,15,2.85,25,4.75,16,3.04,16,3.04,22,4.18,18,3.42,2,0.38,1,0.19,0,0.0,2,0.38,1,0.19,2,0.38,0,0.0,3,0.57,6,1.14,9,1.71,23,4.37,22,4.18,15,2.85,2,0.38,11,2.09,37021
37,22,567,15,2.65,45,7.94,30,5.29,14,2.47,21,3.7,5,0.88,35,6.17,31,5.47,4,0.71,1,0.18,3,0.53,7,1.23,9,1.59,3,0.53,4,0.71,7,1.23,2,0.35,5,0.88,1,0.18,4,0.71,22,3.88,11,1.94,2,0.35,3,0.53,2,0.35,9,1.59,0,0.0,2,0.35,4,0.71,0,0.0,1,0.18,2,0.35,0,0.0,10,1.76,1,0.18,2,0.35,18,3.17,18,3.17,24,4.23,15,2.65,16,2.82,19,3.35,13,2.29,2,0.35,4,0.71,2,0.35,2,0.35,2,0.35,2,0.35,2,0.35,5,0.88,11,1.94,7,1.23,20,3.53,27,4.76,13,2.29,3,0.53,11,1.94,37022
37,23,436,22,5.05,24,5.5,12,2.75,13,2.98,13,2.98,9,2.06,18,4.13,17,3.9,5,1.15,4,0.92,4,0.92,2,0.46,3,0.69,3,0.69,1,0.23,7,1.61,5,1.15,3,0.69,1,0.23,1,0.23,21,4.82,13,2.98,1,0.23,0,0.0,1,0.23,5,1.15,1,0.23,0,0.0,4,0.92,3,0.69,2,0.46,0,0.0,3,0.69,11,2.52,2,0.46,1,0.23,14,3.21,16,3.67,17,3.9,12,2.75,14,3.21,20,4.59,13,2.98,1,0.23,0,0.0,1,0.23,0,0.0,0,0.0,0,0.0,0,0.0,6,1.38,3,0.69,20,4.59,9,2.06,13,2.98,12,2.75,6,1.38,10,2.29,37023
37,24,514,18,3.5,42,8.17,29,5.64,12,2.33,21,4.09,13,2.53,31,6.03,32,6.23,0,0.0,5,0.97,1,0.19,5,0.97,3,0.58,5,0.97,4,0.78,3,0.58,4,0.78,8,1.56,1,0.19,6,1.17,17,3.31,7,1.36,0,0.0,1,0.19,4,0.78,6,1.17,1,0.19,0,0.0,2,0.39,5,0.97,0,0.0,1,0.19,1,0.19,5,0.97,3,0.58,4,0.78,13,2.53,10,1.95,16,3.11,14,2.72,10,1.95,20,3.89,11,2.14,2,0.39,2,0.39,2,0.39,2,0.39,1,0.19,2,0.39,2,0.39,9,1.75,4,0.78,8,1.56,22,4.28,17,3.31,21,4.09,7,1.36,9,1.75,37024
37,25,615,24,3.9,37,6.02,7,1.14,16,2.6,19,3.09,16,2.6,23,3.74,23,3.74,4,0.65,6,0.98,5,0.81,7,1.14,3,0.49,2,0.33,2,0.33,11,1.79,6,0.98,2,0.33,1,0.16,2,0.33,22,3.58,15,2.44,1,0.16,1,0.16,5,0.81,13,2.11,3,0.49,4,0.65,0,0.0,4,0.65,2,0.33,0,0.0,3,0.49,8,1.3,3,0.49,5,0.81,21,3.41,23,3.74,21,3.41,19,3.09,21,3.41,33,5.37,16,2.6,2,0.33,0,0.0,1,0.16,2,0.33,2,0.33,3,0.49,1,0.16,8,1.3,4,0.65,15,2.44,18,2.93,36,5.85,24,3.9,7,1.14,15,2.44,37025
37,26,311,12,3.86,17,5.47,6,1.93,7,2.25,13,4.18,6,1.93,11,3.54,9,2.89,2,0.64,3,0.96,1,0.32,1,0.32,0,0.0,0,0.0,0,0.0,5,1.61,0,0.0,1,0.32,2,0.64,3,0.96,10,3.22,8,2.57,3,0.96,2,0.64,5,1.61,4,1.29,3,0.96,2,0.64,2,0.64,3,0.96,0,0.0,0,0.0,3,0.96,6,1.93,2,0.64,2,0.64,10,3.22,13,4.18,11,3.54,11,3.54,10,3.22,14,4.5,11,3.54,1,0.32,0,0.0,2,0.64,1,0.32,0,0.0,1,0.32,0,0.0,7,2.25,0,0.0,5,1.61,13,4.18,13,4.18,11,3.54,3,0.96,10,3.22,37026
37,27,389,10,2.57,31,7.97,10,2.57,7,1.8,9,2.31,6,1.54,13,3.34,15,3.86,0,0.0,2,0.51,2,0.51,0,0.0,1,0.26,1,0.26,2,0.51,9,2.31,4,1.03,1,0.26,3,0.77,1,0.26,20,5.14,10,2.57,3,0.77,2,0.51,1,0.26,7,1.8,3,0.77,2,0.51,2,0.51,3,0.77,0,0.0,0,0.0,2,0.51,5,1.29,1,0.26,0,0.0,12,3.08,17,4.37,13,3.34,13,3.34,10,2.57,21,5.4,8,2.06,1,0.26,0,0.0,0,0.0,1,0.26,0,0.0,1,0.26,1,0.26,6,1.54,5,1.29,8,2.06,17,4.37,21,5.4,14,3.6,4,1.03,15,3.86,37027
37,28,581,13,2.24,24,4.13,18,3.1,12,2.07,17,2.93,15,2.58,13,2.24,16,2.75,2,0.34,3,0.52,1,0.17,1,0.17,1,0.17,2,0.34,2,0.34,4,0.69,4,0.69,4,0.69,1,0.17,0,0.0,23,3.96,14,2.41,0,0.0,2,0.34,0,0.0,7,1.2,4,0.69,4,0.69,3,0.52,4,0.69,0,0.0,1,0.17,1,0.17,6,1.03,3,0.52,2,0.34,33,5.68,34,5.85,32,5.51,35,6.02,36,6.2,42,7.23,30,5.16,1,0.17,2,0.34,3,0.52,2,0.34,1,0.17,5,0.86,1,0.17,5,0.86,5,0.86,6,1.03,11,1.89,20,3.44,8,1.38,1,0.17,6,1.03,37028
37,29,529,18,3.4,42,7.94,14,2.65,11,2.08,12,2.27,11,2.08,30,5.67,27,5.1,2,0.38,4,0.76,2,0.38,2,0.38,1,0.19,2,0.38,2,0.38,6,1.13,4,0.76,2,0.38,1,0.19,3,0.57,22,4.16,10,1.89,5,0.95,2,0.38,2,0.38,18,3.4,2,0.38,3,0.57,1,0.19,2,0.38,0,0.0,0,0.0,1,0.19,3,0.57,2,0.38,3,0.57,16,3.02,16,3.02,19,3.59,17,3.21,17,3.21,22,4.16,13,2.46,0,0.0,0,0.0,0,0.0,1,0.19,0,0.0,2,0.38,0,0.0,7,1.32,5,0.95,5,0.95,27,5.1,35,6.62,15,2.84,4,0.76,21,3.97,37029
37,30,414,12,2.9,19,4.59,8,1.93,11,2.66,10,2.42,18,4.35,21,5.07,18,4.35,3,0.72,7,1.69,2,0.48,3,0.72,3,0.72,1,0.24,0,0.0,5,1.21,3,0.72,5,1.21,3,0.72,5,1.21,17,4.11,9,2.17,1,0.24,1,0.24,2,0.48,4,0.97,5,1.21,3,0.72,2,0.48,2,0.48,1,0.24,0,0.0,1,0.24,7,1.69,3,0.72,1,0.24,11,2.66,12,2.9,14,3.38,8,1.93,8,1.93,14,3.38,8,1.93,0,0.0,0,0.0,2,0.48,2,0.48,2,0.48,0,0.0,1,0.24,16,3.86,3,0.72,18,4.35,24,5.8,15,3.62,7,1.69,12,2.9,13,3.14,37030
37,31,682,20,2.93,60,8.8,25,3.67,19,2.79,22,3.23,15,2.2,34,4.99,31,4.55,3,0.44,4,0.59,3,0.44,6,0.88,1,0.15,2,0.29,4,0.59,6,0.88,5,0.73,3,0.44,2,0.29,2,0.29,30,4.4,15,2.2,1,0.15,4,0.59,3,0.44,9,1.32,4,0.59,3,0.44,4,0.59,3,0.44,3,0.44,0,0.0,3,0.44,9,1.32,1,0.15,1,0.15,24,3.52,24,3.52,26,3.81,23,3.37,24,3.52,32,4.69,22,3.23,1,0.15,1,0.15,3,0.44,2,0.29,0,0.0,1,0.15,0,0.0,2,0.29,11,1.61,9,1.32,27,3.96,40,5.87,13,1.91,4,0.59,12,1.76,37031
37,32,509,16,3.14,38,7.47,16,3.14,9,1.77,11,2.16,10,1.96,22,4.32,24,4.72,1,0.2,1,0.2,1,0.2,3,0.59,2,0.39,1,0.2,2,0.39,6,1.18,2,0.39,6,1.18,1,0.2,3,0.59,19,3.73,8,1.57,0,0.0,0,0.0,1,0.2,3,0.59,1,0.2,0,0.0,1,0.2,2,0.39,0,0.0,0,0.0,1,0.2,8,1.57,4,0.79,3,0.59,19,3.73,25,4.91,22,4.32,23,4.52,19,3.73,22,4.32,14,2.75,2,0.39,2,0.39,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,10,1.96,9,1.77,17,3.34,18,3.54,13,2.55,23,4.52,9,1.77,15,2.95,37032
37,33,433,21,4.85,32,7.39,18,4.16,13,3.0,16,3.7,8,1.85,30,6.93,26,6.0,3,0.69,0,0.0,1,0.23,3,0.69,3,0.69,1,0.23,2,0.46,6,1.39,1,0.23,2,0.46,1,0.23,2,0.46,20,4.62,3,0.69,1,0.23,0,0.0,1,0.23,8,1.85,1,0.23,1,0.23,1,0.23,1,0.23,0,0.0,1,0.23,0,0.0,5,1.15,2,0.46,2,0.46,14,3.23,14,3.23,15,3.46,15,3.46,11,2.54,17,3.93,12,2.77,0,0.0,2,0.46,0,0.0,0,0.0,1,0.23,2,0.46,0,0.0,2,0.46,8,1.85,8,1.85,16,3.7,24,5.54,9,2.08,3,0.69,11,2.54,37033
37,34,720,23,3.19,48,6.67,26,3.61,18,2.5,24,3.33,11,1.53,34,4.72,33,4.58,4,0.56,6,0.83,1,0.14,10,1.39,4,0.56,4,0.56,4,0.56,12,1.67,5,0.69,2,0.28,0,0.0,3,0.42,22,3.06,19,2.64,5,0.69,6,0.83,7,0.97,15,2.08,10,1.39,3,0.42,2,0.28,6,0.83,1,0.14,0,0.0,1,0.14,7,0.97,4,0.56,4,0.56,26,3.61,25,3.47,22,3.06,25,3.47,27,3.75,36,5.0,21,2.92,3,0.42,3,0.42,3,0.42,3,0.42,3,0.42,2,0.28,1,0.14,6,0.83,16,2.22,10,1.39,19,2.64,27,3.75,20,2.78,3,0.42,14,1.94,37034
37,35,362,8,2.21,33,9.12,14,3.87,6,1.66,7,1.93,5,1.38,17,4.7,18,4.97,1,0.28,2,0.55,0,0.0,2,0.55,0,0.0,1,0.28,2,0.55,1,0.28,3,0.83,1,0.28,1,0.28,1,0.28,16,4.42,6,1.66,1,0.28,1,0.28,2,0.55,8,2.21,3,0.83,1,0.28,2,0.55,3,0.83,0,0.0,1,0.28,2,0.55,6,1.66,1,0.28,0,0.0,15,4.14,14,3.87,12,3.31,14,3.87,16,4.42,14,3.87,12,3.31,0,0.0,3,0.83,1,0.28,0,0.0,1,0.28,2,0.55,2,0.55,6,1.66,8,2.21,7,1.93,13,3.59,18,4.97,5,1.38,4,1.1,9,2.49,37035
37,36,592,14,2.36,52,8.78,20,3.38,12,2.03,16,2.7,7,1.18,21,3.55,24,4.05,4,0.68,4,0.68,5,0.84,5,0.84,6,1.01,1,0.17,3,0.51,8,1.35,4,0.68,5,0.84,4,0.68,4,0.68,23,3.89,14,2.36,1,0.17,3,0.51,5,0.84,8,1.35,4,0.68,1,0.17,3,0.51,1,0.17,3,0.51,0,0.0,2,0.34,4,0.68,1,0.17,0,0.0,26,4.39,19,3.21,22,3.72,24,4.05,23,3.89,38,6.42,19,3.21,1,0.17,0,0.0,4,0.68,1,0.17,1,0.17,3,0.51,2,0.34,5,0.84,6,1.01,10,1.69,19,3.21,25,4.22,16,2.7,3,0.51,12,2.03,37036
