ward,precinct,total,Kim Foxx,Kim Foxx Percent,Patrick W. ''Pat'' O'Brien,Patrick W. ''Pat'' O'Brien Percent,Brian Dennehy,Brian Dennehy Percent,precinct_id
38,27,603,160,26.53,395,65.51,48,7.96,38027
38,28,691,155,22.43,481,69.61,55,7.96,38028
38,29,604,187,30.96,371,61.42,46,7.62,38029
38,30,592,151,25.51,401,67.74,40,6.76,38030
38,31,542,221,40.77,277,51.11,44,8.12,38031
38,32,534,212,39.7,257,48.13,65,12.17,38032
38,33,547,237,43.33,262,47.9,48,8.78,38033
38,34,512,250,48.83,210,41.02,52,10.16,38034
38,35,548,249,45.44,239,43.61,60,10.95,38035
38,36,541,194,35.86,292,53.97,55,10.17,38036
38,37,548,215,39.23,298,54.38,35,6.39,38037
38,38,560,168,30.0,329,58.75,63,11.25,38038
38,39,585,199,34.02,331,56.58,55,9.4,38039
38,40,564,208,36.88,300,53.19,56,9.93,38040
38,41,499,243,48.7,208,41.68,48,9.62,38041
39,1,565,168,29.73,354,62.65,43,7.61,39001
39,2,444,189,42.57,230,51.8,25,5.63,39002
39,3,606,303,50.0,240,39.6,63,10.4,39003
39,4,547,151,27.61,353,64.53,43,7.86,39004
39,5,572,261,45.63,265,46.33,46,8.04,39005
39,6,561,291,51.87,207,36.9,63,11.23,39006
39,7,498,233,46.79,221,44.38,44,8.84,39007
39,8,597,299,50.08,257,43.05,41,6.87,39008
39,9,520,241,46.35,233,44.81,46,8.85,39009
39,10,264,147,55.68,83,31.44,34,12.88,39010
39,11,549,235,42.81,268,48.82,46,8.38,39011
39,12,730,467,63.97,208,28.49,55,7.53,39012
39,13,503,267,53.08,190,37.77,46,9.15,39013
39,14,555,242,43.6,247,44.5,66,11.89,39014
39,15,678,177,26.11,462,68.14,39,5.75,39015
39,16,541,315,58.23,179,33.09,47,8.69,39016
39,17,580,265,45.69,273,47.07,42,7.24,39017
39,18,556,273,49.1,237,42.63,46,8.27,39018
39,19,546,268,49.08,230,42.12,48,8.79,39019
39,20,713,200,28.05,466,65.36,47,6.59,39020
39,21,563,153,27.18,367,65.19,43,7.64,39021
39,22,549,332,60.47,174,31.69,43,7.83,39022
39,23,573,170,29.67,366,63.87,37,6.46,39023
39,24,715,171,23.92,485,67.83,59,8.25,39024
39,25,480,294,61.25,149,31.04,37,7.71,39025
39,26,545,156,28.62,361,66.24,28,5.14,39026
39,27,87,22,25.29,60,68.97,5,5.75,39027
39,28,674,388,57.57,225,33.38,61,9.05,39028
39,29,297,200,67.34,75,25.25,22,7.41,39029
39,30,648,432,66.67,171,26.39,45,6.94,39030
39,31,485,254,52.37,182,37.53,49,10.1,39031
39,32,523,195,37.28,292,55.83,36,6.88,39032
39,33,572,315,55.07,212,37.06,45,7.87,39033
39,34,658,372,56.53,225,34.19,61,9.27,39034
39,35,562,335,59.61,172,30.6,55,9.79,39035
39,36,137,70,51.09,56,40.88,11,8.03,39036
39,37,528,171,32.39,322,60.98,35,6.63,39037
39,38,288,109,37.85,162,56.25,17,5.9,39038
39,39,348,142,40.8,181,52.01,25,7.18,39039
39,40,594,198,33.33,357,60.1,39,6.57,39040
39,41,600,208,34.67,349,58.17,43,7.17,39041
39,42,597,131,21.94,442,74.04,24,4.02,39042
39,43,591,179,30.29,381,64.47,31,5.25,39043
39,44,466,122,26.18,314,67.38,30,6.44,39044
39,45,511,128,25.05,364,71.23,19,3.72,39045
40,1,571,287,50.26,238,41.68,46,8.06,40001
40,2,633,358,56.56,216,34.12,59,9.32,40002
40,3,753,502,66.67,195,25.9,56,7.44,40003
40,4,384,224,58.33,134,34.9,26,6.77,40004
40,5,656,409,62.35,200,30.49,47,7.16,40005
40,6,714,520,72.83,144,20.17,50,7.0,40006
40,7,598,373,62.37,179,29.93,46,7.69,40007
40,8,814,569,69.9,179,21.99,66,8.11,40008
40,9,496,305,61.49,144,29.03,47,9.48,40009
40,10,690,448,64.93,194,28.12,48,6.96,40010
40,11,615,383,62.28,173,28.13,59,9.59,40011
40,12,551,325,58.98,184,33.39,42,7.62,40012
40,13,889,662,74.47,166,18.67,61,6.86,40013
40,14,594,292,49.16,248,41.75,54,9.09,40014
40,15,623,326,52.33,233,37.4,64,10.27,40015
40,16,810,559,69.01,174,21.48,77,9.51,40016
40,17,518,291,56.18,194,37.45,33,6.37,40017
40,18,504,366,72.62,110,21.83,28,5.56,40018
40,19,753,437,58.03,241,32.01,75,9.96,40019
40,20,648,387,59.72,205,31.64,56,8.64,40020
40,21,683,462,67.64,178,26.06,43,6.3,40021
40,22,739,504,68.2,184,24.9,51,6.9,40022
40,23,715,509,71.19,155,21.68,51,7.13,40023
40,24,583,304,52.14,233,39.97,46,7.89,40024
40,25,711,505,71.03,155,21.8,51,7.17,40025
40,26,656,459,69.97,162,24.7,35,5.34,40026
40,27,781,537,68.76,171,21.9,73,9.35,40027
40,28,634,469,73.97,119,18.77,46,7.26,40028
40,29,627,325,51.83,261,41.63,41,6.54,40029
40,30,523,232,44.36,268,51.24,23,4.4,40030
40,31,683,476,69.69,162,23.72,45,6.59,40031
40,32,669,474,70.85,156,23.32,39,5.83,40032
40,33,590,418,70.85,132,22.37,40,6.78,40033
40,34,572,287,50.17,253,44.23,32,5.59,40034
40,35,433,257,59.35,147,33.95,29,6.7,40035
40,36,539,367,68.09,133,24.68,39,7.24,40036
40,37,640,450,70.31,146,22.81,44,6.88,40037
40,38,757,495,65.39,204,26.95,58,7.66,40038
40,39,260,161,61.92,80,30.77,19,7.31,40039
41,1,576,84,14.58,459,79.69,33,5.73,41001
41,2,641,71,11.08,540,84.24,30,4.68,41002
41,3,582,161,27.66,385,66.15,36,6.19,41003
41,4,594,89,14.98,476,80.13,29,4.88,41004
41,5,727,153,21.05,530,72.9,44,6.05,41005
41,6,674,127,18.84,531,78.78,16,2.37,41006
41,7,640,113,17.66,486,75.94,41,6.41,41007
41,8,605,98,16.2,465,76.86,42,6.94,41008
41,9,596,150,25.17,413,69.3,33,5.54,41009
41,10,609,108,17.73,475,78.0,26,4.27,41010
41,11,658,117,17.78,498,75.68,43,6.53,41011
41,12,646,143,22.14,463,71.67,40,6.19,41012
41,13,739,135,18.27,569,77.0,35,4.74,41013
41,14,639,173,27.07,438,68.54,28,4.38,41014
41,15,762,157,20.6,547,71.78,58,7.61,41015
41,16,580,104,17.93,438,75.52,38,6.55,41016
41,17,536,122,22.76,381,71.08,33,6.16,41017
41,18,576,98,17.01,439,76.22,39,6.77,41018
41,19,660,183,27.73,436,66.06,41,6.21,41019
41,20,449,110,24.5,312,69.49,27,6.01,41020
41,21,599,141,23.54,420,70.12,38,6.34,41021
41,22,673,139,20.65,499,74.15,35,5.2,41022
41,23,657,96,14.61,533,81.13,28,4.26,41023
41,24,588,116,19.73,441,75.0,31,5.27,41024
41,25,608,213,35.03,353,58.06,42,6.91,41025
41,26,528,105,19.89,383,72.54,40,7.58,41026
41,27,584,142,24.32,401,68.66,41,7.02,41027
41,28,662,271,40.94,338,51.06,53,8.01,41028
41,29,521,162,31.09,317,60.84,42,8.06,41029
41,30,587,143,24.36,396,67.46,48,8.18,41030
41,31,553,121,21.88,408,73.78,24,4.34,41031
41,32,507,109,21.5,361,71.2,37,7.3,41032
41,33,570,112,19.65,435,76.32,23,4.04,41033
41,34,566,113,19.96,423,74.73,30,5.3,41034
41,35,744,140,18.82,556,74.73,48,6.45,41035
41,36,604,148,24.5,422,69.87,34,5.63,41036
41,37,670,153,22.84,482,71.94,35,5.22,41037
41,38,603,132,21.89,418,69.32,53,8.79,41038
41,39,647,144,22.26,473,73.11,30,4.64,41039
41,40,702,103,14.67,569,81.05,30,4.27,41040
41,41,659,110,16.69,511,77.54,38,5.77,41041
41,42,632,106,16.77,489,77.37,37,5.85,41042
41,43,647,137,21.17,474,73.26,36,5.56,41043
41,44,629,79,12.56,514,81.72,36,5.72,41044
41,45,593,129,21.75,428,72.18,36,6.07,41045
41,46,606,105,17.33,467,77.06,34,5.61,41046
41,47,671,149,22.21,494,73.62,28,4.17,41047
42,1,581,187,32.19,362,62.31,32,5.51,42001
42,2,884,485,54.86,352,39.82,47,5.32,42002
42,3,723,409,56.57,277,38.31,37,5.12,42003
42,4,1760,836,47.5,810,46.02,114,6.48,42004
42,5,613,260,42.41,316,51.55,37,6.04,42005
42,6,647,260,40.19,339,52.4,48,7.42,42006
42,7,843,327,38.79,480,56.94,36,4.27,42007
42,8,581,275,47.33,272,46.82,34,5.85,42008
42,9,925,513,55.46,326,35.24,86,9.3,42009
42,10,993,489,49.24,423,42.6,81,8.16,42010
42,11,486,179,36.83,280,57.61,27,5.56,42011
42,12,606,227,37.46,342,56.44,37,6.11,42012
42,13,539,191,35.44,313,58.07,35,6.49,42013
42,14,1015,449,44.24,501,49.36,65,6.4,42014
42,15,1032,412,39.92,559,54.17,61,5.91,42015
42,16,743,355,47.78,328,44.15,60,8.08,42016
42,17,1201,471,39.22,658,54.79,72,6.0,42017
42,18,944,483,51.17,397,42.06,64,6.78,42018
42,19,895,302,33.74,547,61.12,46,5.14,42019
42,20,952,407,42.75,483,50.74,62,6.51,42020
42,21,872,497,57.0,336,38.53,39,4.47,42021
42,22,427,169,39.58,239,55.97,19,4.45,42022
42,23,816,292,35.78,486,59.56,38,4.66,42023
42,24,687,247,35.95,407,59.24,33,4.8,42024
42,25,851,351,41.25,449,52.76,51,5.99,42025
42,26,1222,537,43.94,613,50.16,72,5.89,42026
42,27,497,228,45.88,234,47.08,35,7.04,42027
42,28,705,329,46.67,326,46.24,50,7.09,42028
42,29,863,315,36.5,489,56.66,59,6.84,42029
42,30,541,162,29.94,356,65.8,23,4.25,42030
42,31,888,349,39.3,478,53.83,61,6.87,42031
42,32,889,391,43.98,449,50.51,49,5.51,42032
42,33,777,433,55.73,293,37.71,51,6.56,42033
42,34,581,192,33.05,365,62.82,24,4.13,42034
42,35,904,437,48.34,395,43.69,72,7.96,42035
42,36,1287,618,48.02,573,44.52,96,7.46,42036
42,37,575,221,38.43,325,56.52,29,5.04,42037
42,38,727,285,39.2,395,54.33,47,6.46,42038
42,39,1335,638,47.79,620,46.44,77,5.77,42039
42,40,1067,541,50.7,437,40.96,89,8.34,42040
42,41,730,372,50.96,302,41.37,56,7.67,42041
42,42,1271,698,54.92,497,39.1,76,5.98,42042
43,1,379,190,50.13,176,46.44,13,3.43,43001
43,2,752,355,47.21,367,48.8,30,3.99,43002
43,3,663,266,40.12,353,53.24,44,6.64,43003
43,4,875,401,45.83,420,48.0,54,6.17,43004
43,5,660,296,44.85,334,50.61,30,4.55,43005
43,6,535,296,55.33,212,39.63,27,5.05,43006
43,7,451,226,50.11,209,46.34,16,3.55,43007
43,8,507,239,47.14,239,47.14,29,5.72,43008
43,9,696,309,44.4,347,49.86,40,5.75,43009
43,10,855,384,44.91,427,49.94,44,5.15,43010
43,11,664,295,44.43,346,52.11,23,3.46,43011
43,12,428,225,52.57,172,40.19,31,7.24,43012
43,13,659,377,57.21,236,35.81,46,6.98,43013
43,14,692,283,40.9,378,54.62,31,4.48,43014
43,15,702,323,46.01,341,48.58,38,5.41,43015
43,16,994,537,54.02,408,41.05,49,4.93,43016
43,17,548,236,43.07,283,51.64,29,5.29,43017
43,18,799,345,43.18,407,50.94,47,5.88,43018
43,19,700,351,50.14,319,45.57,30,4.29,43019
43,20,840,441,52.5,344,40.95,55,6.55,43020
43,21,802,417,52.0,338,42.14,47,5.86,43021
43,22,498,290,58.23,179,35.94,29,5.82,43022
43,23,500,243,48.6,231,46.2,26,5.2,43023
43,24,533,247,46.34,251,47.09,35,6.57,43024
43,25,555,227,40.9,285,51.35,43,7.75,43025
43,26,416,206,49.52,190,45.67,20,4.81,43026
43,27,625,302,48.32,288,46.08,35,5.6,43027
43,28,866,398,45.96,417,48.15,51,5.89,43028
43,29,974,518,53.18,409,41.99,47,4.83,43029
43,30,710,352,49.58,317,44.65,41,5.77,43030
43,31,652,338,51.84,279,42.79,35,5.37,43031
43,32,717,388,54.11,292,40.73,37,5.16,43032
43,33,689,238,34.54,417,60.52,34,4.93,43033
43,34,432,234,54.17,172,39.81,26,6.02,43034
43,35,722,278,38.5,416,57.62,28,3.88,43035
43,36,461,256,55.53,180,39.05,25,5.42,43036
43,37,779,485,62.26,234,30.04,60,7.7,43037
43,38,536,185,34.51,334,62.31,17,3.17,43038
43,39,563,266,47.25,272,48.31,25,4.44,43039
43,40,510,313,61.37,171,33.53,26,5.1,43040
43,41,827,380,45.95,405,48.97,42,5.08,43041
43,42,664,367,55.27,239,35.99,58,8.73,43042
43,43,729,271,37.17,420,57.61,38,5.21,43043
43,44,684,345,50.44,307,44.88,32,4.68,43044
43,45,407,189,46.44,191,46.93,27,6.63,43045
43,46,447,247,55.26,180,40.27,20,4.47,43046
44,1,1062,655,61.68,325,30.6,82,7.72,44001
44,2,756,378,50.0,323,42.72,55,7.28,44002
44,3,386,191,49.48,181,46.89,14,3.63,44003
44,4,571,304,53.24,221,38.7,46,8.06,44004
44,5,704,471,66.9,188,26.7,45,6.39,44005
44,6,945,605,64.02,276,29.21,64,6.77,44006
44,7,475,201,42.32,243,51.16,31,6.53,44007
44,8,987,659,66.77,262,26.55,66,6.69,44008
44,9,749,384,51.27,314,41.92,51,6.81,44009
44,10,796,444,55.78,306,38.44,46,5.78,44010
44,11,838,440,52.51,328,39.14,70,8.35,44011
44,12,745,439,58.93,264,35.44,42,5.64,44012
44,13,639,302,47.26,301,47.1,36,5.63,44013
44,14,696,399,57.33,253,36.35,44,6.32,44014
44,15,672,426,63.39,211,31.4,35,5.21,44015
44,16,853,442,51.82,343,40.21,68,7.97,44016
44,17,936,594,63.46,278,29.7,64,6.84,44017
44,18,834,480,57.55,300,35.97,54,6.47,44018
44,19,858,532,62.0,284,33.1,42,4.9,44019
44,20,882,571,64.74,266,30.16,45,5.1,44020
44,21,854,566,66.28,232,27.17,56,6.56,44021
44,22,676,377,55.77,246,36.39,53,7.84,44022
44,23,686,456,66.47,180,26.24,50,7.29,44023
44,24,514,281,54.67,209,40.66,24,4.67,44024
44,25,753,400,53.12,307,40.77,46,6.11,44025
44,26,894,595,66.55,237,26.51,62,6.94,44026
44,27,859,469,54.6,335,39.0,55,6.4,44027
44,28,753,483,64.14,213,28.29,57,7.57,44028
44,29,861,513,59.58,292,33.91,56,6.5,44029
44,30,898,484,53.9,354,39.42,60,6.68,44030
44,31,664,385,57.98,225,33.89,54,8.13,44031
44,32,850,467,54.94,324,38.12,59,6.94,44032
44,33,764,562,73.56,147,19.24,55,7.2,44033
44,34,738,466,63.14,219,29.67,53,7.18,44034
44,35,809,432,53.4,323,39.93,54,6.67,44035
44,36,819,481,58.73,279,34.07,59,7.2,44036
44,37,801,503,62.8,270,33.71,28,3.5,44037
44,38,927,480,51.78,377,40.67,70,7.55,44038
44,39,797,439,55.08,321,40.28,37,4.64,44039
44,40,743,375,50.47,309,41.59,59,7.94,44040
44,41,947,623,65.79,247,26.08,77,8.13,44041
45,1,477,277,58.07,154,32.29,46,9.64,45001
45,2,573,388,67.71,147,25.65,38,6.63,45002
45,3,512,293,57.23,164,32.03,55,10.74,45003
45,4,680,341,50.15,285,41.91,54,7.94,45004
45,5,610,275,45.08,283,46.39,52,8.52,45005
45,6,774,410,52.97,306,39.53,58,7.49,45006
45,7,818,382,46.7,363,44.38,73,8.92,45007
45,8,585,282,48.21,248,42.39,55,9.4,45008
45,9,579,296,51.12,233,40.24,50,8.64,45009
45,10,583,254,43.57,274,47.0,55,9.43,45010
45,11,441,213,48.3,185,41.95,43,9.75,45011
45,12,549,274,49.91,218,39.71,57,10.38,45012
45,13,486,229,47.12,207,42.59,50,10.29,45013
45,14,817,421,51.53,316,38.68,80,9.79,45014
45,15,671,331,49.33,273,40.69,67,9.99,45015
45,16,469,220,46.91,201,42.86,48,10.23,45016
45,17,642,282,43.93,301,46.88,59,9.19,45017
45,18,649,256,39.45,343,52.85,50,7.7,45018
45,19,344,157,45.64,153,44.48,34,9.88,45019
45,20,423,185,43.74,200,47.28,38,8.98,45020
45,21,526,180,34.22,304,57.79,42,7.98,45021
45,22,564,205,36.35,320,56.74,39,6.91,45022
45,23,557,166,29.8,358,64.27,33,5.92,45023
45,24,472,122,25.85,308,65.25,42,8.9,45024
45,25,383,108,28.2,243,63.45,32,8.36,45025
45,26,339,95,28.02,229,67.55,15,4.42,45026
45,27,580,180,31.03,372,64.14,28,4.83,45027
45,28,494,182,36.84,262,53.04,50,10.12,45028
45,29,385,109,28.31,242,62.86,34,8.83,45029
45,30,533,248,46.53,229,42.96,56,10.51,45030
45,31,474,229,48.31,204,43.04,41,8.65,45031
45,32,537,216,40.22,263,48.98,58,10.8,45032
45,33,405,187,46.17,166,40.99,52,12.84,45033
45,34,587,260,44.29,280,47.7,47,8.01,45034
45,35,624,240,38.46,340,54.49,44,7.05,45035
45,36,610,237,38.85,342,56.07,31,5.08,45036
45,37,566,216,38.16,301,53.18,49,8.66,45037
45,38,579,238,41.11,286,49.4,55,9.5,45038
45,39,570,191,33.51,319,55.96,60,10.53,45039
45,40,533,135,25.33,348,65.29,50,9.38,45040
45,41,536,153,28.54,335,62.5,48,8.96,45041
45,42,534,150,28.09,349,65.36,35,6.55,45042
45,43,604,167,27.65,395,65.4,42,6.95,45043
45,44,553,143,25.86,363,65.64,47,8.5,45044
45,45,403,93,23.08,288,71.46,22,5.46,45045
45,46,462,114,24.68,310,67.1,38,8.23,45046
45,47,425,101,23.76,306,72.0,18,4.24,45047
45,48,489,104,21.27,359,73.42,26,5.32,45048
46,1,491,331,67.41,118,24.03,42,8.55,46001
46,2,640,457,71.41,132,20.63,51,7.97,46002
46,3,781,478,61.2,251,32.14,52,6.66,46003
46,4,620,446,71.94,119,19.19,55,8.87,46004
46,5,888,568,63.96,254,28.6,66,7.43,46005
46,6,604,437,72.35,116,19.21,51,8.44,46006
46,7,670,367,54.78,249,37.16,54,8.06,46007
46,8,474,370,78.06,76,16.03,28,5.91,46008
46,9,729,496,68.04,160,21.95,73,10.01,46009
46,10,1172,765,65.27,326,27.82,81,6.91,46010
46,11,689,439,63.72,194,28.16,56,8.13,46011
46,12,733,540,73.67,134,18.28,59,8.05,46012
46,13,697,422,60.55,202,28.98,73,10.47,46013
46,14,755,602,79.74,113,14.97,40,5.3,46014
46,15,712,420,58.99,224,31.46,68,9.55,46015
46,16,727,512,70.43,152,20.91,63,8.67,46016
46,17,713,426,59.75,223,31.28,64,8.98,46017
46,18,786,447,56.87,270,34.35,69,8.78,46018
46,19,455,229,50.33,179,39.34,47,10.33,46019
46,20,568,429,75.53,102,17.96,37,6.51,46020
46,21,518,359,69.31,113,21.81,46,8.88,46021
46,22,477,369,77.36,72,15.09,36,7.55,46022
46,23,606,455,75.08,111,18.32,40,6.6,46023
46,24,832,540,64.9,229,27.52,63,7.57,46024
46,25,642,486,75.7,111,17.29,45,7.01,46025
46,26,945,664,70.26,189,20.0,92,9.74,46026
46,27,876,599,68.38,198,22.6,79,9.02,46027
46,28,623,343,55.06,231,37.08,49,7.87,46028
46,29,554,337,60.83,177,31.95,40,7.22,46029
46,30,724,518,71.55,152,20.99,54,7.46,46030
46,31,698,472,67.62,158,22.64,68,9.74,46031
46,32,664,484,72.89,128,19.28,52,7.83,46032
46,33,718,442,61.56,234,32.59,42,5.85,46033
46,34,852,580,68.08,188,22.07,84,9.86,46034
46,35,751,540,71.9,164,21.84,47,6.26,46035
46,36,645,343,53.18,246,38.14,56,8.68,46036
46,37,552,412,74.64,104,18.84,36,6.52,46037
46,38,807,589,72.99,162,20.07,56,6.94,46038
46,39,655,384,58.63,215,32.82,56,8.55,46039
46,40,549,360,65.57,141,25.68,48,8.74,46040
47,1,485,273,56.29,176,36.29,36,7.42,47001
47,2,692,331,47.83,302,43.64,59,8.53,47002
47,3,649,316,48.69,285,43.91,48,7.4,47003
47,4,820,450,54.88,309,37.68,61,7.44,47004
47,5,724,490,67.68,179,24.72,55,7.6,47005
47,6,836,500,59.81,275,32.89,61,7.3,47006
47,7,655,381,58.17,223,34.05,51,7.79,47007
47,8,685,363,52.99,273,39.85,49,7.15,47008
47,9,681,381,55.95,258,37.89,42,6.17,47009
47,10,816,587,71.94,172,21.08,57,6.99,47010
47,11,729,396,54.32,276,37.86,57,7.82,47011
47,12,740,454,61.35,231,31.22,55,7.43,47012
47,13,663,441,66.52,162,24.43,60,9.05,47013
47,14,641,342,53.35,256,39.94,43,6.71,47014
47,15,806,653,81.02,105,13.03,48,5.96,47015
47,16,674,373,55.34,247,36.65,54,8.01,47016
47,17,697,344,49.35,287,41.18,66,9.47,47017
47,18,671,369,54.99,242,36.07,60,8.94,47018
47,19,1069,810,75.77,196,18.33,63,5.89,47019
47,20,699,432,61.8,213,30.47,54,7.73,47020
47,21,651,411,63.13,197,30.26,43,6.61,47021
47,22,731,440,60.19,245,33.52,46,6.29,47022
47,23,773,578,74.77,132,17.08,63,8.15,47023
47,24,754,440,58.36,265,35.15,49,6.5,47024
47,25,854,558,65.34,249,29.16,47,5.5,47025
47,26,915,669,73.11,193,21.09,53,5.79,47026
47,27,608,358,58.88,204,33.55,46,7.57,47027
47,28,634,394,62.15,192,30.28,48,7.57,47028
47,29,803,485,60.4,258,32.13,60,7.47,47029
47,30,842,582,69.12,195,23.16,65,7.72,47030
47,31,714,476,66.67,180,25.21,58,8.12,47031
47,32,818,614,75.06,157,19.19,47,5.75,47032
47,33,721,393,54.51,270,37.45,58,8.04,47033
47,34,704,445,63.21,220,31.25,39,5.54,47034
47,35,692,377,54.48,275,39.74,40,5.78,47035
47,36,776,545,70.23,174,22.42,57,7.35,47036
47,37,660,431,65.3,177,26.82,52,7.88,47037
47,38,694,460,66.28,185,26.66,49,7.06,47038
47,39,687,441,64.19,188,27.37,58,8.44,47039
47,40,640,396,61.88,203,31.72,41,6.41,47040
47,41,757,480,63.41,217,28.67,60,7.93,47041
47,42,657,448,68.19,162,24.66,47,7.15,47042
47,43,647,311,48.07,281,43.43,55,8.5,47043
47,44,656,347,52.9,258,39.33,51,7.77,47044
47,45,617,428,69.37,156,25.28,33,5.35,47045
47,46,736,380,51.63,298,40.49,58,7.88,47046
47,47,847,452,53.36,339,40.02,56,6.61,47047
47,48,51,34,66.67,17,33.33,0,0.0,47048
48,1,633,490,77.41,100,15.8,43,6.79,48001
48,2,292,166,56.85,107,36.64,19,6.51,48002
48,3,737,532,72.18,150,20.35,55,7.46,48003
48,4,618,464,75.08,110,17.8,44,7.12,48004
48,5,355,214,60.28,114,32.11,27,7.61,48005
48,6,780,570,73.08,157,20.13,53,6.79,48006
48,7,675,502,74.37,131,19.41,42,6.22,48007
48,8,338,175,51.78,128,37.87,35,10.36,48008
48,9,458,234,51.09,183,39.96,41,8.95,48009
48,10,875,656,74.97,172,19.66,47,5.37,48010
48,11,519,371,71.48,121,23.31,27,5.2,48011
48,12,798,597,74.81,158,19.8,43,5.39,48012
48,13,812,494,60.84,257,31.65,61,7.51,48013
48,14,310,179,57.74,114,36.77,17,5.48,48014
48,15,416,276,66.35,108,25.96,32,7.69,48015
48,16,708,521,73.59,122,17.23,65,9.18,48016
48,17,558,396,70.97,110,19.71,52,9.32,48017
48,18,452,288,63.72,123,27.21,41,9.07,48018
48,19,442,311,70.36,100,22.62,31,7.01,48019
48,20,667,491,73.61,128,19.19,48,7.2,48020
48,21,856,616,71.96,174,20.33,66,7.71,48021
48,22,495,258,52.12,196,39.6,41,8.28,48022
48,23,600,361,60.17,192,32.0,47,7.83,48023
48,24,784,404,51.53,302,38.52,78,9.95,48024
48,25,521,369,70.83,120,23.03,32,6.14,48025
48,26,313,191,61.02,97,30.99,25,7.99,48026
48,27,629,467,74.24,113,17.97,49,7.79,48027
48,28,751,460,61.25,230,30.63,61,8.12,48028
48,29,281,184,65.48,78,27.76,19,6.76,48029
48,30,535,408,76.26,106,19.81,21,3.93,48030
48,31,906,661,72.96,164,18.1,81,8.94,48031
48,32,696,514,73.85,129,18.53,53,7.61,48032
48,33,344,197,57.27,122,35.47,25,7.27,48033
48,34,560,391,69.82,134,23.93,35,6.25,48034
48,35,412,267,64.81,109,26.46,36,8.74,48035
48,36,358,208,58.1,123,34.36,27,7.54,48036
48,37,683,496,72.62,137,20.06,50,7.32,48037
48,38,644,426,66.15,186,28.88,32,4.97,48038
48,39,503,304,60.44,160,31.81,39,7.75,48039
48,40,559,405,72.45,114,20.39,40,7.16,48040
48,41,836,662,79.19,105,12.56,69,8.25,48041
48,42,693,533,76.91,108,15.58,52,7.5,48042
48,43,749,524,69.96,168,22.43,57,7.61,48043
48,44,780,585,75.0,150,19.23,45,5.77,48044
48,45,465,348,74.84,71,15.27,46,9.89,48045
48,46,418,288,68.9,109,26.08,21,5.02,48046
49,1,423,360,85.11,32,7.57,31,7.33,49001
49,2,394,290,73.6,72,18.27,32,8.12,49002
49,3,794,603,75.94,132,16.62,59,7.43,49003
49,4,833,647,77.67,108,12.97,78,9.36,49004
49,5,597,448,75.04,91,15.24,58,9.72,49005
49,6,569,426,74.87,100,17.57,43,7.56,49006
49,7,531,366,68.93,134,25.24,31,5.84,49007
49,8,584,408,69.86,131,22.43,45,7.71,49008
49,9,667,483,72.41,130,19.49,54,8.1,49009
49,10,721,540,74.9,129,17.89,52,7.21,49010
49,11,819,658,80.34,113,13.8,48,5.86,49011
49,12,783,614,78.42,114,14.56,55,7.02,49012
49,13,740,545,73.65,150,20.27,45,6.08,49013
49,14,515,376,73.01,101,19.61,38,7.38,49014
49,15,485,368,75.88,80,16.49,37,7.63,49015
49,16,601,419,69.72,120,19.97,62,10.32,49016
49,17,520,372,71.54,128,24.62,20,3.85,49017
49,18,804,633,78.73,117,14.55,54,6.72,49018
49,19,619,494,79.81,81,13.09,44,7.11,49019
49,20,976,787,80.64,131,13.42,58,5.94,49020
49,21,407,300,73.71,80,19.66,27,6.63,49021
49,22,680,493,72.5,131,19.26,56,8.24,49022
49,23,831,653,78.58,115,13.84,63,7.58,49023
49,24,542,447,82.47,56,10.33,39,7.2,49024
49,25,823,616,74.85,142,17.25,65,7.9,49025
49,26,759,575,75.76,133,17.52,51,6.72,49026
49,27,744,572,76.88,101,13.58,71,9.54,49027
49,28,902,688,76.27,117,12.97,97,10.75,49028
49,29,768,587,76.43,122,15.89,59,7.68,49029
49,30,693,502,72.44,139,20.06,52,7.5,49030
49,31,485,343,70.72,100,20.62,42,8.66,49031
49,32,621,493,79.39,81,13.04,47,7.57,49032
49,33,517,403,77.95,82,15.86,32,6.19,49033
50,1,530,184,34.72,322,60.75,24,4.53,50001
50,2,343,138,40.23,186,54.23,19,5.54,50002
50,3,487,169,34.7,293,60.16,25,5.13,50003
50,4,592,311,52.53,236,39.86,45,7.6,50004
50,5,391,118,30.18,254,64.96,19,4.86,50005
50,6,555,333,60.0,194,34.95,28,5.05,50006
50,7,597,347,58.12,205,34.34,45,7.54,50007
50,8,517,358,69.25,117,22.63,42,8.12,50008
50,9,432,235,54.4,178,41.2,19,4.4,50009
50,10,603,242,40.13,326,54.06,35,5.8,50010
50,11,374,68,18.18,295,78.88,11,2.94,50011
50,12,250,111,44.4,125,50.0,14,5.6,50012
50,13,632,438,69.3,144,22.78,50,7.91,50013
50,14,186,66,35.48,103,55.38,17,9.14,50014
50,15,601,366,60.9,208,34.61,27,4.49,50015
50,16,176,58,32.95,108,61.36,10,5.68,50016
50,17,588,317,53.91,242,41.16,29,4.93,50017
50,18,93,20,21.51,71,76.34,2,2.15,50018
50,19,419,297,70.88,100,23.87,22,5.25,50019
50,20,546,306,56.04,187,34.25,53,9.71,50020
50,21,479,276,57.62,180,37.58,23,4.8,50021
50,22,496,216,43.55,252,50.81,28,5.65,50022
50,23,405,191,47.16,190,46.91,24,5.93,50023
50,24,427,89,20.84,318,74.47,20,4.68,50024
