ward,precinct,total,Richard J. Durbin,Richard J. Durbin Percent,Steve Sauerberg,Steve Sauerberg Percent,Kathy Cummings,Kathy Cummings Percent,Larry A. Stafford,Larry A. Stafford Percent,Chad N. Koppie,Chad N. Koppie Percent,precinct_id
21,10,345,338,97.97,4,1.16,2,0.58,0,0.0,1,0.29,21010
21,11,420,411,97.86,4,0.95,4,0.95,0,0.0,1,0.24,21011
21,12,425,409,96.24,6,1.41,7,1.65,2,0.47,1,0.24,21012
21,13,229,224,97.82,3,1.31,1,0.44,1,0.44,0,0.0,21013
21,14,436,428,98.17,0,0.0,5,1.15,0,0.0,3,0.69,21014
21,15,399,391,97.99,0,0.0,3,0.75,3,0.75,2,0.5,21015
21,16,418,409,97.85,4,0.96,2,0.48,2,0.48,1,0.24,21016
21,17,406,401,98.77,1,0.25,3,0.74,1,0.25,0,0.0,21017
21,18,358,352,98.32,1,0.28,2,0.56,2,0.56,1,0.28,21018
21,19,343,334,97.38,2,0.58,3,0.87,3,0.87,1,0.29,21019
21,20,234,229,97.86,2,0.85,1,0.43,1,0.43,1,0.43,21020
21,21,483,468,96.89,8,1.66,6,1.24,1,0.21,0,0.0,21021
21,22,378,373,98.68,1,0.26,4,1.06,0,0.0,0,0.0,21022
21,23,324,318,98.15,1,0.31,4,1.23,0,0.0,1,0.31,21023
21,24,440,431,97.95,2,0.45,7,1.59,0,0.0,0,0.0,21024
21,25,305,301,98.69,0,0.0,2,0.66,1,0.33,1,0.33,21025
21,26,294,292,99.32,2,0.68,0,0.0,0,0.0,0,0.0,21026
21,27,398,389,97.74,1,0.25,6,1.51,1,0.25,1,0.25,21027
21,28,333,328,98.5,2,0.6,3,0.9,0,0.0,0,0.0,21028
21,29,233,226,97.0,3,1.29,4,1.72,0,0.0,0,0.0,21029
21,30,303,293,96.7,2,0.66,5,1.65,2,0.66,1,0.33,21030
21,31,536,521,97.2,4,0.75,8,1.49,1,0.19,2,0.37,21031
21,32,453,448,98.9,3,0.66,2,0.44,0,0.0,0,0.0,21032
21,33,417,409,98.08,3,0.72,2,0.48,2,0.48,1,0.24,21033
21,34,493,486,98.58,2,0.41,3,0.61,1,0.2,1,0.2,21034
21,35,269,265,98.51,1,0.37,2,0.74,0,0.0,1,0.37,21035
21,36,397,383,96.47,3,0.76,4,1.01,2,0.5,5,1.26,21036
21,37,470,459,97.66,3,0.64,6,1.28,1,0.21,1,0.21,21037
21,38,410,401,97.8,3,0.73,4,0.98,2,0.49,0,0.0,21038
21,39,348,342,98.28,1,0.29,2,0.57,2,0.57,1,0.29,21039
21,40,334,331,99.1,0,0.0,1,0.3,1,0.3,1,0.3,21040
21,41,355,347,97.75,3,0.85,3,0.85,1,0.28,1,0.28,21041
21,42,380,372,97.89,5,1.32,3,0.79,0,0.0,0,0.0,21042
21,43,404,393,97.28,6,1.49,4,0.99,0,0.0,1,0.25,21043
21,44,409,398,97.31,2,0.49,5,1.22,4,0.98,0,0.0,21044
21,45,348,343,98.56,2,0.57,1,0.29,2,0.57,0,0.0,21045
21,46,346,337,97.4,5,1.45,2,0.58,2,0.58,0,0.0,21046
21,47,438,432,98.63,2,0.46,2,0.46,2,0.46,0,0.0,21047
21,48,562,550,97.86,2,0.36,6,1.07,2,0.36,2,0.36,21048
21,49,475,466,98.11,4,0.84,2,0.42,3,0.63,0,0.0,21049
21,50,389,377,96.92,2,0.51,8,2.06,1,0.26,1,0.26,21050
21,51,428,417,97.43,3,0.7,3,0.7,3,0.7,2,0.47,21051
21,52,444,431,97.07,6,1.35,4,0.9,2,0.45,1,0.23,21052
21,53,412,404,98.06,6,1.46,2,0.49,0,0.0,0,0.0,21053
21,54,339,334,98.53,1,0.29,3,0.88,1,0.29,0,0.0,21054
21,55,473,467,98.73,3,0.63,1,0.21,0,0.0,2,0.42,21055
21,56,312,306,98.08,2,0.64,2,0.64,1,0.32,1,0.32,21056
21,57,393,387,98.47,2,0.51,3,0.76,1,0.25,0,0.0,21057
21,58,315,309,98.1,0,0.0,5,1.59,1,0.32,0,0.0,21058
21,59,515,507,98.45,2,0.39,5,0.97,1,0.19,0,0.0,21059
21,60,410,402,98.05,6,1.46,2,0.49,0,0.0,0,0.0,21060
21,61,469,459,97.87,1,0.21,8,1.71,0,0.0,1,0.21,21061
21,62,391,385,98.47,2,0.51,3,0.77,0,0.0,1,0.26,21062
21,63,364,361,99.18,1,0.27,1,0.27,1,0.27,0,0.0,21063
21,64,241,235,97.51,2,0.83,2,0.83,1,0.41,1,0.41,21064
21,65,472,463,98.09,4,0.85,3,0.64,1,0.21,1,0.21,21065
21,66,311,303,97.43,3,0.96,1,0.32,3,0.96,1,0.32,21066
21,67,435,428,98.39,2,0.46,3,0.69,1,0.23,1,0.23,21067
21,68,424,418,98.58,6,1.42,0,0.0,0,0.0,0,0.0,21068
21,69,347,339,97.69,2,0.58,4,1.15,0,0.0,2,0.58,21069
21,70,396,388,97.98,4,1.01,1,0.25,3,0.76,0,0.0,21070
21,71,328,320,97.56,1,0.3,6,1.83,1,0.3,0,0.0,21071
21,72,420,412,98.1,2,0.48,4,0.95,1,0.24,1,0.24,21072
21,73,546,537,98.35,2,0.37,5,0.92,1,0.18,1,0.18,21073
21,74,203,199,98.03,2,0.99,1,0.49,1,0.49,0,0.0,21074
22,1,228,207,90.79,11,4.82,7,3.07,2,0.88,1,0.44,22001
22,2,202,186,92.08,9,4.46,4,1.98,2,0.99,1,0.5,22002
22,3,315,293,93.02,15,4.76,7,2.22,0,0.0,0,0.0,22003
22,4,280,256,91.43,16,5.71,4,1.43,4,1.43,0,0.0,22004
22,5,327,312,95.41,10,3.06,3,0.92,1,0.31,1,0.31,22005
22,6,247,233,94.33,7,2.83,3,1.21,2,0.81,2,0.81,22006
22,7,348,347,99.71,0,0.0,0,0.0,1,0.29,0,0.0,22007
22,8,241,221,91.7,9,3.73,8,3.32,2,0.83,1,0.41,22008
22,9,319,290,90.91,19,5.96,8,2.51,2,0.63,0,0.0,22009
22,10,286,270,94.41,10,3.5,2,0.7,4,1.4,0,0.0,22010
22,11,261,238,91.19,17,6.51,4,1.53,1,0.38,1,0.38,22011
22,12,227,205,90.31,16,7.05,4,1.76,2,0.88,0,0.0,22012
22,13,340,314,92.35,14,4.12,9,2.65,0,0.0,3,0.88,22013
22,14,237,215,90.72,15,6.33,3,1.27,3,1.27,1,0.42,22014
22,15,258,233,90.31,13,5.04,10,3.88,1,0.39,1,0.39,22015
22,16,325,297,91.38,18,5.54,8,2.46,1,0.31,1,0.31,22016
22,17,288,261,90.63,15,5.21,10,3.47,1,0.35,1,0.35,22017
22,18,302,268,88.74,17,5.63,11,3.64,1,0.33,5,1.66,22018
22,19,299,289,96.66,6,2.01,2,0.67,2,0.67,0,0.0,22019
22,20,314,282,89.81,21,6.69,9,2.87,2,0.64,0,0.0,22020
22,21,377,372,98.67,1,0.27,2,0.53,2,0.53,0,0.0,22021
22,22,264,247,93.56,10,3.79,6,2.27,1,0.38,0,0.0,22022
22,23,310,288,92.9,13,4.19,8,2.58,1,0.32,0,0.0,22023
22,24,223,209,93.72,6,2.69,4,1.79,4,1.79,0,0.0,22024
22,25,214,206,96.26,3,1.4,4,1.87,1,0.47,0,0.0,22025
22,26,218,195,89.45,9,4.13,12,5.5,1,0.46,1,0.46,22026
22,27,368,340,92.39,14,3.8,8,2.17,5,1.36,1,0.27,22027
22,28,199,184,92.46,11,5.53,4,2.01,0,0.0,0,0.0,22028
22,29,207,189,91.3,9,4.35,8,3.86,1,0.48,0,0.0,22029
23,1,366,252,68.85,102,27.87,9,2.46,1,0.27,2,0.55,23001
23,2,419,330,78.76,82,19.57,5,1.19,1,0.24,1,0.24,23002
23,3,373,239,64.08,120,32.17,9,2.41,2,0.54,3,0.8,23003
23,4,381,288,75.59,74,19.42,13,3.41,4,1.05,2,0.52,23004
23,5,316,280,88.61,23,7.28,9,2.85,4,1.27,0,0.0,23005
23,6,399,320,80.2,54,13.53,19,4.76,6,1.5,0,0.0,23006
23,7,210,204,97.14,2,0.95,3,1.43,0,0.0,1,0.48,23007
23,8,413,334,80.87,64,15.5,9,2.18,2,0.48,4,0.97,23008
23,9,405,355,87.65,41,10.12,7,1.73,2,0.49,0,0.0,23009
23,10,414,378,91.3,29,7.0,4,0.97,2,0.48,1,0.24,23010
23,11,438,326,74.43,103,23.52,7,1.6,0,0.0,2,0.46,23011
23,12,383,272,71.02,90,23.5,14,3.66,5,1.31,2,0.52,23012
23,13,453,339,74.83,104,22.96,7,1.55,1,0.22,2,0.44,23013
23,14,207,203,98.07,3,1.45,1,0.48,0,0.0,0,0.0,23014
23,15,401,290,72.32,100,24.94,9,2.24,1,0.25,1,0.25,23015
23,16,397,312,78.59,75,18.89,8,2.02,2,0.5,0,0.0,23016
23,17,460,338,73.48,113,24.57,7,1.52,1,0.22,1,0.22,23017
23,18,321,225,70.09,81,25.23,13,4.05,1,0.31,1,0.31,23018
23,19,349,256,73.35,78,22.35,12,3.44,2,0.57,1,0.29,23019
23,20,326,235,72.09,79,24.23,8,2.45,2,0.61,2,0.61,23020
23,21,371,365,98.38,1,0.27,2,0.54,3,0.81,0,0.0,23021
23,22,412,317,76.94,80,19.42,13,3.16,1,0.24,1,0.24,23022
23,23,386,281,72.8,90,23.32,9,2.33,6,1.55,0,0.0,23023
23,24,309,262,84.79,35,11.33,12,3.88,0,0.0,0,0.0,23024
23,25,319,261,81.82,47,14.73,9,2.82,2,0.63,0,0.0,23025
23,26,379,250,65.96,112,29.55,9,2.37,4,1.06,4,1.06,23026
23,27,340,265,77.94,59,17.35,13,3.82,0,0.0,3,0.88,23027
23,28,385,285,74.03,81,21.04,10,2.6,3,0.78,6,1.56,23028
23,29,354,317,89.55,26,7.34,9,2.54,2,0.56,0,0.0,23029
23,30,344,257,74.71,74,21.51,8,2.33,4,1.16,1,0.29,23030
23,31,409,346,84.6,47,11.49,11,2.69,2,0.49,3,0.73,23031
23,32,438,369,84.25,58,13.24,11,2.51,0,0.0,0,0.0,23032
23,33,417,349,83.69,58,13.91,7,1.68,2,0.48,1,0.24,23033
23,34,334,282,84.43,46,13.77,2,0.6,1,0.3,3,0.9,23034
23,35,282,277,98.23,1,0.35,3,1.06,0,0.0,1,0.35,23035
23,36,497,373,75.05,113,22.74,10,2.01,1,0.2,0,0.0,23036
23,37,266,261,98.12,1,0.38,1,0.38,3,1.13,0,0.0,23037
23,38,328,258,78.66,60,18.29,6,1.83,2,0.61,2,0.61,23038
23,39,363,270,74.38,83,22.87,7,1.93,3,0.83,0,0.0,23039
23,40,419,297,70.88,105,25.06,14,3.34,0,0.0,3,0.72,23040
23,41,415,346,83.37,50,12.05,10,2.41,5,1.2,4,0.96,23041
23,42,322,241,74.84,73,22.67,5,1.55,2,0.62,1,0.31,23042
23,43,451,333,73.84,99,21.95,17,3.77,1,0.22,1,0.22,23043
23,44,371,302,81.4,62,16.71,4,1.08,3,0.81,0,0.0,23044
23,45,473,364,76.96,98,20.72,9,1.9,2,0.42,0,0.0,23045
23,46,397,291,73.3,87,21.91,16,4.03,2,0.5,1,0.25,23046
23,47,433,304,70.21,111,25.64,8,1.85,3,0.69,7,1.62,23047
23,48,373,310,83.11,58,15.55,4,1.07,1,0.27,0,0.0,23048
23,49,432,304,70.37,115,26.62,9,2.08,2,0.46,2,0.46,23049
23,50,274,225,82.12,39,14.23,10,3.65,0,0.0,0,0.0,23050
23,51,319,269,84.33,42,13.17,8,2.51,0,0.0,0,0.0,23051
23,52,443,316,71.33,107,24.15,16,3.61,3,0.68,1,0.23,23052
23,53,247,218,88.26,20,8.1,6,2.43,2,0.81,1,0.4,23053
23,54,451,345,76.5,97,21.51,7,1.55,1,0.22,1,0.22,23054
23,55,381,285,74.8,84,22.05,9,2.36,2,0.52,1,0.26,23055
23,56,344,260,75.58,69,20.06,8,2.33,6,1.74,1,0.29,23056
24,1,469,462,98.51,3,0.64,2,0.43,2,0.43,0,0.0,24001
24,2,330,326,98.79,1,0.3,2,0.61,1,0.3,0,0.0,24002
24,3,353,341,96.6,6,1.7,5,1.42,0,0.0,1,0.28,24003
24,4,329,325,98.78,1,0.3,1,0.3,1,0.3,1,0.3,24004
24,5,328,322,98.17,3,0.91,3,0.91,0,0.0,0,0.0,24005
24,6,423,409,96.69,9,2.13,1,0.24,3,0.71,1,0.24,24006
24,7,355,348,98.03,4,1.13,0,0.0,2,0.56,1,0.28,24007
24,8,339,332,97.94,1,0.29,5,1.47,1,0.29,0,0.0,24008
24,9,355,348,98.03,4,1.13,3,0.85,0,0.0,0,0.0,24009
24,10,265,264,99.62,0,0.0,1,0.38,0,0.0,0,0.0,24010
24,11,250,247,98.8,2,0.8,1,0.4,0,0.0,0,0.0,24011
24,12,392,385,98.21,1,0.26,3,0.77,2,0.51,1,0.26,24012
24,13,345,339,98.26,3,0.87,2,0.58,1,0.29,0,0.0,24013
24,14,473,457,96.62,4,0.85,5,1.06,5,1.06,2,0.42,24014
24,15,313,309,98.72,1,0.32,1,0.32,0,0.0,2,0.64,24015
24,16,257,254,98.83,1,0.39,2,0.78,0,0.0,0,0.0,24016
24,17,317,306,96.53,3,0.95,3,0.95,4,1.26,1,0.32,24017
24,18,274,271,98.91,0,0.0,3,1.09,0,0.0,0,0.0,24018
24,19,254,250,98.43,2,0.79,1,0.39,1,0.39,0,0.0,24019
24,20,296,292,98.65,1,0.34,2,0.68,0,0.0,1,0.34,24020
24,21,247,243,98.38,3,1.21,0,0.0,0,0.0,1,0.4,24021
24,22,386,373,96.63,4,1.04,5,1.3,4,1.04,0,0.0,24022
24,23,296,289,97.64,1,0.34,3,1.01,2,0.68,1,0.34,24023
24,24,237,236,99.58,0,0.0,1,0.42,0,0.0,0,0.0,24024
24,25,443,434,97.97,2,0.45,7,1.58,0,0.0,0,0.0,24025
24,26,438,430,98.17,4,0.91,3,0.68,1,0.23,0,0.0,24026
24,27,196,178,90.82,5,2.55,7,3.57,3,1.53,3,1.53,24027
24,28,391,384,98.21,4,1.02,2,0.51,1,0.26,0,0.0,24028
24,29,401,398,99.25,0,0.0,1,0.25,1,0.25,1,0.25,24029
24,30,346,336,97.11,2,0.58,4,1.16,3,0.87,1,0.29,24030
24,31,365,359,98.36,3,0.82,2,0.55,0,0.0,1,0.27,24031
24,32,325,317,97.54,2,0.62,2,0.62,2,0.62,2,0.62,24032
24,33,258,253,98.06,0,0.0,1,0.39,3,1.16,1,0.39,24033
24,34,360,353,98.06,2,0.56,2,0.56,1,0.28,2,0.56,24034
24,35,499,486,97.39,4,0.8,7,1.4,1,0.2,1,0.2,24035
24,36,291,287,98.63,1,0.34,3,1.03,0,0.0,0,0.0,24036
24,37,360,349,96.94,6,1.67,2,0.56,2,0.56,1,0.28,24037
24,38,376,362,96.28,6,1.6,5,1.33,3,0.8,0,0.0,24038
24,39,378,372,98.41,1,0.26,3,0.79,2,0.53,0,0.0,24039
24,40,404,390,96.53,5,1.24,7,1.73,1,0.25,1,0.25,24040
24,41,319,310,97.18,3,0.94,5,1.57,1,0.31,0,0.0,24041
24,42,276,269,97.46,3,1.09,2,0.72,1,0.36,1,0.36,24042
24,43,473,460,97.25,6,1.27,6,1.27,1,0.21,0,0.0,24043
24,44,429,415,96.74,9,2.1,1,0.23,1,0.23,3,0.7,24044
24,45,327,322,98.47,2,0.61,2,0.61,0,0.0,1,0.31,24045
24,46,409,406,99.27,0,0.0,0,0.0,2,0.49,1,0.24,24046
24,47,318,312,98.11,3,0.94,2,0.63,1,0.31,0,0.0,24047
24,48,175,171,97.71,1,0.57,2,1.14,1,0.57,0,0.0,24048
24,49,524,510,97.33,5,0.95,5,0.95,4,0.76,0,0.0,24049
24,50,524,513,97.9,7,1.34,4,0.76,0,0.0,0,0.0,24050
24,51,503,492,97.81,7,1.39,3,0.6,1,0.2,0,0.0,24051
24,52,295,288,97.63,3,1.02,1,0.34,2,0.68,1,0.34,24052
24,53,356,332,93.26,15,4.21,7,1.97,2,0.56,0,0.0,24053
24,54,366,358,97.81,4,1.09,3,0.82,0,0.0,1,0.27,24054
24,55,377,372,98.67,1,0.27,1,0.27,2,0.53,1,0.27,24055
24,56,427,417,97.66,1,0.23,4,0.94,5,1.17,0,0.0,24056
25,1,376,337,89.63,29,7.71,6,1.6,4,1.06,0,0.0,25001
25,2,547,485,88.67,31,5.67,24,4.39,6,1.1,1,0.18,25002
25,3,514,435,84.63,61,11.87,11,2.14,4,0.78,3,0.58,25003
25,4,523,428,81.84,70,13.38,17,3.25,8,1.53,0,0.0,25004
25,5,391,321,82.1,49,12.53,16,4.09,3,0.77,2,0.51,25005
25,6,335,294,87.76,14,4.18,24,7.16,2,0.6,1,0.3,25006
25,7,388,330,85.05,29,7.47,23,5.93,3,0.77,3,0.77,25007
25,8,415,372,89.64,21,5.06,20,4.82,1,0.24,1,0.24,25008
25,9,566,515,90.99,33,5.83,15,2.65,2,0.35,1,0.18,25009
25,10,259,234,90.35,11,4.25,8,3.09,5,1.93,1,0.39,25010
25,11,494,429,86.84,29,5.87,30,6.07,3,0.61,3,0.61,25011
25,12,460,383,83.26,40,8.7,24,5.22,10,2.17,3,0.65,25012
25,13,459,414,90.2,15,3.27,27,5.88,1,0.22,2,0.44,25013
25,14,237,195,82.28,35,14.77,5,2.11,2,0.84,0,0.0,25014
25,15,383,346,90.34,21,5.48,14,3.66,1,0.26,1,0.26,25015
25,16,257,224,87.16,24,9.34,6,2.33,2,0.78,1,0.39,25016
25,17,626,562,89.78,26,4.15,35,5.59,1,0.16,2,0.32,25017
25,18,508,461,90.75,41,8.07,5,0.98,1,0.2,0,0.0,25018
25,19,482,431,89.42,21,4.36,27,5.6,2,0.41,1,0.21,25019
25,20,462,427,92.42,25,5.41,8,1.73,2,0.43,0,0.0,25020
25,21,340,264,77.65,63,18.53,9,2.65,4,1.18,0,0.0,25021
25,22,246,210,85.37,22,8.94,11,4.47,2,0.81,1,0.41,25022
25,23,489,448,91.62,15,3.07,20,4.09,3,0.61,3,0.61,25023
25,24,576,508,88.19,20,3.47,44,7.64,2,0.35,2,0.35,25024
25,25,434,340,78.34,77,17.74,10,2.3,5,1.15,2,0.46,25025
25,26,394,295,74.87,70,17.77,16,4.06,11,2.79,2,0.51,25026
25,27,379,303,79.95,57,15.04,11,2.9,6,1.58,2,0.53,25027
25,28,481,383,79.63,80,16.63,8,1.66,8,1.66,2,0.42,25028
25,29,1013,825,81.44,155,15.3,23,2.27,9,0.89,1,0.1,25029
25,30,429,382,89.04,15,3.5,26,6.06,5,1.17,1,0.23,25030
25,31,311,276,88.75,20,6.43,12,3.86,3,0.96,0,0.0,25031
26,1,252,212,84.13,18,7.14,17,6.75,5,1.98,0,0.0,26001
26,2,307,286,93.16,11,3.58,4,1.3,4,1.3,2,0.65,26002
26,3,268,247,92.16,13,4.85,6,2.24,2,0.75,0,0.0,26003
26,4,214,190,88.79,9,4.21,15,7.01,0,0.0,0,0.0,26004
26,5,330,301,91.21,14,4.24,11,3.33,3,0.91,1,0.3,26005
26,6,170,158,92.94,5,2.94,5,2.94,0,0.0,2,1.18,26006
26,7,247,196,79.35,37,14.98,11,4.45,3,1.21,0,0.0,26007
26,8,228,197,86.4,11,4.82,16,7.02,4,1.75,0,0.0,26008
26,9,210,189,90.0,10,4.76,7,3.33,2,0.95,2,0.95,26009
26,10,189,177,93.65,8,4.23,4,2.12,0,0.0,0,0.0,26010
26,11,237,210,88.61,18,7.59,9,3.8,0,0.0,0,0.0,26011
26,12,211,195,92.42,11,5.21,3,1.42,1,0.47,1,0.47,26012
26,13,244,213,87.3,26,10.66,4,1.64,1,0.41,0,0.0,26013
26,14,220,203,92.27,12,5.45,3,1.36,2,0.91,0,0.0,26014
26,15,267,244,91.39,17,6.37,5,1.87,1,0.37,0,0.0,26015
26,16,186,165,88.71,14,7.53,3,1.61,3,1.61,1,0.54,26016
26,17,193,136,70.47,47,24.35,7,3.63,3,1.55,0,0.0,26017
26,18,189,169,89.42,11,5.82,8,4.23,0,0.0,1,0.53,26018
26,19,467,400,85.65,35,7.49,24,5.14,6,1.28,2,0.43,26019
26,20,404,355,87.87,22,5.45,22,5.45,5,1.24,0,0.0,26020
26,21,358,330,92.18,16,4.47,11,3.07,1,0.28,0,0.0,26021
26,22,229,197,86.03,15,6.55,13,5.68,4,1.75,0,0.0,26022
26,23,210,192,91.43,12,5.71,4,1.9,2,0.95,0,0.0,26023
26,24,272,238,87.5,18,6.62,15,5.51,1,0.37,0,0.0,26024
26,25,109,99,90.83,5,4.59,3,2.75,2,1.83,0,0.0,26025
26,26,200,179,89.5,9,4.5,11,5.5,0,0.0,1,0.5,26026
26,27,251,224,89.24,12,4.78,11,4.38,2,0.8,2,0.8,26027
26,28,241,217,90.04,16,6.64,7,2.9,1,0.41,0,0.0,26028
26,29,290,265,91.38,13,4.48,9,3.1,2,0.69,1,0.34,26029
26,30,284,252,88.73,16,5.63,10,3.52,6,2.11,0,0.0,26030
26,31,214,190,88.79,13,6.07,10,4.67,0,0.0,1,0.47,26031
26,32,362,309,85.36,41,11.33,8,2.21,2,0.55,2,0.55,26032
26,33,146,114,78.08,26,17.81,5,3.42,1,0.68,0,0.0,26033
26,34,299,263,87.96,17,5.69,17,5.69,2,0.67,0,0.0,26034
26,35,340,289,85.0,40,11.76,7,2.06,3,0.88,1,0.29,26035
26,36,236,215,91.1,8,3.39,9,3.81,3,1.27,1,0.42,26036
26,37,162,148,91.36,11,6.79,2,1.23,1,0.62,0,0.0,26037
26,38,271,234,86.35,16,5.9,16,5.9,2,0.74,3,1.11,26038
26,39,260,242,93.08,5,1.92,11,4.23,1,0.38,1,0.38,26039
26,40,163,141,86.5,11,6.75,9,5.52,2,1.23,0,0.0,26040
26,41,223,198,88.79,11,4.93,10,4.48,2,0.9,2,0.9,26041
26,42,265,240,90.57,12,4.53,7,2.64,6,2.26,0,0.0,26042
26,43,214,197,92.06,11,5.14,5,2.34,0,0.0,1,0.47,26043
26,44,162,152,93.83,5,3.09,5,3.09,0,0.0,0,0.0,26044
26,45,326,289,88.65,18,5.52,11,3.37,5,1.53,3,0.92,26045
26,46,402,323,80.35,63,15.67,12,2.99,4,1.0,0,0.0,26046
26,47,174,155,89.08,11,6.32,5,2.87,1,0.57,2,1.15,26047
26,48,312,278,89.1,15,4.81,15,4.81,3,0.96,1,0.32,26048
26,49,204,184,90.2,12,5.88,6,2.94,2,0.98,0,0.0,26049
26,50,199,169,84.92,19,9.55,10,5.03,1,0.5,0,0.0,26050
26,51,267,232,86.89,20,7.49,9,3.37,6,2.25,0,0.0,26051
26,52,139,127,91.37,2,1.44,8,5.76,1,0.72,1,0.72,26052
26,53,251,215,85.66,25,9.96,10,3.98,1,0.4,0,0.0,26053
26,54,227,202,88.99,16,7.05,7,3.08,1,0.44,1,0.44,26054
26,55,168,152,90.48,10,5.95,4,2.38,1,0.6,1,0.6,26055
26,56,277,249,89.89,10,3.61,15,5.42,3,1.08,0,0.0,26056
26,57,221,202,91.4,13,5.88,3,1.36,2,0.9,1,0.45,26057
26,58,209,190,90.91,5,2.39,14,6.7,0,0.0,0,0.0,26058
26,59,268,233,86.94,15,5.6,14,5.22,4,1.49,2,0.75,26059
26,60,264,224,84.85,15,5.68,17,6.44,6,2.27,2,0.76,26060
26,61,170,152,89.41,6,3.53,10,5.88,2,1.18,0,0.0,26061
26,62,277,243,87.73,23,8.3,7,2.53,3,1.08,1,0.36,26062
26,63,106,95,89.62,9,8.49,1,0.94,1,0.94,0,0.0,26063
27,1,802,583,72.69,186,23.19,19,2.37,13,1.62,1,0.12,27001
27,2,325,313,96.31,4,1.23,4,1.23,2,0.62,2,0.62,27002
27,3,344,337,97.97,2,0.58,2,0.58,2,0.58,1,0.29,27003
27,4,301,279,92.69,11,3.65,8,2.66,2,0.66,1,0.33,27004
27,5,223,157,70.4,61,27.35,5,2.24,0,0.0,0,0.0,27005
27,6,229,223,97.38,3,1.31,1,0.44,2,0.87,0,0.0,27006
27,7,513,405,78.95,92,17.93,12,2.34,4,0.78,0,0.0,27007
27,8,365,354,96.99,4,1.1,7,1.92,0,0.0,0,0.0,27008
27,9,414,384,92.75,24,5.8,6,1.45,0,0.0,0,0.0,27009
27,10,492,469,95.33,15,3.05,5,1.02,3,0.61,0,0.0,27010
27,11,545,418,76.7,98,17.98,14,2.57,13,2.39,2,0.37,27011
27,12,631,477,75.59,140,22.19,10,1.58,4,0.63,0,0.0,27012
27,13,389,315,80.98,41,10.54,23,5.91,9,2.31,1,0.26,27013
27,14,538,524,97.4,9,1.67,3,0.56,2,0.37,0,0.0,27014
27,15,217,205,94.47,7,3.23,5,2.3,0,0.0,0,0.0,27015
27,16,225,163,72.44,54,24.0,6,2.67,2,0.89,0,0.0,27016
27,17,567,445,78.48,104,18.34,8,1.41,9,1.59,1,0.18,27017
27,18,427,324,75.88,83,19.44,10,2.34,9,2.11,1,0.23,27018
27,19,362,351,96.96,6,1.66,3,0.83,2,0.55,0,0.0,27019
27,20,608,603,99.18,4,0.66,1,0.16,0,0.0,0,0.0,27020
27,21,289,275,95.16,11,3.81,2,0.69,0,0.0,1,0.35,27021
27,22,376,368,97.87,1,0.27,4,1.06,2,0.53,1,0.27,27022
27,23,75,74,98.67,1,1.33,0,0.0,0,0.0,0,0.0,27023
27,24,341,331,97.07,4,1.17,3,0.88,1,0.29,2,0.59,27024
27,25,248,244,98.39,1,0.4,2,0.81,1,0.4,0,0.0,27025
27,26,276,265,96.01,5,1.81,5,1.81,0,0.0,1,0.36,27026
27,27,391,360,92.07,18,4.6,8,2.05,5,1.28,0,0.0,27027
27,28,456,354,77.63,93,20.39,7,1.54,1,0.22,1,0.22,27028
27,29,289,281,97.23,3,1.04,2,0.69,2,0.69,1,0.35,27029
27,30,221,212,95.93,6,2.71,0,0.0,1,0.45,2,0.9,27030
27,31,278,273,98.2,1,0.36,3,1.08,0,0.0,1,0.36,27031
27,32,294,256,87.07,22,7.48,10,3.4,5,1.7,1,0.34,27032
27,33,336,304,90.48,18,5.36,10,2.98,3,0.89,1,0.3,27033
27,34,335,328,97.91,4,1.19,0,0.0,2,0.6,1,0.3,27034
27,35,415,338,81.45,42,10.12,32,7.71,1,0.24,2,0.48,27035
27,36,309,299,96.76,6,1.94,3,0.97,1,0.32,0,0.0,27036
27,37,394,363,92.13,26,6.6,4,1.02,1,0.25,0,0.0,27037
27,38,361,311,86.15,31,8.59,11,3.05,7,1.94,1,0.28,27038
27,39,278,260,93.53,17,6.12,0,0.0,1,0.36,0,0.0,27039
27,40,332,322,96.99,2,0.6,6,1.81,2,0.6,0,0.0,27040
27,41,523,410,78.39,85,16.25,21,4.02,7,1.34,0,0.0,27041
27,42,376,276,73.4,85,22.61,6,1.6,8,2.13,1,0.27,27042
27,43,194,189,97.42,3,1.55,1,0.52,1,0.52,0,0.0,27043
27,44,315,307,97.46,4,1.27,2,0.63,2,0.63,0,0.0,27044
27,45,286,286,100.0,0,0.0,0,0.0,0,0.0,0,0.0,27045
27,46,356,346,97.19,6,1.69,1,0.28,2,0.56,1,0.28,27046
27,47,292,288,98.63,1,0.34,3,1.03,0,0.0,0,0.0,27047
27,48,389,382,98.2,2,0.51,2,0.51,1,0.26,2,0.51,27048
27,49,372,363,97.58,5,1.34,2,0.54,1,0.27,1,0.27,27049
27,50,511,383,74.95,99,19.37,14,2.74,5,0.98,10,1.96,27050
27,51,170,165,97.06,2,1.18,2,1.18,0,0.0,1,0.59,27051
27,52,321,312,97.2,3,0.93,5,1.56,0,0.0,1,0.31,27052
27,53,312,265,84.94,34,10.9,7,2.24,6,1.92,0,0.0,27053
27,54,646,502,77.71,117,18.11,15,2.32,10,1.55,2,0.31,27054
27,55,344,338,98.26,5,1.45,0,0.0,1,0.29,0,0.0,27055
