ward,precinct,total,RAHM EMANUEL,RAHM EMANUEL Percent,WILLIE WILSON,WILLIE WILSON Percent,ROBERT W. FIORETTI,ROBERT W. FIORETTI Percent,JESUS ''CHUY'' GARCIA,JESUS ''CHUY'' GARCIA Percent,"WILLIAM WALLS, III","WILLIAM WALLS, III Percent",precinct_id
26,34,194,71,36.6,9,4.64,10,5.15,102,52.58,2,1.03,26034
26,35,187,63,33.69,11,5.88,8,4.28,104,55.61,1,0.53,26035
26,36,148,44,29.73,6,4.05,12,8.11,86,58.11,0,0.0,26036
26,37,149,46,30.87,2,1.34,6,4.03,95,63.76,0,0.0,26037
26,38,102,43,42.16,13,12.75,2,1.96,43,42.16,1,0.98,26038
26,39,169,52,30.77,1,0.59,10,5.92,101,59.76,5,2.96,26039
26,40,75,35,46.67,4,5.33,3,4.0,31,41.33,2,2.67,26040
26,41,214,73,34.11,23,10.75,12,5.61,103,48.13,3,1.4,26041
26,42,140,39,27.86,3,2.14,10,7.14,87,62.14,1,0.71,26042
26,43,92,38,41.3,1,1.09,2,2.17,51,55.43,0,0.0,26043
26,44,96,33,34.38,9,9.38,3,3.13,48,50.0,3,3.13,26044
26,45,64,27,42.19,9,14.06,0,0.0,28,43.75,0,0.0,26045
26,46,98,37,37.76,3,3.06,12,12.24,45,45.92,1,1.02,26046
26,47,121,30,24.79,7,5.79,5,4.13,78,64.46,1,0.83,26047
26,48,156,43,27.56,4,2.56,8,5.13,101,64.74,0,0.0,26048
26,49,99,27,27.27,5,5.05,0,0.0,65,65.66,2,2.02,26049
27,1,152,96,63.16,5,3.29,13,8.55,37,24.34,1,0.66,27001
27,2,261,139,53.26,41,15.71,24,9.2,55,21.07,2,0.77,27002
27,3,115,40,34.78,37,32.17,7,6.09,25,21.74,6,5.22,27003
27,4,114,36,31.58,25,21.93,19,16.67,32,28.07,2,1.75,27004
27,5,160,69,43.13,39,24.38,8,5.0,37,23.13,7,4.38,27005
27,6,167,95,56.89,25,14.97,12,7.19,29,17.37,6,3.59,27006
27,7,229,87,37.99,8,3.49,17,7.42,117,51.09,0,0.0,27007
27,8,165,72,43.64,47,28.48,8,4.85,32,19.39,6,3.64,27008
27,9,96,57,59.38,9,9.38,4,4.17,22,22.92,4,4.17,27009
27,10,267,133,49.81,62,23.22,28,10.49,37,13.86,7,2.62,27010
27,11,145,94,64.83,7,4.83,5,3.45,37,25.52,2,1.38,27011
27,12,116,83,71.55,4,3.45,6,5.17,22,18.97,1,0.86,27012
27,13,329,169,51.37,61,18.54,11,3.34,75,22.8,13,3.95,27013
27,14,107,33,30.84,35,32.71,21,19.63,13,12.15,5,4.67,27014
27,15,135,62,45.93,49,36.3,1,0.74,20,14.81,3,2.22,27015
27,16,158,91,57.59,6,3.8,13,8.23,47,29.75,1,0.63,27016
27,17,208,78,37.5,38,18.27,32,15.38,51,24.52,9,4.33,27017
27,18,177,74,41.81,43,24.29,27,15.25,26,14.69,7,3.95,27018
27,19,144,64,44.44,46,31.94,7,4.86,26,18.06,1,0.69,27019
27,20,141,67,47.52,34,24.11,8,5.67,25,17.73,7,4.96,27020
27,21,161,118,73.29,6,3.73,9,5.59,26,16.15,2,1.24,27021
27,22,130,52,40.0,41,31.54,1,0.77,30,23.08,6,4.62,27022
27,23,177,89,50.28,57,32.2,5,2.82,22,12.43,4,2.26,27023
27,24,147,50,34.01,32,21.77,4,2.72,52,35.37,9,6.12,27024
27,25,177,58,32.77,43,24.29,28,15.82,46,25.99,2,1.13,27025
27,26,206,88,42.72,45,21.84,14,6.8,49,23.79,10,4.85,27026
27,27,193,89,46.11,45,23.32,19,9.84,31,16.06,9,4.66,27027
27,28,118,60,50.85,19,16.1,5,4.24,31,26.27,3,2.54,27028
27,29,150,41,27.33,40,26.67,5,3.33,56,37.33,8,5.33,27029
27,30,123,44,35.77,24,19.51,34,27.64,17,13.82,4,3.25,27030
27,31,162,58,35.8,59,36.42,6,3.7,31,19.14,8,4.94,27031
27,32,161,61,37.89,31,19.25,29,18.01,30,18.63,10,6.21,27032
27,33,162,80,49.38,7,4.32,15,9.26,55,33.95,5,3.09,27033
27,34,210,115,54.76,61,29.05,3,1.43,29,13.81,2,0.95,27034
27,35,172,110,63.95,2,1.16,12,6.98,45,26.16,3,1.74,27035
27,36,142,65,45.77,30,21.13,11,7.75,32,22.54,4,2.82,27036
27,37,267,175,65.54,38,14.23,11,4.12,38,14.23,5,1.87,27037
27,38,351,219,62.39,38,10.83,22,6.27,49,13.96,23,6.55,27038
27,39,178,64,35.96,39,21.91,25,14.04,38,21.35,12,6.74,27039
27,40,230,104,45.22,27,11.74,11,4.78,84,36.52,4,1.74,27040
27,41,234,109,46.58,68,29.06,19,8.12,29,12.39,9,3.85,27041
27,42,144,82,56.94,20,13.89,8,5.56,32,22.22,2,1.39,27042
27,43,158,58,36.71,33,20.89,24,15.19,39,24.68,4,2.53,27043
27,44,172,75,43.6,47,27.33,3,1.74,36,20.93,11,6.4,27044
27,45,207,113,54.59,5,2.42,26,12.56,61,29.47,2,0.97,27045
27,46,135,106,78.52,2,1.48,5,3.7,22,16.3,0,0.0,27046
27,47,206,114,55.34,37,17.96,3,1.46,38,18.45,14,6.8,27047
27,48,247,134,54.25,41,16.6,10,4.05,53,21.46,9,3.64,27048
27,49,139,49,35.25,39,28.06,24,17.27,20,14.39,7,5.04,27049
27,50,182,72,39.56,43,23.63,33,18.13,25,13.74,9,4.95,27050
28,1,135,47,34.81,59,43.7,5,3.7,18,13.33,6,4.44,28001
28,2,158,55,34.81,53,33.54,4,2.53,42,26.58,4,2.53,28002
28,3,140,48,34.29,45,32.14,11,7.86,31,22.14,5,3.57,28003
28,4,138,65,47.1,6,4.35,24,17.39,42,30.43,1,0.72,28004
28,5,137,65,47.45,29,21.17,15,10.95,25,18.25,3,2.19,28005
28,6,137,51,37.23,22,16.06,33,24.09,27,19.71,4,2.92,28006
28,7,166,67,40.36,55,33.13,7,4.22,33,19.88,4,2.41,28007
28,8,93,51,54.84,1,1.08,13,13.98,28,30.11,0,0.0,28008
28,9,187,80,42.78,58,31.02,13,6.95,27,14.44,9,4.81,28009
28,10,200,94,47.0,12,6.0,41,20.5,52,26.0,1,0.5,28010
28,11,261,86,32.95,28,10.73,38,14.56,103,39.46,6,2.3,28011
28,12,186,79,42.47,50,26.88,8,4.3,35,18.82,14,7.53,28012
28,13,199,82,41.21,82,41.21,2,1.01,19,9.55,14,7.04,28013
28,14,192,81,42.19,65,33.85,7,3.65,30,15.63,9,4.69,28014
28,15,85,45,52.94,26,30.59,0,0.0,8,9.41,6,7.06,28015
28,16,106,52,49.06,29,27.36,7,6.6,16,15.09,2,1.89,28016
28,17,150,49,32.67,67,44.67,4,2.67,26,17.33,4,2.67,28017
28,18,164,75,45.73,41,25.0,18,10.98,26,15.85,4,2.44,28018
28,19,163,46,28.22,10,6.13,27,16.56,80,49.08,0,0.0,28019
28,20,183,71,38.8,67,36.61,7,3.83,31,16.94,7,3.83,28020
28,21,156,62,39.74,55,35.26,7,4.49,16,10.26,16,10.26,28021
28,22,154,57,37.01,41,26.62,11,7.14,33,21.43,12,7.79,28022
28,23,207,82,39.61,70,33.82,10,4.83,36,17.39,9,4.35,28023
28,24,143,58,40.56,46,32.17,2,1.4,28,19.58,9,6.29,28024
28,25,234,72,30.77,63,26.92,11,4.7,67,28.63,21,8.97,28025
28,26,184,76,41.3,65,35.33,6,3.26,26,14.13,11,5.98,28026
28,27,180,81,45.0,9,5.0,23,12.78,65,36.11,2,1.11,28027
28,28,208,105,50.48,6,2.88,42,20.19,49,23.56,6,2.88,28028
28,29,82,29,35.37,31,37.8,9,10.98,11,13.41,2,2.44,28029
28,30,39,14,35.9,13,33.33,5,12.82,6,15.38,1,2.56,28030
28,31,267,108,40.45,81,30.34,20,7.49,44,16.48,14,5.24,28031
28,32,173,76,43.93,55,31.79,7,4.05,25,14.45,10,5.78,28032
28,33,203,78,38.42,68,33.5,4,1.97,42,20.69,11,5.42,28033
28,34,257,99,38.52,73,28.4,12,4.67,61,23.74,12,4.67,28034
28,35,203,54,26.6,83,40.89,23,11.33,35,17.24,8,3.94,28035
28,36,127,57,44.88,23,18.11,5,3.94,33,25.98,9,7.09,28036
28,37,224,90,40.18,70,31.25,14,6.25,46,20.54,4,1.79,28037
28,38,108,49,45.37,27,25.0,3,2.78,25,23.15,4,3.7,28038
28,39,122,49,40.16,49,40.16,3,2.46,18,14.75,3,2.46,28039
28,40,208,100,48.08,54,25.96,6,2.88,38,18.27,10,4.81,28040
28,41,140,57,40.71,37,26.43,3,2.14,38,27.14,5,3.57,28041
28,42,181,56,30.94,71,39.23,5,2.76,36,19.89,13,7.18,28042
28,43,208,80,38.46,76,36.54,11,5.29,27,12.98,14,6.73,28043
28,44,135,54,40.0,48,35.56,7,5.19,23,17.04,3,2.22,28044
28,45,121,62,51.24,7,5.79,11,9.09,39,32.23,2,1.65,28045
28,46,281,90,32.03,17,6.05,52,18.51,116,41.28,6,2.14,28046
29,1,342,142,41.52,22,6.43,36,10.53,138,40.35,4,1.17,29001
29,2,372,163,43.82,96,25.81,14,3.76,70,18.82,29,7.8,29002
29,3,272,123,45.22,82,30.15,8,2.94,45,16.54,14,5.15,29003
29,4,274,114,41.61,78,28.47,10,3.65,53,19.34,19,6.93,29004
29,5,219,85,38.81,67,30.59,4,1.83,47,21.46,16,7.31,29005
29,6,182,74,40.66,53,29.12,4,2.2,46,25.27,5,2.75,29006
29,7,248,109,43.95,39,15.73,20,8.06,72,29.03,8,3.23,29007
29,8,136,51,37.5,48,35.29,7,5.15,22,16.18,8,5.88,29008
29,9,349,140,40.11,26,7.45,35,10.03,136,38.97,12,3.44,29009
29,10,385,168,43.64,42,10.91,37,9.61,129,33.51,9,2.34,29010
29,11,139,66,47.48,34,24.46,7,5.04,27,19.42,5,3.6,29011
29,12,286,120,41.96,66,23.08,14,4.9,69,24.13,17,5.94,29012
29,13,243,107,44.03,78,32.1,9,3.7,43,17.7,6,2.47,29013
29,14,269,93,34.57,91,33.83,17,6.32,46,17.1,22,8.18,29014
29,15,293,121,41.3,64,21.84,16,5.46,58,19.8,34,11.6,29015
29,16,280,114,40.71,73,26.07,12,4.29,71,25.36,10,3.57,29016
29,17,204,97,47.55,53,25.98,9,4.41,35,17.16,10,4.9,29017
29,18,227,108,47.58,55,24.23,4,1.76,49,21.59,11,4.85,29018
29,19,251,106,42.23,70,27.89,14,5.58,48,19.12,13,5.18,29019
29,20,322,143,44.41,96,29.81,20,6.21,45,13.98,18,5.59,29020
29,21,245,113,46.12,68,27.76,12,4.9,42,17.14,10,4.08,29021
29,22,185,62,33.51,37,20.0,18,9.73,59,31.89,9,4.86,29022
29,23,261,107,41.0,21,8.05,30,11.49,99,37.93,4,1.53,29023
29,24,206,93,45.15,52,25.24,10,4.85,34,16.5,17,8.25,29024
29,25,283,130,45.94,77,27.21,19,6.71,48,16.96,9,3.18,29025
29,26,268,110,41.04,58,21.64,13,4.85,68,25.37,19,7.09,29026
29,27,238,92,38.66,63,26.47,12,5.04,52,21.85,19,7.98,29027
29,28,314,122,38.85,110,35.03,9,2.87,63,20.06,10,3.18,29028
29,29,223,109,48.88,6,2.69,24,10.76,84,37.67,0,0.0,29029
29,30,335,159,47.46,40,11.94,19,5.67,112,33.43,5,1.49,29030
29,31,223,110,49.33,4,1.79,38,17.04,68,30.49,3,1.35,29031
29,32,209,85,40.67,4,1.91,32,15.31,84,40.19,4,1.91,29032
29,33,234,109,46.58,65,27.78,7,2.99,44,18.8,9,3.85,29033
29,34,162,66,40.74,27,16.67,15,9.26,48,29.63,6,3.7,29034
29,35,176,70,39.77,50,28.41,10,5.68,37,21.02,9,5.11,29035
29,36,231,104,45.02,64,27.71,11,4.76,38,16.45,14,6.06,29036
29,37,226,78,34.51,80,35.4,8,3.54,43,19.03,17,7.52,29037
29,38,199,77,38.69,7,3.52,33,16.58,76,38.19,6,3.02,29038
29,39,191,76,39.79,7,3.66,26,13.61,77,40.31,5,2.62,29039
29,40,291,119,40.89,89,30.58,16,5.5,54,18.56,13,4.47,29040
29,41,238,93,39.08,66,27.73,21,8.82,47,19.75,11,4.62,29041
29,42,250,98,39.2,90,36.0,10,4.0,42,16.8,10,4.0,29042
29,43,317,125,39.43,37,11.67,28,8.83,116,36.59,11,3.47,29043
29,44,305,111,36.39,105,34.43,5,1.64,64,20.98,20,6.56,29044
30,1,190,71,37.37,4,2.11,24,12.63,88,46.32,3,1.58,30001
30,2,216,106,49.07,4,1.85,12,5.56,94,43.52,0,0.0,30002
30,3,151,59,39.07,2,1.32,11,7.28,78,51.66,1,0.66,30003
30,4,180,76,42.22,4,2.22,29,16.11,69,38.33,2,1.11,30004
30,5,121,42,34.71,5,4.13,10,8.26,62,51.24,2,1.65,30005
30,6,159,88,55.35,7,4.4,6,3.77,57,35.85,1,0.63,30006
30,7,193,73,37.82,5,2.59,7,3.63,106,54.92,2,1.04,30007
30,8,207,86,41.55,5,2.42,14,6.76,102,49.28,0,0.0,30008
30,9,154,60,38.96,10,6.49,16,10.39,63,40.91,5,3.25,30009
30,10,191,88,46.07,4,2.09,15,7.85,82,42.93,2,1.05,30010
30,11,145,46,31.72,7,4.83,5,3.45,85,58.62,2,1.38,30011
30,12,152,61,40.13,5,3.29,15,9.87,69,45.39,2,1.32,30012
30,13,152,71,46.71,2,1.32,12,7.89,67,44.08,0,0.0,30013
30,14,108,47,43.52,7,6.48,3,2.78,50,46.3,1,0.93,30014
30,15,226,108,47.79,8,3.54,24,10.62,85,37.61,1,0.44,30015
30,16,85,30,35.29,7,8.24,7,8.24,41,48.24,0,0.0,30016
30,17,202,82,40.59,6,2.97,29,14.36,83,41.09,2,0.99,30017
30,18,172,44,25.58,5,2.91,12,6.98,111,64.53,0,0.0,30018
30,19,146,38,26.03,0,0.0,8,5.48,99,67.81,1,0.68,30019
30,20,210,72,34.29,6,2.86,9,4.29,123,58.57,0,0.0,30020
30,21,177,68,38.42,6,3.39,16,9.04,85,48.02,2,1.13,30021
30,22,188,57,30.32,5,2.66,15,7.98,108,57.45,3,1.6,30022
30,23,150,55,36.67,9,6.0,9,6.0,76,50.67,1,0.67,30023
30,24,168,52,30.95,8,4.76,9,5.36,97,57.74,2,1.19,30024
30,25,202,78,38.61,4,1.98,12,5.94,103,50.99,5,2.48,30025
30,26,109,51,46.79,3,2.75,9,8.26,46,42.2,0,0.0,30026
30,27,112,50,44.64,2,1.79,14,12.5,44,39.29,2,1.79,30027
30,28,205,93,45.37,2,0.98,9,4.39,99,48.29,2,0.98,30028
30,29,90,33,36.67,1,1.11,3,3.33,53,58.89,0,0.0,30029
30,30,61,25,40.98,0,0.0,4,6.56,32,52.46,0,0.0,30030
30,31,138,56,40.58,4,2.9,8,5.8,67,48.55,3,2.17,30031
30,32,136,52,38.24,2,1.47,15,11.03,65,47.79,2,1.47,30032
31,1,147,52,35.37,3,2.04,5,3.4,86,58.5,1,0.68,31001
31,2,138,61,44.2,2,1.45,7,5.07,68,49.28,0,0.0,31002
31,3,146,71,48.63,1,0.68,10,6.85,63,43.15,1,0.68,31003
31,4,171,57,33.33,2,1.17,1,0.58,107,62.57,4,2.34,31004
31,5,160,70,43.75,5,3.13,4,2.5,81,50.63,0,0.0,31005
31,6,152,74,48.68,3,1.97,7,4.61,67,44.08,1,0.66,31006
31,7,138,45,32.61,1,0.72,3,2.17,87,63.04,2,1.45,31007
31,8,100,49,49.0,4,4.0,6,6.0,41,41.0,0,0.0,31008
31,9,135,69,51.11,3,2.22,7,5.19,54,40.0,2,1.48,31009
31,10,125,59,47.2,3,2.4,8,6.4,54,43.2,1,0.8,31010
31,11,112,52,46.43,4,3.57,4,3.57,52,46.43,0,0.0,31011
31,12,126,61,48.41,2,1.59,6,4.76,57,45.24,0,0.0,31012
31,13,142,47,33.1,3,2.11,7,4.93,83,58.45,2,1.41,31013
31,14,129,64,49.61,7,5.43,11,8.53,46,35.66,1,0.78,31014
31,15,124,43,34.68,6,4.84,11,8.87,64,51.61,0,0.0,31015
31,16,198,39,19.7,2,1.01,8,4.04,145,73.23,4,2.02,31016
31,17,165,66,40.0,6,3.64,17,10.3,75,45.45,1,0.61,31017
31,18,159,72,45.28,4,2.52,4,2.52,77,48.43,2,1.26,31018
31,19,130,58,44.62,3,2.31,8,6.15,61,46.92,0,0.0,31019
31,20,133,64,48.12,6,4.51,5,3.76,55,41.35,3,2.26,31020
31,21,140,58,41.43,2,1.43,8,5.71,69,49.29,3,2.14,31021
31,22,127,35,27.56,1,0.79,3,2.36,88,69.29,0,0.0,31022
31,23,133,51,38.35,5,3.76,6,4.51,70,52.63,1,0.75,31023
31,24,190,81,42.63,4,2.11,8,4.21,96,50.53,1,0.53,31024
31,25,118,46,38.98,3,2.54,8,6.78,59,50.0,2,1.69,31025
31,26,174,80,45.98,4,2.3,4,2.3,83,47.7,3,1.72,31026
31,27,167,69,41.32,2,1.2,4,2.4,90,53.89,2,1.2,31027
31,28,116,50,43.1,3,2.59,6,5.17,56,48.28,1,0.86,31028
31,29,197,100,50.76,9,4.57,7,3.55,78,39.59,3,1.52,31029
31,30,93,43,46.24,1,1.08,0,0.0,46,49.46,3,3.23,31030
31,31,151,53,35.1,5,3.31,14,9.27,79,52.32,0,0.0,31031
31,32,124,44,35.48,2,1.61,8,6.45,70,56.45,0,0.0,31032
31,33,134,48,35.82,2,1.49,12,8.96,72,53.73,0,0.0,31033
31,34,134,56,41.79,10,7.46,11,8.21,57,42.54,0,0.0,31034
31,35,172,69,40.12,2,1.16,10,5.81,90,52.33,1,0.58,31035
31,36,175,73,41.71,2,1.14,17,9.71,82,46.86,1,0.57,31036
31,37,138,64,46.38,3,2.17,6,4.35,63,45.65,2,1.45,31037
31,38,128,56,43.75,3,2.34,2,1.56,67,52.34,0,0.0,31038
31,39,146,33,22.6,4,2.74,6,4.11,102,69.86,1,0.68,31039
31,40,149,49,32.89,3,2.01,12,8.05,81,54.36,4,2.68,31040
31,41,127,50,39.37,1,0.79,0,0.0,75,59.06,1,0.79,31041
32,1,184,99,53.8,4,2.17,15,8.15,64,34.78,2,1.09,32001
32,2,170,93,54.71,3,1.76,19,11.18,53,31.18,2,1.18,32002
32,3,285,93,32.63,6,2.11,22,7.72,162,56.84,2,0.7,32003
32,4,213,114,53.52,5,2.35,31,14.55,62,29.11,1,0.47,32004
32,5,211,107,50.71,0,0.0,31,14.69,71,33.65,2,0.95,32005
32,6,163,97,59.51,5,3.07,12,7.36,49,30.06,0,0.0,32006
32,7,197,108,54.82,7,3.55,17,8.63,62,31.47,3,1.52,32007
32,8,165,109,66.06,2,1.21,11,6.67,42,25.45,1,0.61,32008
32,9,212,110,51.89,3,1.42,17,8.02,81,38.21,1,0.47,32009
32,10,194,112,57.73,9,4.64,13,6.7,60,30.93,0,0.0,32010
32,11,241,72,29.88,6,2.49,10,4.15,152,63.07,1,0.41,32011
32,12,216,66,30.56,6,2.78,13,6.02,128,59.26,3,1.39,32012
32,13,173,114,65.9,4,2.31,16,9.25,38,21.97,1,0.58,32013
32,14,206,63,30.58,2,0.97,21,10.19,119,57.77,1,0.49,32014
32,15,197,96,48.73,9,4.57,17,8.63,75,38.07,0,0.0,32015
32,16,217,85,39.17,3,1.38,22,10.14,104,47.93,3,1.38,32016
32,17,244,75,30.74,6,2.46,22,9.02,139,56.97,2,0.82,32017
32,18,171,118,69.01,1,0.58,12,7.02,40,23.39,0,0.0,32018
32,19,169,68,40.24,4,2.37,16,9.47,79,46.75,2,1.18,32019
32,20,268,61,22.76,10,3.73,13,4.85,180,67.16,4,1.49,32020
32,21,246,122,49.59,2,0.81,20,8.13,97,39.43,5,2.03,32021
32,22,284,86,30.28,8,2.82,20,7.04,166,58.45,4,1.41,32022
32,23,210,110,52.38,2,0.95,30,14.29,68,32.38,0,0.0,32023
32,24,99,62,62.63,3,3.03,10,10.1,24,24.24,0,0.0,32024
32,25,185,92,49.73,2,1.08,16,8.65,74,40.0,1,0.54,32025
32,26,252,85,33.73,0,0.0,26,10.32,140,55.56,1,0.4,32026
32,27,197,127,64.47,6,3.05,5,2.54,58,29.44,1,0.51,32027
32,28,236,75,31.78,7,2.97,14,5.93,137,58.05,3,1.27,32028
32,29,238,107,44.96,5,2.1,14,5.88,112,47.06,0,0.0,32029
32,30,156,112,71.79,5,3.21,6,3.85,33,21.15,0,0.0,32030
32,31,190,110,57.89,4,2.11,16,8.42,59,31.05,1,0.53,32031
32,32,201,104,51.74,3,1.49,21,10.45,73,36.32,0,0.0,32032
32,33,196,115,58.67,5,2.55,20,10.2,54,27.55,2,1.02,32033
32,34,183,73,39.89,8,4.37,20,10.93,82,44.81,0,0.0,32034
32,35,176,97,55.11,0,0.0,14,7.95,64,36.36,1,0.57,32035
32,36,183,104,56.83,6,3.28,19,10.38,53,28.96,1,0.55,32036
32,37,157,57,36.31,5,3.18,20,12.74,72,45.86,3,1.91,32037
32,38,170,90,52.94,1,0.59,12,7.06,66,38.82,1,0.59,32038
32,39,173,116,67.05,5,2.89,8,4.62,43,24.86,1,0.58,32039
32,40,215,128,59.53,1,0.47,15,6.98,70,32.56,1,0.47,32040
32,41,193,111,57.51,10,5.18,6,3.11,64,33.16,2,1.04,32041
32,42,183,91,49.73,4,2.19,18,9.84,68,37.16,2,1.09,32042
32,43,215,77,35.81,1,0.47,12,5.58,122,56.74,3,1.4,32043
33,1,269,86,31.97,11,4.09,18,6.69,152,56.51,2,0.74,33001
33,2,346,138,39.88,17,4.91,15,4.34,168,48.55,8,2.31,33002
33,3,307,94,30.62,10,3.26,17,5.54,184,59.93,2,0.65,33003
33,4,284,106,37.32,4,1.41,18,6.34,155,54.58,1,0.35,33004
33,5,216,102,47.22,3,1.39,21,9.72,89,41.2,1,0.46,33005
33,6,240,101,42.08,4,1.67,16,6.67,116,48.33,3,1.25,33006
33,7,304,130,42.76,13,4.28,21,6.91,133,43.75,7,2.3,33007
33,8,463,208,44.92,12,2.59,36,7.78,203,43.84,4,0.86,33008
33,9,296,141,47.64,6,2.03,15,5.07,131,44.26,3,1.01,33009
33,10,315,168,53.33,18,5.71,18,5.71,106,33.65,5,1.59,33010
33,11,278,103,37.05,5,1.8,17,6.12,151,54.32,2,0.72,33011
33,12,291,119,40.89,2,0.69,18,6.19,148,50.86,4,1.37,33012
33,13,249,75,30.12,5,2.01,19,7.63,143,57.43,7,2.81,33013
33,14,116,37,31.9,3,2.59,8,6.9,68,58.62,0,0.0,33014
33,15,333,124,37.24,11,3.3,25,7.51,172,51.65,1,0.3,33015
33,16,413,183,44.31,19,4.6,22,5.33,184,44.55,5,1.21,33016
33,17,318,124,38.99,11,3.46,21,6.6,157,49.37,5,1.57,33017
33,18,307,93,30.29,8,2.61,17,5.54,184,59.93,5,1.63,33018
33,19,244,94,38.52,10,4.1,16,6.56,117,47.95,7,2.87,33019
33,20,318,125,39.31,13,4.09,25,7.86,153,48.11,2,0.63,33020
33,21,291,119,40.89,8,2.75,15,5.15,145,49.83,4,1.37,33021
33,22,355,180,50.7,6,1.69,14,3.94,154,43.38,1,0.28,33022
33,23,316,118,37.34,14,4.43,22,6.96,154,48.73,8,2.53,33023
33,24,490,222,45.31,15,3.06,43,8.78,207,42.24,3,0.61,33024
33,25,334,131,39.22,19,5.69,17,5.09,160,47.9,7,2.1,33025
33,26,198,54,27.27,5,2.53,12,6.06,124,62.63,3,1.52,33026
33,27,221,83,37.56,10,4.52,13,5.88,113,51.13,2,0.9,33027
33,28,213,74,34.74,10,4.69,13,6.1,113,53.05,3,1.41,33028
34,1,304,145,47.7,53,17.43,10,3.29,81,26.64,15,4.93,34001
34,2,243,114,46.91,60,24.69,2,0.82,51,20.99,16,6.58,34002
34,3,255,130,50.98,48,18.82,9,3.53,53,20.78,15,5.88,34003
34,4,205,89,43.41,48,23.41,3,1.46,53,25.85,12,5.85,34004
34,5,229,108,47.16,39,17.03,12,5.24,58,25.33,12,5.24,34005
34,6,311,136,43.73,81,26.05,12,3.86,57,18.33,25,8.04,34006
34,7,296,154,52.03,61,20.61,7,2.36,55,18.58,19,6.42,34007
34,8,185,67,36.22,51,27.57,9,4.86,45,24.32,13,7.03,34008
34,9,196,83,42.35,70,35.71,7,3.57,32,16.33,4,2.04,34009
34,10,257,121,47.08,65,25.29,9,3.5,56,21.79,6,2.33,34010
34,11,198,90,45.45,50,25.25,5,2.53,37,18.69,16,8.08,34011
34,12,286,128,44.76,57,19.93,7,2.45,76,26.57,18,6.29,34012
34,13,271,100,36.9,90,33.21,8,2.95,56,20.66,17,6.27,34013
34,14,189,82,43.39,56,29.63,11,5.82,25,13.23,15,7.94,34014
34,15,175,78,44.57,49,28.0,6,3.43,29,16.57,13,7.43,34015
34,16,196,80,40.82,63,32.14,6,3.06,40,20.41,7,3.57,34016
34,17,307,148,48.21,62,20.2,9,2.93,69,22.48,19,6.19,34017
34,18,190,86,45.26,55,28.95,4,2.11,35,18.42,10,5.26,34018
34,19,238,104,43.7,63,26.47,10,4.2,43,18.07,18,7.56,34019
34,20,326,168,51.53,70,21.47,11,3.37,64,19.63,13,3.99,34020
34,21,345,155,44.93,82,23.77,18,5.22,74,21.45,16,4.64,34021
34,22,265,135,50.94,50,18.87,6,2.26,54,20.38,20,7.55,34022
34,23,213,101,47.42,57,26.76,6,2.82,43,20.19,6,2.82,34023
34,24,213,92,43.19,50,23.47,7,3.29,50,23.47,14,6.57,34024
34,25,296,133,44.93,78,26.35,4,1.35,62,20.95,19,6.42,34025
34,26,275,130,47.27,71,25.82,9,3.27,52,18.91,13,4.73,34026
34,27,217,88,40.55,69,31.8,6,2.76,36,16.59,18,8.29,34027
34,28,159,80,50.31,49,30.82,7,4.4,17,10.69,6,3.77,34028
34,29,199,74,37.19,65,32.66,4,2.01,39,19.6,17,8.54,34029
34,30,285,127,44.56,68,23.86,11,3.86,59,20.7,20,7.02,34030
34,31,179,87,48.6,55,30.73,4,2.23,22,12.29,11,6.15,34031
34,32,235,119,50.64,63,26.81,6,2.55,36,15.32,11,4.68,34032
34,33,206,91,44.17,69,33.5,8,3.88,29,14.08,9,4.37,34033
34,34,271,121,44.65,57,21.03,7,2.58,64,23.62,22,8.12,34034
34,35,259,110,42.47,64,24.71,8,3.09,56,21.62,21,8.11,34035
34,36,255,92,36.08,75,29.41,11,4.31,67,26.27,10,3.92,34036
34,37,153,66,43.14,46,30.07,3,1.96,30,19.61,8,5.23,34037
34,38,146,69,47.26,49,33.56,6,4.11,20,13.7,2,1.37,34038
34,39,187,78,41.71,50,26.74,7,3.74,31,16.58,21,11.23,34039
34,40,261,113,43.3,68,26.05,10,3.83,58,22.22,12,4.6,34040
34,41,179,85,47.49,42,23.46,10,5.59,28,15.64,14,7.82,34041
34,42,275,122,44.36,60,21.82,6,2.18,69,25.09,18,6.55,34042
34,43,251,116,46.22,53,21.12,12,4.78,53,21.12,17,6.77,34043
34,44,260,132,50.77,62,23.85,7,2.69,46,17.69,13,5.0,34044
34,45,268,155,57.84,39,14.55,8,2.99,48,17.91,18,6.72,34045
34,46,178,89,50.0,36,20.22,9,5.06,39,21.91,5,2.81,34046
34,47,222,113,50.9,59,26.58,1,0.45,35,15.77,14,6.31,34047
34,48,300,120,40.0,76,25.33,5,1.67,76,25.33,23,7.67,34048
34,49,313,120,38.34,73,23.32,17,5.43,81,25.88,22,7.03,34049
34,50,210,85,40.48,71,33.81,8,3.81,34,16.19,12,5.71,34050
34,51,305,140,45.9,60,19.67,13,4.26,79,25.9,13,4.26,34051
34,52,219,108,49.32,33,15.07,9,4.11,58,26.48,11,5.02,34052
34,53,130,65,50.0,37,28.46,3,2.31,21,16.15,4,3.08,34053
35,1,241,76,31.54,4,1.66,15,6.22,145,60.17,1,0.41,35001
