ward,precinct,total,JA'MAL GREEN,JA'MAL GREEN Percent,SOPHIA KING,SOPHIA KING Percent,KAM BUCKNER,KAM BUCKNER Percent,WILLIE L. WILSON,WILLIE L. WILSON Percent,BRANDON JOHNSON,BRANDON JOHNSON Percent,PAUL VALLAS,PAUL VALLAS Percent,LORI E. LIGHTFOOT,LORI E. LIGHTFOOT Percent,RODERICK T. SAWYER,RODERICK T. SAWYER Percent,"JESUS """"CHUY"""" GARCIA","JESUS """"CHUY"""" GARCIA Percent",KEITH M. JUDGE (WRITE-IN),KEITH M. JUDGE (WRITE-IN) Percent,STEPHEN HODGE (WRITE-IN),STEPHEN HODGE (WRITE-IN) Percent,RYAN FRIEDMAN (WRITE-IN),RYAN FRIEDMAN (WRITE-IN) Percent,STEPHANIE ANN MUSTARI (WRITE-IN),STEPHANIE ANN MUSTARI (WRITE-IN) Percent,JOHNNY LOGALBO (WRITE-IN),JOHNNY LOGALBO (WRITE-IN) Percent,precinct_id
11,11,128,9,7.03,0,0.0,2,1.56,15,11.72,6,4.69,73,57.03,10,7.81,0,0.0,13,10.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11011
11,12,220,1,0.45,2,0.91,2,0.91,6,2.73,17,7.73,166,75.45,8,3.64,1,0.45,17,7.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11012
11,13,546,10,1.83,8,1.47,6,1.1,27,4.95,66,12.09,358,65.57,17,3.11,0,0.0,54,9.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11013
11,14,890,12,1.35,2,0.22,9,1.01,44,4.94,178,20.0,495,55.62,39,4.38,4,0.45,107,12.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11014
11,15,568,10,1.76,6,1.06,8,1.41,27,4.75,194,34.15,184,32.39,30,5.28,1,0.18,108,19.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11015
11,16,699,13,1.86,2,0.29,15,2.15,27,3.86,221,31.62,263,37.63,52,7.44,3,0.43,103,14.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11016
11,17,385,3,0.78,3,0.78,2,0.52,24,6.23,64,16.62,210,54.55,17,4.42,0,0.0,62,16.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11017
11,18,543,6,1.1,2,0.37,3,0.55,45,8.29,58,10.68,250,46.04,19,3.5,2,0.37,158,29.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11018
11,19,164,2,1.22,1,0.61,0,0.0,16,9.76,16,9.76,62,37.8,6,3.66,0,0.0,61,37.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11019
11,20,492,8,1.63,2,0.41,11,2.24,18,3.66,107,21.75,258,52.44,25,5.08,3,0.61,60,12.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11020
11,21,829,5,0.6,6,0.72,4,0.48,30,3.62,101,12.18,565,68.15,29,3.5,1,0.12,88,10.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11021
11,22,614,12,1.95,1,0.16,3,0.49,46,7.49,51,8.31,438,71.34,15,2.44,0,0.0,48,7.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11022
11,23,602,8,1.33,3,0.5,6,1.0,29,4.82,53,8.8,399,66.28,28,4.65,1,0.17,75,12.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11023
12,1,303,8,2.64,3,0.99,1,0.33,12,3.96,61,20.13,84,27.72,8,2.64,1,0.33,125,41.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12001
12,2,235,5,2.13,1,0.43,0,0.0,14,5.96,25,10.64,67,28.51,6,2.55,1,0.43,116,49.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12002
12,3,409,6,1.47,0,0.0,1,0.24,21,5.13,107,26.16,121,29.58,25,6.11,0,0.0,128,31.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12003
12,4,341,6,1.76,1,0.29,9,2.64,14,4.11,69,20.23,108,31.67,15,4.4,4,1.17,115,33.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12004
12,5,345,10,2.9,1,0.29,2,0.58,7,2.03,57,16.52,144,41.74,15,4.35,1,0.29,108,31.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12005
12,6,339,12,3.54,1,0.29,3,0.88,23,6.78,45,13.27,106,31.27,15,4.42,2,0.59,132,38.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12006
12,7,280,4,1.43,1,0.36,1,0.36,13,4.64,20,7.14,103,36.79,12,4.29,1,0.36,125,44.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12007
12,8,308,3,0.97,2,0.65,3,0.97,11,3.57,45,14.61,117,37.99,11,3.57,2,0.65,114,37.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12008
12,9,159,2,1.26,0,0.0,0,0.0,10,6.29,26,16.35,62,38.99,9,5.66,0,0.0,50,31.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12009
12,10,280,6,2.14,0,0.0,1,0.36,10,3.57,39,13.93,66,23.57,10,3.57,0,0.0,148,52.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12010
12,11,244,4,1.64,1,0.41,0,0.0,5,2.05,13,5.33,55,22.54,7,2.87,0,0.0,159,65.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12011
12,12,227,4,1.76,0,0.0,0,0.0,20,8.81,15,6.61,51,22.47,11,4.85,0,0.0,126,55.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12012
12,13,283,0,0.0,3,1.06,2,0.71,18,6.36,37,13.07,82,28.98,14,4.95,0,0.0,127,44.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12013
12,14,249,5,2.01,2,0.8,0,0.0,18,7.23,27,10.84,52,20.88,10,4.02,0,0.0,135,54.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12014
12,15,276,3,1.09,1,0.36,3,1.09,24,8.7,28,10.14,68,24.64,13,4.71,0,0.0,136,49.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12015
12,16,281,1,0.36,0,0.0,0,0.0,25,8.9,41,14.59,59,21.0,5,1.78,0,0.0,150,53.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12016
12,17,287,5,1.74,1,0.35,2,0.7,12,4.18,36,12.54,81,28.22,19,6.62,1,0.35,130,45.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12017
12,18,303,5,1.65,4,1.32,3,0.99,23,7.59,37,12.21,53,17.49,4,1.32,0,0.0,174,57.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12018
12,19,190,4,2.11,0,0.0,2,1.05,6,3.16,37,19.47,49,25.79,9,4.74,0,0.0,83,43.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12019
12,20,258,0,0.0,0,0.0,0,0.0,9,3.49,42,16.28,55,21.32,13,5.04,2,0.78,137,53.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12020
12,21,276,7,2.54,1,0.36,2,0.72,11,3.99,44,15.94,74,26.81,19,6.88,1,0.36,117,42.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12021
12,22,205,4,1.95,1,0.49,0,0.0,13,6.34,21,10.24,46,22.44,7,3.41,0,0.0,113,55.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12022
13,1,248,1,0.4,1,0.4,2,0.81,16,6.45,10,4.03,88,35.48,11,4.44,0,0.0,119,47.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13001
13,2,282,2,0.71,1,0.35,0,0.0,36,12.77,29,10.28,98,34.75,8,2.84,0,0.0,108,38.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13002
13,3,508,2,0.39,2,0.39,5,0.98,45,8.86,19,3.74,348,68.5,16,3.15,0,0.0,71,13.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13003
13,4,341,3,0.88,2,0.59,1,0.29,31,9.09,30,8.8,108,31.67,10,2.93,0,0.0,156,45.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13004
13,5,320,0,0.0,2,0.63,0,0.0,28,8.75,19,5.94,194,60.63,7,2.19,0,0.0,70,21.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13005
13,6,355,1,0.28,1,0.28,0,0.0,31,8.73,20,5.63,214,60.28,15,4.23,0,0.0,73,20.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13006
13,7,303,1,0.33,0,0.0,1,0.33,24,7.92,12,3.96,187,61.72,17,5.61,1,0.33,60,19.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13007
13,8,418,7,1.67,1,0.24,3,0.72,37,8.85,31,7.42,163,39.0,20,4.78,0,0.0,156,37.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13008
13,9,536,6,1.12,0,0.0,5,0.93,32,5.97,21,3.92,369,68.84,14,2.61,0,0.0,89,16.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13009
13,10,480,0,0.0,2,0.42,1,0.21,30,6.25,20,4.17,336,70.0,14,2.92,0,0.0,77,16.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13010
13,11,265,1,0.38,0,0.0,0,0.0,31,11.7,9,3.4,153,57.74,8,3.02,1,0.38,62,23.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13011
13,12,182,0,0.0,0,0.0,0,0.0,13,7.14,13,7.14,55,30.22,9,4.95,1,0.55,91,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13012
13,13,301,2,0.66,0,0.0,1,0.33,27,8.97,10,3.32,198,65.78,9,2.99,0,0.0,54,17.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13013
13,14,323,3,0.93,0,0.0,2,0.62,33,10.22,18,5.57,181,56.04,12,3.72,0,0.0,74,22.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13014
13,15,307,3,0.98,0,0.0,1,0.33,31,10.1,9,2.93,174,56.68,5,1.63,1,0.33,83,27.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13015
13,16,336,2,0.6,1,0.3,2,0.6,35,10.42,43,12.8,141,41.96,17,5.06,0,0.0,95,28.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13016
13,17,363,2,0.55,2,0.55,0,0.0,19,5.23,34,9.37,136,37.47,12,3.31,1,0.28,155,42.7,2,0.55,0,0.0,0,0.0,0,0.0,0,0.0,13017
13,18,257,2,0.78,1,0.39,3,1.17,20,7.78,16,6.23,93,36.19,20,7.78,0,0.0,102,39.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13018
13,19,241,3,1.24,0,0.0,0,0.0,30,12.45,16,6.64,140,58.09,6,2.49,1,0.41,45,18.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13019
13,20,372,3,0.81,3,0.81,2,0.54,24,6.45,24,6.45,252,67.74,8,2.15,0,0.0,56,15.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13020
13,21,299,7,2.34,0,0.0,4,1.34,26,8.7,9,3.01,179,59.87,15,5.02,0,0.0,59,19.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13021
13,22,382,6,1.57,2,0.52,0,0.0,26,6.81,35,9.16,160,41.88,11,2.88,1,0.26,141,36.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13022
13,23,428,2,0.47,0,0.0,0,0.0,27,6.31,22,5.14,336,78.5,8,1.87,1,0.23,32,7.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13023
13,24,301,4,1.33,0,0.0,1,0.33,26,8.64,12,3.99,163,54.15,14,4.65,0,0.0,81,26.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13024
13,25,298,5,1.68,4,1.34,1,0.34,22,7.38,26,8.72,107,35.91,13,4.36,0,0.0,120,40.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13025
13,26,234,2,0.85,1,0.43,0,0.0,16,6.84,21,8.97,91,38.89,6,2.56,0,0.0,97,41.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13026
13,27,224,2,0.89,0,0.0,1,0.45,16,7.14,14,6.25,66,29.46,9,4.02,1,0.45,115,51.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13027
13,28,248,2,0.81,0,0.0,1,0.4,13,5.24,26,10.48,83,33.47,6,2.42,1,0.4,116,46.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13028
13,29,217,2,0.92,0,0.0,1,0.46,18,8.29,27,12.44,86,39.63,8,3.69,1,0.46,74,34.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13029
13,30,403,3,0.74,1,0.25,3,0.74,31,7.69,24,5.96,271,67.25,12,2.98,0,0.0,58,14.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13030
13,31,258,1,0.39,2,0.78,3,1.16,18,6.98,10,3.88,173,67.05,8,3.1,0,0.0,43,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13031
13,32,275,2,0.73,3,1.09,3,1.09,28,10.18,14,5.09,156,56.73,8,2.91,0,0.0,61,22.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13032
13,33,316,2,0.63,3,0.95,1,0.32,23,7.28,22,6.96,167,52.85,12,3.8,0,0.0,86,27.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13033
13,34,406,0,0.0,4,0.99,0,0.0,33,8.13,24,5.91,260,64.04,16,3.94,2,0.49,67,16.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13034
13,35,444,1,0.23,5,1.13,2,0.45,21,4.73,29,6.53,278,62.61,15,3.38,1,0.23,92,20.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13035
13,36,205,6,2.93,1,0.49,1,0.49,11,5.37,8,3.9,67,32.68,13,6.34,1,0.49,97,47.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13036
13,37,446,4,0.9,3,0.67,0,0.0,36,8.07,10,2.24,320,71.75,15,3.36,0,0.0,58,13.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13037
13,38,192,2,1.04,5,2.6,2,1.04,16,8.33,15,7.81,81,42.19,17,8.85,0,0.0,54,28.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13038
13,39,398,1,0.25,1,0.25,2,0.5,28,7.04,16,4.02,269,67.59,11,2.76,0,0.0,70,17.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13039
13,40,351,0,0.0,1,0.28,0,0.0,31,8.83,22,6.27,210,59.83,10,2.85,0,0.0,77,21.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13040
14,1,369,5,1.36,6,1.63,0,0.0,35,9.49,40,10.84,80,21.68,34,9.21,0,0.0,169,45.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14001
14,2,303,1,0.33,1,0.33,0,0.0,19,6.27,28,9.24,98,32.34,8,2.64,0,0.0,148,48.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14002
14,3,208,4,1.92,3,1.44,0,0.0,13,6.25,20,9.62,45,21.63,6,2.88,1,0.48,116,55.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14003
14,4,82,3,3.66,1,1.22,1,1.22,6,7.32,9,10.98,14,17.07,5,6.1,0,0.0,43,52.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14004
14,5,322,8,2.48,1,0.31,0,0.0,15,4.66,32,9.94,52,16.15,11,3.42,0,0.0,203,63.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14005
14,6,443,6,1.35,1,0.23,4,0.9,15,3.39,35,7.9,97,21.9,13,2.93,4,0.9,268,60.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14006
14,7,431,6,1.39,1,0.23,2,0.46,37,8.58,40,9.28,120,27.84,14,3.25,0,0.0,211,48.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14007
14,8,392,6,1.53,3,0.77,1,0.26,22,5.61,40,10.2,95,24.23,8,2.04,5,1.28,212,54.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14008
14,9,368,0,0.0,2,0.54,0,0.0,27,7.34,33,8.97,92,25.0,24,6.52,1,0.27,189,51.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14009
14,10,404,6,1.49,0,0.0,0,0.0,11,2.72,31,7.67,64,15.84,12,2.97,1,0.25,279,69.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14010
14,11,416,10,2.4,3,0.72,2,0.48,24,5.77,34,8.17,86,20.67,13,3.13,1,0.24,243,58.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14011
14,12,278,3,1.08,0,0.0,0,0.0,24,8.63,25,8.99,42,15.11,12,4.32,1,0.36,171,61.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14012
14,13,445,7,1.57,0,0.0,1,0.22,27,6.07,49,11.01,143,32.13,15,3.37,4,0.9,199,44.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14013
14,14,222,3,1.35,0,0.0,0,0.0,11,4.95,29,13.06,39,17.57,7,3.15,1,0.45,132,59.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14014
14,15,213,5,2.35,1,0.47,0,0.0,30,14.08,19,8.92,26,12.21,22,10.33,2,0.94,108,50.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14015
15,1,343,1,0.29,2,0.58,0,0.0,34,9.91,16,4.66,244,71.14,8,2.33,1,0.29,37,10.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15001
15,2,463,3,0.65,2,0.43,0,0.0,57,12.31,22,4.75,323,69.76,11,2.38,1,0.22,44,9.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15002
15,3,162,1,0.62,0,0.0,0,0.0,20,12.35,12,7.41,98,60.49,8,4.94,0,0.0,23,14.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15003
15,4,231,6,2.6,2,0.87,0,0.0,19,8.23,21,9.09,51,22.08,12,5.19,0,0.0,120,51.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15004
15,5,230,1,0.43,0,0.0,0,0.0,13,5.65,23,10.0,31,13.48,19,8.26,0,0.0,143,62.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15005
15,6,282,3,1.06,0,0.0,1,0.35,18,6.38,44,15.6,37,13.12,10,3.55,1,0.35,168,59.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15006
15,7,151,4,2.65,0,0.0,0,0.0,22,14.57,22,14.57,19,12.58,6,3.97,0,0.0,78,51.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15007
15,8,235,3,1.28,1,0.43,0,0.0,37,15.74,29,12.34,42,17.87,28,11.91,1,0.43,94,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15008
15,9,275,4,1.45,1,0.36,0,0.0,15,5.45,46,16.73,79,28.73,10,3.64,0,0.0,120,43.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15009
15,10,212,5,2.36,1,0.47,1,0.47,42,19.81,25,11.79,21,9.91,47,22.17,1,0.47,69,32.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15010
15,11,212,3,1.42,0,0.0,2,0.94,8,3.77,20,9.43,26,12.26,15,7.08,0,0.0,138,65.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15011
15,12,247,2,0.81,0,0.0,3,1.21,30,12.15,26,10.53,52,21.05,29,11.74,1,0.4,104,42.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15012
15,13,193,4,2.07,1,0.52,0,0.0,27,13.99,20,10.36,26,13.47,33,17.1,1,0.52,81,41.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15013
15,14,168,3,1.79,0,0.0,0,0.0,28,16.67,27,16.07,15,8.93,19,11.31,1,0.6,75,44.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15014
15,15,197,7,3.55,1,0.51,0,0.0,23,11.68,25,12.69,39,19.8,29,14.72,0,0.0,73,37.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15015
15,16,290,6,2.07,5,1.72,0,0.0,28,9.66,51,17.59,53,18.28,52,17.93,3,1.03,92,31.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15016
15,17,369,15,4.07,4,1.08,4,1.08,125,33.88,37,10.03,18,4.88,137,37.13,1,0.27,28,7.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15017
15,18,276,12,4.35,2,0.72,0,0.0,89,32.25,38,13.77,22,7.97,100,36.23,0,0.0,13,4.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15018
15,19,155,7,4.52,3,1.94,2,1.29,49,31.61,20,12.9,8,5.16,62,40.0,1,0.65,3,1.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15019
15,20,265,4,1.51,1,0.38,0,0.0,16,6.04,24,9.06,55,20.75,7,2.64,0,0.0,158,59.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15020
16,1,300,15,5.0,4,1.33,1,0.33,88,29.33,42,14.0,20,6.67,116,38.67,4,1.33,10,3.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16001
16,2,189,11,5.82,3,1.59,1,0.53,46,24.34,21,11.11,19,10.05,60,31.75,0,0.0,28,14.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16002
16,3,223,16,7.17,2,0.9,1,0.45,44,19.73,41,18.39,13,5.83,94,42.15,1,0.45,11,4.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16003
16,4,154,7,4.55,1,0.65,0,0.0,44,28.57,22,14.29,10,6.49,63,40.91,1,0.65,6,3.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16004
16,5,316,23,7.28,5,1.58,3,0.95,86,27.22,46,14.56,17,5.38,121,38.29,1,0.32,14,4.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16005
16,6,307,10,3.26,3,0.98,1,0.33,83,27.04,41,13.36,15,4.89,129,42.02,1,0.33,24,7.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16006
16,7,176,11,6.25,1,0.57,0,0.0,44,25.0,24,13.64,24,13.64,41,23.3,0,0.0,31,17.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16007
16,8,122,6,4.92,1,0.82,0,0.0,30,24.59,12,9.84,9,7.38,34,27.87,2,1.64,28,22.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16008
16,9,304,11,3.62,2,0.66,2,0.66,69,22.7,50,16.45,28,9.21,129,42.43,1,0.33,12,3.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16009
16,10,245,20,8.16,2,0.82,2,0.82,77,31.43,34,13.88,23,9.39,82,33.47,2,0.82,3,1.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16010
16,11,215,13,6.05,5,2.33,0,0.0,57,26.51,33,15.35,10,4.65,92,42.79,2,0.93,3,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16011
16,12,86,3,3.49,0,0.0,2,2.33,25,29.07,5,5.81,12,13.95,26,30.23,0,0.0,13,15.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16012
16,13,125,9,7.2,1,0.8,0,0.0,28,22.4,24,19.2,13,10.4,42,33.6,2,1.6,6,4.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16013
16,14,305,14,4.59,3,0.98,2,0.66,88,28.85,34,11.15,26,8.52,121,39.67,6,1.97,11,3.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16014
16,15,280,11,3.93,6,2.14,4,1.43,79,28.21,26,9.29,26,9.29,112,40.0,3,1.07,13,4.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16015
16,16,191,4,2.09,2,1.05,0,0.0,64,33.51,23,12.04,6,3.14,88,46.07,0,0.0,4,2.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16016
16,17,375,16,4.27,9,2.4,5,1.33,87,23.2,44,11.73,38,10.13,124,33.07,1,0.27,51,13.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16017
16,18,305,15,4.92,1,0.33,0,0.0,80,26.23,44,14.43,30,9.84,106,34.75,2,0.66,27,8.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16018
16,19,242,14,5.79,1,0.41,2,0.83,54,22.31,29,11.98,15,6.2,75,30.99,0,0.0,52,21.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16019
16,20,300,12,4.0,7,2.33,1,0.33,91,30.33,33,11.0,25,8.33,115,38.33,3,1.0,13,4.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16020
16,21,207,14,6.76,0,0.0,4,1.93,43,20.77,24,11.59,17,8.21,95,45.89,4,1.93,6,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16021
16,22,254,12,4.72,2,0.79,2,0.79,74,29.13,31,12.2,25,9.84,94,37.01,1,0.39,13,5.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16022
16,23,169,6,3.55,1,0.59,2,1.18,25,14.79,20,11.83,18,10.65,45,26.63,1,0.59,51,30.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16023
16,24,220,6,2.73,5,2.27,0,0.0,55,25.0,24,10.91,17,7.73,97,44.09,2,0.91,14,6.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16024
16,25,113,6,5.31,1,0.88,0,0.0,33,29.2,17,15.04,7,6.19,45,39.82,0,0.0,4,3.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16025
17,1,340,12,3.53,5,1.47,1,0.29,57,16.76,50,14.71,57,16.76,46,13.53,0,0.0,112,32.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17001
17,2,196,6,3.06,3,1.53,0,0.0,56,28.57,25,12.76,28,14.29,64,32.65,0,0.0,14,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17002
17,3,251,9,3.59,6,2.39,1,0.4,80,31.87,21,8.37,15,5.98,103,41.04,1,0.4,15,5.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17003
17,4,230,11,4.78,3,1.3,2,0.87,52,22.61,35,15.22,21,9.13,101,43.91,1,0.43,4,1.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17004
17,5,151,5,3.31,2,1.32,1,0.66,34,22.52,19,12.58,10,6.62,74,49.01,2,1.32,4,2.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17005
17,6,243,7,2.88,6,2.47,0,0.0,69,28.4,42,17.28,16,6.58,89,36.63,1,0.41,13,5.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17006
17,7,113,3,2.65,3,2.65,2,1.77,33,29.2,11,9.73,10,8.85,45,39.82,3,2.65,3,2.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17007
17,8,166,8,4.82,4,2.41,1,0.6,27,16.27,32,19.28,12,7.23,78,46.99,1,0.6,3,1.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17008
17,9,185,7,3.78,2,1.08,1,0.54,47,25.41,28,15.14,13,7.03,74,40.0,6,3.24,7,3.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17009
17,10,394,17,4.31,3,0.76,6,1.52,99,25.13,61,15.48,35,8.88,164,41.62,4,1.02,5,1.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17010
