ward,precinct,total,Diane S. Shapiro,Diane S. Shapiro Percent,Dorothy A. Brown,Dorothy A. Brown Percent,precinct_id
48,37,609,113,18.56,496,81.44,48037
48,38,556,179,32.19,377,67.81,48038
48,39,463,140,30.24,323,69.76,48039
48,40,497,114,22.94,383,77.06,48040
48,41,741,122,16.46,619,83.54,48041
48,42,686,103,15.01,583,84.99,48042
48,43,601,134,22.3,467,77.7,48043
48,44,687,124,18.05,563,81.95,48044
48,45,450,103,22.89,347,77.11,48045
48,46,381,101,26.51,280,73.49,48046
49,1,446,51,11.43,395,88.57,49001
49,2,392,79,20.15,313,79.85,49002
49,3,643,105,16.33,538,83.67,49003
49,4,729,107,14.68,622,85.32,49004
49,5,581,78,13.43,503,86.57,49005
49,6,566,96,16.96,470,83.04,49006
49,7,644,158,24.53,486,75.47,49007
49,8,499,112,22.44,387,77.56,49008
49,9,614,115,18.73,499,81.27,49009
49,10,573,112,19.55,461,80.45,49010
49,11,702,105,14.96,597,85.04,49011
49,12,827,139,16.81,688,83.19,49012
49,13,711,132,18.57,579,81.43,49013
49,14,488,117,23.98,371,76.02,49014
49,15,491,79,16.09,412,83.91,49015
49,16,553,123,22.24,430,77.76,49016
49,17,381,99,25.98,282,74.02,49017
49,18,746,103,13.81,643,86.19,49018
49,19,570,74,12.98,496,87.02,49019
49,20,867,146,16.84,721,83.16,49020
49,21,380,70,18.42,310,81.58,49021
49,22,604,101,16.72,503,83.28,49022
49,23,704,92,13.07,612,86.93,49023
49,24,538,69,12.83,469,87.17,49024
49,25,800,139,17.38,661,82.63,49025
49,26,682,156,22.87,526,77.13,49026
49,27,758,104,13.72,654,86.28,49027
49,28,787,124,15.76,663,84.24,49028
49,29,686,118,17.2,568,82.8,49029
49,30,668,117,17.51,551,82.49,49030
49,31,491,91,18.53,400,81.47,49031
49,32,628,94,14.97,534,85.03,49032
49,33,528,69,13.07,459,86.93,49033
50,1,442,231,52.26,211,47.74,50001
50,2,310,147,47.42,163,52.58,50002
50,3,395,213,53.92,182,46.08,50003
50,4,492,154,31.3,338,68.7,50004
50,5,330,191,57.88,139,42.12,50005
50,6,508,158,31.1,350,68.9,50006
50,7,528,160,30.3,368,69.7,50007
50,8,509,87,17.09,422,82.91,50008
50,9,373,107,28.69,266,71.31,50009
50,10,506,197,38.93,309,61.07,50010
50,11,317,215,67.82,102,32.18,50011
50,12,206,94,45.63,112,54.37,50012
50,13,589,102,17.32,487,82.68,50013
50,14,160,88,55.0,72,45.0,50014
50,15,505,171,33.86,334,66.14,50015
50,16,153,81,52.94,72,47.06,50016
50,17,428,128,29.91,300,70.09,50017
50,18,98,65,66.33,33,33.67,50018
50,19,345,81,23.48,264,76.52,50019
50,20,495,146,29.49,349,70.51,50020
50,21,414,123,29.71,291,70.29,50021
50,22,426,187,43.9,239,56.1,50022
50,23,309,109,35.28,200,64.72,50023
50,24,390,239,61.28,151,38.72,50024
50,25,423,238,56.26,185,43.74,50025
50,26,554,150,27.08,404,72.92,50026
50,27,150,67,44.67,83,55.33,50027
50,28,511,78,15.26,433,84.74,50028
50,29,501,76,15.17,425,84.83,50029
50,30,358,72,20.11,286,79.89,50030
50,31,588,93,15.82,495,84.18,50031
50,32,599,102,17.03,497,82.97,50032
50,33,380,230,60.53,150,39.47,50033
50,34,587,209,35.6,378,64.4,50034
50,35,580,139,23.97,441,76.03,50035
50,36,419,139,33.17,280,66.83,50036
50,37,473,123,26.0,350,74.0,50037
50,38,196,94,47.96,102,52.04,50038
50,39,360,127,35.28,233,64.72,50039
50,40,466,314,67.38,152,32.62,50040
