ward,precinct,total,Thomas E. Nowinski,Thomas E. Nowinski Percent,Carmen Migdalia Quinones,Carmen Migdalia Quinones Percent,precinct_id
48,36,133,90,67.67,43,32.33,48036
48,37,213,100,46.95,113,53.05,48037
48,38,258,167,64.73,91,35.27,48038
48,39,177,116,65.54,61,34.46,48039
48,40,188,114,60.64,74,39.36,48040
48,41,191,84,43.98,107,56.02,48041
48,42,254,135,53.15,119,46.85,48042
48,43,229,136,59.39,93,40.61,48043
48,44,253,146,57.71,107,42.29,48044
48,45,142,73,51.41,69,48.59,48045
48,46,148,101,68.24,47,31.76,48046
49,1,105,45,42.86,60,57.14,49001
49,2,126,86,68.25,40,31.75,49002
49,3,222,135,60.81,87,39.19,49003
49,4,217,121,55.76,96,44.24,49004
49,5,188,112,59.57,76,40.43,49005
49,6,153,100,65.36,53,34.64,49006
49,7,152,85,55.92,67,44.08,49007
49,8,134,77,57.46,57,42.54,49008
49,9,193,99,51.3,94,48.7,49009
49,10,201,115,57.21,86,42.79,49010
49,11,214,141,65.89,73,34.11,49011
49,12,201,134,66.67,67,33.33,49012
49,13,221,129,58.37,92,41.63,49013
49,14,115,66,57.39,49,42.61,49014
49,15,132,89,67.42,43,32.58,49015
49,16,173,119,68.79,54,31.21,49016
49,17,133,76,57.14,57,42.86,49017
49,18,228,135,59.21,93,40.79,49018
49,19,127,76,59.84,51,40.16,49019
49,20,277,173,62.45,104,37.55,49020
49,21,79,55,69.62,24,30.38,49021
49,22,193,103,53.37,90,46.63,49022
49,23,206,116,56.31,90,43.69,49023
49,24,113,62,54.87,51,45.13,49024
49,25,215,135,62.79,80,37.21,49025
49,26,198,116,58.59,82,41.41,49026
49,27,144,82,56.94,62,43.06,49027
49,28,258,139,53.88,119,46.12,49028
49,29,208,111,53.37,97,46.63,49029
49,30,181,106,58.56,75,41.44,49030
49,31,117,73,62.39,44,37.61,49031
49,32,175,96,54.86,79,45.14,49032
49,33,150,106,70.67,44,29.33,49033
50,1,114,82,71.93,32,28.07,50001
50,2,75,46,61.33,29,38.67,50002
50,3,123,88,71.54,35,28.46,50003
50,4,152,99,65.13,53,34.87,50004
50,5,91,64,70.33,27,29.67,50005
50,6,146,85,58.22,61,41.78,50006
50,7,211,145,68.72,66,31.28,50007
50,8,113,54,47.79,59,52.21,50008
50,9,109,78,71.56,31,28.44,50009
50,10,86,60,69.77,26,30.23,50010
50,11,64,48,75.0,16,25.0,50011
50,12,48,31,64.58,17,35.42,50012
50,13,123,77,62.6,46,37.4,50013
50,14,40,28,70.0,12,30.0,50014
50,15,207,137,66.18,70,33.82,50015
50,16,47,31,65.96,16,34.04,50016
50,17,87,50,57.47,37,42.53,50017
50,18,19,12,63.16,7,36.84,50018
50,19,75,52,69.33,23,30.67,50019
50,20,138,92,66.67,46,33.33,50020
50,21,120,82,68.33,38,31.67,50021
50,22,90,52,57.78,38,42.22,50022
50,23,56,37,66.07,19,33.93,50023
50,24,66,47,71.21,19,28.79,50024
50,25,89,52,58.43,37,41.57,50025
50,26,84,39,46.43,45,53.57,50026
50,27,38,20,52.63,18,47.37,50027
50,28,115,70,60.87,45,39.13,50028
50,29,59,31,52.54,28,47.46,50029
50,30,104,75,72.12,29,27.88,50030
50,31,113,60,53.1,53,46.9,50031
50,32,108,62,57.41,46,42.59,50032
50,33,102,75,73.53,27,26.47,50033
50,34,193,140,72.54,53,27.46,50034
50,35,192,128,66.67,64,33.33,50035
50,36,169,125,73.96,44,26.04,50036
50,37,115,72,62.61,43,37.39,50037
50,38,59,37,62.71,22,37.29,50038
50,39,55,36,65.45,19,34.55,50039
50,40,101,83,82.18,18,17.82,50040
