ward,precinct,total,Alexi Giannoulias,Alexi Giannoulias Percent,Anna M. Valencia,Anna M. Valencia Percent,precinct_id
48,37,249,77,30.92,147,59.04,48037
48,38,289,99,34.26,150,51.9,48038
48,39,206,110,53.4,77,37.38,48039
48,40,212,85,40.09,103,48.58,48040
48,41,224,80,35.71,121,54.02,48041
48,42,295,81,27.46,185,62.71,48042
48,43,255,117,45.88,108,42.35,48043
48,44,287,99,34.49,162,56.45,48044
48,45,162,60,37.04,86,53.09,48045
48,46,174,102,58.62,59,33.91,48046
49,1,117,50,42.74,51,43.59,49001
49,2,146,43,29.45,82,56.16,49002
49,3,251,100,39.84,126,50.2,49003
49,4,252,62,24.6,156,61.9,49004
49,5,225,88,39.11,104,46.22,49005
49,6,180,70,38.89,87,48.33,49006
49,7,170,65,38.24,88,51.76,49007
49,8,160,87,54.38,63,39.38,49008
49,9,223,81,36.32,123,55.16,49009
49,10,224,86,38.39,118,52.68,49010
49,11,237,89,37.55,125,52.74,49011
49,12,225,74,32.89,125,55.56,49012
49,13,253,95,37.55,125,49.41,49013
49,14,150,64,42.67,61,40.67,49014
49,15,144,63,43.75,63,43.75,49015
49,16,205,83,40.49,90,43.9,49016
49,17,161,66,40.99,69,42.86,49017
49,18,257,83,32.3,151,58.75,49018
49,19,143,71,49.65,53,37.06,49019
49,20,316,113,35.76,174,55.06,49020
49,21,94,37,39.36,43,45.74,49021
49,22,214,82,38.32,106,49.53,49022
49,23,234,84,35.9,128,54.7,49023
49,24,130,59,45.38,55,42.31,49024
49,25,244,69,28.28,137,56.15,49025
49,26,224,70,31.25,121,54.02,49026
49,27,172,56,32.56,98,56.98,49027
49,28,299,84,28.09,191,63.88,49028
49,29,245,70,28.57,150,61.22,49029
49,30,207,72,34.78,98,47.34,49030
49,31,137,64,46.72,54,39.42,49031
49,32,199,77,38.69,92,46.23,49032
49,33,171,68,39.77,85,49.71,49033
50,1,169,102,60.36,42,24.85,50001
50,2,90,46,51.11,33,36.67,50002
50,3,167,91,54.49,58,34.73,50003
50,4,189,108,57.14,61,32.28,50004
50,5,126,59,46.83,45,35.71,50005
50,6,184,95,51.63,57,30.98,50006
50,7,229,127,55.46,81,35.37,50007
50,8,133,53,39.85,59,44.36,50008
50,9,136,65,47.79,50,36.76,50009
50,10,119,55,46.22,37,31.09,50010
50,11,121,86,71.07,18,14.88,50011
50,12,66,43,65.15,15,22.73,50012
50,13,135,52,38.52,64,47.41,50013
50,14,56,33,58.93,16,28.57,50014
50,15,246,103,41.87,118,47.97,50015
50,16,59,37,62.71,16,27.12,50016
50,17,103,43,41.75,43,41.75,50017
50,18,32,22,68.75,6,18.75,50018
50,19,84,36,42.86,34,40.48,50019
50,20,174,86,49.43,68,39.08,50020
50,21,145,64,44.14,61,42.07,50021
50,22,109,51,46.79,35,32.11,50022
50,23,80,40,50.0,26,32.5,50023
50,24,111,73,65.77,20,18.02,50024
50,25,136,86,63.24,30,22.06,50025
50,26,106,42,39.62,42,39.62,50026
50,27,53,18,33.96,25,47.17,50027
50,28,142,57,40.14,61,42.96,50028
50,29,75,25,33.33,36,48.0,50029
50,30,112,46,41.07,48,42.86,50030
50,31,135,53,39.26,62,45.93,50031
50,32,113,46,40.71,44,38.94,50032
50,33,155,103,66.45,31,20.0,50033
50,34,236,129,54.66,83,35.17,50034
50,35,206,97,47.09,90,43.69,50035
50,36,194,106,54.64,73,37.63,50036
50,37,141,69,48.94,54,38.3,50037
50,38,80,57,71.25,19,23.75,50038
50,39,85,39,45.88,29,34.12,50039
50,40,164,100,60.98,33,20.12,50040
