ward,precinct,total,Paul Joyce,Paul Joyce Percent,Michael Weaver,Michael Weaver Percent,precinct_id
48,40,198,44,22.22,118,59.6,48040
48,41,205,31,15.12,117,57.07,48041
48,42,277,48,17.33,164,59.21,48042
48,43,232,56,24.14,101,43.53,48043
48,44,272,45,16.54,168,61.76,48044
48,45,152,28,18.42,88,57.89,48045
48,46,148,32,21.62,73,49.32,48046
49,1,108,21,19.44,47,43.52,49001
49,2,131,17,12.98,87,66.41,49002
49,3,234,47,20.09,123,52.56,49003
49,4,232,33,14.22,142,61.21,49004
49,5,195,33,16.92,105,53.85,49005
49,6,163,36,22.09,82,50.31,49006
49,7,153,34,22.22,72,47.06,49007
49,8,137,36,26.28,65,47.45,49008
49,9,197,21,10.66,117,59.39,49009
49,10,207,30,14.49,127,61.35,49010
49,11,223,34,15.25,125,56.05,49011
49,12,210,46,21.9,105,50.0,49012
49,13,222,33,14.86,129,58.11,49013
49,14,119,22,18.49,58,48.74,49014
49,15,133,24,18.05,69,51.88,49015
49,16,178,34,19.1,89,50.0,49016
49,17,137,37,27.01,57,41.61,49017
49,18,238,47,19.75,143,60.08,49018
49,19,133,25,18.8,62,46.62,49019
49,20,295,46,15.59,193,65.42,49020
49,21,80,27,33.75,36,45.0,49021
49,22,195,47,24.1,90,46.15,49022
49,23,214,44,20.56,126,58.88,49023
49,24,114,23,20.18,53,46.49,49024
49,25,226,43,19.03,137,60.62,49025
49,26,205,46,22.44,104,50.73,49026
49,27,156,27,17.31,93,59.62,49027
49,28,275,37,13.45,174,63.27,49028
49,29,227,40,17.62,127,55.95,49029
49,30,182,41,22.53,97,53.3,49030
49,31,119,21,17.65,55,46.22,49031
49,32,184,38,20.65,92,50.0,49032
49,33,156,26,16.67,88,56.41,49033
50,1,118,37,31.36,44,37.29,50001
50,2,72,18,25.0,32,44.44,50002
50,3,128,48,37.5,50,39.06,50003
50,4,157,49,31.21,67,42.68,50004
50,5,86,27,31.4,39,45.35,50005
50,6,149,44,29.53,56,37.58,50006
50,7,217,73,33.64,106,48.85,50007
50,8,116,33,28.45,42,36.21,50008
50,9,115,31,26.96,50,43.48,50009
50,10,88,29,32.95,27,30.68,50010
50,11,68,24,35.29,26,38.24,50011
50,12,48,8,16.67,22,45.83,50012
50,13,123,35,28.46,51,41.46,50013
50,14,45,12,26.67,18,40.0,50014
50,15,216,55,25.46,100,46.3,50015
50,16,46,14,30.43,15,32.61,50016
50,17,87,18,20.69,35,40.23,50017
50,18,22,7,31.82,4,18.18,50018
50,19,78,16,20.51,34,43.59,50019
50,20,148,32,21.62,80,54.05,50020
50,21,122,31,25.41,60,49.18,50021
50,22,93,26,27.96,36,38.71,50022
50,23,55,15,27.27,24,43.64,50023
50,24,65,22,33.85,17,26.15,50024
50,25,92,29,31.52,32,34.78,50025
50,26,93,26,27.96,38,40.86,50026
50,27,39,12,30.77,9,23.08,50027
50,28,119,31,26.05,49,41.18,50028
50,29,64,17,26.56,26,40.63,50029
50,30,102,27,26.47,47,46.08,50030
50,31,119,18,15.13,59,49.58,50031
50,32,109,26,23.85,40,36.7,50032
50,33,99,42,42.42,36,36.36,50033
50,34,196,59,30.1,87,44.39,50034
50,35,187,44,23.53,89,47.59,50035
50,36,176,56,31.82,91,51.7,50036
50,37,124,31,25.0,55,44.35,50037
50,38,61,16,26.23,25,40.98,50038
50,39,57,19,33.33,16,28.07,50039
50,40,102,30,29.41,40,39.22,50040
