ward,precinct,total,CYNTHIA M. SANTOS (GORE),CYNTHIA M. SANTOS (GORE) Percent,MICHAEL BAUER (GORE),MICHAEL BAUER (GORE) Percent,GERALDINE M. MCPARTLIN (GORE),GERALDINE M. MCPARTLIN (GORE) Percent,JESSE H. RUIZ (GORE),JESSE H. RUIZ (GORE) Percent,MARY ANN LEVAR (GORE),MARY ANN LEVAR (GORE) Percent,JUDY ERWIN (BRADLEY),JUDY ERWIN (BRADLEY) Percent,JAMES E. GONZALES (BRADLEY),JAMES E. GONZALES (BRADLEY) Percent,LINDA J. TURNEY (BRADLEY),LINDA J. TURNEY (BRADLEY) Percent,MARTIN J. OBERMAN (BRADLEY),MARTIN J. OBERMAN (BRADLEY) Percent,ELLEN MEYERS (BRADLEY),ELLEN MEYERS (BRADLEY) Percent,MARSHA BOWEN (LaROUCHE),MARSHA BOWEN (LaROUCHE) Percent,DONALD CLARK (LaROUCHE),DONALD CLARK (LaROUCHE) Percent,SYLVIA ROSAS (LaROUCHE),SYLVIA ROSAS (LaROUCHE) Percent,GARY GENAZZIO (LaROUCHE),GARY GENAZZIO (LaROUCHE) Percent,MINDY PECHENUK (LaROUCHE),MINDY PECHENUK (LaROUCHE) Percent,precinct_id
47,9,766,126,16.45,94,12.27,90,11.75,91,11.88,107,13.97,39,5.09,33,4.31,31,4.05,38,4.96,31,4.05,14,1.83,15,1.96,16,2.09,17,2.22,24,3.13,47009
47,10,663,101,15.23,74,11.16,83,12.52,81,12.22,73,11.01,46,6.94,36,5.43,45,6.79,40,6.03,40,6.03,7,1.06,9,1.36,12,1.81,9,1.36,7,1.06,47010
47,11,1140,191,16.75,147,12.89,132,11.58,132,11.58,154,13.51,58,5.09,50,4.39,47,4.12,78,6.84,49,4.3,19,1.67,24,2.11,23,2.02,15,1.32,21,1.84,47011
47,12,837,125,14.93,94,11.23,108,12.9,91,10.87,112,13.38,50,5.97,40,4.78,48,5.73,53,6.33,36,4.3,22,2.63,13,1.55,18,2.15,7,0.84,20,2.39,47012
47,13,949,132,13.91,122,12.86,123,12.96,103,10.85,128,13.49,67,7.06,49,5.16,50,5.27,65,6.85,53,5.58,9,0.95,13,1.37,11,1.16,8,0.84,16,1.69,47013
47,14,917,127,13.85,94,10.25,104,11.34,90,9.81,103,11.23,58,6.32,55,6.0,59,6.43,62,6.76,60,6.54,16,1.74,24,2.62,32,3.49,7,0.76,26,2.84,47014
47,15,490,75,15.31,64,13.06,61,12.45,64,13.06,61,12.45,27,5.51,27,5.51,24,4.9,35,7.14,21,4.29,3,0.61,4,0.82,12,2.45,6,1.22,6,1.22,47015
47,16,537,74,13.78,55,10.24,55,10.24,53,9.87,59,10.99,36,6.7,35,6.52,37,6.89,44,8.19,37,6.89,8,1.49,5,0.93,13,2.42,10,1.86,16,2.98,47016
47,17,784,113,14.41,95,12.12,93,11.86,82,10.46,111,14.16,45,5.74,34,4.34,45,5.74,43,5.48,37,4.72,15,1.91,26,3.32,15,1.91,14,1.79,16,2.04,47017
47,18,712,104,14.61,82,11.52,69,9.69,82,11.52,81,11.38,55,7.72,48,6.74,44,6.18,54,7.58,45,6.32,8,1.12,10,1.4,12,1.69,6,0.84,12,1.69,47018
47,19,826,125,15.13,104,12.59,114,13.8,95,11.5,107,12.95,45,5.45,40,4.84,42,5.08,47,5.69,40,4.84,13,1.57,15,1.82,14,1.69,7,0.85,18,2.18,47019
47,20,760,117,15.39,76,10.0,86,11.32,78,10.26,94,12.37,43,5.66,46,6.05,42,5.53,47,6.18,38,5.0,22,2.89,12,1.58,25,3.29,15,1.97,19,2.5,47020
47,22,521,77,14.78,53,10.17,58,11.13,47,9.02,63,12.09,32,6.14,27,5.18,32,6.14,41,7.87,27,5.18,11,2.11,18,3.45,13,2.5,5,0.96,17,3.26,47022
47,23,264,41,15.53,37,14.02,32,12.12,30,11.36,31,11.74,15,5.68,12,4.55,14,5.3,18,6.82,14,5.3,5,1.89,4,1.52,5,1.89,3,1.14,3,1.14,47023
47,24,411,58,14.11,53,12.9,54,13.14,47,11.44,50,12.17,29,7.06,21,5.11,26,6.33,32,7.79,25,6.08,1,0.24,5,1.22,3,0.73,4,0.97,3,0.73,47024
47,25,660,96,14.55,71,10.76,74,11.21,76,11.52,72,10.91,49,7.42,47,7.12,40,6.06,48,7.27,40,6.06,3,0.45,6,0.91,16,2.42,11,1.67,11,1.67,47025
47,26,744,110,14.78,93,12.5,89,11.96,95,12.77,83,11.16,41,5.51,43,5.78,44,5.91,44,5.91,39,5.24,11,1.48,8,1.08,21,2.82,8,1.08,15,2.02,47026
47,27,663,94,14.18,88,13.27,78,11.76,75,11.31,77,11.61,40,6.03,33,4.98,37,5.58,45,6.79,37,5.58,9,1.36,12,1.81,10,1.51,12,1.81,16,2.41,47027
47,28,988,147,14.88,121,12.25,114,11.54,118,11.94,118,11.94,64,6.48,52,5.26,61,6.17,61,6.17,48,4.86,19,1.92,17,1.72,23,2.33,10,1.01,15,1.52,47028
47,29,707,105,14.85,92,13.01,93,13.15,87,12.31,88,12.45,42,5.94,32,4.53,37,5.23,39,5.52,33,4.67,12,1.7,11,1.56,14,1.98,8,1.13,14,1.98,47029
47,33,675,91,13.48,82,12.15,79,11.7,79,11.7,78,11.56,44,6.52,51,7.56,43,6.37,44,6.52,41,6.07,7,1.04,8,1.19,9,1.33,6,0.89,13,1.93,47033
47,35,903,138,15.28,108,11.96,113,12.51,112,12.4,117,12.96,49,5.43,40,4.43,47,5.2,48,5.32,44,4.87,16,1.77,18,1.99,26,2.88,13,1.44,14,1.55,47035
47,36,655,109,16.64,67,10.23,71,10.84,67,10.23,77,11.76,44,6.72,41,6.26,45,6.87,41,6.26,41,6.26,5,0.76,12,1.83,16,2.44,5,0.76,14,2.14,47036
47,37,700,107,15.29,85,12.14,82,11.71,78,11.14,86,12.29,44,6.29,46,6.57,45,6.43,44,6.29,45,6.43,7,1.0,8,1.14,10,1.43,4,0.57,9,1.29,47037
47,38,701,103,14.69,91,12.98,82,11.7,74,10.56,87,12.41,50,7.13,36,5.14,43,6.13,44,6.28,37,5.28,10,1.43,10,1.43,12,1.71,7,1.0,15,2.14,47038
47,39,580,77,13.28,62,10.69,62,10.69,63,10.86,54,9.31,50,8.62,50,8.62,35,6.03,43,7.41,37,6.38,4,0.69,11,1.9,17,2.93,6,1.03,9,1.55,47039
47,40,676,89,13.17,73,10.8,75,11.09,68,10.06,80,11.83,56,8.28,43,6.36,50,7.4,53,7.84,49,7.25,7,1.04,9,1.33,10,1.48,4,0.59,10,1.48,47040
47,42,828,104,12.56,102,12.32,106,12.8,95,11.47,105,12.68,53,6.4,42,5.07,55,6.64,50,6.04,43,5.19,10,1.21,16,1.93,17,2.05,12,1.45,18,2.17,47042
47,43,916,132,14.41,112,12.23,111,12.12,99,10.81,103,11.24,66,7.21,52,5.68,55,6.0,62,6.77,54,5.9,11,1.2,12,1.31,16,1.75,11,1.2,20,2.18,47043
47,44,418,58,13.88,50,11.96,44,10.53,48,11.48,46,11.0,30,7.18,27,6.46,22,5.26,24,5.74,15,3.59,5,1.2,15,3.59,17,4.07,4,0.96,13,3.11,47044
47,45,761,116,15.24,87,11.43,100,13.14,87,11.43,103,13.53,47,6.18,37,4.86,38,4.99,44,5.78,38,4.99,13,1.71,10,1.31,20,2.63,5,0.66,16,2.1,47045
