ward,precinct,total,"WILLIAM COUSINS, JR.","WILLIAM COUSINS, JR. Percent",THOMAS R. FITZGERALD,THOMAS R. FITZGERALD Percent,MORTON ZWICK,MORTON ZWICK Percent,CHRISTINE PATRICIA CURRAN,CHRISTINE PATRICIA CURRAN Percent,precinct_id
24,43,112,84,75.0,14,12.5,1,0.89,13,11.61,24043
24,44,49,40,81.63,4,8.16,1,2.04,4,8.16,24044
24,45,131,108,82.44,16,12.21,4,3.05,3,2.29,24045
24,46,122,105,86.07,11,9.02,1,0.82,5,4.1,24046
24,47,117,96,82.05,10,8.55,4,3.42,7,5.98,24047
24,48,24,17,70.83,6,25.0,0,0.0,1,4.17,24048
24,49,120,101,84.17,9,7.5,3,2.5,7,5.83,24049
24,50,148,115,77.7,20,13.51,5,3.38,8,5.41,24050
24,51,174,136,78.16,18,10.34,8,4.6,12,6.9,24051
24,52,119,102,85.71,9,7.56,3,2.52,5,4.2,24052
24,53,110,63,57.27,27,24.55,5,4.55,15,13.64,24053
25,1,111,10,9.01,75,67.57,10,9.01,16,14.41,25001
25,2,139,28,20.14,63,45.32,12,8.63,36,25.9,25002
25,3,109,6,5.5,90,82.57,9,8.26,4,3.67,25003
25,4,139,31,22.3,76,54.68,7,5.04,25,17.99,25004
25,5,153,16,10.46,94,61.44,17,11.11,26,16.99,25005
25,6,121,25,20.66,53,43.8,17,14.05,26,21.49,25006
25,7,96,25,26.04,46,47.92,5,5.21,20,20.83,25007
25,8,105,18,17.14,53,50.48,10,9.52,24,22.86,25008
25,9,182,29,15.93,98,53.85,19,10.44,36,19.78,25009
25,10,55,38,69.09,10,18.18,1,1.82,6,10.91,25010
25,11,172,33,19.19,88,51.16,13,7.56,38,22.09,25011
25,12,80,19,23.75,39,48.75,3,3.75,19,23.75,25012
25,13,95,15,15.79,39,41.05,14,14.74,27,28.42,25013
25,14,79,9,11.39,55,69.62,8,10.13,7,8.86,25014
25,15,103,19,18.45,46,44.66,9,8.74,29,28.16,25015
25,16,62,11,17.74,38,61.29,11,17.74,2,3.23,25016
25,17,113,38,33.63,47,41.59,12,10.62,16,14.16,25017
25,18,120,41,34.17,68,56.67,6,5.0,5,4.17,25018
25,19,110,25,22.73,50,45.45,5,4.55,30,27.27,25019
25,20,129,21,16.28,64,49.61,12,9.3,32,24.81,25020
25,21,82,7,8.54,64,78.05,7,8.54,4,4.88,25021
25,22,106,9,8.49,68,64.15,4,3.77,25,23.58,25022
25,23,100,19,19.0,58,58.0,5,5.0,18,18.0,25023
26,1,66,20,30.3,21,31.82,8,12.12,17,25.76,26001
26,2,105,46,43.81,30,28.57,8,7.62,21,20.0,26002
26,3,60,17,28.33,26,43.33,3,5.0,14,23.33,26003
26,4,145,36,24.83,55,37.93,19,13.1,35,24.14,26004
26,5,80,29,36.25,34,42.5,5,6.25,12,15.0,26005
26,6,136,46,33.82,51,37.5,20,14.71,19,13.97,26006
26,7,41,6,14.63,28,68.29,2,4.88,5,12.2,26007
26,8,137,42,30.66,54,39.42,22,16.06,19,13.87,26008
26,9,67,22,32.84,26,38.81,3,4.48,16,23.88,26009
26,10,67,24,35.82,17,25.37,13,19.4,13,19.4,26010
26,11,94,20,21.28,45,47.87,7,7.45,22,23.4,26011
26,12,75,16,21.33,33,44.0,7,9.33,19,25.33,26012
26,13,87,20,22.99,44,50.57,10,11.49,13,14.94,26013
26,14,86,19,22.09,39,45.35,5,5.81,23,26.74,26014
26,15,43,13,30.23,14,32.56,3,6.98,13,30.23,26015
26,16,65,29,44.62,20,30.77,6,9.23,10,15.38,26016
26,17,94,18,19.15,29,30.85,26,27.66,21,22.34,26017
26,18,82,17,20.73,36,43.9,3,3.66,26,31.71,26018
26,19,110,20,18.18,61,55.45,11,10.0,18,16.36,26019
26,20,96,16,16.67,44,45.83,14,14.58,22,22.92,26020
26,21,125,24,19.2,45,36.0,26,20.8,30,24.0,26021
26,22,89,22,24.72,29,32.58,13,14.61,25,28.09,26022
26,23,137,23,16.79,52,37.96,20,14.6,42,30.66,26023
26,24,145,37,25.52,57,39.31,24,16.55,27,18.62,26024
26,25,104,16,15.38,53,50.96,15,14.42,20,19.23,26025
26,26,59,11,18.64,18,30.51,15,25.42,15,25.42,26026
26,27,83,20,24.1,32,38.55,18,21.69,13,15.66,26027
26,28,131,19,14.5,58,44.27,16,12.21,38,29.01,26028
26,29,83,23,27.71,27,32.53,10,12.05,23,27.71,26029
26,30,89,22,24.72,41,46.07,6,6.74,20,22.47,26030
26,31,38,7,18.42,18,47.37,8,21.05,5,13.16,26031
26,32,61,13,21.31,27,44.26,7,11.48,14,22.95,26032
26,33,118,16,13.56,39,33.05,26,22.03,37,31.36,26033
26,34,95,23,24.21,42,44.21,10,10.53,20,21.05,26034
26,35,88,23,26.14,44,50.0,6,6.82,15,17.05,26035
26,36,119,23,19.33,46,38.66,11,9.24,39,32.77,26036
26,37,83,20,24.1,39,46.99,10,12.05,14,16.87,26037
27,1,158,53,33.54,79,50.0,11,6.96,15,9.49,27001
27,2,85,54,63.53,9,10.59,13,15.29,9,10.59,27002
27,3,88,73,82.95,7,7.95,4,4.55,4,4.55,27003
27,4,69,39,56.52,19,27.54,5,7.25,6,8.7,27004
27,5,75,33,44.0,26,34.67,8,10.67,8,10.67,27005
27,6,85,15,17.65,12,14.12,53,62.35,5,5.88,27006
27,7,91,47,51.65,15,16.48,23,25.27,6,6.59,27007
27,8,66,40,60.61,13,19.7,9,13.64,4,6.06,27008
27,9,195,75,38.46,12,6.15,96,49.23,12,6.15,27009
27,10,210,96,45.71,29,13.81,74,35.24,11,5.24,27010
27,11,69,39,56.52,10,14.49,13,18.84,7,10.14,27011
27,12,127,18,14.17,7,5.51,99,77.95,3,2.36,27012
27,13,235,72,30.64,53,22.55,78,33.19,32,13.62,27013
27,14,71,27,38.03,10,14.08,31,43.66,3,4.23,27014
27,15,90,54,60.0,18,20.0,12,13.33,6,6.67,27015
27,16,65,9,13.85,32,49.23,14,21.54,10,15.38,27016
27,17,130,77,59.23,29,22.31,11,8.46,13,10.0,27017
27,18,45,4,8.89,15,33.33,19,42.22,7,15.56,27018
27,19,99,57,57.58,14,14.14,18,18.18,10,10.1,27019
27,20,204,60,29.41,25,12.25,111,54.41,8,3.92,27020
27,21,54,19,35.19,9,16.67,23,42.59,3,5.56,27021
27,22,102,68,66.67,11,10.78,14,13.73,9,8.82,27022
27,23,39,28,71.79,4,10.26,4,10.26,3,7.69,27023
27,24,80,56,70.0,8,10.0,14,17.5,2,2.5,27024
27,25,69,43,62.32,8,11.59,12,17.39,6,8.7,27025
27,26,196,152,77.55,23,11.73,8,4.08,13,6.63,27026
27,27,63,36,57.14,7,11.11,12,19.05,8,12.7,27027
27,28,111,49,44.14,22,19.82,29,26.13,11,9.91,27028
27,29,82,52,63.41,17,20.73,9,10.98,4,4.88,27029
27,30,63,11,17.46,27,42.86,16,25.4,9,14.29,27030
27,31,115,74,64.35,13,11.3,20,17.39,8,6.96,27031
27,32,73,4,5.48,32,43.84,21,28.77,16,21.92,27032
27,33,135,60,44.44,22,16.3,46,34.07,7,5.19,27033
27,34,101,55,54.46,15,14.85,25,24.75,6,5.94,27034
27,35,168,26,15.48,46,27.38,80,47.62,16,9.52,27035
27,36,125,91,72.8,11,8.8,13,10.4,10,8.0,27036
27,37,179,55,30.73,19,10.61,94,52.51,11,6.15,27037
27,38,106,36,33.96,42,39.62,13,12.26,15,14.15,27038
27,39,76,20,26.32,10,13.16,44,57.89,2,2.63,27039
27,40,87,52,59.77,7,8.05,22,25.29,6,6.9,27040
27,41,60,11,18.33,26,43.33,14,23.33,9,15.0,27041
27,42,55,15,27.27,28,50.91,9,16.36,3,5.45,27042
27,43,78,26,33.33,13,16.67,32,41.03,7,8.97,27043
27,44,160,107,66.88,27,16.88,9,5.63,17,10.63,27044
27,45,155,88,56.77,21,13.55,37,23.87,9,5.81,27045
27,46,117,37,31.62,12,10.26,66,56.41,2,1.71,27046
27,47,82,47,57.32,9,10.98,25,30.49,1,1.22,27047
27,48,121,77,63.64,23,19.01,5,4.13,16,13.22,27048
27,49,75,56,74.67,9,12.0,5,6.67,5,6.67,27049
27,50,84,26,30.95,32,38.1,12,14.29,14,16.67,27050
27,51,65,20,30.77,9,13.85,33,50.77,3,4.62,27051
27,52,26,12,46.15,1,3.85,12,46.15,1,3.85,27052
27,53,134,63,47.01,41,30.6,11,8.21,19,14.18,27053
27,54,45,9,20.0,24,53.33,9,20.0,3,6.67,27054
27,55,37,1,2.7,20,54.05,15,40.54,1,2.7,27055
28,1,111,76,68.47,20,18.02,4,3.6,11,9.91,28001
28,2,78,56,71.79,11,14.1,2,2.56,9,11.54,28002
28,3,113,85,75.22,19,16.81,5,4.42,4,3.54,28003
28,4,152,118,77.63,22,14.47,5,3.29,7,4.61,28004
28,5,120,89,74.17,16,13.33,5,4.17,10,8.33,28005
28,6,126,101,80.16,14,11.11,5,3.97,6,4.76,28006
28,7,152,120,78.95,17,11.18,6,3.95,9,5.92,28007
28,8,56,37,66.07,5,8.93,5,8.93,9,16.07,28008
28,9,120,95,79.17,14,11.67,3,2.5,8,6.67,28009
28,10,122,101,82.79,13,10.66,5,4.1,3,2.46,28010
28,11,100,77,77.0,15,15.0,4,4.0,4,4.0,28011
28,12,99,77,77.78,15,15.15,5,5.05,2,2.02,28012
28,13,85,72,84.71,8,9.41,1,1.18,4,4.71,28013
28,14,32,14,43.75,8,25.0,1,3.13,9,28.13,28014
28,15,62,50,80.65,7,11.29,4,6.45,1,1.61,28015
28,16,100,85,85.0,9,9.0,2,2.0,4,4.0,28016
28,17,73,51,69.86,11,15.07,2,2.74,9,12.33,28017
28,18,151,118,78.15,21,13.91,5,3.31,7,4.64,28018
28,19,98,74,75.51,11,11.22,5,5.1,8,8.16,28019
28,20,122,88,72.13,19,15.57,6,4.92,9,7.38,28020
28,21,77,60,77.92,9,11.69,1,1.3,7,9.09,28021
28,22,102,92,90.2,7,6.86,1,0.98,2,1.96,28022
28,23,140,106,75.71,15,10.71,11,7.86,8,5.71,28023
28,24,52,44,84.62,7,13.46,1,1.92,0,0.0,28024
28,25,113,102,90.27,2,1.77,3,2.65,6,5.31,28025
28,26,131,105,80.15,12,9.16,3,2.29,11,8.4,28026
28,27,59,40,67.8,10,16.95,4,6.78,5,8.47,28027
28,28,110,76,69.09,15,13.64,11,10.0,8,7.27,28028
28,29,121,91,75.21,16,13.22,4,3.31,10,8.26,28029
28,30,57,37,64.91,14,24.56,2,3.51,4,7.02,28030
28,31,111,83,74.77,24,21.62,3,2.7,1,0.9,28031
28,32,91,65,71.43,15,16.48,5,5.49,6,6.59,28032
28,33,64,43,67.19,14,21.88,1,1.56,6,9.38,28033
28,34,97,73,75.26,13,13.4,1,1.03,10,10.31,28034
28,35,84,58,69.05,16,19.05,2,2.38,8,9.52,28035
28,36,100,75,75.0,13,13.0,8,8.0,4,4.0,28036
28,37,158,135,85.44,14,8.86,5,3.16,4,2.53,28037
28,38,107,93,86.92,5,4.67,5,4.67,4,3.74,28038
28,39,58,46,79.31,6,10.34,1,1.72,5,8.62,28039
28,40,138,95,68.84,32,23.19,3,2.17,8,5.8,28040
28,41,68,60,88.24,4,5.88,1,1.47,3,4.41,28041
28,42,91,70,76.92,8,8.79,8,8.79,5,5.49,28042
28,43,92,67,72.83,17,18.48,5,5.43,3,3.26,28043
28,44,64,40,62.5,17,26.56,4,6.25,3,4.69,28044
28,45,68,53,77.94,8,11.76,2,2.94,5,7.35,28045
28,46,92,75,81.52,9,9.78,2,2.17,6,6.52,28046
28,47,120,91,75.83,17,14.17,3,2.5,9,7.5,28047
28,48,20,14,70.0,1,5.0,2,10.0,3,15.0,28048
28,49,79,59,74.68,9,11.39,6,7.59,5,6.33,28049
28,50,48,36,75.0,7,14.58,3,6.25,2,4.17,28050
28,51,89,63,70.79,15,16.85,3,3.37,8,8.99,28051
28,52,93,63,67.74,14,15.05,2,2.15,14,15.05,28052
28,53,35,15,42.86,9,25.71,4,11.43,7,20.0,28053
28,54,54,41,75.93,7,12.96,3,5.56,3,5.56,28054
28,55,59,46,77.97,7,11.86,2,3.39,4,6.78,28055
28,56,102,79,77.45,12,11.76,3,2.94,8,7.84,28056
28,57,110,81,73.64,11,10.0,8,7.27,10,9.09,28057
28,58,61,48,78.69,9,14.75,1,1.64,3,4.92,28058
28,59,78,67,85.9,3,3.85,4,5.13,4,5.13,28059
28,60,69,52,75.36,5,7.25,3,4.35,9,13.04,28060
28,61,55,37,67.27,11,20.0,5,9.09,2,3.64,28061
29,1,155,112,72.26,25,16.13,8,5.16,10,6.45,29001
29,2,73,22,30.14,33,45.21,14,19.18,4,5.48,29002
29,3,162,114,70.37,31,19.14,9,5.56,8,4.94,29003
29,4,151,109,72.19,25,16.56,8,5.3,9,5.96,29004
29,5,156,95,60.9,36,23.08,9,5.77,16,10.26,29005
29,6,38,11,28.95,16,42.11,1,2.63,10,26.32,29006
29,7,93,27,29.03,48,51.61,5,5.38,13,13.98,29007
29,8,151,92,60.93,35,23.18,12,7.95,12,7.95,29008
29,9,156,87,55.77,43,27.56,9,5.77,17,10.9,29009
29,10,141,72,51.06,55,39.01,5,3.55,9,6.38,29010
29,11,141,98,69.5,26,18.44,4,2.84,13,9.22,29011
29,12,111,77,69.37,19,17.12,5,4.5,10,9.01,29012
29,13,181,114,62.98,48,26.52,5,2.76,14,7.73,29013
29,14,154,114,74.03,32,20.78,3,1.95,5,3.25,29014
29,15,190,152,80.0,21,11.05,2,1.05,15,7.89,29015
29,16,116,75,64.66,34,29.31,2,1.72,5,4.31,29016
29,17,118,27,22.88,54,45.76,16,13.56,21,17.8,29017
29,18,146,103,70.55,31,21.23,5,3.42,7,4.79,29018
29,19,139,100,71.94,25,17.99,5,3.6,9,6.47,29019
29,20,184,98,53.26,57,30.98,16,8.7,13,7.07,29020
29,21,125,68,54.4,38,30.4,8,6.4,11,8.8,29021
29,22,87,33,37.93,36,41.38,8,9.2,10,11.49,29022
29,23,115,80,69.57,19,16.52,4,3.48,12,10.43,29023
29,24,163,113,69.33,32,19.63,3,1.84,15,9.2,29024
29,25,197,132,67.01,43,21.83,10,5.08,12,6.09,29025
29,26,138,95,68.84,19,13.77,10,7.25,14,10.14,29026
29,27,102,68,66.67,23,22.55,4,3.92,7,6.86,29027
29,28,138,81,58.7,40,28.99,7,5.07,10,7.25,29028
29,29,182,109,59.89,47,25.82,8,4.4,18,9.89,29029
29,30,106,70,66.04,20,18.87,8,7.55,8,7.55,29030
29,31,168,105,62.5,46,27.38,4,2.38,13,7.74,29031
29,32,146,112,76.71,19,13.01,4,2.74,11,7.53,29032
29,33,142,95,66.9,35,24.65,4,2.82,8,5.63,29033
29,34,97,42,43.3,34,35.05,9,9.28,12,12.37,29034
29,35,204,83,40.69,110,53.92,6,2.94,5,2.45,29035
29,36,190,148,77.89,22,11.58,6,3.16,14,7.37,29036
29,37,153,112,73.2,25,16.34,4,2.61,12,7.84,29037
29,38,165,120,72.73,31,18.79,7,4.24,7,4.24,29038
29,39,82,26,31.71,27,32.93,12,14.63,17,20.73,29039
29,40,227,158,69.6,49,21.59,5,2.2,15,6.61,29040
29,41,208,124,59.62,59,28.37,7,3.37,18,8.65,29041
29,42,103,80,77.67,19,18.45,2,1.94,2,1.94,29042
29,43,194,130,67.01,37,19.07,11,5.67,16,8.25,29043
29,44,137,86,62.77,33,24.09,6,4.38,12,8.76,29044
29,45,163,85,52.15,55,33.74,5,3.07,18,11.04,29045
29,46,111,68,61.26,26,23.42,12,10.81,5,4.5,29046
29,47,237,165,69.62,48,20.25,9,3.8,15,6.33,29047
29,48,38,8,21.05,15,39.47,3,7.89,12,31.58,29048
29,49,240,154,64.17,52,21.67,10,4.17,24,10.0,29049
29,50,186,110,59.14,58,31.18,8,4.3,10,5.38,29050
29,51,148,93,62.84,35,23.65,9,6.08,11,7.43,29051
29,52,127,34,26.77,53,41.73,17,13.39,23,18.11,29052
29,53,97,16,16.49,55,56.7,14,14.43,12,12.37,29053
29,54,100,8,8.0,42,42.0,43,43.0,7,7.0,29054
29,55,33,25,75.76,4,12.12,2,6.06,2,6.06,29055
29,56,103,80,77.67,17,16.5,3,2.91,3,2.91,29056
30,1,161,18,11.18,112,69.57,14,8.7,17,10.56,30001
30,2,106,16,15.09,63,59.43,9,8.49,18,16.98,30002
30,3,139,25,17.99,78,56.12,16,11.51,20,14.39,30003
30,4,163,25,15.34,103,63.19,13,7.98,22,13.5,30004
30,5,81,6,7.41,57,70.37,8,9.88,10,12.35,30005
30,6,114,11,9.65,78,68.42,13,11.4,12,10.53,30006
30,7,106,8,7.55,77,72.64,8,7.55,13,12.26,30007
30,8,116,19,16.38,67,57.76,13,11.21,17,14.66,30008
30,9,209,15,7.18,161,77.03,17,8.13,16,7.66,30009
30,10,126,19,15.08,68,53.97,19,15.08,20,15.87,30010
30,11,113,13,11.5,79,69.91,14,12.39,7,6.19,30011
30,12,114,20,17.54,66,57.89,13,11.4,15,13.16,30012
30,13,73,17,23.29,40,54.79,4,5.48,12,16.44,30013
30,14,87,18,20.69,53,60.92,12,13.79,4,4.6,30014
30,15,140,19,13.57,90,64.29,16,11.43,15,10.71,30015
30,16,81,16,19.75,34,41.98,13,16.05,18,22.22,30016
30,17,74,10,13.51,44,59.46,8,10.81,12,16.22,30017
30,18,100,12,12.0,58,58.0,12,12.0,18,18.0,30018
30,19,108,12,11.11,65,60.19,9,8.33,22,20.37,30019
30,20,57,10,17.54,29,50.88,7,12.28,11,19.3,30020
30,21,28,5,17.86,12,42.86,6,21.43,5,17.86,30021
30,22,128,19,14.84,78,60.94,18,14.06,13,10.16,30022
30,23,50,9,18.0,29,58.0,4,8.0,8,16.0,30023
30,24,49,15,30.61,21,42.86,8,16.33,5,10.2,30024
30,25,97,16,16.49,45,46.39,17,17.53,19,19.59,30025
30,26,118,11,9.32,79,66.95,14,11.86,14,11.86,30026
30,27,111,13,11.71,64,57.66,15,13.51,19,17.12,30027
30,28,94,13,13.83,64,68.09,9,9.57,8,8.51,30028
30,29,127,16,12.6,77,60.63,10,7.87,24,18.9,30029
30,30,114,10,8.77,71,62.28,13,11.4,20,17.54,30030
30,31,90,6,6.67,62,68.89,13,14.44,9,10.0,30031
30,32,109,19,17.43,64,58.72,11,10.09,15,13.76,30032
30,33,68,11,16.18,37,54.41,9,13.24,11,16.18,30033
30,34,187,23,12.3,122,65.24,18,9.63,24,12.83,30034
30,35,82,10,12.2,49,59.76,11,13.41,12,14.63,30035
30,36,70,9,12.86,39,55.71,11,15.71,11,15.71,30036
30,37,97,7,7.22,50,51.55,25,25.77,15,15.46,30037
30,38,110,14,12.73,65,59.09,10,9.09,21,19.09,30038
30,39,114,13,11.4,76,66.67,11,9.65,14,12.28,30039
30,40,83,12,14.46,50,60.24,14,16.87,7,8.43,30040
30,41,44,2,4.55,33,75.0,4,9.09,5,11.36,30041
30,42,115,10,8.7,72,62.61,15,13.04,18,15.65,30042
30,43,77,13,16.88,43,55.84,9,11.69,12,15.58,30043
30,44,149,13,8.72,98,65.77,13,8.72,25,16.78,30044
30,45,77,11,14.29,45,58.44,5,6.49,16,20.78,30045
31,1,62,21,33.87,28,45.16,2,3.23,11,17.74,31001
31,2,57,7,12.28,29,50.88,7,12.28,14,24.56,31002
31,3,71,15,21.13,37,52.11,9,12.68,10,14.08,31003
31,4,92,13,14.13,53,57.61,7,7.61,19,20.65,31004
31,5,55,8,14.55,37,67.27,4,7.27,6,10.91,31005
31,6,23,6,26.09,15,65.22,1,4.35,1,4.35,31006
31,7,60,13,21.67,27,45.0,5,8.33,15,25.0,31007
31,8,31,6,19.35,19,61.29,4,12.9,2,6.45,31008
31,9,82,11,13.41,49,59.76,5,6.1,17,20.73,31009
31,10,53,7,13.21,32,60.38,4,7.55,10,18.87,31010
31,11,36,3,8.33,22,61.11,2,5.56,9,25.0,31011
31,12,65,11,16.92,34,52.31,5,7.69,15,23.08,31012
31,13,52,4,7.69,27,51.92,6,11.54,15,28.85,31013
31,14,57,18,31.58,22,38.6,2,3.51,15,26.32,31014
31,15,72,22,30.56,27,37.5,4,5.56,19,26.39,31015
31,16,45,13,28.89,19,42.22,2,4.44,11,24.44,31016
31,17,54,13,24.07,26,48.15,4,7.41,11,20.37,31017
31,18,18,2,11.11,14,77.78,2,11.11,0,0.0,31018
31,19,27,10,37.04,12,44.44,3,11.11,2,7.41,31019
31,20,55,16,29.09,28,50.91,2,3.64,9,16.36,31020
31,21,54,8,14.81,30,55.56,4,7.41,12,22.22,31021
31,22,56,12,21.43,27,48.21,7,12.5,10,17.86,31022
31,23,72,9,12.5,42,58.33,8,11.11,13,18.06,31023
31,24,94,25,26.6,44,46.81,6,6.38,19,20.21,31024
31,25,60,16,26.67,35,58.33,1,1.67,8,13.33,31025
31,26,52,13,25.0,23,44.23,6,11.54,10,19.23,31026
31,27,42,8,19.05,25,59.52,1,2.38,8,19.05,31027
31,28,56,13,23.21,24,42.86,6,10.71,13,23.21,31028
31,29,52,7,13.46,36,69.23,2,3.85,7,13.46,31029
31,30,44,8,18.18,26,59.09,4,9.09,6,13.64,31030
31,31,106,14,13.21,63,59.43,7,6.6,22,20.75,31031
31,32,57,9,15.79,31,54.39,8,14.04,9,15.79,31032
31,33,94,19,20.21,52,55.32,9,9.57,14,14.89,31033
31,34,55,9,16.36,34,61.82,5,9.09,7,12.73,31034
31,35,46,17,36.96,19,41.3,1,2.17,9,19.57,31035
31,36,95,17,17.89,49,51.58,7,7.37,22,23.16,31036
31,37,69,13,18.84,41,59.42,5,7.25,10,14.49,31037
31,38,65,9,13.85,42,64.62,3,4.62,11,16.92,31038
31,39,41,4,9.76,30,73.17,2,4.88,5,12.2,31039
31,40,61,15,24.59,30,49.18,5,8.2,11,18.03,31040
31,41,38,10,26.32,19,50.0,2,5.26,7,18.42,31041
31,42,40,9,22.5,25,62.5,2,5.0,4,10.0,31042
31,43,53,16,30.19,25,47.17,2,3.77,10,18.87,31043
31,44,65,11,16.92,37,56.92,0,0.0,17,26.15,31044
31,45,69,16,23.19,35,50.72,4,5.8,14,20.29,31045
32,1,112,13,11.61,77,68.75,10,8.93,12,10.71,32001
32,2,100,21,21.0,60,60.0,2,2.0,17,17.0,32002
32,3,104,22,21.15,52,50.0,10,9.62,20,19.23,32003
32,4,152,17,11.18,99,65.13,13,8.55,23,15.13,32004
32,5,79,9,11.39,53,67.09,7,8.86,10,12.66,32005
32,6,125,18,14.4,78,62.4,20,16.0,9,7.2,32006
32,7,50,10,20.0,28,56.0,5,10.0,7,14.0,32007
32,8,73,14,19.18,43,58.9,5,6.85,11,15.07,32008
32,9,140,21,15.0,91,65.0,10,7.14,18,12.86,32009
32,10,42,11,26.19,23,54.76,3,7.14,5,11.9,32010
32,11,157,36,22.93,74,47.13,19,12.1,28,17.83,32011
32,12,68,19,27.94,27,39.71,16,23.53,6,8.82,32012
32,13,65,10,15.38,42,64.62,6,9.23,7,10.77,32013
32,14,61,7,11.48,38,62.3,4,6.56,12,19.67,32014
32,15,64,8,12.5,37,57.81,5,7.81,14,21.88,32015
32,16,101,14,13.86,75,74.26,6,5.94,6,5.94,32016
32,17,86,18,20.93,44,51.16,13,15.12,11,12.79,32017
32,18,67,12,17.91,39,58.21,7,10.45,9,13.43,32018
32,19,184,22,11.96,122,66.3,19,10.33,21,11.41,32019
32,20,70,6,8.57,51,72.86,6,8.57,7,10.0,32020
32,21,111,14,12.61,80,72.07,3,2.7,14,12.61,32021
32,22,95,11,11.58,58,61.05,6,6.32,20,21.05,32022
32,23,81,28,34.57,42,51.85,5,6.17,6,7.41,32023
32,24,91,13,14.29,55,60.44,6,6.59,17,18.68,32024
32,25,98,14,14.29,62,63.27,8,8.16,14,14.29,32025
32,26,126,13,10.32,73,57.94,19,15.08,21,16.67,32026
32,27,57,7,12.28,35,61.4,9,15.79,6,10.53,32027
32,28,53,2,3.77,39,73.58,3,5.66,9,16.98,32028
32,29,109,11,10.09,75,68.81,9,8.26,14,12.84,32029
32,30,95,14,14.74,53,55.79,14,14.74,14,14.74,32030
32,31,93,9,9.68,58,62.37,13,13.98,13,13.98,32031
32,32,78,12,15.38,56,71.79,6,7.69,4,5.13,32032
32,33,108,11,10.19,71,65.74,11,10.19,15,13.89,32033
32,34,123,18,14.63,87,70.73,8,6.5,10,8.13,32034
32,35,155,24,15.48,93,60.0,15,9.68,23,14.84,32035
32,36,133,24,18.05,77,57.89,15,11.28,17,12.78,32036
32,37,78,11,14.1,50,64.1,6,7.69,11,14.1,32037
32,38,119,28,23.53,62,52.1,7,5.88,22,18.49,32038
32,39,87,13,14.94,57,65.52,10,11.49,7,8.05,32039
32,40,72,20,27.78,30,41.67,10,13.89,12,16.67,32040
32,41,102,16,15.69,59,57.84,9,8.82,18,17.65,32041
32,42,128,17,13.28,82,64.06,8,6.25,21,16.41,32042
32,43,70,4,5.71,52,74.29,4,5.71,10,14.29,32043
32,44,90,12,13.33,57,63.33,11,12.22,10,11.11,32044
32,45,118,29,24.58,63,53.39,10,8.47,16,13.56,32045
32,46,14,2,14.29,11,78.57,1,7.14,0,0.0,32046
32,47,52,5,9.62,33,63.46,6,11.54,8,15.38,32047
32,48,73,20,27.4,37,50.68,5,6.85,11,15.07,32048
33,1,121,14,11.57,84,69.42,12,9.92,11,9.09,33001
33,2,231,19,8.23,177,76.62,13,5.63,22,9.52,33002
33,3,98,11,11.22,56,57.14,13,13.27,18,18.37,33003
33,4,194,25,12.89,139,71.65,13,6.7,17,8.76,33004
33,5,82,17,20.73,35,42.68,13,15.85,17,20.73,33005
33,6,151,28,18.54,95,62.91,11,7.28,17,11.26,33006
33,7,208,30,14.42,147,70.67,13,6.25,18,8.65,33007
33,8,131,22,16.79,78,59.54,9,6.87,22,16.79,33008
33,9,128,27,21.09,74,57.81,15,11.72,12,9.38,33009
33,10,167,15,8.98,125,74.85,10,5.99,17,10.18,33010
33,11,143,23,16.08,95,66.43,10,6.99,15,10.49,33011
33,12,151,20,13.25,92,60.93,13,8.61,26,17.22,33012
33,13,172,25,14.53,108,62.79,12,6.98,27,15.7,33013
33,14,105,17,16.19,62,59.05,9,8.57,17,16.19,33014
33,15,25,3,12.0,18,72.0,1,4.0,3,12.0,33015
33,16,140,11,7.86,99,70.71,16,11.43,14,10.0,33016
33,17,137,12,8.76,82,59.85,15,10.95,28,20.44,33017
33,18,66,14,21.21,38,57.58,6,9.09,8,12.12,33018
33,19,103,14,13.59,71,68.93,3,2.91,15,14.56,33019
33,20,121,19,15.7,78,64.46,10,8.26,14,11.57,33020
33,21,124,12,9.68,86,69.35,11,8.87,15,12.1,33021
33,22,244,19,7.79,192,78.69,9,3.69,24,9.84,33022
33,23,197,24,12.18,136,69.04,12,6.09,25,12.69,33023
33,24,158,25,15.82,101,63.92,18,11.39,14,8.86,33024
33,25,218,0,0.0,214,98.17,0,0.0,4,1.83,33025
33,26,121,16,13.22,79,65.29,11,9.09,15,12.4,33026
33,27,277,21,7.58,222,80.14,12,4.33,22,7.94,33027
33,28,139,23,16.55,97,69.78,11,7.91,8,5.76,33028
33,29,161,20,12.42,102,63.35,15,9.32,24,14.91,33029
33,30,123,13,10.57,85,69.11,9,7.32,16,13.01,33030
33,31,113,10,8.85,65,57.52,15,13.27,23,20.35,33031
33,32,30,5,16.67,18,60.0,4,13.33,3,10.0,33032
33,33,110,16,14.55,61,55.45,7,6.36,26,23.64,33033
33,34,120,15,12.5,73,60.83,13,10.83,19,15.83,33034
33,35,158,19,12.03,105,66.46,12,7.59,22,13.92,33035
33,36,181,18,9.94,133,73.48,13,7.18,17,9.39,33036
33,37,97,17,17.53,53,54.64,9,9.28,18,18.56,33037
33,38,45,9,20.0,28,62.22,5,11.11,3,6.67,33038
