ward,precinct,total,Brian Terrence Sexton,Brian Terrence Sexton Percent,Peter Michael Gonzalez,Peter Michael Gonzalez Percent,precinct_id
48,36,160,43,26.88,81,50.63,48036
48,37,240,39,16.25,119,49.58,48037
48,38,302,78,25.83,139,46.03,48038
48,39,192,50,26.04,82,42.71,48039
48,40,222,50,22.52,96,43.24,48040
48,41,227,48,21.15,116,51.1,48041
48,42,316,66,20.89,144,45.57,48042
48,43,232,41,17.67,115,49.57,48043
48,44,298,53,17.79,149,50.0,48044
48,45,181,38,20.99,76,41.99,48045
48,46,147,29,19.73,80,54.42,48046
49,1,149,33,22.15,81,54.36,49001
49,2,154,31,20.13,83,53.9,49002
49,3,255,42,16.47,162,63.53,49003
49,4,270,34,12.59,144,53.33,49004
49,5,276,50,18.12,168,60.87,49005
49,6,197,38,19.29,115,58.38,49006
49,7,223,37,16.59,136,60.99,49007
49,8,171,32,18.71,107,62.57,49008
49,9,228,34,14.91,131,57.46,49009
49,10,282,48,17.02,174,61.7,49010
49,11,314,57,18.15,190,60.51,49011
49,12,336,51,15.18,178,52.98,49012
49,13,290,57,19.66,167,57.59,49013
49,14,203,45,22.17,124,61.08,49014
49,15,170,30,17.65,97,57.06,49015
49,16,243,67,27.57,129,53.09,49016
49,17,121,34,28.1,60,49.59,49017
49,18,308,52,16.88,156,50.65,49018
49,19,176,34,19.32,101,57.39,49019
49,20,357,62,17.37,212,59.38,49020
49,21,127,35,27.56,74,58.27,49021
49,22,255,57,22.35,142,55.69,49022
49,23,299,37,12.37,191,63.88,49023
49,24,160,40,25.0,90,56.25,49024
49,25,300,46,15.33,171,57.0,49025
49,26,256,45,17.58,146,57.03,49026
49,27,244,41,16.8,151,61.89,49027
49,28,285,50,17.54,167,58.6,49028
49,29,298,47,15.77,169,56.71,49029
49,30,283,57,20.14,154,54.42,49030
49,31,191,38,19.9,117,61.26,49031
49,32,237,57,24.05,135,56.96,49032
49,33,204,42,20.59,117,57.35,49033
50,1,144,48,33.33,54,37.5,50001
50,2,93,23,24.73,47,50.54,50002
50,3,149,32,21.48,80,53.69,50003
50,4,177,30,16.95,102,57.63,50004
50,5,92,28,30.43,40,43.48,50005
50,6,186,48,25.81,92,49.46,50006
50,7,249,71,28.51,109,43.78,50007
50,8,139,27,19.42,79,56.83,50008
50,9,138,33,23.91,76,55.07,50009
50,10,105,29,27.62,55,52.38,50010
50,11,81,17,20.99,39,48.15,50011
50,12,82,28,34.15,32,39.02,50012
50,13,148,34,22.97,91,61.49,50013
50,14,43,13,30.23,24,55.81,50014
50,15,211,52,24.64,94,44.55,50015
50,16,52,14,26.92,27,51.92,50016
50,17,92,31,33.7,44,47.83,50017
50,18,32,17,53.13,7,21.88,50018
50,19,102,35,34.31,47,46.08,50019
50,20,162,37,22.84,87,53.7,50020
50,21,147,48,32.65,59,40.14,50021
50,22,86,12,13.95,48,55.81,50022
50,23,80,14,17.5,56,70.0,50023
50,24,88,26,29.55,45,51.14,50024
50,25,106,21,19.81,64,60.38,50025
50,26,118,34,28.81,65,55.08,50026
50,27,47,10,21.28,25,53.19,50027
50,28,120,34,28.33,67,55.83,50028
50,29,85,26,30.59,38,44.71,50029
50,30,102,29,28.43,51,50.0,50030
50,31,168,37,22.02,91,54.17,50031
50,32,149,33,22.15,84,56.38,50032
50,33,136,36,26.47,56,41.18,50033
50,34,229,55,24.02,98,42.79,50034
50,35,229,33,14.41,126,55.02,50035
50,36,167,30,17.96,78,46.71,50036
50,37,174,37,21.26,86,49.43,50037
50,38,77,20,25.97,41,53.25,50038
50,39,64,20,31.25,31,48.44,50039
50,40,110,32,29.09,49,44.55,50040
