ward,precinct,total,Cecilia Anne Horan,Cecilia Anne Horan Percent,Keith L. Spence,Keith L. Spence Percent,precinct_id
48,37,248,230,92.74,18,7.26,48037
48,38,309,289,93.53,20,6.47,48038
48,39,194,169,87.11,25,12.89,48039
48,40,224,207,92.41,17,7.59,48040
48,41,233,201,86.27,32,13.73,48041
48,42,318,284,89.31,34,10.69,48042
48,43,233,197,84.55,36,15.45,48043
48,44,305,286,93.77,19,6.23,48044
48,45,191,171,89.53,20,10.47,48045
48,46,152,128,84.21,24,15.79,48046
49,1,148,118,79.73,30,20.27,49001
49,2,155,141,90.97,14,9.03,49002
49,3,265,236,89.06,29,10.94,49003
49,4,277,248,89.53,29,10.47,49004
49,5,283,238,84.1,45,15.9,49005
49,6,206,188,91.26,18,8.74,49006
49,7,227,203,89.43,24,10.57,49007
49,8,171,146,85.38,25,14.62,49008
49,9,230,208,90.43,22,9.57,49009
49,10,281,249,88.61,32,11.39,49010
49,11,317,282,88.96,35,11.04,49011
49,12,345,316,91.59,29,8.41,49012
49,13,292,254,86.99,38,13.01,49013
49,14,198,161,81.31,37,18.69,49014
49,15,169,147,86.98,22,13.02,49015
49,16,254,218,85.83,36,14.17,49016
49,17,126,111,88.1,15,11.9,49017
49,18,312,287,91.99,25,8.01,49018
49,19,183,158,86.34,25,13.66,49019
49,20,362,325,89.78,37,10.22,49020
49,21,131,112,85.5,19,14.5,49021
49,22,258,203,78.68,55,21.32,49022
49,23,306,282,92.16,24,7.84,49023
49,24,162,136,83.95,26,16.05,49024
49,25,297,254,85.52,43,14.48,49025
49,26,257,228,88.72,29,11.28,49026
49,27,255,223,87.45,32,12.55,49027
49,28,289,257,88.93,32,11.07,49028
49,29,302,279,92.38,23,7.62,49029
49,30,286,234,81.82,52,18.18,49030
49,31,190,164,86.32,26,13.68,49031
49,32,240,209,87.08,31,12.92,49032
49,33,202,176,87.13,26,12.87,49033
50,1,146,132,90.41,14,9.59,50001
50,2,94,79,84.04,15,15.96,50002
50,3,153,129,84.31,24,15.69,50003
50,4,178,142,79.78,36,20.22,50004
50,5,95,76,80.0,19,20.0,50005
50,6,193,161,83.42,32,16.58,50006
50,7,247,214,86.64,33,13.36,50007
50,8,148,125,84.46,23,15.54,50008
50,9,146,120,82.19,26,17.81,50009
50,10,104,80,76.92,24,23.08,50010
50,11,86,63,73.26,23,26.74,50011
50,12,83,69,83.13,14,16.87,50012
50,13,149,114,76.51,35,23.49,50013
50,14,46,40,86.96,6,13.04,50014
50,15,219,202,92.24,17,7.76,50015
50,16,52,48,92.31,4,7.69,50016
50,17,97,77,79.38,20,20.62,50017
50,18,32,22,68.75,10,31.25,50018
50,19,102,87,85.29,15,14.71,50019
50,20,162,141,87.04,21,12.96,50020
50,21,149,132,88.59,17,11.41,50021
50,22,87,67,77.01,20,22.99,50022
50,23,82,61,74.39,21,25.61,50023
50,24,88,68,77.27,20,22.73,50024
50,25,107,88,82.24,19,17.76,50025
50,26,116,89,76.72,27,23.28,50026
50,27,46,37,80.43,9,19.57,50027
50,28,119,83,69.75,36,30.25,50028
50,29,93,75,80.65,18,19.35,50029
50,30,101,81,80.2,20,19.8,50030
50,31,168,143,85.12,25,14.88,50031
50,32,149,114,76.51,35,23.49,50032
50,33,134,106,79.1,28,20.9,50033
50,34,223,195,87.44,28,12.56,50034
50,35,227,200,88.11,27,11.89,50035
50,36,172,142,82.56,30,17.44,50036
50,37,173,144,83.24,29,16.76,50037
50,38,83,71,85.54,12,14.46,50038
50,39,61,38,62.3,23,37.7,50039
50,40,119,80,67.23,39,32.77,50040
