ward,precinct,total,Clare Joyce Quish,Clare Joyce Quish Percent,Patrick Dankwa John,Patrick Dankwa John Percent,precinct_id
48,37,249,204,81.93,4,1.61,48037
48,38,305,249,81.64,9,2.95,48038
48,39,191,148,77.49,12,6.28,48039
48,40,228,179,78.51,10,4.39,48040
48,41,231,163,70.56,19,8.23,48041
48,42,327,239,73.09,26,7.95,48042
48,43,234,153,65.38,22,9.4,48043
48,44,305,237,77.7,20,6.56,48044
48,45,189,154,81.48,10,5.29,48045
48,46,149,105,70.47,13,8.72,48046
49,1,148,98,66.22,24,16.22,49001
49,2,156,129,82.69,6,3.85,49002
49,3,260,194,74.62,20,7.69,49003
49,4,284,214,75.35,22,7.75,49004
49,5,278,192,69.06,29,10.43,49005
49,6,205,166,80.98,16,7.8,49006
49,7,231,187,80.95,13,5.63,49007
49,8,172,132,76.74,13,7.56,49008
49,9,233,195,83.69,15,6.44,49009
49,10,280,212,75.71,24,8.57,49010
49,11,315,233,73.97,29,9.21,49011
49,12,346,279,80.64,17,4.91,49012
49,13,292,224,76.71,23,7.88,49013
49,14,206,141,68.45,20,9.71,49014
49,15,173,133,76.88,14,8.09,49015
49,16,256,190,74.22,22,8.59,49016
49,17,124,88,70.97,8,6.45,49017
49,18,314,242,77.07,17,5.41,49018
49,19,182,126,69.23,21,11.54,49019
49,20,365,285,78.08,22,6.03,49020
49,21,128,85,66.41,12,9.38,49021
49,22,260,186,71.54,25,9.62,49022
49,23,303,247,81.52,15,4.95,49023
49,24,164,123,75.0,15,9.15,49024
49,25,300,216,72.0,26,8.67,49025
49,26,254,197,77.56,22,8.66,49026
49,27,261,201,77.01,17,6.51,49027
49,28,291,207,71.13,20,6.87,49028
49,29,307,240,78.18,14,4.56,49029
49,30,280,201,71.79,31,11.07,49030
49,31,190,135,71.05,13,6.84,49031
49,32,238,170,71.43,25,10.5,49032
49,33,202,150,74.26,15,7.43,49033
50,1,143,101,70.63,8,5.59,50001
50,2,95,59,62.11,13,13.68,50002
50,3,151,100,66.23,15,9.93,50003
50,4,177,116,65.54,21,11.86,50004
50,5,88,62,70.45,2,2.27,50005
50,6,193,125,64.77,25,12.95,50006
50,7,246,180,73.17,24,9.76,50007
50,8,140,93,66.43,17,12.14,50008
50,9,145,93,64.14,23,15.86,50009
50,10,108,62,57.41,13,12.04,50010
50,11,83,51,61.45,8,9.64,50011
50,12,85,55,64.71,12,14.12,50012
50,13,149,96,64.43,23,15.44,50013
50,14,46,34,73.91,5,10.87,50014
50,15,217,162,74.65,16,7.37,50015
50,16,53,35,66.04,6,11.32,50016
50,17,101,61,60.4,17,16.83,50017
50,18,33,20,60.61,5,15.15,50018
50,19,101,55,54.46,15,14.85,50019
50,20,165,112,67.88,14,8.48,50020
50,21,150,102,68.0,13,8.67,50021
50,22,89,49,55.06,11,12.36,50022
50,23,81,36,44.44,13,16.05,50023
50,24,94,53,56.38,16,17.02,50024
50,25,110,64,58.18,16,14.55,50025
50,26,120,65,54.17,21,17.5,50026
50,27,47,26,55.32,9,19.15,50027
50,28,118,63,53.39,25,21.19,50028
50,29,88,49,55.68,17,19.32,50029
50,30,101,67,66.34,15,14.85,50030
50,31,171,94,54.97,28,16.37,50031
50,32,152,102,67.11,16,10.53,50032
50,33,135,93,68.89,7,5.19,50033
50,34,226,157,69.47,21,9.29,50034
50,35,230,153,66.52,22,9.57,50035
50,36,166,107,64.46,17,10.24,50036
50,37,174,120,68.97,17,9.77,50037
50,38,82,55,67.07,13,15.85,50038
50,39,65,31,47.69,14,21.54,50039
50,40,110,57,51.82,23,20.91,50040
