ward,precinct,total,Marcelino Garcia,Marcelino Garcia Percent,Debra Shore,Debra Shore Percent,Kari K. Steele,Kari K. Steele Percent,Martin J. Durkan,Martin J. Durkan Percent,precinct_id
31,15,175,63,36.0,40,22.86,39,22.29,33,18.86,31015
31,16,301,81,26.91,99,32.89,77,25.58,44,14.62,31016
31,17,182,72,39.56,48,26.37,34,18.68,28,15.38,31017
31,18,163,58,35.58,46,28.22,33,20.25,26,15.95,31018
31,19,145,61,42.07,32,22.07,29,20.0,23,15.86,31019
31,20,160,73,45.63,31,19.38,26,16.25,30,18.75,31020
31,21,162,79,48.77,31,19.14,28,17.28,24,14.81,31021
31,22,126,62,49.21,25,19.84,24,19.05,15,11.9,31022
31,23,177,53,29.94,51,28.81,37,20.9,36,20.34,31023
31,24,256,69,26.95,77,30.08,54,21.09,56,21.88,31024
31,25,158,48,30.38,46,29.11,36,22.78,28,17.72,31025
31,26,200,75,37.5,57,28.5,39,19.5,29,14.5,31026
31,27,179,73,40.78,38,21.23,28,15.64,40,22.35,31027
31,28,128,54,42.19,33,25.78,21,16.41,20,15.63,31028
31,29,189,81,42.86,51,26.98,34,17.99,23,12.17,31029
31,30,134,51,38.06,37,27.61,25,18.66,21,15.67,31030
31,31,117,54,46.15,28,23.93,17,14.53,18,15.38,31031
31,32,106,37,34.91,20,18.87,21,19.81,28,26.42,31032
31,33,146,52,35.62,41,28.08,30,20.55,23,15.75,31033
31,34,177,47,26.55,51,28.81,40,22.6,39,22.03,31034
31,35,157,59,37.58,42,26.75,31,19.75,25,15.92,31035
31,36,255,87,34.12,68,26.67,52,20.39,48,18.82,31036
31,37,147,71,48.3,30,20.41,23,15.65,23,15.65,31037
31,38,132,57,43.18,34,25.76,24,18.18,17,12.88,31038
31,39,217,69,31.8,63,29.03,49,22.58,36,16.59,31039
31,40,213,60,28.17,64,30.05,53,24.88,36,16.9,31040
31,41,162,62,38.27,42,25.93,29,17.9,29,17.9,31041
32,1,470,110,23.4,147,31.28,124,26.38,89,18.94,32001
32,2,398,70,17.59,134,33.67,113,28.39,81,20.35,32002
32,3,571,126,22.07,191,33.45,165,28.9,89,15.59,32003
32,4,406,88,21.67,132,32.51,120,29.56,66,16.26,32004
32,5,413,90,21.79,134,32.45,116,28.09,73,17.68,32005
32,6,425,78,18.35,150,35.29,126,29.65,71,16.71,32006
32,7,380,79,20.79,134,35.26,111,29.21,56,14.74,32007
32,8,436,89,20.41,155,35.55,130,29.82,62,14.22,32008
32,9,338,79,23.37,112,33.14,98,28.99,49,14.5,32009
32,10,396,86,21.72,137,34.6,106,26.77,67,16.92,32010
32,11,524,114,21.76,176,33.59,155,29.58,79,15.08,32011
32,12,351,86,24.5,107,30.48,103,29.34,55,15.67,32012
32,13,384,83,21.61,130,33.85,113,29.43,58,15.1,32013
32,14,524,99,18.89,183,34.92,159,30.34,83,15.84,32014
32,15,362,84,23.2,124,34.25,103,28.45,51,14.09,32015
32,16,420,90,21.43,143,34.05,118,28.1,69,16.43,32016
32,17,495,111,22.42,173,34.95,137,27.68,74,14.95,32017
32,18,300,69,23.0,100,33.33,88,29.33,43,14.33,32018
32,19,342,88,25.73,111,32.46,96,28.07,47,13.74,32019
32,20,502,111,22.11,169,33.67,139,27.69,83,16.53,32020
32,21,466,107,22.96,159,34.12,139,29.83,61,13.09,32021
32,22,686,137,19.97,244,35.57,191,27.84,114,16.62,32022
32,23,338,74,21.89,117,34.62,94,27.81,53,15.68,32023
32,24,237,46,19.41,82,34.6,73,30.8,36,15.19,32024
32,25,407,76,18.67,140,34.4,126,30.96,65,15.97,32025
32,26,593,125,21.08,203,34.23,165,27.82,100,16.86,32026
32,27,335,76,22.69,109,32.54,94,28.06,56,16.72,32027
32,28,534,115,21.54,193,36.14,151,28.28,75,14.04,32028
32,29,490,97,19.8,164,33.47,143,29.18,86,17.55,32029
32,30,295,64,21.69,96,32.54,86,29.15,49,16.61,32030
32,31,407,83,20.39,139,34.15,111,27.27,74,18.18,32031
32,32,475,95,20.0,148,31.16,149,31.37,83,17.47,32032
32,33,416,94,22.6,144,34.62,115,27.64,63,15.14,32033
32,34,381,81,21.26,134,35.17,104,27.3,62,16.27,32034
32,35,354,82,23.16,112,31.64,106,29.94,54,15.25,32035
32,36,427,72,16.86,145,33.96,135,31.62,75,17.56,32036
32,37,317,68,21.45,106,33.44,95,29.97,48,15.14,32037
32,38,346,90,26.01,111,32.08,99,28.61,46,13.29,32038
32,39,383,73,19.06,131,34.2,110,28.72,69,18.02,32039
32,40,441,90,20.41,149,33.79,132,29.93,70,15.87,32040
32,41,381,83,21.78,132,34.65,109,28.61,57,14.96,32041
32,42,349,74,21.2,124,35.53,110,31.52,41,11.75,32042
32,43,459,100,21.79,157,34.2,130,28.32,72,15.69,32043
33,1,510,122,23.92,176,34.51,134,26.27,78,15.29,33001
33,2,570,152,26.67,183,32.11,151,26.49,84,14.74,33002
33,3,635,148,23.31,215,33.86,177,27.87,95,14.96,33003
33,4,548,157,28.65,170,31.02,143,26.09,78,14.23,33004
33,5,293,103,35.15,86,29.35,71,24.23,33,11.26,33005
33,6,392,147,37.5,100,25.51,84,21.43,61,15.56,33006
33,7,476,124,26.05,138,28.99,131,27.52,83,17.44,33007
33,8,813,149,18.33,293,36.04,243,29.89,128,15.74,33008
33,9,546,147,26.92,169,30.95,144,26.37,86,15.75,33009
33,10,429,102,23.78,132,30.77,109,25.41,86,20.05,33010
33,11,412,99,24.03,142,34.47,106,25.73,65,15.78,33011
33,12,390,130,33.33,108,27.69,89,22.82,63,16.15,33012
33,13,397,130,32.75,126,31.74,91,22.92,50,12.59,33013
33,14,183,46,25.14,65,35.52,46,25.14,26,14.21,33014
33,15,498,139,27.91,165,33.13,122,24.5,72,14.46,33015
33,16,596,164,27.52,179,30.03,146,24.5,107,17.95,33016
33,17,476,134,28.15,155,32.56,122,25.63,65,13.66,33017
33,18,541,139,25.69,174,32.16,153,28.28,75,13.86,33018
33,19,422,116,27.49,137,32.46,106,25.12,63,14.93,33019
33,20,528,116,21.97,182,34.47,141,26.7,89,16.86,33020
33,21,518,141,27.22,160,30.89,135,26.06,82,15.83,33021
33,22,461,136,29.5,140,30.37,112,24.3,73,15.84,33022
33,23,547,108,19.74,197,36.01,167,30.53,75,13.71,33023
33,24,900,171,19.0,324,36.0,268,29.78,137,15.22,33024
33,25,519,129,24.86,168,32.37,144,27.75,78,15.03,33025
33,26,315,84,26.67,94,29.84,84,26.67,53,16.83,33026
33,27,468,106,22.65,167,35.68,131,27.99,64,13.68,33027
33,28,406,99,24.38,128,31.53,111,27.34,68,16.75,33028
34,1,495,82,16.57,169,34.14,169,34.14,75,15.15,34001
34,2,369,61,16.53,132,35.77,114,30.89,62,16.8,34002
34,3,356,67,18.82,126,35.39,112,31.46,51,14.33,34003
34,4,249,44,17.67,89,35.74,74,29.72,42,16.87,34004
34,5,352,56,15.91,129,36.65,108,30.68,59,16.76,34005
34,6,453,74,16.34,160,35.32,139,30.68,80,17.66,34006
34,7,452,64,14.16,161,35.62,148,32.74,79,17.48,34007
34,8,303,52,17.16,118,38.94,88,29.04,45,14.85,34008
34,9,263,34,12.93,94,35.74,88,33.46,47,17.87,34009
34,10,429,62,14.45,157,36.6,139,32.4,71,16.55,34010
34,11,251,39,15.54,86,34.26,78,31.08,48,19.12,34011
34,12,392,46,11.73,147,37.5,130,33.16,69,17.6,34012
34,13,413,81,19.61,134,32.45,129,31.23,69,16.71,34013
34,14,282,56,19.86,102,36.17,79,28.01,45,15.96,34014
34,15,290,51,17.59,99,34.14,90,31.03,50,17.24,34015
34,16,335,67,20.0,111,33.13,100,29.85,57,17.01,34016
34,17,490,82,16.73,169,34.49,146,29.8,93,18.98,34017
34,18,292,48,16.44,102,34.93,88,30.14,54,18.49,34018
34,19,338,52,15.38,118,34.91,109,32.25,59,17.46,34019
34,20,518,68,13.13,179,34.56,174,33.59,97,18.73,34020
34,21,604,97,16.06,214,35.43,198,32.78,95,15.73,34021
34,22,420,74,17.62,148,35.24,136,32.38,62,14.76,34022
34,23,317,47,14.83,115,36.28,102,32.18,53,16.72,34023
34,24,313,50,15.97,106,33.87,94,30.03,63,20.13,34024
34,25,617,110,17.83,209,33.87,199,32.25,99,16.05,34025
34,26,460,77,16.74,156,33.91,142,30.87,85,18.48,34026
34,27,325,45,13.85,118,36.31,99,30.46,63,19.38,34027
34,28,222,27,12.16,84,37.84,66,29.73,45,20.27,34028
34,29,303,50,16.5,109,35.97,95,31.35,49,16.17,34029
34,30,447,67,14.99,160,35.79,150,33.56,70,15.66,34030
34,31,292,56,19.18,100,34.25,84,28.77,52,17.81,34031
34,32,366,58,15.85,121,33.06,113,30.87,74,20.22,34032
34,33,293,46,15.7,104,35.49,88,30.03,55,18.77,34033
34,34,460,65,14.13,155,33.7,155,33.7,85,18.48,34034
34,35,397,61,15.37,139,35.01,134,33.75,63,15.87,34035
34,36,414,65,15.7,140,33.82,140,33.82,69,16.67,34036
34,37,202,28,13.86,83,41.09,53,26.24,38,18.81,34037
34,38,156,20,12.82,41,26.28,60,38.46,35,22.44,34038
34,39,252,40,15.87,86,34.13,72,28.57,54,21.43,34039
34,40,436,80,18.35,162,37.16,127,29.13,67,15.37,34040
34,41,246,33,13.41,88,35.77,78,31.71,47,19.11,34041
34,42,490,93,18.98,163,33.27,153,31.22,81,16.53,34042
34,43,479,73,15.24,167,34.86,159,33.19,80,16.7,34043
34,44,451,68,15.08,158,35.03,149,33.04,76,16.85,34044
34,45,397,61,15.37,133,33.5,115,28.97,88,22.17,34045
34,46,305,51,16.72,97,31.8,109,35.74,48,15.74,34046
34,47,357,71,19.89,115,32.21,103,28.85,68,19.05,34047
34,48,549,97,17.67,189,34.43,177,32.24,86,15.66,34048
34,49,437,74,16.93,145,33.18,150,34.32,68,15.56,34049
34,50,294,42,14.29,106,36.05,96,32.65,50,17.01,34050
34,51,470,79,16.81,168,35.74,151,32.13,72,15.32,34051
34,52,374,61,16.31,127,33.96,128,34.22,58,15.51,34052
34,53,214,36,16.82,80,37.38,59,27.57,39,18.22,34053
35,1,374,101,27.01,114,30.48,103,27.54,56,14.97,35001
35,2,565,107,18.94,182,32.21,165,29.2,111,19.65,35002
35,3,357,100,28.01,107,29.97,91,25.49,59,16.53,35003
35,4,359,87,24.23,118,32.87,91,25.35,63,17.55,35004
35,5,344,75,21.8,111,32.27,85,24.71,73,21.22,35005
35,6,400,78,19.5,128,32.0,115,28.75,79,19.75,35006
35,7,399,102,25.56,125,31.33,112,28.07,60,15.04,35007
35,8,440,99,22.5,146,33.18,119,27.05,76,17.27,35008
35,9,302,79,26.16,90,29.8,83,27.48,50,16.56,35009
35,10,585,116,19.83,206,35.21,177,30.26,86,14.7,35010
35,11,379,96,25.33,133,35.09,102,26.91,48,12.66,35011
35,12,198,97,48.99,44,22.22,33,16.67,24,12.12,35012
35,13,195,95,48.72,34,17.44,32,16.41,34,17.44,35013
35,14,243,101,41.56,51,20.99,51,20.99,40,16.46,35014
35,15,451,112,24.83,135,29.93,121,26.83,83,18.4,35015
35,16,176,92,52.27,29,16.48,28,15.91,27,15.34,35016
35,17,434,106,24.42,144,33.18,124,28.57,60,13.82,35017
35,18,222,100,45.05,53,23.87,37,16.67,32,14.41,35018
35,19,146,65,44.52,35,23.97,25,17.12,21,14.38,35019
35,20,292,91,31.16,82,28.08,76,26.03,43,14.73,35020
35,21,389,110,28.28,119,30.59,98,25.19,62,15.94,35021
35,22,459,125,27.23,137,29.85,124,27.02,73,15.9,35022
35,23,395,97,24.56,123,31.14,104,26.33,71,17.97,35023
35,24,275,85,30.91,82,29.82,72,26.18,36,13.09,35024
35,25,437,102,23.34,150,34.32,138,31.58,47,10.76,35025
35,26,319,83,26.02,93,29.15,90,28.21,53,16.61,35026
35,27,306,87,28.43,98,32.03,77,25.16,44,14.38,35027
35,28,354,76,21.47,125,35.31,98,27.68,55,15.54,35028
35,29,234,77,32.91,66,28.21,55,23.5,36,15.38,35029
35,30,300,97,32.33,82,27.33,67,22.33,54,18.0,35030
35,31,445,94,21.12,142,31.91,125,28.09,84,18.88,35031
36,1,254,96,37.8,65,25.59,44,17.32,49,19.29,36001
36,2,202,77,38.12,48,23.76,41,20.3,36,17.82,36002
36,3,231,76,32.9,54,23.38,51,22.08,50,21.65,36003
36,4,166,75,45.18,35,21.08,32,19.28,24,14.46,36004
36,5,195,82,42.05,44,22.56,38,19.49,31,15.9,36005
36,6,182,80,43.96,41,22.53,40,21.98,21,11.54,36006
36,7,397,98,24.69,114,28.72,99,24.94,86,21.66,36007
36,8,179,78,43.58,42,23.46,36,20.11,23,12.85,36008
36,9,193,92,47.67,42,21.76,32,16.58,27,13.99,36009
36,10,302,103,34.11,83,27.48,63,20.86,53,17.55,36010
36,11,151,68,45.03,30,19.87,31,20.53,22,14.57,36011
36,12,120,54,45.0,26,21.67,22,18.33,18,15.0,36012
36,13,131,64,48.85,28,21.37,22,16.79,17,12.98,36013
36,14,302,75,24.83,95,31.46,73,24.17,59,19.54,36014
36,15,356,99,27.81,94,26.4,88,24.72,75,21.07,36015
36,16,325,93,28.62,98,30.15,70,21.54,64,19.69,36016
36,17,325,99,30.46,91,28.0,75,23.08,60,18.46,36017
36,18,304,81,26.64,92,30.26,74,24.34,57,18.75,36018
36,19,278,93,33.45,68,24.46,59,21.22,58,20.86,36019
36,20,261,82,31.42,70,26.82,58,22.22,51,19.54,36020
36,21,182,87,47.8,39,21.43,35,19.23,21,11.54,36021
36,22,151,77,50.99,29,19.21,27,17.88,18,11.92,36022
36,23,151,72,47.68,32,21.19,23,15.23,24,15.89,36023
36,24,215,73,33.95,53,24.65,43,20.0,46,21.4,36024
36,25,167,99,59.28,33,19.76,19,11.38,16,9.58,36025
36,26,203,70,34.48,50,24.63,34,16.75,49,24.14,36026
36,27,253,81,32.02,80,31.62,53,20.95,39,15.42,36027
36,28,186,66,35.48,47,25.27,34,18.28,39,20.97,36028
36,29,255,90,35.29,67,26.27,50,19.61,48,18.82,36029
36,30,259,79,30.5,71,27.41,57,22.01,52,20.08,36030
37,1,192,40,20.83,56,29.17,55,28.65,41,21.35,37001
37,2,179,46,25.7,55,30.73,51,28.49,27,15.08,37002
37,3,198,43,21.72,63,31.82,57,28.79,35,17.68,37003
37,4,189,56,29.63,49,25.93,54,28.57,30,15.87,37004
37,5,340,60,17.65,118,34.71,103,30.29,59,17.35,37005
37,6,276,47,17.03,87,31.52,91,32.97,51,18.48,37006
37,7,204,55,26.96,62,30.39,51,25.0,36,17.65,37007
37,8,186,59,31.72,49,26.34,48,25.81,30,16.13,37008
37,9,280,59,21.07,97,34.64,76,27.14,48,17.14,37009
37,10,334,73,21.86,103,30.84,99,29.64,59,17.66,37010
37,11,148,25,16.89,44,29.73,54,36.49,25,16.89,37011
37,12,167,48,28.74,52,31.14,45,26.95,22,13.17,37012
37,13,204,50,24.51,68,33.33,63,30.88,23,11.27,37013
37,14,313,65,20.77,95,30.35,100,31.95,53,16.93,37014
37,15,312,56,17.95,95,30.45,102,32.69,59,18.91,37015
37,16,306,69,22.55,90,29.41,92,30.07,55,17.97,37016
37,17,227,48,21.15,74,32.6,64,28.19,41,18.06,37017
37,18,281,64,22.78,93,33.1,80,28.47,44,15.66,37018
37,19,224,47,20.98,77,34.38,59,26.34,41,18.3,37019
37,20,201,53,26.37,56,27.86,58,28.86,34,16.92,37020
37,21,244,70,28.69,68,27.87,65,26.64,41,16.8,37021
37,22,200,54,27.0,61,30.5,50,25.0,35,17.5,37022
37,23,290,61,21.03,97,33.45,84,28.97,48,16.55,37023
37,24,297,63,21.21,99,33.33,85,28.62,50,16.84,37024
37,25,274,51,18.61,86,31.39,87,31.75,50,18.25,37025
37,26,402,89,22.14,130,32.34,121,30.1,62,15.42,37026
37,27,293,53,18.09,93,31.74,94,32.08,53,18.09,37027
37,28,231,47,20.35,67,29.0,74,32.03,43,18.61,37028
37,29,290,54,18.62,96,33.1,91,31.38,49,16.9,37029
37,30,245,39,15.92,70,28.57,90,36.73,46,18.78,37030
37,31,303,53,17.49,85,28.05,106,34.98,59,19.47,37031
37,32,291,51,17.53,89,30.58,97,33.33,54,18.56,37032
37,33,305,60,19.67,91,29.84,98,32.13,56,18.36,37033
37,34,229,28,12.23,82,35.81,74,32.31,45,19.65,37034
37,35,383,71,18.54,123,32.11,124,32.38,65,16.97,37035
37,36,240,47,19.58,77,32.08,72,30.0,44,18.33,37036
37,37,348,61,17.53,108,31.03,103,29.6,76,21.84,37037
37,38,386,74,19.17,126,32.64,124,32.12,62,16.06,37038
37,39,212,36,16.98,67,31.6,69,32.55,40,18.87,37039
37,40,352,68,19.32,100,28.41,117,33.24,67,19.03,37040
37,41,270,46,17.04,80,29.63,83,30.74,61,22.59,37041
38,1,291,70,24.05,89,30.58,76,26.12,56,19.24,38001
38,2,309,62,20.06,84,27.18,61,19.74,102,33.01,38002
38,3,256,58,22.66,69,26.95,60,23.44,69,26.95,38003
38,4,278,71,25.54,82,29.5,67,24.1,58,20.86,38004
38,5,276,68,24.64,87,31.52,63,22.83,58,21.01,38005
38,6,233,70,30.04,58,24.89,51,21.89,54,23.18,38006
38,7,263,43,16.35,81,30.8,61,23.19,78,29.66,38007
38,8,264,63,23.86,76,28.79,64,24.24,61,23.11,38008
38,9,316,67,21.2,95,30.06,75,23.73,79,25.0,38009
38,10,241,71,29.46,66,27.39,65,26.97,39,16.18,38010
38,11,332,76,22.89,102,30.72,85,25.6,69,20.78,38011
38,12,264,58,21.97,69,26.14,55,20.83,82,31.06,38012
38,13,337,72,21.36,97,28.78,86,25.52,82,24.33,38013
38,14,313,58,18.53,98,31.31,82,26.2,75,23.96,38014
38,15,258,75,29.07,73,28.29,48,18.6,62,24.03,38015
38,16,284,79,27.82,79,27.82,69,24.3,57,20.07,38016
38,17,326,72,22.09,90,27.61,73,22.39,91,27.91,38017
38,18,335,71,21.19,94,28.06,85,25.37,85,25.37,38018
38,19,407,93,22.85,128,31.45,99,24.32,87,21.38,38019
38,20,298,67,22.48,74,24.83,66,22.15,91,30.54,38020
38,21,262,68,25.95,82,31.3,64,24.43,48,18.32,38021
38,22,371,75,20.22,113,30.46,103,27.76,80,21.56,38022
38,23,337,95,28.19,92,27.3,80,23.74,70,20.77,38023
38,24,274,63,22.99,78,28.47,68,24.82,65,23.72,38024
38,25,266,72,27.07,71,26.69,61,22.93,62,23.31,38025
38,26,303,77,25.41,88,29.04,73,24.09,65,21.45,38026
38,27,279,76,27.24,78,27.96,66,23.66,59,21.15,38027
38,28,333,75,22.52,91,27.33,78,23.42,89,26.73,38028
38,29,318,79,24.84,89,27.99,72,22.64,78,24.53,38029
38,30,273,66,24.18,76,27.84,64,23.44,67,24.54,38030
38,31,412,76,18.45,126,30.58,115,27.91,95,23.06,38031
38,32,289,54,18.69,98,33.91,77,26.64,60,20.76,38032
38,33,285,73,25.61,90,31.58,65,22.81,57,20.0,38033
38,34,326,96,29.45,101,30.98,79,24.23,50,15.34,38034
38,35,298,85,28.52,84,28.19,74,24.83,55,18.46,38035
38,36,283,67,23.67,82,28.98,74,26.15,60,21.2,38036
38,37,311,80,25.72,90,28.94,69,22.19,72,23.15,38037
38,38,266,61,22.93,89,33.46,64,24.06,52,19.55,38038
38,39,412,104,25.24,121,29.37,104,25.24,83,20.15,38039
38,40,388,90,23.2,115,29.64,98,25.26,85,21.91,38040
38,41,385,73,18.96,129,33.51,101,26.23,82,21.3,38041
39,1,440,84,19.09,139,31.59,128,29.09,89,20.23,39001
39,2,436,84,19.27,146,33.49,115,26.38,91,20.87,39002
39,3,520,111,21.35,165,31.73,149,28.65,95,18.27,39003
39,4,434,78,17.97,121,27.88,124,28.57,111,25.58,39004
39,5,389,81,20.82,128,32.9,113,29.05,67,17.22,39005
39,6,378,95,25.13,115,30.42,99,26.19,69,18.25,39006
39,7,332,75,22.59,104,31.33,93,28.01,60,18.07,39007
39,8,401,72,17.96,143,35.66,112,27.93,74,18.45,39008
39,9,313,75,23.96,100,31.95,76,24.28,62,19.81,39009
39,10,204,63,30.88,63,30.88,52,25.49,26,12.75,39010
39,11,293,56,19.11,96,32.76,77,26.28,64,21.84,39011
39,12,480,122,25.42,145,30.21,137,28.54,76,15.83,39012
39,13,282,58,20.57,85,30.14,77,27.3,62,21.99,39013
39,14,318,69,21.7,95,29.87,96,30.19,58,18.24,39014
39,15,367,69,18.8,111,30.25,96,26.16,91,24.8,39015
39,16,235,53,22.55,75,31.91,59,25.11,48,20.43,39016
39,17,487,100,20.53,153,31.42,137,28.13,97,19.92,39017
39,18,486,109,22.43,163,33.54,130,26.75,84,17.28,39018
39,19,411,84,20.44,140,34.06,105,25.55,82,19.95,39019
39,20,414,84,20.29,124,29.95,100,24.15,106,25.6,39020
39,21,326,57,17.48,93,28.53,82,25.15,94,28.83,39021
39,22,255,66,25.88,84,32.94,63,24.71,42,16.47,39022
39,23,445,76,17.08,138,31.01,120,26.97,111,24.94,39023
39,24,431,77,17.87,132,30.63,118,27.38,104,24.13,39024
39,25,320,82,25.63,97,30.31,86,26.88,55,17.19,39025
39,26,312,60,19.23,100,32.05,80,25.64,72,23.08,39026
39,27,110,20,18.18,36,32.73,33,30.0,21,19.09,39027
39,28,581,126,21.69,185,31.84,164,28.23,106,18.24,39028
39,29,181,60,33.15,55,30.39,43,23.76,23,12.71,39029
39,30,523,110,21.03,170,32.5,151,28.87,92,17.59,39030
39,31,334,91,27.25,94,28.14,87,26.05,62,18.56,39031
39,32,316,65,20.57,108,34.18,88,27.85,55,17.41,39032
39,33,410,99,24.15,131,31.95,112,27.32,68,16.59,39033
39,34,388,91,23.45,124,31.96,112,28.87,61,15.72,39034
39,35,389,74,19.02,131,33.68,111,28.53,73,18.77,39035
39,36,109,36,33.03,31,28.44,20,18.35,22,20.18,39036
39,37,492,96,19.51,149,30.28,140,28.46,107,21.75,39037
39,38,296,57,19.26,94,31.76,83,28.04,62,20.95,39038
39,39,227,49,21.59,67,29.52,60,26.43,51,22.47,39039
39,40,365,67,18.36,119,32.6,115,31.51,64,17.53,39040
39,41,438,77,17.58,148,33.79,119,27.17,94,21.46,39041
39,42,501,88,17.56,144,28.74,126,25.15,143,28.54,39042
39,43,449,84,18.71,139,30.96,128,28.51,98,21.83,39043
39,44,337,77,22.85,110,32.64,90,26.71,60,17.8,39044
39,45,420,94,22.38,119,28.33,112,26.67,95,22.62,39045
40,1,326,74,22.7,108,33.13,77,23.62,67,20.55,40001
40,2,384,97,25.26,130,33.85,91,23.7,66,17.19,40002
40,3,632,123,19.46,203,32.12,195,30.85,111,17.56,40003
40,4,252,52,20.63,90,35.71,68,26.98,42,16.67,40004
40,5,497,87,17.51,169,34.0,144,28.97,97,19.52,40005
40,6,544,114,20.96,204,37.5,154,28.31,72,13.24,40006
40,7,596,123,20.64,207,34.73,172,28.86,94,15.77,40007
40,8,638,127,19.91,224,35.11,192,30.09,95,14.89,40008
40,9,290,65,22.41,95,32.76,78,26.9,52,17.93,40009
40,10,352,76,21.59,117,33.24,97,27.56,62,17.61,40010
40,11,494,99,20.04,161,32.59,153,30.97,81,16.4,40011
40,12,326,58,17.79,110,33.74,101,30.98,57,17.48,40012
40,13,783,159,20.31,274,34.99,237,30.27,113,14.43,40013
40,14,262,64,24.43,81,30.92,71,27.1,46,17.56,40014
40,15,372,80,21.51,121,32.53,105,28.23,66,17.74,40015
40,16,612,115,18.79,221,36.11,179,29.25,97,15.85,40016
40,17,443,93,20.99,156,35.21,121,27.31,73,16.48,40017
40,18,300,65,21.67,101,33.67,79,26.33,55,18.33,40018
40,19,472,112,23.73,149,31.57,130,27.54,81,17.16,40019
40,20,350,73,20.86,115,32.86,99,28.29,63,18.0,40020
40,21,597,130,21.78,204,34.17,172,28.81,91,15.24,40021
40,22,497,97,19.52,170,34.21,141,28.37,89,17.91,40022
40,23,666,144,21.62,222,33.33,188,28.23,112,16.82,40023
40,24,304,69,22.7,94,30.92,79,25.99,62,20.39,40024
40,25,578,115,19.9,213,36.85,164,28.37,86,14.88,40025
40,26,528,113,21.4,179,33.9,154,29.17,82,15.53,40026
40,27,593,120,20.24,207,34.91,163,27.49,103,17.37,40027
40,28,588,108,18.37,203,34.52,170,28.91,107,18.2,40028
40,29,506,92,18.18,155,30.63,153,30.24,106,20.95,40029
40,30,495,71,14.34,168,33.94,148,29.9,108,21.82,40030
40,31,641,136,21.22,217,33.85,181,28.24,107,16.69,40031
40,32,610,119,19.51,212,34.75,178,29.18,101,16.56,40032
40,33,652,135,20.71,230,35.28,199,30.52,88,13.5,40033
40,34,390,91,23.33,122,31.28,115,29.49,62,15.9,40034
40,35,244,66,27.05,73,29.92,62,25.41,43,17.62,40035
40,36,458,93,20.31,159,34.72,123,26.86,83,18.12,40036
40,37,468,113,24.15,147,31.41,130,27.78,78,16.67,40037
40,38,678,122,17.99,242,35.69,202,29.79,112,16.52,40038
40,39,96,26,27.08,32,33.33,20,20.83,18,18.75,40039
41,1,299,48,16.05,77,25.75,74,24.75,100,33.44,41001
41,2,363,59,16.25,89,24.52,82,22.59,133,36.64,41002
41,3,360,71,19.72,107,29.72,92,25.56,90,25.0,41003
41,4,464,56,12.07,121,26.08,106,22.84,181,39.01,41004
41,5,385,63,16.36,108,28.05,96,24.94,118,30.65,41005
41,6,501,89,17.76,146,29.14,130,25.95,136,27.15,41006
41,7,402,72,17.91,112,27.86,102,25.37,116,28.86,41007
41,8,388,52,13.4,107,27.58,108,27.84,121,31.19,41008
41,9,343,71,20.7,104,30.32,91,26.53,77,22.45,41009
41,10,529,83,15.69,123,23.25,120,22.68,203,38.37,41010
41,11,412,66,16.02,120,29.13,100,24.27,126,30.58,41011
41,12,322,68,21.12,92,28.57,80,24.84,82,25.47,41012
41,13,318,57,17.92,97,30.5,75,23.58,89,27.99,41013
41,14,446,73,16.37,135,30.27,127,28.48,111,24.89,41014
41,15,542,95,17.53,138,25.46,129,23.8,180,33.21,41015
41,16,312,60,19.23,89,28.53,74,23.72,89,28.53,41016
41,17,411,76,18.49,121,29.44,107,26.03,107,26.03,41017
41,18,313,48,15.34,83,26.52,80,25.56,102,32.59,41018
41,19,461,92,19.96,153,33.19,130,28.2,86,18.66,41019
41,20,295,61,20.68,84,28.47,67,22.71,83,28.14,41020
41,21,384,62,16.15,106,27.6,99,25.78,117,30.47,41021
41,22,479,79,16.49,137,28.6,116,24.22,147,30.69,41022
41,23,283,63,22.26,74,26.15,68,24.03,78,27.56,41023
41,24,234,51,21.79,72,30.77,52,22.22,59,25.21,41024
41,25,151,37,24.5,44,29.14,35,23.18,35,23.18,41025
41,26,420,61,14.52,125,29.76,106,25.24,128,30.48,41026
41,27,205,43,20.98,54,26.34,45,21.95,63,30.73,41027
41,28,237,63,26.58,69,29.11,58,24.47,47,19.83,41028
41,29,187,38,20.32,58,31.02,47,25.13,44,23.53,41029
41,30,353,65,18.41,112,31.73,87,24.65,89,25.21,41030
41,31,468,84,17.95,135,28.85,120,25.64,129,27.56,41031
41,32,306,61,19.93,97,31.7,72,23.53,76,24.84,41032
41,33,292,52,17.81,92,31.51,73,25.0,75,25.68,41033
41,34,350,72,20.57,96,27.43,87,24.86,95,27.14,41034
41,35,480,80,16.67,124,25.83,115,23.96,161,33.54,41035
41,36,358,79,22.07,109,30.45,91,25.42,79,22.07,41036
41,37,415,59,14.22,115,27.71,103,24.82,138,33.25,41037
41,38,330,77,23.33,96,29.09,76,23.03,81,24.55,41038
41,39,436,90,20.64,131,30.05,107,24.54,108,24.77,41039
41,40,419,52,12.41,104,24.82,88,21.0,175,41.77,41040
41,41,284,50,17.61,80,28.17,67,23.59,87,30.63,41041
41,42,353,55,15.58,100,28.33,85,24.08,113,32.01,41042
41,43,342,60,17.54,87,25.44,84,24.56,111,32.46,41043
