ward,precinct,total,Nichole C. Patton,Nichole C. Patton Percent,Kevin W. Horan,Kevin W. Horan Percent,Diann Karen Marsalek,Diann Karen Marsalek Percent,Rodrick F. Wimberly,Rodrick F. Wimberly Percent,precinct_id
27,13,96,13,13.54,33,34.38,46,47.92,4,4.17,27013
27,14,116,42,36.21,26,22.41,35,30.17,13,11.21,27014
27,15,126,49,38.89,21,16.67,29,23.02,27,21.43,27015
27,16,28,4,14.29,9,32.14,15,53.57,0,0.0,27016
27,17,53,5,9.43,20,37.74,25,47.17,3,5.66,27017
27,18,41,8,19.51,13,31.71,18,43.9,2,4.88,27018
27,19,119,40,33.61,20,16.81,46,38.66,13,10.92,27019
27,20,99,21,21.21,10,10.1,62,62.63,6,6.06,27020
27,21,92,28,30.43,10,10.87,45,48.91,9,9.78,27021
27,22,142,31,21.83,16,11.27,83,58.45,12,8.45,27022
27,23,88,35,39.77,8,9.09,36,40.91,9,10.23,27023
27,24,132,32,24.24,18,13.64,73,55.3,9,6.82,27024
27,25,43,19,44.19,6,13.95,12,27.91,6,13.95,27025
27,26,88,21,23.86,9,10.23,28,31.82,30,34.09,27026
27,27,70,22,31.43,17,24.29,27,38.57,4,5.71,27027
27,28,79,25,31.65,13,16.46,31,39.24,10,12.66,27028
27,29,45,16,35.56,6,13.33,19,42.22,4,8.89,27029
27,30,46,9,19.57,4,8.7,28,60.87,5,10.87,27030
27,31,70,23,32.86,7,10.0,34,48.57,6,8.57,27031
27,32,86,28,32.56,15,17.44,37,43.02,6,6.98,27032
27,33,48,14,29.17,10,20.83,21,43.75,3,6.25,27033
27,34,153,35,22.88,29,18.95,71,46.41,18,11.76,27034
27,35,68,14,20.59,18,26.47,34,50.0,2,2.94,27035
27,36,73,20,27.4,12,16.44,28,38.36,13,17.81,27036
27,37,136,20,14.71,17,12.5,91,66.91,8,5.88,27037
27,38,45,18,40.0,12,26.67,14,31.11,1,2.22,27038
27,39,77,14,18.18,15,19.48,47,61.04,1,1.3,27039
27,40,47,22,46.81,6,12.77,16,34.04,3,6.38,27040
27,41,46,9,19.57,13,28.26,23,50.0,1,2.17,27041
27,42,29,1,3.45,11,37.93,16,55.17,1,3.45,27042
27,43,40,6,15.0,20,50.0,12,30.0,2,5.0,27043
27,44,150,49,32.67,24,16.0,53,35.33,24,16.0,27044
27,45,20,2,10.0,7,35.0,11,55.0,0,0.0,27045
28,1,66,18,27.27,11,16.67,16,24.24,21,31.82,28001
28,2,84,27,32.14,13,15.48,17,20.24,27,32.14,28002
28,3,39,8,20.51,6,15.38,11,28.21,14,35.9,28003
28,4,81,26,32.1,15,18.52,9,11.11,31,38.27,28004
28,5,68,19,27.94,11,16.18,17,25.0,21,30.88,28005
28,6,50,18,36.0,4,8.0,12,24.0,16,32.0,28006
28,7,42,11,26.19,9,21.43,8,19.05,14,33.33,28007
28,8,64,27,42.19,7,10.94,8,12.5,22,34.38,28008
28,9,65,15,23.08,13,20.0,11,16.92,26,40.0,28009
28,10,23,8,34.78,5,21.74,4,17.39,6,26.09,28010
28,11,39,17,43.59,6,15.38,7,17.95,9,23.08,28011
28,12,33,17,51.52,5,15.15,7,21.21,4,12.12,28012
28,13,35,14,40.0,6,17.14,5,14.29,10,28.57,28013
28,14,88,40,45.45,11,12.5,17,19.32,20,22.73,28014
28,15,62,32,51.61,9,14.52,8,12.9,13,20.97,28015
28,16,49,17,34.69,9,18.37,13,26.53,10,20.41,28016
28,17,59,19,32.2,9,15.25,5,8.47,26,44.07,28017
28,18,104,42,40.38,10,9.62,26,25.0,26,25.0,28018
28,19,82,27,32.93,13,15.85,11,13.41,31,37.8,28019
28,20,101,45,44.55,20,19.8,15,14.85,21,20.79,28020
28,21,88,42,47.73,14,15.91,11,12.5,21,23.86,28021
28,22,68,27,39.71,10,14.71,8,11.76,23,33.82,28022
28,23,116,41,35.34,14,12.07,18,15.52,43,37.07,28023
28,24,36,12,33.33,7,19.44,9,25.0,8,22.22,28024
28,25,54,21,38.89,12,22.22,9,16.67,12,22.22,28025
28,26,50,10,20.0,6,12.0,4,8.0,30,60.0,28026
28,27,91,27,29.67,15,16.48,15,16.48,34,37.36,28027
28,28,53,20,37.74,11,20.75,5,9.43,17,32.08,28028
28,29,81,26,32.1,22,27.16,26,32.1,7,8.64,28029
28,30,43,13,30.23,6,13.95,8,18.6,16,37.21,28030
28,31,61,20,32.79,10,16.39,9,14.75,22,36.07,28031
28,32,60,25,41.67,12,20.0,14,23.33,9,15.0,28032
28,33,94,33,35.11,16,17.02,13,13.83,32,34.04,28033
28,34,96,23,23.96,19,19.79,38,39.58,16,16.67,28034
28,35,54,19,35.19,2,3.7,14,25.93,19,35.19,28035
28,36,108,38,35.19,20,18.52,15,13.89,35,32.41,28036
28,37,116,67,57.76,16,13.79,21,18.1,12,10.34,28037
28,38,72,30,41.67,12,16.67,12,16.67,18,25.0,28038
28,39,61,30,49.18,9,14.75,12,19.67,10,16.39,28039
28,40,106,28,26.42,19,17.92,19,17.92,40,37.74,28040
28,41,46,21,45.65,6,13.04,6,13.04,13,28.26,28041
28,42,50,23,46.0,10,20.0,8,16.0,9,18.0,28042
28,43,95,45,47.37,17,17.89,16,16.84,17,17.89,28043
28,44,93,38,40.86,9,9.68,20,21.51,26,27.96,28044
28,45,67,24,35.82,9,13.43,16,23.88,18,26.87,28045
28,46,55,16,29.09,10,18.18,13,23.64,16,29.09,28046
28,47,59,23,38.98,7,11.86,13,22.03,16,27.12,28047
28,48,58,21,36.21,10,17.24,9,15.52,18,31.03,28048
28,49,65,29,44.62,11,16.92,10,15.38,15,23.08,28049
28,50,47,18,38.3,12,25.53,6,12.77,11,23.4,28050
28,51,59,16,27.12,12,20.34,13,22.03,18,30.51,28051
28,52,50,20,40.0,9,18.0,7,14.0,14,28.0,28052
28,53,77,32,41.56,12,15.58,14,18.18,19,24.68,28053
28,54,51,20,39.22,3,5.88,8,15.69,20,39.22,28054
28,55,39,16,41.03,6,15.38,6,15.38,11,28.21,28055
29,1,171,53,30.99,13,7.6,67,39.18,38,22.22,29001
29,2,44,13,29.55,8,18.18,19,43.18,4,9.09,29002
29,3,147,53,36.05,20,13.61,31,21.09,43,29.25,29003
29,4,131,52,39.69,26,19.85,19,14.5,34,25.95,29004
29,5,96,46,47.92,18,18.75,20,20.83,12,12.5,29005
29,6,78,27,34.62,13,16.67,26,33.33,12,15.38,29006
29,7,34,14,41.18,8,23.53,6,17.65,6,17.65,29007
29,8,58,29,50.0,10,17.24,9,15.52,10,17.24,29008
29,9,41,9,21.95,7,17.07,18,43.9,7,17.07,29009
29,10,44,16,36.36,10,22.73,13,29.55,5,11.36,29010
29,11,95,42,44.21,10,10.53,15,15.79,28,29.47,29011
29,12,123,52,42.28,14,11.38,42,34.15,15,12.2,29012
29,13,65,31,47.69,9,13.85,11,16.92,14,21.54,29013
29,14,132,42,31.82,13,9.85,46,34.85,31,23.48,29014
29,15,143,51,35.66,21,14.69,43,30.07,28,19.58,29015
29,16,210,49,23.33,14,6.67,125,59.52,22,10.48,29016
29,17,105,45,42.86,8,7.62,34,32.38,18,17.14,29017
29,18,108,35,32.41,12,11.11,35,32.41,26,24.07,29018
29,19,157,45,28.66,19,12.1,20,12.74,73,46.5,29019
29,20,128,31,24.22,21,16.41,50,39.06,26,20.31,29020
29,21,75,26,34.67,17,22.67,18,24.0,14,18.67,29021
29,22,84,29,34.52,13,15.48,29,34.52,13,15.48,29022
29,23,102,30,29.41,20,19.61,41,40.2,11,10.78,29023
29,24,117,49,41.88,21,17.95,26,22.22,21,17.95,29024
29,25,110,9,8.18,10,9.09,81,73.64,10,9.09,29025
29,26,105,42,40.0,11,10.48,27,25.71,25,23.81,29026
29,27,68,28,41.18,7,10.29,9,13.24,24,35.29,29027
29,28,120,43,35.83,22,18.33,29,24.17,26,21.67,29028
29,29,163,38,23.31,24,14.72,86,52.76,15,9.2,29029
29,30,40,9,22.5,8,20.0,16,40.0,7,17.5,29030
29,31,77,24,31.17,9,11.69,14,18.18,30,38.96,29031
29,32,35,11,31.43,3,8.57,14,40.0,7,20.0,29032
29,33,103,43,41.75,19,18.45,25,24.27,16,15.53,29033
29,34,67,24,35.82,10,14.93,23,34.33,10,14.93,29034
29,35,95,33,34.74,14,14.74,33,34.74,15,15.79,29035
29,36,173,62,35.84,21,12.14,66,38.15,24,13.87,29036
29,37,95,45,47.37,9,9.47,21,22.11,20,21.05,29037
29,38,109,42,38.53,14,12.84,24,22.02,29,26.61,29038
29,39,48,13,27.08,15,31.25,16,33.33,4,8.33,29039
29,40,157,68,43.31,20,12.74,33,21.02,36,22.93,29040
29,41,122,50,40.98,17,13.93,27,22.13,28,22.95,29041
29,42,147,55,37.41,22,14.97,24,16.33,46,31.29,29042
29,43,134,55,41.04,23,17.16,26,19.4,30,22.39,29043
29,44,109,45,41.28,11,10.09,23,21.1,30,27.52,29044
29,45,81,39,48.15,12,14.81,20,24.69,10,12.35,29045
29,46,79,42,53.16,11,13.92,17,21.52,9,11.39,29046
29,47,165,66,40.0,31,18.79,27,16.36,41,24.85,29047
29,48,87,35,40.23,18,20.69,19,21.84,15,17.24,29048
30,1,71,14,19.72,19,26.76,33,46.48,5,7.04,30001
30,2,62,11,17.74,14,22.58,30,48.39,7,11.29,30002
30,3,65,9,13.85,18,27.69,35,53.85,3,4.62,30003
30,4,67,19,28.36,16,23.88,23,34.33,9,13.43,30004
30,5,44,14,31.82,14,31.82,6,13.64,10,22.73,30005
30,6,86,24,27.91,20,23.26,32,37.21,10,11.63,30006
30,7,46,11,23.91,13,28.26,16,34.78,6,13.04,30007
30,8,84,12,14.29,32,38.1,35,41.67,5,5.95,30008
30,9,136,31,22.79,26,19.12,66,48.53,13,9.56,30009
30,10,44,12,27.27,12,27.27,10,22.73,10,22.73,30010
30,11,43,21,48.84,9,20.93,10,23.26,3,6.98,30011
30,12,58,15,25.86,13,22.41,21,36.21,9,15.52,30012
30,13,107,31,28.97,21,19.63,48,44.86,7,6.54,30013
30,14,77,19,24.68,15,19.48,38,49.35,5,6.49,30014
30,15,49,7,14.29,20,40.82,20,40.82,2,4.08,30015
30,16,15,5,33.33,5,33.33,4,26.67,1,6.67,30016
30,17,26,4,15.38,5,19.23,15,57.69,2,7.69,30017
30,18,79,16,20.25,15,18.99,41,51.9,7,8.86,30018
30,19,35,9,25.71,8,22.86,16,45.71,2,5.71,30019
30,20,22,9,40.91,7,31.82,2,9.09,4,18.18,30020
30,21,37,11,29.73,11,29.73,11,29.73,4,10.81,30021
30,22,46,14,30.43,17,36.96,8,17.39,7,15.22,30022
30,23,35,20,57.14,6,17.14,8,22.86,1,2.86,30023
30,24,43,19,44.19,5,11.63,15,34.88,4,9.3,30024
30,25,26,2,7.69,9,34.62,14,53.85,1,3.85,30025
30,26,38,16,42.11,7,18.42,10,26.32,5,13.16,30026
30,27,62,27,43.55,11,17.74,18,29.03,6,9.68,30027
30,28,73,21,28.77,18,24.66,28,38.36,6,8.22,30028
30,29,15,1,6.67,4,26.67,7,46.67,3,20.0,30029
30,30,66,10,15.15,20,30.3,27,40.91,9,13.64,30030
30,31,21,9,42.86,4,19.05,4,19.05,4,19.05,30031
31,1,57,15,26.32,16,28.07,21,36.84,5,8.77,31001
31,2,66,22,33.33,17,25.76,19,28.79,8,12.12,31002
31,3,45,10,22.22,6,13.33,27,60.0,2,4.44,31003
31,4,48,11,22.92,11,22.92,25,52.08,1,2.08,31004
31,5,78,16,20.51,16,20.51,40,51.28,6,7.69,31005
31,6,48,5,10.42,11,22.92,21,43.75,11,22.92,31006
31,7,49,16,32.65,10,20.41,18,36.73,5,10.2,31007
31,8,49,15,30.61,9,18.37,24,48.98,1,2.04,31008
31,9,54,10,18.52,13,24.07,30,55.56,1,1.85,31009
31,10,48,15,31.25,10,20.83,19,39.58,4,8.33,31010
31,11,70,22,31.43,17,24.29,27,38.57,4,5.71,31011
31,12,29,6,20.69,7,24.14,14,48.28,2,6.9,31012
31,13,46,12,26.09,7,15.22,14,30.43,13,28.26,31013
31,14,41,18,43.9,7,17.07,13,31.71,3,7.32,31014
31,15,15,4,26.67,5,33.33,4,26.67,2,13.33,31015
31,16,28,9,32.14,9,32.14,10,35.71,0,0.0,31016
31,17,36,15,41.67,6,16.67,15,41.67,0,0.0,31017
31,18,36,17,47.22,4,11.11,14,38.89,1,2.78,31018
31,19,67,24,35.82,14,20.9,25,37.31,4,5.97,31019
31,20,38,17,44.74,11,28.95,7,18.42,3,7.89,31020
31,21,39,8,20.51,13,33.33,13,33.33,5,12.82,31021
31,22,35,11,31.43,8,22.86,14,40.0,2,5.71,31022
31,23,43,19,44.19,4,9.3,16,37.21,4,9.3,31023
31,24,67,19,28.36,22,32.84,21,31.34,5,7.46,31024
31,25,26,8,30.77,4,15.38,13,50.0,1,3.85,31025
31,26,37,12,32.43,10,27.03,13,35.14,2,5.41,31026
31,27,30,10,33.33,6,20.0,8,26.67,6,20.0,31027
31,28,51,12,23.53,22,43.14,15,29.41,2,3.92,31028
31,29,35,10,28.57,9,25.71,12,34.29,4,11.43,31029
31,30,72,17,23.61,11,15.28,32,44.44,12,16.67,31030
31,31,90,31,34.44,11,12.22,42,46.67,6,6.67,31031
31,32,78,24,30.77,17,21.79,23,29.49,14,17.95,31032
31,33,71,19,26.76,16,22.54,26,36.62,10,14.08,31033
31,34,25,9,36.0,3,12.0,10,40.0,3,12.0,31034
31,35,41,16,39.02,5,12.2,15,36.59,5,12.2,31035
31,36,50,16,32.0,9,18.0,19,38.0,6,12.0,31036
31,37,19,6,31.58,7,36.84,4,21.05,2,10.53,31037
31,38,42,10,23.81,15,35.71,16,38.1,1,2.38,31038
31,39,22,1,4.55,7,31.82,13,59.09,1,4.55,31039
31,40,56,13,23.21,15,26.79,23,41.07,5,8.93,31040
31,41,63,17,26.98,13,20.63,24,38.1,9,14.29,31041
31,42,53,16,30.19,15,28.3,18,33.96,4,7.55,31042
31,43,35,3,8.57,12,34.29,17,48.57,3,8.57,31043
31,44,24,2,8.33,10,41.67,6,25.0,6,25.0,31044
31,45,27,8,29.63,8,29.63,10,37.04,1,3.7,31045
31,46,58,17,29.31,10,17.24,25,43.1,6,10.34,31046
31,47,58,15,25.86,16,27.59,23,39.66,4,6.9,31047
32,1,70,7,10.0,27,38.57,33,47.14,3,4.29,32001
32,2,68,9,13.24,25,36.76,28,41.18,6,8.82,32002
32,3,44,8,18.18,19,43.18,11,25.0,6,13.64,32003
32,4,89,16,17.98,34,38.2,37,41.57,2,2.25,32004
32,5,41,6,14.63,16,39.02,17,41.46,2,4.88,32005
32,6,58,11,18.97,14,24.14,31,53.45,2,3.45,32006
32,7,38,4,10.53,11,28.95,18,47.37,5,13.16,32007
32,8,74,4,5.41,34,45.95,36,48.65,0,0.0,32008
32,9,81,6,7.41,39,48.15,33,40.74,3,3.7,32009
32,10,56,12,21.43,14,25.0,28,50.0,2,3.57,32010
32,11,51,4,7.84,23,45.1,21,41.18,3,5.88,32011
32,12,40,14,35.0,7,17.5,18,45.0,1,2.5,32012
32,13,18,1,5.56,10,55.56,7,38.89,0,0.0,32013
32,14,59,12,20.34,17,28.81,28,47.46,2,3.39,32014
32,15,24,1,4.17,9,37.5,14,58.33,0,0.0,32015
32,16,55,7,12.73,16,29.09,30,54.55,2,3.64,32016
32,17,63,6,9.52,24,38.1,30,47.62,3,4.76,32017
32,18,36,2,5.56,12,33.33,20,55.56,2,5.56,32018
32,19,50,13,26.0,14,28.0,22,44.0,1,2.0,32019
32,20,27,2,7.41,6,22.22,18,66.67,1,3.7,32020
32,21,33,4,12.12,12,36.36,17,51.52,0,0.0,32021
32,22,47,2,4.26,23,48.94,19,40.43,3,6.38,32022
32,23,55,7,12.73,14,25.45,28,50.91,6,10.91,32023
32,24,40,6,15.0,10,25.0,21,52.5,3,7.5,32024
32,25,38,7,18.42,12,31.58,17,44.74,2,5.26,32025
32,26,49,6,12.24,11,22.45,32,65.31,0,0.0,32026
32,27,42,8,19.05,15,35.71,18,42.86,1,2.38,32027
32,28,34,8,23.53,11,32.35,14,41.18,1,2.94,32028
32,29,55,9,16.36,14,25.45,29,52.73,3,5.45,32029
32,30,36,1,2.78,17,47.22,17,47.22,1,2.78,32030
32,31,77,12,15.58,34,44.16,27,35.06,4,5.19,32031
32,32,47,2,4.26,23,48.94,22,46.81,0,0.0,32032
32,33,53,9,16.98,18,33.96,21,39.62,5,9.43,32033
32,34,43,3,6.98,20,46.51,20,46.51,0,0.0,32034
32,35,57,7,12.28,26,45.61,22,38.6,2,3.51,32035
32,36,51,7,13.73,19,37.25,23,45.1,2,3.92,32036
32,37,47,10,21.28,13,27.66,23,48.94,1,2.13,32037
32,38,44,6,13.64,14,31.82,22,50.0,2,4.55,32038
32,39,60,6,10.0,23,38.33,30,50.0,1,1.67,32039
32,40,49,6,12.24,20,40.82,22,44.9,1,2.04,32040
32,41,50,9,18.0,18,36.0,21,42.0,2,4.0,32041
32,42,62,16,25.81,21,33.87,24,38.71,1,1.61,32042
32,43,51,6,11.76,25,49.02,19,37.25,1,1.96,32043
32,44,56,16,28.57,13,23.21,19,33.93,8,14.29,32044
32,45,34,3,8.82,14,41.18,15,44.12,2,5.88,32045
32,46,17,5,29.41,4,23.53,8,47.06,0,0.0,32046
32,47,58,5,8.62,26,44.83,24,41.38,3,5.17,32047
32,48,87,21,24.14,31,35.63,28,32.18,7,8.05,32048
32,49,31,2,6.45,21,67.74,6,19.35,2,6.45,32049
32,50,67,3,4.48,47,70.15,16,23.88,1,1.49,32050
32,51,57,4,7.02,29,50.88,22,38.6,2,3.51,32051
32,52,28,4,14.29,9,32.14,14,50.0,1,3.57,32052
33,1,58,8,13.79,25,43.1,23,39.66,2,3.45,33001
33,2,85,16,18.82,23,27.06,41,48.24,5,5.88,33002
33,3,58,13,22.41,17,29.31,21,36.21,7,12.07,33003
33,4,62,15,24.19,19,30.65,26,41.94,2,3.23,33004
33,5,56,15,26.79,16,28.57,23,41.07,2,3.57,33005
33,6,84,24,28.57,18,21.43,36,42.86,6,7.14,33006
33,7,135,7,5.19,63,46.67,63,46.67,2,1.48,33007
33,8,49,6,12.24,24,48.98,18,36.73,1,2.04,33008
33,9,73,22,30.14,13,17.81,37,50.68,1,1.37,33009
33,10,92,21,22.83,20,21.74,44,47.83,7,7.61,33010
33,11,72,24,33.33,23,31.94,20,27.78,5,6.94,33011
33,12,72,15,20.83,22,30.56,30,41.67,5,6.94,33012
33,13,66,19,28.79,18,27.27,21,31.82,8,12.12,33013
33,14,54,18,33.33,14,25.93,18,33.33,4,7.41,33014
33,15,67,17,25.37,20,29.85,23,34.33,7,10.45,33015
33,16,48,18,37.5,7,14.58,17,35.42,6,12.5,33016
33,17,74,14,18.92,24,32.43,32,43.24,4,5.41,33017
33,18,13,4,30.77,6,46.15,1,7.69,2,15.38,33018
33,19,68,13,19.12,19,27.94,29,42.65,7,10.29,33019
33,20,76,22,28.95,24,31.58,21,27.63,9,11.84,33020
33,21,80,21,26.25,34,42.5,25,31.25,0,0.0,33021
33,22,125,27,21.6,41,32.8,48,38.4,9,7.2,33022
33,23,74,12,16.22,23,31.08,38,51.35,1,1.35,33023
33,24,115,10,8.7,59,51.3,45,39.13,1,0.87,33024
33,25,78,21,26.92,13,16.67,37,47.44,7,8.97,33025
33,26,72,12,16.67,29,40.28,26,36.11,5,6.94,33026
33,27,61,13,21.31,19,31.15,26,42.62,3,4.92,33027
34,1,239,86,35.98,25,10.46,91,38.08,37,15.48,34001
34,2,121,45,37.19,20,16.53,42,34.71,14,11.57,34002
34,3,126,43,34.13,13,10.32,50,39.68,20,15.87,34003
34,4,146,50,34.25,19,13.01,50,34.25,27,18.49,34004
34,5,101,42,41.58,7,6.93,35,34.65,17,16.83,34005
34,6,299,102,34.11,40,13.38,116,38.8,41,13.71,34006
34,7,176,84,47.73,21,11.93,35,19.89,36,20.45,34007
34,8,212,79,37.26,20,9.43,78,36.79,35,16.51,34008
34,9,69,31,44.93,4,5.8,25,36.23,9,13.04,34009
34,10,136,55,40.44,10,7.35,56,41.18,15,11.03,34010
34,11,71,29,40.85,8,11.27,21,29.58,13,18.31,34011
34,12,152,68,44.74,18,11.84,25,16.45,41,26.97,34012
34,13,155,65,41.94,19,12.26,34,21.94,37,23.87,34013
34,14,77,42,54.55,10,12.99,15,19.48,10,12.99,34014
34,15,93,31,33.33,9,9.68,38,40.86,15,16.13,34015
34,16,66,34,51.52,9,13.64,14,21.21,9,13.64,34016
34,17,100,47,47.0,15,15.0,22,22.0,16,16.0,34017
34,18,138,36,26.09,16,11.59,67,48.55,19,13.77,34018
34,19,140,41,29.29,10,7.14,67,47.86,22,15.71,34019
34,20,198,84,42.42,12,6.06,56,28.28,46,23.23,34020
34,21,134,41,30.6,18,13.43,53,39.55,22,16.42,34021
34,22,170,74,43.53,20,11.76,48,28.24,28,16.47,34022
34,23,114,43,37.72,16,14.04,44,38.6,11,9.65,34023
34,24,127,36,28.35,10,7.87,55,43.31,26,20.47,34024
34,25,150,54,36.0,18,12.0,44,29.33,34,22.67,34025
34,26,144,60,41.67,17,11.81,37,25.69,30,20.83,34026
34,27,107,31,28.97,18,16.82,40,37.38,18,16.82,34027
34,28,85,21,24.71,9,10.59,44,51.76,11,12.94,34028
34,29,139,68,48.92,11,7.91,33,23.74,27,19.42,34029
34,30,184,84,45.65,20,10.87,38,20.65,42,22.83,34030
34,31,71,34,47.89,9,12.68,12,16.9,16,22.54,34031
34,32,289,120,41.52,32,11.07,87,30.1,50,17.3,34032
34,33,140,36,25.71,21,15.0,59,42.14,24,17.14,34033
34,34,176,52,29.55,13,7.39,70,39.77,41,23.3,34034
34,35,110,41,37.27,17,15.45,33,30.0,19,17.27,34035
34,36,157,54,34.39,14,8.92,63,40.13,26,16.56,34036
34,37,124,42,33.87,9,7.26,52,41.94,21,16.94,34037
34,38,80,32,40.0,5,6.25,34,42.5,9,11.25,34038
34,39,81,23,28.4,6,7.41,39,48.15,13,16.05,34039
34,40,136,55,40.44,10,7.35,33,24.26,38,27.94,34040
34,41,72,23,31.94,8,11.11,27,37.5,14,19.44,34041
34,42,177,56,31.64,18,10.17,70,39.55,33,18.64,34042
34,43,202,77,38.12,21,10.4,67,33.17,37,18.32,34043
34,44,145,51,35.17,14,9.66,52,35.86,28,19.31,34044
34,45,121,49,40.5,17,14.05,38,31.4,17,14.05,34045
34,46,119,55,46.22,7,5.88,29,24.37,28,23.53,34046
34,47,99,44,44.44,11,11.11,32,32.32,12,12.12,34047
34,48,175,59,33.71,11,6.29,70,40.0,35,20.0,34048
34,49,213,86,40.38,20,9.39,64,30.05,43,20.19,34049
34,50,137,50,36.5,19,13.87,45,32.85,23,16.79,34050
34,51,189,65,34.39,14,7.41,63,33.33,47,24.87,34051
34,52,87,26,29.89,9,10.34,39,44.83,13,14.94,34052
34,53,70,27,38.57,6,8.57,28,40.0,9,12.86,34053
34,54,84,27,32.14,13,15.48,37,44.05,7,8.33,34054
34,55,132,51,38.64,12,9.09,42,31.82,27,20.45,34055
35,1,62,16,25.81,17,27.42,24,38.71,5,8.06,35001
35,2,49,19,38.78,11,22.45,14,28.57,5,10.2,35002
35,3,48,10,20.83,14,29.17,19,39.58,5,10.42,35003
35,4,58,10,17.24,15,25.86,28,48.28,5,8.62,35004
35,5,53,19,35.85,9,16.98,17,32.08,8,15.09,35005
35,6,60,15,25.0,18,30.0,23,38.33,4,6.67,35006
35,7,102,17,16.67,43,42.16,39,38.24,3,2.94,35007
35,8,89,32,35.96,20,22.47,37,41.57,0,0.0,35008
35,9,54,10,18.52,20,37.04,17,31.48,7,12.96,35009
35,10,93,16,17.2,26,27.96,43,46.24,8,8.6,35010
35,11,69,18,26.09,21,30.43,22,31.88,8,11.59,35011
35,12,119,24,20.17,30,25.21,58,48.74,7,5.88,35012
35,13,11,4,36.36,2,18.18,5,45.45,0,0.0,35013
35,14,79,29,36.71,12,15.19,30,37.97,8,10.13,35014
35,15,86,19,22.09,22,25.58,38,44.19,7,8.14,35015
35,16,86,17,19.77,28,32.56,31,36.05,10,11.63,35016
35,17,73,24,32.88,18,24.66,23,31.51,8,10.96,35017
35,18,58,18,31.03,17,29.31,16,27.59,7,12.07,35018
35,19,84,19,22.62,31,36.9,29,34.52,5,5.95,35019
35,20,46,12,26.09,13,28.26,19,41.3,2,4.35,35020
35,21,76,23,30.26,20,26.32,27,35.53,6,7.89,35021
35,22,15,3,20.0,7,46.67,5,33.33,0,0.0,35022
35,23,35,9,25.71,12,34.29,12,34.29,2,5.71,35023
35,24,30,5,16.67,11,36.67,13,43.33,1,3.33,35024
35,25,106,16,15.09,34,32.08,46,43.4,10,9.43,35025
35,26,60,15,25.0,14,23.33,24,40.0,7,11.67,35026
35,27,113,20,17.7,47,41.59,40,35.4,6,5.31,35027
35,28,81,16,19.75,31,38.27,31,38.27,3,3.7,35028
35,29,102,20,19.61,27,26.47,46,45.1,9,8.82,35029
35,30,158,32,20.25,60,37.97,57,36.08,9,5.7,35030
35,31,43,12,27.91,10,23.26,15,34.88,6,13.95,35031
35,32,36,15,41.67,6,16.67,10,27.78,5,13.89,35032
35,33,46,8,17.39,14,30.43,22,47.83,2,4.35,35033
35,34,95,23,24.21,35,36.84,31,32.63,6,6.32,35034
35,35,66,16,24.24,20,30.3,25,37.88,5,7.58,35035
35,36,66,18,27.27,21,31.82,22,33.33,5,7.58,35036
36,1,64,19,29.69,14,21.88,28,43.75,3,4.69,36001
36,2,81,18,22.22,17,20.99,41,50.62,5,6.17,36002
36,3,196,53,27.04,40,20.41,87,44.39,16,8.16,36003
36,4,34,9,26.47,10,29.41,13,38.24,2,5.88,36004
36,5,120,20,16.67,31,25.83,68,56.67,1,0.83,36005
36,6,70,11,15.71,23,32.86,33,47.14,3,4.29,36006
36,7,70,12,17.14,17,24.29,36,51.43,5,7.14,36007
36,8,80,19,23.75,20,25.0,39,48.75,2,2.5,36008
36,9,129,30,23.26,29,22.48,55,42.64,15,11.63,36009
36,10,71,19,26.76,20,28.17,27,38.03,5,7.04,36010
36,11,102,20,19.61,23,22.55,56,54.9,3,2.94,36011
36,12,67,14,20.9,15,22.39,33,49.25,5,7.46,36012
36,13,141,21,14.89,30,21.28,75,53.19,15,10.64,36013
36,14,111,22,19.82,26,23.42,56,50.45,7,6.31,36014
36,15,73,21,28.77,17,23.29,34,46.58,1,1.37,36015
36,16,170,48,28.24,37,21.76,67,39.41,18,10.59,36016
36,17,53,14,26.42,11,20.75,26,49.06,2,3.77,36017
36,18,84,13,15.48,25,29.76,42,50.0,4,4.76,36018
36,19,87,24,27.59,16,18.39,43,49.43,4,4.6,36019
36,20,111,9,8.11,21,18.92,70,63.06,11,9.91,36020
36,21,124,24,19.35,32,25.81,66,53.23,2,1.61,36021
36,22,135,39,28.89,24,17.78,62,45.93,10,7.41,36022
36,23,208,65,31.25,36,17.31,92,44.23,15,7.21,36023
36,24,99,29,29.29,16,16.16,41,41.41,13,13.13,36024
36,25,126,23,18.25,40,31.75,55,43.65,8,6.35,36025
36,26,68,17,25.0,15,22.06,34,50.0,2,2.94,36026
36,27,57,14,24.56,17,29.82,21,36.84,5,8.77,36027
36,28,61,19,31.15,12,19.67,28,45.9,2,3.28,36028
36,29,79,14,17.72,18,22.78,43,54.43,4,5.06,36029
36,30,93,25,26.88,26,27.96,40,43.01,2,2.15,36030
36,31,89,11,12.36,15,16.85,60,67.42,3,3.37,36031
36,32,61,11,18.03,12,19.67,33,54.1,5,8.2,36032
36,33,91,21,23.08,21,23.08,43,47.25,6,6.59,36033
36,34,43,4,9.3,18,41.86,20,46.51,1,2.33,36034
36,35,89,15,16.85,17,19.1,51,57.3,6,6.74,36035
36,36,65,14,21.54,12,18.46,34,52.31,5,7.69,36036
