ward,precinct,total,Pamela E. Hill-Veal,Pamela E. Hill-Veal Percent,Mathias William Delort,Mathias William Delort Percent,Kay Marie Hanlon,Kay Marie Hanlon Percent,James Michael McGing,James Michael McGing Percent,Laura Marie Sullivan,Laura Marie Sullivan Percent,precinct_id
22,27,71,9,12.68,5,7.04,6,8.45,5,7.04,42,59.15,22027
22,28,50,4,8.0,4,8.0,2,4.0,4,8.0,29,58.0,22028
23,1,159,7,4.4,11,6.92,16,10.06,32,20.13,37,23.27,23001
23,2,65,5,7.69,12,18.46,5,7.69,13,20.0,22,33.85,23002
23,3,172,9,5.23,19,11.05,15,8.72,37,21.51,47,27.33,23003
23,4,134,12,8.96,4,2.99,10,7.46,38,28.36,45,33.58,23004
23,5,44,6,13.64,6,13.64,5,11.36,5,11.36,16,36.36,23005
23,6,111,8,7.21,11,9.91,10,9.01,23,20.72,35,31.53,23006
23,7,137,11,8.03,15,10.95,13,9.49,33,24.09,47,34.31,23007
23,8,111,11,9.91,19,17.12,8,7.21,28,25.23,31,27.93,23008
23,9,118,10,8.47,7,5.93,10,8.47,21,17.8,54,45.76,23009
23,10,144,9,6.25,18,12.5,11,7.64,21,14.58,65,45.14,23010
23,11,340,16,4.71,34,10.0,30,8.82,46,13.53,103,30.29,23011
23,12,152,7,4.61,23,15.13,16,10.53,21,13.82,35,23.03,23012
23,13,160,12,7.5,26,16.25,19,11.88,20,12.5,41,25.63,23013
23,14,75,6,8.0,7,9.33,5,6.67,25,33.33,17,22.67,23014
23,15,121,7,5.79,11,9.09,11,9.09,33,27.27,37,30.58,23015
23,16,162,5,3.09,7,4.32,19,11.73,31,19.14,53,32.72,23016
23,17,41,3,7.32,1,2.44,4,9.76,10,24.39,15,36.59,23017
23,18,214,8,3.74,21,9.81,17,7.94,48,22.43,71,33.18,23018
23,19,121,6,4.96,7,5.79,6,4.96,35,28.93,37,30.58,23019
23,20,134,6,4.48,10,7.46,10,7.46,34,25.37,42,31.34,23020
23,21,112,26,23.21,13,11.61,9,8.04,21,18.75,24,21.43,23021
23,22,147,11,7.48,16,10.88,12,8.16,37,25.17,49,33.33,23022
23,23,111,9,8.11,11,9.91,11,9.91,28,25.23,29,26.13,23023
23,24,45,1,2.22,8,17.78,3,6.67,4,8.89,25,55.56,23024
23,25,47,2,4.26,7,14.89,4,8.51,7,14.89,20,42.55,23025
23,26,130,8,6.15,8,6.15,12,9.23,29,22.31,40,30.77,23026
23,27,186,9,4.84,23,12.37,19,10.22,26,13.98,57,30.65,23027
23,28,117,7,5.98,11,9.4,13,11.11,27,23.08,36,30.77,23028
23,29,66,8,12.12,5,7.58,9,13.64,4,6.06,33,50.0,23029
23,30,95,7,7.37,10,10.53,4,4.21,30,31.58,27,28.42,23030
23,31,84,6,7.14,11,13.1,11,13.1,18,21.43,29,34.52,23031
23,32,95,11,11.58,18,18.95,9,9.47,21,22.11,22,23.16,23032
23,33,145,17,11.72,14,9.66,14,9.66,32,22.07,40,27.59,23033
23,34,96,6,6.25,17,17.71,5,5.21,21,21.88,29,30.21,23034
23,35,93,26,27.96,8,8.6,5,5.38,26,27.96,13,13.98,23035
23,36,136,6,4.41,8,5.88,10,7.35,37,27.21,46,33.82,23036
23,37,81,24,29.63,4,4.94,2,2.47,15,18.52,18,22.22,23037
23,38,116,8,6.9,14,12.07,13,11.21,26,22.41,28,24.14,23038
23,39,318,20,6.29,28,8.81,29,9.12,106,33.33,76,23.9,23039
23,40,106,9,8.49,14,13.21,11,10.38,28,26.42,29,27.36,23040
23,41,96,10,10.42,5,5.21,13,13.54,20,20.83,31,32.29,23041
23,42,86,2,2.33,10,11.63,8,9.3,29,33.72,23,26.74,23042
23,43,155,10,6.45,21,13.55,16,10.32,35,22.58,46,29.68,23043
23,44,117,6,5.13,13,11.11,9,7.69,50,42.74,22,18.8,23044
23,45,100,6,6.0,14,14.0,9,9.0,18,18.0,34,34.0,23045
23,46,136,13,9.56,14,10.29,8,5.88,25,18.38,49,36.03,23046
23,47,166,8,4.82,18,10.84,11,6.63,31,18.67,51,30.72,23047
23,48,68,3,4.41,12,17.65,7,10.29,20,29.41,15,22.06,23048
23,49,238,12,5.04,19,7.98,16,6.72,51,21.43,64,26.89,23049
24,1,127,74,58.27,7,5.51,11,8.66,9,7.09,12,9.45,24001
24,2,57,23,40.35,9,15.79,2,3.51,5,8.77,9,15.79,24002
24,3,67,31,46.27,11,16.42,3,4.48,1,1.49,9,13.43,24003
24,4,78,40,51.28,4,5.13,6,7.69,4,5.13,7,8.97,24004
24,5,89,34,38.2,10,11.24,11,12.36,4,4.49,9,10.11,24005
24,6,103,43,41.75,13,12.62,6,5.83,8,7.77,16,15.53,24006
24,7,74,22,29.73,3,4.05,11,14.86,9,12.16,8,10.81,24007
24,8,72,35,48.61,8,11.11,8,11.11,4,5.56,6,8.33,24008
24,9,79,37,46.84,8,10.13,7,8.86,2,2.53,11,13.92,24009
24,10,77,29,37.66,7,9.09,11,14.29,6,7.79,7,9.09,24010
24,11,123,60,48.78,12,9.76,7,5.69,8,6.5,13,10.57,24011
24,12,71,23,32.39,10,14.08,3,4.23,6,8.45,12,16.9,24012
24,13,59,24,40.68,11,18.64,5,8.47,2,3.39,7,11.86,24013
24,14,105,48,45.71,6,5.71,7,6.67,4,3.81,19,18.1,24014
24,15,71,39,54.93,6,8.45,3,4.23,2,2.82,7,9.86,24015
24,16,58,27,46.55,11,18.97,3,5.17,5,8.62,4,6.9,24016
24,17,58,24,41.38,10,17.24,2,3.45,2,3.45,7,12.07,24017
24,18,115,44,38.26,12,10.43,10,8.7,6,5.22,17,14.78,24018
24,19,153,77,50.33,15,9.8,4,2.61,9,5.88,16,10.46,24019
24,20,62,21,33.87,10,16.13,5,8.06,3,4.84,8,12.9,24020
24,21,43,20,46.51,5,11.63,4,9.3,5,11.63,2,4.65,24021
24,22,148,55,37.16,22,14.86,13,8.78,8,5.41,20,13.51,24022
24,23,119,38,31.93,18,15.13,14,11.76,10,8.4,18,15.13,24023
24,24,134,61,45.52,12,8.96,7,5.22,7,5.22,15,11.19,24024
24,25,79,36,45.57,8,10.13,8,10.13,4,5.06,11,13.92,24025
24,26,92,38,41.3,15,16.3,12,13.04,4,4.35,12,13.04,24026
24,27,134,67,50.0,14,10.45,14,10.45,5,3.73,16,11.94,24027
24,28,115,50,43.48,10,8.7,9,7.83,5,4.35,12,10.43,24028
24,29,114,50,43.86,12,10.53,12,10.53,6,5.26,20,17.54,24029
24,30,69,30,43.48,4,5.8,3,4.35,2,2.9,10,14.49,24030
24,31,84,38,45.24,12,14.29,4,4.76,4,4.76,10,11.9,24031
24,32,99,46,46.46,14,14.14,4,4.04,5,5.05,14,14.14,24032
24,33,83,16,19.28,5,6.02,9,10.84,5,6.02,42,50.6,24033
24,34,86,32,37.21,4,4.65,12,13.95,6,6.98,14,16.28,24034
24,35,131,55,41.98,14,10.69,8,6.11,9,6.87,21,16.03,24035
24,36,121,61,50.41,11,9.09,7,5.79,7,5.79,19,15.7,24036
24,37,92,37,40.22,9,9.78,5,5.43,4,4.35,21,22.83,24037
24,38,104,50,48.08,13,12.5,10,9.62,4,3.85,12,11.54,24038
24,39,81,39,48.15,9,11.11,3,3.7,5,6.17,5,6.17,24039
24,40,118,67,56.78,7,5.93,6,5.08,2,1.69,12,10.17,24040
24,41,61,29,47.54,5,8.2,8,13.11,2,3.28,6,9.84,24041
24,42,60,23,38.33,16,26.67,3,5.0,5,8.33,3,5.0,24042
24,43,106,54,50.94,7,6.6,6,5.66,4,3.77,13,12.26,24043
24,44,146,55,37.67,12,8.22,5,3.42,10,6.85,30,20.55,24044
24,45,57,26,45.61,4,7.02,7,12.28,1,1.75,9,15.79,24045
24,46,94,32,34.04,22,23.4,6,6.38,8,8.51,5,5.32,24046
24,47,79,30,37.97,12,15.19,13,16.46,2,2.53,10,12.66,24047
24,48,107,48,44.86,14,13.08,5,4.67,6,5.61,17,15.89,24048
24,49,183,86,46.99,19,10.38,10,5.46,14,7.65,23,12.57,24049
24,50,170,94,55.29,17,10.0,12,7.06,3,1.76,16,9.41,24050
25,1,78,12,15.38,10,12.82,3,3.85,7,8.97,34,43.59,25001
25,2,93,18,19.35,16,17.2,6,6.45,5,5.38,32,34.41,25002
25,3,45,18,40.0,3,6.67,7,15.56,2,4.44,8,17.78,25003
25,4,98,10,10.2,30,30.61,9,9.18,10,10.2,29,29.59,25004
25,5,86,15,17.44,12,13.95,7,8.14,9,10.47,34,39.53,25005
25,6,66,10,15.15,8,12.12,11,16.67,5,7.58,20,30.3,25006
25,7,50,7,14.0,7,14.0,6,12.0,2,4.0,20,40.0,25007
25,8,63,8,12.7,13,20.63,9,14.29,3,4.76,23,36.51,25008
25,9,94,11,11.7,7,7.45,14,14.89,8,8.51,39,41.49,25009
25,10,45,10,22.22,11,24.44,4,8.89,3,6.67,6,13.33,25010
25,11,78,9,11.54,17,21.79,10,12.82,5,6.41,28,35.9,25011
25,12,62,6,9.68,11,17.74,7,11.29,4,6.45,16,25.81,25012
25,13,71,14,19.72,8,11.27,5,7.04,6,8.45,30,42.25,25013
25,14,47,6,12.77,10,21.28,6,12.77,7,14.89,14,29.79,25014
25,15,78,10,12.82,15,19.23,8,10.26,4,5.13,33,42.31,25015
25,16,36,13,36.11,5,13.89,5,13.89,3,8.33,5,13.89,25016
25,17,133,21,15.79,12,9.02,11,8.27,12,9.02,46,34.59,25017
25,18,76,15,19.74,14,18.42,6,7.89,6,7.89,18,23.68,25018
25,19,70,5,7.14,14,20.0,9,12.86,5,7.14,22,31.43,25019
25,20,98,7,7.14,18,18.37,11,11.22,10,10.2,37,37.76,25020
25,21,85,19,22.35,26,30.59,10,11.76,7,8.24,18,21.18,25021
25,22,51,5,9.8,6,11.76,3,5.88,3,5.88,22,43.14,25022
25,23,110,12,10.91,16,14.55,7,6.36,12,10.91,44,40.0,25023
25,24,97,15,15.46,7,7.22,8,8.25,6,6.19,42,43.3,25024
25,25,66,11,16.67,23,34.85,9,13.64,7,10.61,9,13.64,25025
25,26,29,3,10.34,12,41.38,1,3.45,2,6.9,8,27.59,25026
25,27,53,10,18.87,18,33.96,3,5.66,2,3.77,12,22.64,25027
25,28,88,5,5.68,38,43.18,11,12.5,7,7.95,15,17.05,25028
25,29,144,30,20.83,38,26.39,20,13.89,13,9.03,29,20.14,25029
25,30,79,13,16.46,11,13.92,7,8.86,3,3.8,32,40.51,25030
26,1,41,2,4.88,6,14.63,7,17.07,2,4.88,16,39.02,26001
26,2,59,9,15.25,7,11.86,6,10.17,6,10.17,22,37.29,26002
26,3,40,5,12.5,0,0.0,4,10.0,3,7.5,19,47.5,26003
26,4,27,1,3.7,7,25.93,5,18.52,5,18.52,3,11.11,26004
26,5,56,5,8.93,16,28.57,8,14.29,8,14.29,12,21.43,26005
26,6,32,9,28.13,4,12.5,2,6.25,4,12.5,7,21.88,26006
26,7,42,4,9.52,9,21.43,7,16.67,13,30.95,7,16.67,26007
26,8,41,10,24.39,4,9.76,6,14.63,3,7.32,8,19.51,26008
26,9,45,5,11.11,8,17.78,7,15.56,4,8.89,11,24.44,26009
26,10,55,4,7.27,7,12.73,8,14.55,6,10.91,19,34.55,26010
26,11,32,2,6.25,8,25.0,4,12.5,2,6.25,12,37.5,26011
26,12,53,6,11.32,9,16.98,7,13.21,4,7.55,17,32.08,26012
26,13,108,8,7.41,46,42.59,16,14.81,8,7.41,21,19.44,26013
26,14,38,4,10.53,9,23.68,2,5.26,1,2.63,19,50.0,26014
26,15,30,5,16.67,5,16.67,3,10.0,5,16.67,9,30.0,26015
26,16,33,7,21.21,2,6.06,2,6.06,6,18.18,12,36.36,26016
26,17,44,4,9.09,15,34.09,8,18.18,3,6.82,9,20.45,26017
26,18,29,2,6.9,4,13.79,5,17.24,1,3.45,12,41.38,26018
26,19,109,13,11.93,30,27.52,13,11.93,14,12.84,25,22.94,26019
26,20,46,6,13.04,7,15.22,3,6.52,1,2.17,23,50.0,26020
26,21,25,4,16.0,6,24.0,3,12.0,3,12.0,4,16.0,26021
26,22,35,3,8.57,4,11.43,2,5.71,6,17.14,15,42.86,26022
26,23,34,4,11.76,12,35.29,2,5.88,2,5.88,6,17.65,26023
26,24,35,6,17.14,2,5.71,4,11.43,3,8.57,16,45.71,26024
26,25,23,3,13.04,5,21.74,3,13.04,1,4.35,6,26.09,26025
26,26,25,3,12.0,6,24.0,1,4.0,2,8.0,5,20.0,26026
26,27,53,11,20.75,8,15.09,3,5.66,4,7.55,14,26.42,26027
26,28,15,0,0.0,2,13.33,0,0.0,6,40.0,5,33.33,26028
26,29,42,8,19.05,8,19.05,2,4.76,3,7.14,16,38.1,26029
26,30,22,3,13.64,5,22.73,3,13.64,5,22.73,2,9.09,26030
26,31,39,11,28.21,3,7.69,5,12.82,4,10.26,12,30.77,26031
26,32,39,2,5.13,8,20.51,6,15.38,7,17.95,9,23.08,26032
26,33,31,5,16.13,9,29.03,3,9.68,3,9.68,6,19.35,26033
26,34,72,12,16.67,13,18.06,6,8.33,7,9.72,22,30.56,26034
26,35,38,7,18.42,3,7.89,3,7.89,7,18.42,11,28.95,26035
26,36,37,7,18.92,4,10.81,6,16.22,7,18.92,9,24.32,26036
26,37,26,3,11.54,3,11.54,4,15.38,1,3.85,11,42.31,26037
26,38,20,2,10.0,5,25.0,2,10.0,1,5.0,6,30.0,26038
26,39,14,1,7.14,2,14.29,1,7.14,0,0.0,5,35.71,26039
26,40,20,6,30.0,1,5.0,3,15.0,2,10.0,6,30.0,26040
26,41,35,10,28.57,3,8.57,4,11.43,2,5.71,10,28.57,26041
26,42,20,3,15.0,4,20.0,4,20.0,0,0.0,6,30.0,26042
26,43,32,6,18.75,3,9.38,3,9.38,3,9.38,11,34.38,26043
26,44,43,12,27.91,6,13.95,4,9.3,7,16.28,8,18.6,26044
26,45,54,14,25.93,4,7.41,7,12.96,5,9.26,17,31.48,26045
26,46,32,7,21.88,10,31.25,3,9.38,1,3.13,9,28.13,26046
26,47,19,1,5.26,0,0.0,3,15.79,2,10.53,8,42.11,26047
26,48,49,7,14.29,9,18.37,7,14.29,4,8.16,17,34.69,26048
26,49,42,3,7.14,3,7.14,6,14.29,7,16.67,12,28.57,26049
26,50,29,6,20.69,3,10.34,6,20.69,3,10.34,6,20.69,26050
26,51,52,4,7.69,6,11.54,6,11.54,7,13.46,18,34.62,26051
26,52,51,10,19.61,5,9.8,7,13.73,3,5.88,20,39.22,26052
26,53,34,6,17.65,10,29.41,5,14.71,3,8.82,5,14.71,26053
27,1,65,4,6.15,29,44.62,7,10.77,11,16.92,6,9.23,27001
27,2,70,12,17.14,12,17.14,7,10.0,5,7.14,20,28.57,27002
27,3,117,26,22.22,32,27.35,12,10.26,8,6.84,21,17.95,27003
27,4,31,5,16.13,12,38.71,2,6.45,3,9.68,3,9.68,27004
27,5,28,3,10.71,11,39.29,1,3.57,2,7.14,3,10.71,27005
27,6,37,4,10.81,29,78.38,0,0.0,0,0.0,1,2.7,27006
27,7,66,15,22.73,22,33.33,12,18.18,5,7.58,6,9.09,27007
27,8,81,22,27.16,25,30.86,1,1.23,4,4.94,13,16.05,27008
27,9,138,41,29.71,40,28.99,12,8.7,9,6.52,15,10.87,27009
27,10,185,65,35.14,54,29.19,13,7.03,9,4.86,16,8.65,27010
27,11,44,7,15.91,19,43.18,4,9.09,4,9.09,7,15.91,27011
27,12,58,7,12.07,20,34.48,4,6.9,4,6.9,13,22.41,27012
27,13,103,8,7.77,43,41.75,16,15.53,7,6.8,14,13.59,27013
27,14,126,38,30.16,32,25.4,6,4.76,8,6.35,20,15.87,27014
27,15,137,43,31.39,25,18.25,11,8.03,11,8.03,15,10.95,27015
27,16,30,2,6.67,16,53.33,3,10.0,4,13.33,1,3.33,27016
27,17,52,6,11.54,16,30.77,8,15.38,5,9.62,7,13.46,27017
27,18,47,4,8.51,19,40.43,4,8.51,3,6.38,16,34.04,27018
27,19,128,35,27.34,42,32.81,9,7.03,3,2.34,18,14.06,27019
27,20,105,16,15.24,58,55.24,5,4.76,3,2.86,11,10.48,27020
27,21,105,22,20.95,45,42.86,6,5.71,6,5.71,9,8.57,27021
27,22,163,31,19.02,80,49.08,10,6.13,7,4.29,17,10.43,27022
27,23,89,24,26.97,34,38.2,5,5.62,5,5.62,11,12.36,27023
27,24,140,23,16.43,74,52.86,6,4.29,6,4.29,16,11.43,27024
27,25,45,12,26.67,7,15.56,5,11.11,0,0.0,10,22.22,27025
27,26,101,33,32.67,23,22.77,7,6.93,7,6.93,13,12.87,27026
27,27,75,14,18.67,24,32.0,10,13.33,7,9.33,10,13.33,27027
27,28,86,18,20.93,36,41.86,10,11.63,1,1.16,14,16.28,27028
27,29,44,8,18.18,20,45.45,1,2.27,2,4.55,8,18.18,27029
27,30,44,3,6.82,22,50.0,0,0.0,2,4.55,13,29.55,27030
27,31,77,16,20.78,31,40.26,2,2.6,5,6.49,8,10.39,27031
27,32,89,26,29.21,18,20.22,11,12.36,5,5.62,19,21.35,27032
27,33,54,12,22.22,20,37.04,3,5.56,2,3.7,5,9.26,27033
27,34,171,34,19.88,75,43.86,17,9.94,7,4.09,10,5.85,27034
27,35,66,8,12.12,22,33.33,12,18.18,5,7.58,11,16.67,27035
27,36,80,19,23.75,30,37.5,4,5.0,6,7.5,11,13.75,27036
27,37,139,25,17.99,79,56.83,6,4.32,3,2.16,13,9.35,27037
27,38,48,4,8.33,9,18.75,6,12.5,3,6.25,17,35.42,27038
27,39,84,7,8.33,46,54.76,4,4.76,1,1.19,14,16.67,27039
27,40,49,20,40.82,16,32.65,2,4.08,2,4.08,4,8.16,27040
27,41,49,4,8.16,13,26.53,11,22.45,4,8.16,13,26.53,27041
27,42,29,2,6.9,19,65.52,1,3.45,2,6.9,3,10.34,27042
27,43,43,7,16.28,18,41.86,8,18.6,2,4.65,4,9.3,27043
27,44,162,45,27.78,51,31.48,16,9.88,7,4.32,18,11.11,27044
27,45,20,2,10.0,11,55.0,1,5.0,1,5.0,1,5.0,27045
28,1,71,33,46.48,12,16.9,5,7.04,6,8.45,4,5.63,28001
28,2,102,43,42.16,17,16.67,6,5.88,8,7.84,9,8.82,28002
28,3,50,22,44.0,5,10.0,5,10.0,5,10.0,5,10.0,28003
28,4,85,43,50.59,5,5.88,9,10.59,2,2.35,11,12.94,28004
28,5,70,36,51.43,9,12.86,3,4.29,2,2.86,9,12.86,28005
28,6,58,24,41.38,7,12.07,10,17.24,3,5.17,8,13.79,28006
28,7,45,17,37.78,6,13.33,3,6.67,5,11.11,7,15.56,28007
28,8,75,39,52.0,4,5.33,3,4.0,3,4.0,12,16.0,28008
28,9,72,34,47.22,10,13.89,3,4.17,1,1.39,5,6.94,28009
28,10,26,10,38.46,2,7.69,2,7.69,3,11.54,3,11.54,28010
28,11,42,18,42.86,4,9.52,3,7.14,3,7.14,4,9.52,28011
28,12,39,16,41.03,4,10.26,2,5.13,1,2.56,10,25.64,28012
28,13,42,15,35.71,7,16.67,2,4.76,4,9.52,4,9.52,28013
28,14,95,36,37.89,15,15.79,7,7.37,4,4.21,18,18.95,28014
28,15,69,38,55.07,4,5.8,9,13.04,4,5.8,4,5.8,28015
28,16,54,17,31.48,9,16.67,2,3.7,3,5.56,8,14.81,28016
28,17,71,36,50.7,6,8.45,2,2.82,5,7.04,8,11.27,28017
28,18,111,45,40.54,24,21.62,12,10.81,6,5.41,9,8.11,28018
28,19,89,39,43.82,10,11.24,11,12.36,4,4.49,9,10.11,28019
28,20,112,40,35.71,13,11.61,11,9.82,12,10.71,19,16.96,28020
28,21,99,49,49.49,5,5.05,12,12.12,4,4.04,12,12.12,28021
28,22,74,38,51.35,2,2.7,8,10.81,4,5.41,13,17.57,28022
28,23,123,60,48.78,11,8.94,7,5.69,6,4.88,17,13.82,28023
28,24,39,16,41.03,4,10.26,2,5.13,3,7.69,5,12.82,28024
28,25,62,31,50.0,8,12.9,9,14.52,1,1.61,6,9.68,28025
28,26,69,50,72.46,3,4.35,6,8.7,1,1.45,3,4.35,28026
28,27,93,41,44.09,9,9.68,2,2.15,3,3.23,10,10.75,28027
28,28,54,27,50.0,7,12.96,5,9.26,3,5.56,8,14.81,28028
28,29,90,12,13.33,4,4.44,7,7.78,5,5.56,47,52.22,28029
28,30,49,23,46.94,8,16.33,1,2.04,3,6.12,4,8.16,28030
28,31,69,40,57.97,7,10.14,7,10.14,2,2.9,6,8.7,28031
28,32,66,29,43.94,5,7.58,5,7.58,3,4.55,9,13.64,28032
28,33,101,48,47.52,8,7.92,5,4.95,5,4.95,14,13.86,28033
28,34,99,20,20.2,15,15.15,5,5.05,11,11.11,37,37.37,28034
28,35,63,33,52.38,8,12.7,4,6.35,3,4.76,5,7.94,28035
28,36,125,64,51.2,8,6.4,9,7.2,6,4.8,16,12.8,28036
28,37,127,58,45.67,11,8.66,7,5.51,5,3.94,14,11.02,28037
28,38,72,25,34.72,10,13.89,7,9.72,4,5.56,7,9.72,28038
28,39,67,28,41.79,6,8.96,8,11.94,2,2.99,7,10.45,28039
28,40,120,59,49.17,14,11.67,7,5.83,6,5.0,15,12.5,28040
28,41,50,18,36.0,5,10.0,6,12.0,2,4.0,9,18.0,28041
28,42,53,20,37.74,8,15.09,5,9.43,2,3.77,7,13.21,28042
28,43,110,47,42.73,12,10.91,6,5.45,3,2.73,18,16.36,28043
28,44,103,56,54.37,7,6.8,9,8.74,7,6.8,9,8.74,28044
28,45,74,35,47.3,6,8.11,6,8.11,4,5.41,14,18.92,28045
28,46,63,25,39.68,9,14.29,6,9.52,5,7.94,6,9.52,28046
28,47,70,27,38.57,8,11.43,7,10.0,7,10.0,7,10.0,28047
28,48,61,26,42.62,6,9.84,5,8.2,3,4.92,10,16.39,28048
28,49,73,28,38.36,11,15.07,3,4.11,3,4.11,10,13.7,28049
28,50,51,23,45.1,7,13.73,4,7.84,1,1.96,5,9.8,28050
28,51,68,23,33.82,8,11.76,8,11.76,4,5.88,5,7.35,28051
28,52,51,19,37.25,4,7.84,6,11.76,4,7.84,8,15.69,28052
28,53,86,39,45.35,11,12.79,6,6.98,6,6.98,15,17.44,28053
28,54,61,32,52.46,3,4.92,4,6.56,2,3.28,5,8.2,28054
28,55,45,16,35.56,8,17.78,3,6.67,1,2.22,12,26.67,28055
29,1,183,105,57.38,15,8.2,13,7.1,11,6.01,14,7.65,29001
29,2,43,5,11.63,5,11.63,2,4.65,5,11.63,21,48.84,29002
29,3,161,73,45.34,15,9.32,15,9.32,12,7.45,19,11.8,29003
29,4,132,61,46.21,5,3.79,11,8.33,8,6.06,22,16.67,29004
29,5,109,41,37.61,10,9.17,11,10.09,5,4.59,19,17.43,29005
29,6,83,24,28.92,5,6.02,3,3.61,14,16.87,25,30.12,29006
29,7,38,12,31.58,2,5.26,0,0.0,6,15.79,14,36.84,29007
29,8,65,21,32.31,7,10.77,7,10.77,5,7.69,14,21.54,29008
29,9,50,7,14.0,7,14.0,8,16.0,7,14.0,12,24.0,29009
29,10,50,8,16.0,9,18.0,3,6.0,5,10.0,14,28.0,29010
29,11,115,57,49.57,7,6.09,19,16.52,4,3.48,13,11.3,29011
29,12,133,67,50.38,10,7.52,8,6.02,11,8.27,17,12.78,29012
29,13,75,39,52.0,5,6.67,3,4.0,6,8.0,13,17.33,29013
29,14,141,88,62.41,3,2.13,8,5.67,5,3.55,15,10.64,29014
29,15,158,86,54.43,6,3.8,12,7.59,8,5.06,18,11.39,29015
29,16,215,162,75.35,9,4.19,11,5.12,2,0.93,11,5.12,29016
29,17,110,62,56.36,6,5.45,7,6.36,3,2.73,16,14.55,29017
29,18,123,69,56.1,12,9.76,11,8.94,7,5.69,10,8.13,29018
29,19,167,95,56.89,11,6.59,15,8.98,3,1.8,19,11.38,29019
29,20,146,73,50.0,12,8.22,10,6.85,9,6.16,21,14.38,29020
29,21,84,40,47.62,5,5.95,8,9.52,1,1.19,9,10.71,29021
29,22,100,39,39.0,14,14.0,5,5.0,7,7.0,20,20.0,29022
29,23,110,65,59.09,6,5.45,9,8.18,5,4.55,10,9.09,29023
29,24,132,62,46.97,9,6.82,10,7.58,5,3.79,16,12.12,29024
29,25,119,91,76.47,6,5.04,5,4.2,5,4.2,6,5.04,29025
29,26,106,47,44.34,9,8.49,10,9.43,3,2.83,12,11.32,29026
29,27,69,30,43.48,5,7.25,4,5.8,1,1.45,12,17.39,29027
29,28,122,47,38.52,11,9.02,9,7.38,9,7.38,16,13.11,29028
29,29,179,129,72.07,8,4.47,13,7.26,6,3.35,8,4.47,29029
29,30,43,10,23.26,4,9.3,3,6.98,6,13.95,18,41.86,29030
29,31,85,45,52.94,4,4.71,9,10.59,4,4.71,7,8.24,29031
29,32,38,6,15.79,7,18.42,5,13.16,1,2.63,14,36.84,29032
29,33,130,49,37.69,23,17.69,14,10.77,6,4.62,16,12.31,29033
29,34,76,30,39.47,5,6.58,3,3.95,4,5.26,19,25.0,29034
29,35,105,54,51.43,5,4.76,9,8.57,6,5.71,14,13.33,29035
29,36,173,106,61.27,12,6.94,6,3.47,3,1.73,17,9.83,29036
29,37,103,43,41.75,5,4.85,8,7.77,7,6.8,18,17.48,29037
29,38,121,59,48.76,11,9.09,3,2.48,7,5.79,21,17.36,29038
29,39,52,13,25.0,7,13.46,4,7.69,3,5.77,20,38.46,29039
29,40,161,78,48.45,14,8.7,16,9.94,4,2.48,17,10.56,29040
29,41,131,56,42.75,17,12.98,10,7.63,5,3.82,14,10.69,29041
29,42,155,74,47.74,14,9.03,6,3.87,10,6.45,21,13.55,29042
29,43,145,70,48.28,11,7.59,12,8.28,6,4.14,17,11.72,29043
29,44,113,63,55.75,9,7.96,10,8.85,2,1.77,10,8.85,29044
29,45,83,25,30.12,13,15.66,9,10.84,3,3.61,11,13.25,29045
29,46,87,31,35.63,6,6.9,7,8.05,9,10.34,17,19.54,29046
29,47,177,85,48.02,12,6.78,19,10.73,9,5.08,26,14.69,29047
29,48,93,35,37.63,9,9.68,11,11.83,5,5.38,12,12.9,29048
30,1,67,5,7.46,14,20.9,9,13.43,9,13.43,16,23.88,30001
30,2,68,8,11.76,9,13.24,6,8.82,11,16.18,21,30.88,30002
30,3,69,4,5.8,24,34.78,8,11.59,9,13.04,17,24.64,30003
30,4,74,10,13.51,16,21.62,7,9.46,4,5.41,23,31.08,30004
30,5,49,12,24.49,4,8.16,3,6.12,0,0.0,26,53.06,30005
30,6,90,7,7.78,13,14.44,11,12.22,8,8.89,36,40.0,30006
30,7,49,2,4.08,7,14.29,5,10.2,9,18.37,19,38.78,30007
30,8,89,9,10.11,29,32.58,8,8.99,10,11.24,24,26.97,30008
30,9,138,16,11.59,23,16.67,18,13.04,13,9.42,46,33.33,30009
30,10,46,5,10.87,4,8.7,6,13.04,5,10.87,20,43.48,30010
30,11,55,6,10.91,16,29.09,2,3.64,3,5.45,23,41.82,30011
30,12,62,3,4.84,11,17.74,5,8.06,6,9.68,25,40.32,30012
30,13,116,13,11.21,23,19.83,13,11.21,9,7.76,39,33.62,30013
30,14,86,8,9.3,20,23.26,14,16.28,13,15.12,22,25.58,30014
30,15,52,6,11.54,20,38.46,9,17.31,4,7.69,10,19.23,30015
30,16,16,4,25.0,3,18.75,2,12.5,0,0.0,2,12.5,30016
30,17,29,5,17.24,11,37.93,2,6.9,0,0.0,9,31.03,30017
30,18,87,10,11.49,18,20.69,13,14.94,8,9.2,27,31.03,30018
30,19,34,5,14.71,9,26.47,3,8.82,1,2.94,13,38.24,30019
30,20,23,2,8.7,3,13.04,3,13.04,4,17.39,8,34.78,30020
30,21,39,8,20.51,6,15.38,3,7.69,2,5.13,16,41.03,30021
30,22,51,9,17.65,5,9.8,7,13.73,2,3.92,19,37.25,30022
30,23,38,6,15.79,6,15.79,7,18.42,3,7.89,10,26.32,30023
