ward,precinct,total,Kevin Cunningham,Kevin Cunningham Percent,Erica L. Reddick,Erica L. Reddick Percent,precinct_id
42,66,46,20,43.48,26,56.52,42066
42,67,65,20,30.77,45,69.23,42067
43,1,95,32,33.68,63,66.32,43001
43,2,46,12,26.09,34,73.91,43002
43,3,76,19,25.0,57,75.0,43003
43,4,78,23,29.49,55,70.51,43004
43,5,51,16,31.37,35,68.63,43005
43,6,93,28,30.11,65,69.89,43006
43,7,84,37,44.05,47,55.95,43007
43,8,97,35,36.08,62,63.92,43008
43,9,58,19,32.76,39,67.24,43009
43,10,55,11,20.0,44,80.0,43010
43,11,49,14,28.57,35,71.43,43011
43,12,76,15,19.74,61,80.26,43012
43,13,51,22,43.14,29,56.86,43013
43,14,69,11,15.94,58,84.06,43014
43,15,57,13,22.81,44,77.19,43015
43,16,50,13,26.0,37,74.0,43016
43,17,97,16,16.49,81,83.51,43017
43,18,75,24,32.0,51,68.0,43018
43,19,77,28,36.36,49,63.64,43019
43,20,86,16,18.6,70,81.4,43020
43,21,67,14,20.9,53,79.1,43021
43,22,39,10,25.64,29,74.36,43022
43,23,59,13,22.03,46,77.97,43023
43,24,64,18,28.13,46,71.88,43024
43,25,65,20,30.77,45,69.23,43025
43,26,54,19,35.19,35,64.81,43026
43,27,48,14,29.17,34,70.83,43027
43,28,76,24,31.58,52,68.42,43028
43,29,48,12,25.0,36,75.0,43029
43,30,66,20,30.3,46,69.7,43030
43,31,37,10,27.03,27,72.97,43031
43,32,71,6,8.45,65,91.55,43032
43,33,36,11,30.56,25,69.44,43033
43,34,24,6,25.0,18,75.0,43034
43,35,72,17,23.61,55,76.39,43035
43,36,52,13,25.0,39,75.0,43036
43,37,73,31,42.47,42,57.53,43037
43,38,28,3,10.71,25,89.29,43038
43,39,90,24,26.67,66,73.33,43039
43,40,69,14,20.29,55,79.71,43040
43,41,34,10,29.41,24,70.59,43041
43,42,23,6,26.09,17,73.91,43042
43,43,41,17,41.46,24,58.54,43043
43,44,58,13,22.41,45,77.59,43044
43,45,68,21,30.88,47,69.12,43045
43,46,63,16,25.4,47,74.6,43046
43,47,105,33,31.43,72,68.57,43047
43,48,47,9,19.15,38,80.85,43048
43,49,56,13,23.21,43,76.79,43049
43,50,43,20,46.51,23,53.49,43050
43,51,97,41,42.27,56,57.73,43051
44,1,69,18,26.09,51,73.91,44001
44,2,50,17,34.0,33,66.0,44002
44,3,82,28,34.15,54,65.85,44003
44,4,91,36,39.56,55,60.44,44004
44,5,80,25,31.25,55,68.75,44005
44,6,44,12,27.27,32,72.73,44006
44,7,65,17,26.15,48,73.85,44007
44,8,58,16,27.59,42,72.41,44008
44,9,31,10,32.26,21,67.74,44009
44,10,28,4,14.29,24,85.71,44010
44,11,57,22,38.6,35,61.4,44011
44,12,96,28,29.17,68,70.83,44012
44,13,36,9,25.0,27,75.0,44013
44,14,53,18,33.96,35,66.04,44014
44,15,87,31,35.63,56,64.37,44015
44,16,48,15,31.25,33,68.75,44016
44,17,92,21,22.83,71,77.17,44017
44,18,24,8,33.33,16,66.67,44018
44,19,92,34,36.96,58,63.04,44019
44,20,48,10,20.83,38,79.17,44020
44,21,54,14,25.93,40,74.07,44021
44,22,71,15,21.13,56,78.87,44022
44,23,42,10,23.81,32,76.19,44023
44,24,115,27,23.48,88,76.52,44024
44,25,41,11,26.83,30,73.17,44025
44,26,48,9,18.75,39,81.25,44026
44,27,59,10,16.95,49,83.05,44027
44,28,30,7,23.33,23,76.67,44028
44,29,51,15,29.41,36,70.59,44029
44,30,50,14,28.0,36,72.0,44030
44,31,46,14,30.43,32,69.57,44031
44,32,36,14,38.89,22,61.11,44032
44,33,66,20,30.3,46,69.7,44033
44,34,31,11,35.48,20,64.52,44034
44,35,143,45,31.47,98,68.53,44035
44,36,43,19,44.19,24,55.81,44036
44,37,74,26,35.14,48,64.86,44037
44,38,33,10,30.3,23,69.7,44038
44,39,42,12,28.57,30,71.43,44039
44,40,51,19,37.25,32,62.75,44040
44,41,86,33,38.37,53,61.63,44041
44,42,80,30,37.5,50,62.5,44042
44,43,48,13,27.08,35,72.92,44043
44,44,77,23,29.87,54,70.13,44044
44,45,50,11,22.0,39,78.0,44045
44,46,33,11,33.33,22,66.67,44046
44,47,67,25,37.31,42,62.69,44047
45,1,99,56,56.57,43,43.43,45001
45,2,81,37,45.68,44,54.32,45002
45,3,103,58,56.31,45,43.69,45003
45,4,84,42,50.0,42,50.0,45004
45,5,82,43,52.44,39,47.56,45005
45,6,77,34,44.16,43,55.84,45006
45,7,74,37,50.0,37,50.0,45007
45,8,65,27,41.54,38,58.46,45008
45,9,85,45,52.94,40,47.06,45009
45,10,77,32,41.56,45,58.44,45010
45,11,76,31,40.79,45,59.21,45011
45,12,89,36,40.45,53,59.55,45012
45,13,104,61,58.65,43,41.35,45013
45,14,86,38,44.19,48,55.81,45014
45,15,85,45,52.94,40,47.06,45015
45,16,85,45,52.94,40,47.06,45016
45,17,58,27,46.55,31,53.45,45017
45,18,97,49,50.52,48,49.48,45018
45,19,92,38,41.3,54,58.7,45019
45,20,77,35,45.45,42,54.55,45020
45,21,85,44,51.76,41,48.24,45021
45,22,54,32,59.26,22,40.74,45022
45,23,104,63,60.58,41,39.42,45023
45,24,81,30,37.04,51,62.96,45024
45,25,87,48,55.17,39,44.83,45025
45,26,101,44,43.56,57,56.44,45026
45,27,58,29,50.0,29,50.0,45027
45,28,92,48,52.17,44,47.83,45028
45,29,82,35,42.68,47,57.32,45029
45,30,65,31,47.69,34,52.31,45030
45,31,87,45,51.72,42,48.28,45031
45,32,42,22,52.38,20,47.62,45032
45,33,71,33,46.48,38,53.52,45033
45,34,64,32,50.0,32,50.0,45034
45,35,95,56,58.95,39,41.05,45035
45,36,86,31,36.05,55,63.95,45036
45,37,94,31,32.98,63,67.02,45037
45,38,89,41,46.07,48,53.93,45038
45,39,101,47,46.53,54,53.47,45039
45,40,117,54,46.15,63,53.85,45040
45,41,59,27,45.76,32,54.24,45041
45,42,80,38,47.5,42,52.5,45042
45,43,59,22,37.29,37,62.71,45043
45,44,80,39,48.75,41,51.25,45044
45,45,76,39,51.32,37,48.68,45045
45,46,108,47,43.52,61,56.48,45046
45,47,64,31,48.44,33,51.56,45047
45,48,98,46,46.94,52,53.06,45048
45,49,91,42,46.15,49,53.85,45049
45,50,60,26,43.33,34,56.67,45050
45,51,81,49,60.49,32,39.51,45051
45,52,82,51,62.2,31,37.8,45052
45,53,53,19,35.85,34,64.15,45053
46,1,147,42,28.57,105,71.43,46001
46,2,66,15,22.73,51,77.27,46002
46,3,71,26,36.62,45,63.38,46003
46,4,56,22,39.29,34,60.71,46004
46,5,35,16,45.71,19,54.29,46005
46,6,69,34,49.28,35,50.72,46006
46,7,45,12,26.67,33,73.33,46007
46,8,68,34,50.0,34,50.0,46008
46,9,56,12,21.43,44,78.57,46009
46,10,40,13,32.5,27,67.5,46010
46,11,67,21,31.34,46,68.66,46011
46,12,68,20,29.41,48,70.59,46012
46,13,54,21,38.89,33,61.11,46013
46,14,50,10,20.0,40,80.0,46014
46,15,70,19,27.14,51,72.86,46015
46,16,60,18,30.0,42,70.0,46016
46,17,113,37,32.74,76,67.26,46017
46,18,131,42,32.06,89,67.94,46018
46,19,74,20,27.03,54,72.97,46019
46,20,66,34,51.52,32,48.48,46020
46,21,19,7,36.84,12,63.16,46021
46,22,65,30,46.15,35,53.85,46022
46,23,65,34,52.31,31,47.69,46023
46,24,33,13,39.39,20,60.61,46024
46,25,72,24,33.33,48,66.67,46025
46,26,69,26,37.68,43,62.32,46026
46,27,71,32,45.07,39,54.93,46027
46,28,76,28,36.84,48,63.16,46028
46,29,70,22,31.43,48,68.57,46029
46,30,88,35,39.77,53,60.23,46030
46,31,87,28,32.18,59,67.82,46031
46,32,69,33,47.83,36,52.17,46032
46,33,77,28,36.36,49,63.64,46033
46,34,77,38,49.35,39,50.65,46034
46,35,92,34,36.96,58,63.04,46035
46,36,78,27,34.62,51,65.38,46036
46,37,68,26,38.24,42,61.76,46037
46,38,63,36,57.14,27,42.86,46038
46,39,96,33,34.38,63,65.63,46039
46,40,52,30,57.69,22,42.31,46040
46,41,62,26,41.94,36,58.06,46041
46,42,95,43,45.26,52,54.74,46042
46,43,101,30,29.7,71,70.3,46043
46,44,61,27,44.26,34,55.74,46044
46,45,67,25,37.31,42,62.69,46045
47,1,67,15,22.39,52,77.61,47001
47,2,69,25,36.23,44,63.77,47002
47,3,120,47,39.17,73,60.83,47003
47,4,77,25,32.47,52,67.53,47004
47,5,70,19,27.14,51,72.86,47005
47,6,67,23,34.33,44,65.67,47006
47,7,67,26,38.81,41,61.19,47007
47,8,65,13,20.0,52,80.0,47008
47,9,47,24,51.06,23,48.94,47009
47,10,42,5,11.9,37,88.1,47010
47,11,110,22,20.0,88,80.0,47011
47,12,53,19,35.85,34,64.15,47012
47,13,94,31,32.98,63,67.02,47013
47,14,54,12,22.22,42,77.78,47014
47,15,80,22,27.5,58,72.5,47015
47,16,75,25,33.33,50,66.67,47016
47,17,56,18,32.14,38,67.86,47017
47,18,68,23,33.82,45,66.18,47018
47,19,115,32,27.83,83,72.17,47019
47,20,77,15,19.48,62,80.52,47020
47,21,73,20,27.4,53,72.6,47021
47,22,59,13,22.03,46,77.97,47022
47,23,38,5,13.16,33,86.84,47023
47,24,55,21,38.18,34,61.82,47024
47,25,69,19,27.54,50,72.46,47025
47,26,82,17,20.73,65,79.27,47026
47,27,40,16,40.0,24,60.0,47027
47,28,68,18,26.47,50,73.53,47028
47,29,73,22,30.14,51,69.86,47029
47,30,83,20,24.1,63,75.9,47030
47,31,72,18,25.0,54,75.0,47031
47,32,67,19,28.36,48,71.64,47032
47,33,70,20,28.57,50,71.43,47033
47,34,84,24,28.57,60,71.43,47034
47,35,71,14,19.72,57,80.28,47035
47,36,86,19,22.09,67,77.91,47036
47,37,81,22,27.16,59,72.84,47037
47,38,65,14,21.54,51,78.46,47038
47,39,66,19,28.79,47,71.21,47039
47,40,40,9,22.5,31,77.5,47040
47,41,105,32,30.48,73,69.52,47041
47,42,49,12,24.49,37,75.51,47042
47,43,87,25,28.74,62,71.26,47043
47,44,64,30,46.88,34,53.13,47044
47,45,79,18,22.78,61,77.22,47045
47,46,33,14,42.42,19,57.58,47046
47,47,39,15,38.46,24,61.54,47047
47,48,27,13,48.15,14,51.85,47048
47,49,36,10,27.78,26,72.22,47049
47,50,45,13,28.89,32,71.11,47050
48,1,74,31,41.89,43,58.11,48001
48,2,81,29,35.8,52,64.2,48002
48,3,119,44,36.97,75,63.03,48003
48,4,86,23,26.74,63,73.26,48004
48,5,106,35,33.02,71,66.98,48005
48,6,112,36,32.14,76,67.86,48006
48,7,67,17,25.37,50,74.63,48007
48,8,55,18,32.73,37,67.27,48008
48,9,94,35,37.23,59,62.77,48009
48,10,49,5,10.2,44,89.8,48010
48,11,113,22,19.47,91,80.53,48011
48,12,75,28,37.33,47,62.67,48012
48,13,80,29,36.25,51,63.75,48013
48,14,97,46,47.42,51,52.58,48014
48,15,46,13,28.26,33,71.74,48015
48,16,71,29,40.85,42,59.15,48016
48,17,86,34,39.53,52,60.47,48017
48,18,73,33,45.21,40,54.79,48018
48,19,87,19,21.84,68,78.16,48019
48,20,73,16,21.92,57,78.08,48020
48,21,111,65,58.56,46,41.44,48021
48,22,136,54,39.71,82,60.29,48022
48,23,81,35,43.21,46,56.79,48023
48,24,40,17,42.5,23,57.5,48024
48,25,93,41,44.09,52,55.91,48025
48,26,92,34,36.96,58,63.04,48026
48,27,89,41,46.07,48,53.93,48027
48,28,95,29,30.53,66,69.47,48028
48,29,130,37,28.46,93,71.54,48029
48,30,103,18,17.48,85,82.52,48030
48,31,67,28,41.79,39,58.21,48031
48,32,68,26,38.24,42,61.76,48032
48,33,94,27,28.72,67,71.28,48033
48,34,77,25,32.47,52,67.53,48034
48,35,83,31,37.35,52,62.65,48035
48,36,83,32,38.55,51,61.45,48036
48,37,53,17,32.08,36,67.92,48037
48,38,125,31,24.8,94,75.2,48038
48,39,85,36,42.35,49,57.65,48039
48,40,64,20,31.25,44,68.75,48040
48,41,45,16,35.56,29,64.44,48041
48,42,82,16,19.51,66,80.49,48042
48,43,92,21,22.83,71,77.17,48043
48,44,99,28,28.28,71,71.72,48044
48,45,65,29,44.62,36,55.38,48045
48,46,106,56,52.83,50,47.17,48046
48,47,67,30,44.78,37,55.22,48047
48,48,91,19,20.88,72,79.12,48048
48,49,22,6,27.27,16,72.73,48049
48,50,94,24,25.53,70,74.47,48050
48,51,139,38,27.34,101,72.66,48051
48,52,58,25,43.1,33,56.9,48052
49,1,85,34,40.0,51,60.0,49001
49,2,113,25,22.12,88,77.88,49002
49,3,79,13,16.46,66,83.54,49003
49,4,58,17,29.31,41,70.69,49004
49,5,111,37,33.33,74,66.67,49005
49,6,95,24,25.26,71,74.74,49006
49,7,157,40,25.48,117,74.52,49007
49,8,100,18,18.0,82,82.0,49008
49,9,83,31,37.35,52,62.65,49009
49,10,83,18,21.69,65,78.31,49010
49,11,70,22,31.43,48,68.57,49011
49,12,117,40,34.19,77,65.81,49012
49,13,137,36,26.28,101,73.72,49013
49,14,81,20,24.69,61,75.31,49014
49,15,84,29,34.52,55,65.48,49015
49,16,89,31,34.83,58,65.17,49016
49,17,15,5,33.33,10,66.67,49017
49,18,70,16,22.86,54,77.14,49018
49,19,147,56,38.1,91,61.9,49019
49,20,122,51,41.8,71,58.2,49020
49,21,80,34,42.5,46,57.5,49021
49,22,101,25,24.75,76,75.25,49022
49,23,76,21,27.63,55,72.37,49023
49,24,167,61,36.53,106,63.47,49024
49,25,103,33,32.04,70,67.96,49025
49,26,100,42,42.0,58,58.0,49026
49,27,106,42,39.62,64,60.38,49027
49,28,64,17,26.56,47,73.44,49028
49,29,95,29,30.53,66,69.47,49029
49,30,104,45,43.27,59,56.73,49030
49,31,92,30,32.61,62,67.39,49031
49,32,90,29,32.22,61,67.78,49032
49,33,81,26,32.1,55,67.9,49033
49,34,105,39,37.14,66,62.86,49034
49,35,107,26,24.3,81,75.7,49035
49,36,121,27,22.31,94,77.69,49036
49,37,123,53,43.09,70,56.91,49037
49,38,73,20,27.4,53,72.6,49038
50,1,73,26,35.62,47,64.38,50001
50,2,78,32,41.03,46,58.97,50002
50,3,64,15,23.44,49,76.56,50003
50,4,65,23,35.38,42,64.62,50004
50,5,42,8,19.05,34,80.95,50005
50,6,63,28,44.44,35,55.56,50006
50,7,98,36,36.73,62,63.27,50007
50,8,30,10,33.33,20,66.67,50008
50,9,64,22,34.38,42,65.63,50009
50,10,32,13,40.63,19,59.38,50010
50,11,41,10,24.39,31,75.61,50011
50,12,53,18,33.96,35,66.04,50012
50,13,65,30,46.15,35,53.85,50013
50,14,35,14,40.0,21,60.0,50014
50,15,97,26,26.8,71,73.2,50015
50,16,38,11,28.95,27,71.05,50016
50,17,29,11,37.93,18,62.07,50017
50,18,59,17,28.81,42,71.19,50018
50,19,46,15,32.61,31,67.39,50019
50,20,73,21,28.77,52,71.23,50020
50,21,54,22,40.74,32,59.26,50021
50,22,41,15,36.59,26,63.41,50022
50,23,38,13,34.21,25,65.79,50023
50,24,50,26,52.0,24,48.0,50024
50,25,33,12,36.36,21,63.64,50025
50,26,33,12,36.36,21,63.64,50026
50,27,31,12,38.71,19,61.29,50027
50,28,67,32,47.76,35,52.24,50028
50,29,47,21,44.68,26,55.32,50029
50,30,52,12,23.08,40,76.92,50030
50,31,19,10,52.63,9,47.37,50031
50,32,60,23,38.33,37,61.67,50032
50,33,32,11,34.38,21,65.63,50033
50,34,55,27,49.09,28,50.91,50034
50,35,100,28,28.0,72,72.0,50035
50,36,56,19,33.93,37,66.07,50036
50,37,72,26,36.11,46,63.89,50037
50,38,69,20,28.99,49,71.01,50038
50,39,38,12,31.58,26,68.42,50039
50,40,37,11,29.73,26,70.27,50040
50,41,61,11,18.03,50,81.97,50041
50,42,69,22,31.88,47,68.12,50042
50,43,48,19,39.58,29,60.42,50043
50,44,26,10,38.46,16,61.54,50044
50,45,19,7,36.84,12,63.16,50045
