ward,precinct,total,Michael A. Forti,Michael A. Forti Percent,Jessica A. O'Brien,Jessica A. O'Brien Percent,James A. Wright,James A. Wright Percent,precinct_id
33,20,78,20,25.64,46,58.97,12,15.38,33020
33,21,81,22,27.16,55,67.9,4,4.94,33021
33,22,134,66,49.25,60,44.78,8,5.97,33022
33,23,73,27,36.99,41,56.16,5,6.85,33023
33,24,119,51,42.86,60,50.42,8,6.72,33024
33,25,83,34,40.96,42,50.6,7,8.43,33025
33,26,78,27,34.62,44,56.41,7,8.97,33026
33,27,59,21,35.59,30,50.85,8,13.56,33027
34,1,240,35,14.58,113,47.08,92,38.33,34001
34,2,121,18,14.88,52,42.98,51,42.15,34002
34,3,126,20,15.87,59,46.83,47,37.3,34003
34,4,147,21,14.29,66,44.9,60,40.82,34004
34,5,102,19,18.63,43,42.16,40,39.22,34005
34,6,295,40,13.56,137,46.44,118,40.0,34006
34,7,178,22,12.36,63,35.39,93,52.25,34007
34,8,212,31,14.62,94,44.34,87,41.04,34008
34,9,71,8,11.27,34,47.89,29,40.85,34009
34,10,141,21,14.89,65,46.1,55,39.01,34010
34,11,70,9,12.86,28,40.0,33,47.14,34011
34,12,151,24,15.89,55,36.42,72,47.68,34012
34,13,159,26,16.35,49,30.82,84,52.83,34013
34,14,77,14,18.18,28,36.36,35,45.45,34014
34,15,94,15,15.96,52,55.32,27,28.72,34015
34,16,65,12,18.46,27,41.54,26,40.0,34016
34,17,106,14,13.21,46,43.4,46,43.4,34017
34,18,140,17,12.14,90,64.29,33,23.57,34018
34,19,140,12,8.57,69,49.29,59,42.14,34019
34,20,205,24,11.71,83,40.49,98,47.8,34020
34,21,135,15,11.11,63,46.67,57,42.22,34021
34,22,169,26,15.38,59,34.91,84,49.7,34022
34,23,113,25,22.12,50,44.25,38,33.63,34023
34,24,131,19,14.5,59,45.04,53,40.46,34024
34,25,160,26,16.25,63,39.38,71,44.38,34025
34,26,143,30,20.98,46,32.17,67,46.85,34026
34,27,107,19,17.76,43,40.19,45,42.06,34027
34,28,85,6,7.06,58,68.24,21,24.71,34028
34,29,133,20,15.04,42,31.58,71,53.38,34029
34,30,186,17,9.14,49,26.34,120,64.52,34030
34,31,66,13,19.7,21,31.82,32,48.48,34031
34,32,294,32,10.88,135,45.92,127,43.2,34032
34,33,145,15,10.34,70,48.28,60,41.38,34033
34,34,176,20,11.36,80,45.45,76,43.18,34034
34,35,113,14,12.39,51,45.13,48,42.48,34035
34,36,155,20,12.9,78,50.32,57,36.77,34036
34,37,126,12,9.52,65,51.59,49,38.89,34037
34,38,82,12,14.63,50,60.98,20,24.39,34038
34,39,86,7,8.14,50,58.14,29,33.72,34039
34,40,133,19,14.29,44,33.08,70,52.63,34040
34,41,72,6,8.33,35,48.61,31,43.06,34041
34,42,180,19,10.56,83,46.11,78,43.33,34042
34,43,203,29,14.29,84,41.38,90,44.33,34043
34,44,144,16,11.11,62,43.06,66,45.83,34044
34,45,119,20,16.81,51,42.86,48,40.34,34045
34,46,120,23,19.17,43,35.83,54,45.0,34046
34,47,100,13,13.0,49,49.0,38,38.0,34047
34,48,177,16,9.04,71,40.11,90,50.85,34048
34,49,214,28,13.08,95,44.39,91,42.52,34049
34,50,138,15,10.87,63,45.65,60,43.48,34050
34,51,192,23,11.98,68,35.42,101,52.6,34051
34,52,86,13,15.12,48,55.81,25,29.07,34052
34,53,71,11,15.49,30,42.25,30,42.25,34053
34,54,84,10,11.9,48,57.14,26,30.95,34054
34,55,136,17,12.5,63,46.32,56,41.18,34055
35,1,61,20,32.79,34,55.74,7,11.48,35001
35,2,50,9,18.0,35,70.0,6,12.0,35002
35,3,47,15,31.91,24,51.06,8,17.02,35003
35,4,60,18,30.0,37,61.67,5,8.33,35004
35,5,52,14,26.92,34,65.38,4,7.69,35005
35,6,59,14,23.73,41,69.49,4,6.78,35006
35,7,101,26,25.74,68,67.33,7,6.93,35007
35,8,94,25,26.6,61,64.89,8,8.51,35008
35,9,53,12,22.64,35,66.04,6,11.32,35009
35,10,92,25,27.17,63,68.48,4,4.35,35010
35,11,71,15,21.13,46,64.79,10,14.08,35011
35,12,115,47,40.87,58,50.43,10,8.7,35012
35,13,10,3,30.0,7,70.0,0,0.0,35013
35,14,80,15,18.75,52,65.0,13,16.25,35014
35,15,88,20,22.73,55,62.5,13,14.77,35015
35,16,82,16,19.51,60,73.17,6,7.32,35016
35,17,78,17,21.79,51,65.38,10,12.82,35017
35,18,59,13,22.03,38,64.41,8,13.56,35018
35,19,78,18,23.08,45,57.69,15,19.23,35019
35,20,47,17,36.17,20,42.55,10,21.28,35020
35,21,75,17,22.67,51,68.0,7,9.33,35021
35,22,14,5,35.71,8,57.14,1,7.14,35022
35,23,35,5,14.29,27,77.14,3,8.57,35023
35,24,26,4,15.38,17,65.38,5,19.23,35024
35,25,103,32,31.07,61,59.22,10,9.71,35025
35,26,59,15,25.42,39,66.1,5,8.47,35026
35,27,118,38,32.2,62,52.54,18,15.25,35027
35,28,87,32,36.78,50,57.47,5,5.75,35028
35,29,102,34,33.33,57,55.88,11,10.78,35029
35,30,156,46,29.49,96,61.54,14,8.97,35030
35,31,44,16,36.36,20,45.45,8,18.18,35031
35,32,37,10,27.03,16,43.24,11,29.73,35032
35,33,46,15,32.61,23,50.0,8,17.39,35033
35,34,97,25,25.77,64,65.98,8,8.25,35034
35,35,67,11,16.42,41,61.19,15,22.39,35035
35,36,68,17,25.0,45,66.18,6,8.82,35036
36,1,67,27,40.3,33,49.25,7,10.45,36001
36,2,84,34,40.48,33,39.29,17,20.24,36002
36,3,194,75,38.66,73,37.63,46,23.71,36003
36,4,34,8,23.53,22,64.71,4,11.76,36004
36,5,140,77,55.0,47,33.57,16,11.43,36005
36,6,70,39,55.71,23,32.86,8,11.43,36006
36,7,68,29,42.65,31,45.59,8,11.76,36007
36,8,83,36,43.37,35,42.17,12,14.46,36008
36,9,130,58,44.62,60,46.15,12,9.23,36009
36,10,77,25,32.47,45,58.44,7,9.09,36010
36,11,106,49,46.23,45,42.45,12,11.32,36011
36,12,71,30,42.25,36,50.7,5,7.04,36012
36,13,143,63,44.06,67,46.85,13,9.09,36013
36,14,113,45,39.82,56,49.56,12,10.62,36014
36,15,81,38,46.91,36,44.44,7,8.64,36015
36,16,182,80,43.96,66,36.26,36,19.78,36016
36,17,50,16,32.0,24,48.0,10,20.0,36017
36,18,96,57,59.38,30,31.25,9,9.38,36018
36,19,94,44,46.81,38,40.43,12,12.77,36019
36,20,114,58,50.88,44,38.6,12,10.53,36020
36,21,138,67,48.55,57,41.3,14,10.14,36021
36,22,141,61,43.26,58,41.13,22,15.6,36022
36,23,211,94,44.55,71,33.65,46,21.8,36023
36,24,101,40,39.6,27,26.73,34,33.66,36024
36,25,135,58,42.96,67,49.63,10,7.41,36025
36,26,69,24,34.78,38,55.07,7,10.14,36026
36,27,58,19,32.76,31,53.45,8,13.79,36027
36,28,59,22,37.29,28,47.46,9,15.25,36028
36,29,75,32,42.67,37,49.33,6,8.0,36029
36,30,95,28,29.47,57,60.0,10,10.53,36030
36,31,91,49,53.85,41,45.05,1,1.1,36031
36,32,63,32,50.79,26,41.27,5,7.94,36032
36,33,94,42,44.68,42,44.68,10,10.64,36033
36,34,44,26,59.09,14,31.82,4,9.09,36034
36,35,89,36,40.45,43,48.31,10,11.24,36035
36,36,65,21,32.31,38,58.46,6,9.23,36036
36,37,77,30,38.96,37,48.05,10,12.99,36037
36,38,41,12,29.27,25,60.98,4,9.76,36038
36,39,66,26,39.39,37,56.06,3,4.55,36039
36,40,81,40,49.38,34,41.98,7,8.64,36040
36,41,59,26,44.07,28,47.46,5,8.47,36041
36,42,57,23,40.35,27,47.37,7,12.28,36042
36,43,75,30,40.0,37,49.33,8,10.67,36043
36,44,126,48,38.1,54,42.86,24,19.05,36044
36,45,126,55,43.65,44,34.92,27,21.43,36045
36,46,76,33,43.42,35,46.05,8,10.53,36046
36,47,174,70,40.23,77,44.25,27,15.52,36047
36,48,67,21,31.34,35,52.24,11,16.42,36048
36,49,121,54,44.63,54,44.63,13,10.74,36049
36,50,84,42,50.0,32,38.1,10,11.9,36050
36,51,95,48,50.53,36,37.89,11,11.58,36051
37,1,29,6,20.69,14,48.28,9,31.03,37001
37,2,81,14,17.28,39,48.15,28,34.57,37002
37,3,43,6,13.95,14,32.56,23,53.49,37003
37,4,87,14,16.09,20,22.99,53,60.92,37004
37,5,119,22,18.49,34,28.57,63,52.94,37005
37,6,128,13,10.16,27,21.09,88,68.75,37006
37,7,115,13,11.3,30,26.09,72,62.61,37007
37,8,43,2,4.65,13,30.23,28,65.12,37008
37,9,83,13,15.66,31,37.35,39,46.99,37009
37,10,121,48,39.67,19,15.7,54,44.63,37010
37,11,18,1,5.56,11,61.11,6,33.33,37011
37,12,58,8,13.79,19,32.76,31,53.45,37012
37,13,88,13,14.77,25,28.41,50,56.82,37013
37,14,139,40,28.78,45,32.37,54,38.85,37014
37,15,93,11,11.83,29,31.18,53,56.99,37015
37,16,94,14,14.89,31,32.98,49,52.13,37016
37,17,74,16,21.62,29,39.19,29,39.19,37017
37,18,128,20,15.63,45,35.16,63,49.22,37018
37,19,41,8,19.51,23,56.1,10,24.39,37019
37,20,83,19,22.89,22,26.51,42,50.6,37020
37,21,102,8,7.84,32,31.37,62,60.78,37021
37,22,77,39,50.65,7,9.09,31,40.26,37022
37,23,82,19,23.17,27,32.93,36,43.9,37023
37,24,64,14,21.88,21,32.81,29,45.31,37024
37,25,100,9,9.0,27,27.0,64,64.0,37025
37,26,111,23,20.72,39,35.14,49,44.14,37026
37,27,111,26,23.42,38,34.23,47,42.34,37027
37,28,99,14,14.14,27,27.27,58,58.59,37028
37,29,84,19,22.62,26,30.95,39,46.43,37029
37,30,59,13,22.03,19,32.2,27,45.76,37030
37,31,102,18,17.65,30,29.41,54,52.94,37031
37,32,92,10,10.87,18,19.57,64,69.57,37032
37,33,57,9,15.79,21,36.84,27,47.37,37033
37,34,91,16,17.58,28,30.77,47,51.65,37034
37,35,114,17,14.91,42,36.84,55,48.25,37035
37,36,81,6,7.41,28,34.57,47,58.02,37036
37,37,90,13,14.44,40,44.44,37,41.11,37037
37,38,90,16,17.78,30,33.33,44,48.89,37038
37,39,52,6,11.54,33,63.46,13,25.0,37039
37,40,90,9,10.0,20,22.22,61,67.78,37040
37,41,103,14,13.59,32,31.07,57,55.34,37041
37,42,39,4,10.26,19,48.72,16,41.03,37042
37,43,86,11,12.79,30,34.88,45,52.33,37043
38,1,68,19,27.94,41,60.29,8,11.76,38001
38,2,86,33,38.37,43,50.0,10,11.63,38002
38,3,38,14,36.84,19,50.0,5,13.16,38003
38,4,100,31,31.0,61,61.0,8,8.0,38004
38,5,79,23,29.11,48,60.76,8,10.13,38005
38,6,85,28,32.94,49,57.65,8,9.41,38006
38,7,53,20,37.74,30,56.6,3,5.66,38007
38,8,28,9,32.14,14,50.0,5,17.86,38008
38,9,65,22,33.85,37,56.92,6,9.23,38009
38,10,72,26,36.11,41,56.94,5,6.94,38010
38,11,114,46,40.35,54,47.37,14,12.28,38011
38,12,56,23,41.07,27,48.21,6,10.71,38012
38,13,122,49,40.16,53,43.44,20,16.39,38013
38,14,60,20,33.33,33,55.0,7,11.67,38014
38,15,73,23,31.51,38,52.05,12,16.44,38015
38,16,91,26,28.57,53,58.24,12,13.19,38016
38,17,72,27,37.5,37,51.39,8,11.11,38017
38,18,68,31,45.59,32,47.06,5,7.35,38018
38,19,84,39,46.43,39,46.43,6,7.14,38019
38,20,89,38,42.7,41,46.07,10,11.24,38020
38,21,48,16,33.33,28,58.33,4,8.33,38021
38,22,68,17,25.0,40,58.82,11,16.18,38022
38,23,137,44,32.12,81,59.12,12,8.76,38023
38,24,117,32,27.35,71,60.68,14,11.97,38024
38,25,47,17,36.17,23,48.94,7,14.89,38025
38,26,53,11,20.75,36,67.92,6,11.32,38026
38,27,70,19,27.14,42,60.0,9,12.86,38027
38,28,90,31,34.44,51,56.67,8,8.89,38028
38,29,74,16,21.62,46,62.16,12,16.22,38029
38,30,57,22,38.6,24,42.11,11,19.3,38030
38,31,96,32,33.33,49,51.04,15,15.63,38031
38,32,79,25,31.65,48,60.76,6,7.59,38032
38,33,56,22,39.29,25,44.64,9,16.07,38033
38,34,96,34,35.42,51,53.13,11,11.46,38034
38,35,106,36,33.96,57,53.77,13,12.26,38035
38,36,74,11,14.86,57,77.03,6,8.11,38036
38,37,83,25,30.12,42,50.6,16,19.28,38037
38,38,59,18,30.51,37,62.71,4,6.78,38038
38,39,77,23,29.87,47,61.04,7,9.09,38039
38,40,47,17,36.17,27,57.45,3,6.38,38040
38,41,106,52,49.06,46,43.4,8,7.55,38041
38,42,67,27,40.3,35,52.24,5,7.46,38042
38,43,52,23,44.23,26,50.0,3,5.77,38043
38,44,53,12,22.64,34,64.15,7,13.21,38044
38,45,67,18,26.87,37,55.22,12,17.91,38045
39,1,60,12,20.0,41,68.33,7,11.67,39001
39,2,102,33,32.35,57,55.88,12,11.76,39002
39,3,68,26,38.24,38,55.88,4,5.88,39003
39,4,49,21,42.86,22,44.9,6,12.24,39004
39,5,45,11,24.44,31,68.89,3,6.67,39005
39,6,46,6,13.04,37,80.43,3,6.52,39006
39,7,56,31,55.36,23,41.07,2,3.57,39007
39,8,87,47,54.02,33,37.93,7,8.05,39008
39,9,76,45,59.21,27,35.53,4,5.26,39009
39,10,54,18,33.33,28,51.85,8,14.81,39010
39,11,78,46,58.97,25,32.05,7,8.97,39011
39,12,81,20,24.69,50,61.73,11,13.58,39012
39,13,28,7,25.0,19,67.86,2,7.14,39013
39,14,64,21,32.81,37,57.81,6,9.38,39014
39,15,49,28,57.14,16,32.65,5,10.2,39015
39,16,45,16,35.56,19,42.22,10,22.22,39016
39,17,67,23,34.33,38,56.72,6,8.96,39017
39,18,67,30,44.78,31,46.27,6,8.96,39018
39,19,38,23,60.53,13,34.21,2,5.26,39019
39,20,57,22,38.6,31,54.39,4,7.02,39020
39,21,47,26,55.32,16,34.04,5,10.64,39021
39,22,50,21,42.0,23,46.0,6,12.0,39022
39,23,51,21,41.18,27,52.94,3,5.88,39023
39,24,50,11,22.0,32,64.0,7,14.0,39024
39,25,71,17,23.94,42,59.15,12,16.9,39025
39,26,54,25,46.3,25,46.3,4,7.41,39026
39,27,59,24,40.68,32,54.24,3,5.08,39027
39,28,121,44,36.36,59,48.76,18,14.88,39028
39,29,36,12,33.33,22,61.11,2,5.56,39029
39,30,50,13,26.0,32,64.0,5,10.0,39030
39,31,44,12,27.27,29,65.91,3,6.82,39031
39,32,42,23,54.76,14,33.33,5,11.9,39032
39,33,52,10,19.23,36,69.23,6,11.54,39033
39,34,77,28,36.36,34,44.16,15,19.48,39034
39,35,60,23,38.33,32,53.33,5,8.33,39035
39,36,75,31,41.33,36,48.0,8,10.67,39036
39,37,112,47,41.96,58,51.79,7,6.25,39037
39,38,74,35,47.3,35,47.3,4,5.41,39038
39,39,22,4,18.18,16,72.73,2,9.09,39039
39,40,40,22,55.0,18,45.0,0,0.0,39040
39,41,42,16,38.1,23,54.76,3,7.14,39041
39,42,37,21,56.76,15,40.54,1,2.7,39042
39,43,53,13,24.53,33,62.26,7,13.21,39043
40,1,52,19,36.54,23,44.23,10,19.23,40001
40,2,33,13,39.39,18,54.55,2,6.06,40002
40,3,65,26,40.0,36,55.38,3,4.62,40003
40,4,84,43,51.19,37,44.05,4,4.76,40004
40,5,102,48,47.06,45,44.12,9,8.82,40005
40,6,46,23,50.0,21,45.65,2,4.35,40006
40,7,71,23,32.39,44,61.97,4,5.63,40007
40,8,13,5,38.46,6,46.15,2,15.38,40008
40,9,71,22,30.99,35,49.3,14,19.72,40009
40,10,85,51,60.0,31,36.47,3,3.53,40010
40,11,60,29,48.33,27,45.0,4,6.67,40011
40,12,74,39,52.7,31,41.89,4,5.41,40012
40,13,167,73,43.71,82,49.1,12,7.19,40013
40,14,62,19,30.65,34,54.84,9,14.52,40014
40,15,57,29,50.88,24,42.11,4,7.02,40015
40,16,92,27,29.35,45,48.91,20,21.74,40016
40,17,64,25,39.06,35,54.69,4,6.25,40017
40,18,57,24,42.11,27,47.37,6,10.53,40018
40,19,79,37,46.84,34,43.04,8,10.13,40019
40,20,38,11,28.95,19,50.0,8,21.05,40020
40,21,52,15,28.85,33,63.46,4,7.69,40021
40,22,23,10,43.48,11,47.83,2,8.7,40022
40,23,60,20,33.33,35,58.33,5,8.33,40023
40,24,24,11,45.83,10,41.67,3,12.5,40024
40,25,30,11,36.67,11,36.67,8,26.67,40025
40,26,85,38,44.71,39,45.88,8,9.41,40026
40,27,47,22,46.81,21,44.68,4,8.51,40027
40,28,95,40,42.11,45,47.37,10,10.53,40028
40,29,72,29,40.28,40,55.56,3,4.17,40029
40,30,120,76,63.33,40,33.33,4,3.33,40030
40,31,54,21,38.89,28,51.85,5,9.26,40031
40,32,93,29,31.18,54,58.06,10,10.75,40032
40,33,64,16,25.0,46,71.88,2,3.13,40033
40,34,27,13,48.15,9,33.33,5,18.52,40034
40,35,66,23,34.85,37,56.06,6,9.09,40035
40,36,72,23,31.94,36,50.0,13,18.06,40036
40,37,56,23,41.07,26,46.43,7,12.5,40037
40,38,37,14,37.84,21,56.76,2,5.41,40038
40,39,40,10,25.0,22,55.0,8,20.0,40039
40,40,35,23,65.71,9,25.71,3,8.57,40040
40,41,147,63,42.86,76,51.7,8,5.44,40041
41,1,71,30,42.25,30,42.25,11,15.49,41001
41,2,111,52,46.85,46,41.44,13,11.71,41002
41,3,63,23,36.51,36,57.14,4,6.35,41003
41,4,81,37,45.68,39,48.15,5,6.17,41004
41,5,93,36,38.71,48,51.61,9,9.68,41005
41,6,71,18,25.35,50,70.42,3,4.23,41006
41,7,80,28,35.0,42,52.5,10,12.5,41007
41,8,54,17,31.48,31,57.41,6,11.11,41008
41,9,64,19,29.69,35,54.69,10,15.63,41009
41,10,72,32,44.44,34,47.22,6,8.33,41010
41,11,77,41,53.25,28,36.36,8,10.39,41011
41,12,73,31,42.47,29,39.73,13,17.81,41012
41,13,41,18,43.9,17,41.46,6,14.63,41013
41,14,109,40,36.7,66,60.55,3,2.75,41014
41,15,72,34,47.22,32,44.44,6,8.33,41015
41,16,74,28,37.84,36,48.65,10,13.51,41016
41,17,85,27,31.76,47,55.29,11,12.94,41017
41,18,73,20,27.4,44,60.27,9,12.33,41018
41,19,92,30,32.61,53,57.61,9,9.78,41019
41,20,97,14,14.43,73,75.26,10,10.31,41020
41,21,86,27,31.4,46,53.49,13,15.12,41021
41,22,65,19,29.23,44,67.69,2,3.08,41022
41,23,66,30,45.45,31,46.97,5,7.58,41023
41,24,74,33,44.59,34,45.95,7,9.46,41024
41,25,23,3,13.04,16,69.57,4,17.39,41025
41,26,27,15,55.56,9,33.33,3,11.11,41026
41,27,15,4,26.67,7,46.67,4,26.67,41027
41,28,51,16,31.37,28,54.9,7,13.73,41028
41,29,23,10,43.48,12,52.17,1,4.35,41029
41,30,73,25,34.25,42,57.53,6,8.22,41030
41,31,87,35,40.23,44,50.57,8,9.2,41031
41,32,39,16,41.03,22,56.41,1,2.56,41032
41,33,47,21,44.68,21,44.68,5,10.64,41033
41,34,59,14,23.73,44,74.58,1,1.69,41034
41,35,75,30,40.0,35,46.67,10,13.33,41035
41,36,79,36,45.57,38,48.1,5,6.33,41036
41,37,81,27,33.33,46,56.79,8,9.88,41037
41,38,85,33,38.82,39,45.88,13,15.29,41038
41,39,41,14,34.15,22,53.66,5,12.2,41039
41,40,72,19,26.39,45,62.5,8,11.11,41040
41,41,66,18,27.27,41,62.12,7,10.61,41041
41,42,107,40,37.38,56,52.34,11,10.28,41042
41,43,61,28,45.9,27,44.26,6,9.84,41043
41,44,77,30,38.96,42,54.55,5,6.49,41044
41,45,60,19,31.67,30,50.0,11,18.33,41045
41,46,62,21,33.87,37,59.68,4,6.45,41046
41,47,66,23,34.85,35,53.03,8,12.12,41047
41,48,39,10,25.64,22,56.41,7,17.95,41048
41,49,100,40,40.0,52,52.0,8,8.0,41049
41,50,75,18,24.0,49,65.33,8,10.67,41050
41,51,50,23,46.0,24,48.0,3,6.0,41051
41,52,126,61,48.41,55,43.65,10,7.94,41052
41,53,72,23,31.94,43,59.72,6,8.33,41053
41,54,66,24,36.36,36,54.55,6,9.09,41054
41,55,37,9,24.32,22,59.46,6,16.22,41055
41,56,92,28,30.43,58,63.04,6,6.52,41056
41,57,63,28,44.44,30,47.62,5,7.94,41057
42,1,84,35,41.67,43,51.19,6,7.14,42001
42,2,49,15,30.61,23,46.94,11,22.45,42002
42,3,50,12,24.0,28,56.0,10,20.0,42003
42,4,71,32,45.07,31,43.66,8,11.27,42004
42,5,61,25,40.98,31,50.82,5,8.2,42005
42,6,157,41,26.11,96,61.15,20,12.74,42006
42,7,59,23,38.98,31,52.54,5,8.47,42007
42,8,80,32,40.0,41,51.25,7,8.75,42008
42,9,148,52,35.14,68,45.95,28,18.92,42009
42,10,123,42,34.15,70,56.91,11,8.94,42010
42,11,89,24,26.97,51,57.3,14,15.73,42011
42,12,50,24,48.0,20,40.0,6,12.0,42012
42,13,154,53,34.42,78,50.65,23,14.94,42013
42,14,49,14,28.57,32,65.31,3,6.12,42014
42,15,58,23,39.66,30,51.72,5,8.62,42015
42,16,36,19,52.78,17,47.22,0,0.0,42016
42,17,147,40,27.21,69,46.94,38,25.85,42017
42,18,108,46,42.59,52,48.15,10,9.26,42018
42,19,13,5,38.46,8,61.54,0,0.0,42019
42,20,34,8,23.53,16,47.06,10,29.41,42020
42,21,27,11,40.74,14,51.85,2,7.41,42021
42,22,33,11,33.33,17,51.52,5,15.15,42022
42,23,91,44,48.35,44,48.35,3,3.3,42023
42,24,61,20,32.79,32,52.46,9,14.75,42024
42,25,60,23,38.33,33,55.0,4,6.67,42025
42,26,102,32,31.37,45,44.12,25,24.51,42026
42,27,73,24,32.88,37,50.68,12,16.44,42027
42,28,66,33,50.0,32,48.48,1,1.52,42028
42,29,77,34,44.16,36,46.75,7,9.09,42029
42,30,42,20,47.62,19,45.24,3,7.14,42030
42,31,46,15,32.61,28,60.87,3,6.52,42031
42,32,57,18,31.58,34,59.65,5,8.77,42032
42,33,113,42,37.17,60,53.1,11,9.73,42033
42,34,53,21,39.62,30,56.6,2,3.77,42034
42,35,71,28,39.44,36,50.7,7,9.86,42035
42,36,40,14,35.0,23,57.5,3,7.5,42036
42,37,53,23,43.4,26,49.06,4,7.55,42037
42,38,41,16,39.02,23,56.1,2,4.88,42038
42,39,44,18,40.91,17,38.64,9,20.45,42039
42,40,74,27,36.49,34,45.95,13,17.57,42040
42,41,67,17,25.37,41,61.19,9,13.43,42041
42,42,79,38,48.1,38,48.1,3,3.8,42042
42,43,76,33,43.42,38,50.0,5,6.58,42043
42,44,52,22,42.31,27,51.92,3,5.77,42044
42,45,62,30,48.39,27,43.55,5,8.06,42045
42,46,39,13,33.33,23,58.97,3,7.69,42046
42,47,42,14,33.33,24,57.14,4,9.52,42047
42,48,48,12,25.0,32,66.67,4,8.33,42048
42,49,13,4,30.77,5,38.46,4,30.77,42049
42,50,98,37,37.76,52,53.06,9,9.18,42050
42,51,129,49,37.98,57,44.19,23,17.83,42051
42,52,51,19,37.25,22,43.14,10,19.61,42052
42,53,105,45,42.86,55,52.38,5,4.76,42053
42,54,43,13,30.23,17,39.53,13,30.23,42054
42,55,61,22,36.07,30,49.18,9,14.75,42055
42,56,52,25,48.08,23,44.23,4,7.69,42056
42,57,48,14,29.17,26,54.17,8,16.67,42057
42,58,23,10,43.48,10,43.48,3,13.04,42058
42,59,48,19,39.58,21,43.75,8,16.67,42059
42,60,37,13,35.14,18,48.65,6,16.22,42060
42,61,37,10,27.03,23,62.16,4,10.81,42061
42,62,40,17,42.5,17,42.5,6,15.0,42062
42,63,87,30,34.48,51,58.62,6,6.9,42063
42,64,22,5,22.73,11,50.0,6,27.27,42064
42,65,72,26,36.11,33,45.83,13,18.06,42065
42,66,48,13,27.08,22,45.83,13,27.08,42066
42,67,69,29,42.03,30,43.48,10,14.49,42067
43,1,90,39,43.33,33,36.67,18,20.0,43001
43,2,46,17,36.96,24,52.17,5,10.87,43002
43,3,83,44,53.01,32,38.55,7,8.43,43003
43,4,75,27,36.0,41,54.67,7,9.33,43004
43,5,49,21,42.86,27,55.1,1,2.04,43005
43,6,95,49,51.58,39,41.05,7,7.37,43006
43,7,89,39,43.82,37,41.57,13,14.61,43007
43,8,99,38,38.38,44,44.44,17,17.17,43008
43,9,59,23,38.98,28,47.46,8,13.56,43009
43,10,57,32,56.14,23,40.35,2,3.51,43010
43,11,49,24,48.98,19,38.78,6,12.24,43011
43,12,77,29,37.66,40,51.95,8,10.39,43012
43,13,53,17,32.08,31,58.49,5,9.43,43013
43,14,68,46,67.65,20,29.41,2,2.94,43014
43,15,59,29,49.15,27,45.76,3,5.08,43015
43,16,50,27,54.0,21,42.0,2,4.0,43016
43,17,106,58,54.72,43,40.57,5,4.72,43017
43,18,77,36,46.75,33,42.86,8,10.39,43018
43,19,80,27,33.75,32,40.0,21,26.25,43019
43,20,87,47,54.02,36,41.38,4,4.6,43020
43,21,69,38,55.07,26,37.68,5,7.25,43021
43,22,42,20,47.62,19,45.24,3,7.14,43022
43,23,59,21,35.59,35,59.32,3,5.08,43023
43,24,66,25,37.88,38,57.58,3,4.55,43024
43,25,68,26,38.24,29,42.65,13,19.12,43025
43,26,57,33,57.89,20,35.09,4,7.02,43026
43,27,49,19,38.78,24,48.98,6,12.24,43027
43,28,77,36,46.75,33,42.86,8,10.39,43028
43,29,49,27,55.1,15,30.61,7,14.29,43029
43,30,66,27,40.91,28,42.42,11,16.67,43030
43,31,39,17,43.59,18,46.15,4,10.26,43031
43,32,70,37,52.86,28,40.0,5,7.14,43032
43,33,37,26,70.27,10,27.03,1,2.7,43033
43,34,25,12,48.0,8,32.0,5,20.0,43034
43,35,72,32,44.44,35,48.61,5,6.94,43035
43,36,53,14,26.42,31,58.49,8,15.09,43036
43,37,68,21,30.88,26,38.24,21,30.88,43037
43,38,28,14,50.0,9,32.14,5,17.86,43038
43,39,94,51,54.26,37,39.36,6,6.38,43039
43,40,72,35,48.61,28,38.89,9,12.5,43040
43,41,34,26,76.47,7,20.59,1,2.94,43041
43,42,24,8,33.33,15,62.5,1,4.17,43042
43,43,41,19,46.34,15,36.59,7,17.07,43043
43,44,54,20,37.04,29,53.7,5,9.26,43044
43,45,67,26,38.81,31,46.27,10,14.93,43045
43,46,68,36,52.94,28,41.18,4,5.88,43046
43,47,107,48,44.86,46,42.99,13,12.15,43047
43,48,49,13,26.53,28,57.14,8,16.33,43048
43,49,60,26,43.33,29,48.33,5,8.33,43049
43,50,44,21,47.73,21,47.73,2,4.55,43050
43,51,98,33,33.67,37,37.76,28,28.57,43051
44,1,70,31,44.29,31,44.29,8,11.43,44001
44,2,49,23,46.94,25,51.02,1,2.04,44002
44,3,90,37,41.11,43,47.78,10,11.11,44003
44,4,102,41,40.2,46,45.1,15,14.71,44004
44,5,82,37,45.12,38,46.34,7,8.54,44005
44,6,47,20,42.55,22,46.81,5,10.64,44006
44,7,65,32,49.23,27,41.54,6,9.23,44007
44,8,63,20,31.75,39,61.9,4,6.35,44008
44,9,34,15,44.12,13,38.24,6,17.65,44009
44,10,29,13,44.83,12,41.38,4,13.79,44010
44,11,56,20,35.71,34,60.71,2,3.57,44011
44,12,100,55,55.0,35,35.0,10,10.0,44012
44,13,37,15,40.54,15,40.54,7,18.92,44013
44,14,56,23,41.07,27,48.21,6,10.71,44014
44,15,91,46,50.55,37,40.66,8,8.79,44015
44,16,53,34,64.15,17,32.08,2,3.77,44016
44,17,97,43,44.33,44,45.36,10,10.31,44017
44,18,24,11,45.83,13,54.17,0,0.0,44018
