ward,precinct,total,Mary Kathleen McHugh,Mary Kathleen McHugh Percent,Devlin J. Schoop,Devlin J. Schoop Percent,Brian J O'Hara,Brian J O'Hara Percent,precinct_id
50,28,206,111,53.88,52,25.24,43,20.87,50028
50,29,168,72,42.86,61,36.31,35,20.83,50029
50,30,151,70,46.36,53,35.1,28,18.54,50030
50,31,244,123,50.41,69,28.28,52,21.31,50031
50,32,230,109,47.39,78,33.91,43,18.7,50032
50,33,95,42,44.21,39,41.05,14,14.74,50033
50,34,258,119,46.12,96,37.21,43,16.67,50034
50,35,278,126,45.32,102,36.69,50,17.99,50035
50,36,202,79,39.11,84,41.58,39,19.31,50036
50,37,230,105,45.65,86,37.39,39,16.96,50037
50,38,104,56,53.85,32,30.77,16,15.38,50038
50,39,110,50,45.45,40,36.36,20,18.18,50039
50,40,101,47,46.53,30,29.7,24,23.76,50040
