ward,precinct,total,Gregory Raymond LaPapa,Gregory Raymond LaPapa Percent,Sean S. Chaudhuri,Sean S. Chaudhuri Percent,Mark A. Lyon,Mark A. Lyon Percent,Carolyn J. Gallagher,Carolyn J. Gallagher Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,precinct_id
26,34,219,37,16.89,22,10.05,37,16.89,75,34.25,48,21.92,26034
26,35,150,37,24.67,6,4.0,34,22.67,49,32.67,24,16.0,26035
26,36,190,31,16.32,16,8.42,34,17.89,80,42.11,29,15.26,26036
26,37,223,47,21.08,20,8.97,37,16.59,78,34.98,41,18.39,26037
26,38,107,25,23.36,14,13.08,18,16.82,31,28.97,19,17.76,26038
26,39,192,25,13.02,15,7.81,47,24.48,71,36.98,34,17.71,26039
26,40,126,35,27.78,6,4.76,22,17.46,41,32.54,22,17.46,26040
26,41,215,65,30.23,14,6.51,22,10.23,77,35.81,37,17.21,26041
26,42,157,36,22.93,12,7.64,33,21.02,51,32.48,25,15.92,26042
26,43,121,46,38.02,6,4.96,23,19.01,25,20.66,21,17.36,26043
26,44,139,42,30.22,15,10.79,28,20.14,33,23.74,21,15.11,26044
26,45,91,20,21.98,8,8.79,11,12.09,32,35.16,20,21.98,26045
26,46,116,13,11.21,13,11.21,23,19.83,53,45.69,14,12.07,26046
26,47,128,32,25.0,7,5.47,19,14.84,44,34.38,26,20.31,26047
26,48,192,30,15.63,18,9.38,37,19.27,73,38.02,34,17.71,26048
26,49,128,32,25.0,10,7.81,25,19.53,37,28.91,24,18.75,26049
27,1,166,9,5.42,23,13.86,32,19.28,75,45.18,27,16.27,27001
27,2,205,20,9.76,32,15.61,49,23.9,67,32.68,37,18.05,27002
27,3,143,20,13.99,24,16.78,25,17.48,47,32.87,27,18.88,27003
27,4,159,14,8.81,30,18.87,28,17.61,62,38.99,25,15.72,27004
27,5,185,18,9.73,33,17.84,29,15.68,66,35.68,39,21.08,27005
27,6,175,16,9.14,43,24.57,34,19.43,50,28.57,32,18.29,27006
27,7,264,26,9.85,45,17.05,55,20.83,102,38.64,36,13.64,27007
27,8,231,33,14.29,32,13.85,45,19.48,82,35.5,39,16.88,27008
27,9,66,1,1.52,11,16.67,14,21.21,29,43.94,11,16.67,27009
27,10,285,32,11.23,47,16.49,56,19.65,95,33.33,55,19.3,27010
27,11,151,11,7.28,15,9.93,33,21.85,68,45.03,24,15.89,27011
27,12,114,6,5.26,14,12.28,28,24.56,49,42.98,17,14.91,27012
27,13,353,42,11.9,58,16.43,53,15.01,114,32.29,86,24.36,27013
27,14,137,9,6.57,17,12.41,24,17.52,52,37.96,35,25.55,27014
27,15,178,20,11.24,22,12.36,37,20.79,68,38.2,31,17.42,27015
27,16,146,12,8.22,16,10.96,34,23.29,62,42.47,22,15.07,27016
27,17,257,26,10.12,63,24.51,53,20.62,67,26.07,48,18.68,27017
27,18,212,17,8.02,28,13.21,44,20.75,73,34.43,50,23.58,27018
27,19,166,21,12.65,21,12.65,39,23.49,52,31.33,33,19.88,27019
27,20,240,29,12.08,27,11.25,44,18.33,84,35.0,56,23.33,27020
27,21,147,10,6.8,29,19.73,27,18.37,54,36.73,27,18.37,27021
27,22,164,26,15.85,25,15.24,27,16.46,54,32.93,32,19.51,27022
27,23,212,26,12.26,41,19.34,43,20.28,64,30.19,38,17.92,27023
27,24,210,49,23.33,25,11.9,24,11.43,78,37.14,34,16.19,27024
27,25,192,19,9.9,41,21.35,37,19.27,69,35.94,26,13.54,27025
27,26,206,23,11.17,36,17.48,36,17.48,65,31.55,46,22.33,27026
27,27,283,21,7.42,63,22.26,57,20.14,91,32.16,51,18.02,27027
27,28,109,16,14.68,24,22.02,18,16.51,31,28.44,20,18.35,27028
27,29,215,14,6.51,37,17.21,38,17.67,87,40.47,39,18.14,27029
27,30,160,21,13.13,26,16.25,19,11.88,65,40.63,29,18.13,27030
27,31,217,31,14.29,44,20.28,35,16.13,61,28.11,46,21.2,27031
27,32,188,15,7.98,24,12.77,39,20.74,67,35.64,43,22.87,27032
27,33,185,13,7.03,21,11.35,48,25.95,71,38.38,32,17.3,27033
27,34,237,29,12.24,44,18.57,35,14.77,86,36.29,43,18.14,27034
27,35,166,15,9.04,22,13.25,36,21.69,62,37.35,31,18.67,27035
27,36,199,10,5.03,53,26.63,31,15.58,72,36.18,33,16.58,27036
27,37,186,19,10.22,26,13.98,30,16.13,65,34.95,46,24.73,27037
27,38,295,34,11.53,62,21.02,40,13.56,105,35.59,54,18.31,27038
27,39,218,23,10.55,52,23.85,37,16.97,59,27.06,47,21.56,27039
27,40,237,33,13.92,45,18.99,43,18.14,67,28.27,49,20.68,27040
27,41,212,29,13.68,35,16.51,29,13.68,62,29.25,57,26.89,27041
27,42,120,14,11.67,17,14.17,26,21.67,47,39.17,16,13.33,27042
27,43,220,25,11.36,30,13.64,44,20.0,70,31.82,51,23.18,27043
27,44,234,14,5.98,59,25.21,43,18.38,71,30.34,47,20.09,27044
27,45,234,14,5.98,44,18.8,54,23.08,85,36.32,37,15.81,27045
27,46,90,3,3.33,16,17.78,22,24.44,39,43.33,10,11.11,27046
27,47,158,12,7.59,33,20.89,34,21.52,43,27.22,36,22.78,27047
27,48,222,20,9.01,49,22.07,46,20.72,60,27.03,47,21.17,27048
27,49,192,9,4.69,20,10.42,40,20.83,82,42.71,41,21.35,27049
27,50,217,26,11.98,36,16.59,43,19.82,63,29.03,49,22.58,27050
28,1,231,20,8.66,14,6.06,42,18.18,113,48.92,42,18.18,28001
28,2,219,23,10.5,28,12.79,47,21.46,77,35.16,44,20.09,28002
28,3,191,21,10.99,20,10.47,56,29.32,59,30.89,35,18.32,28003
28,4,142,11,7.75,24,16.9,21,14.79,62,43.66,24,16.9,28004
28,5,145,9,6.21,15,10.34,30,20.69,49,33.79,42,28.97,28005
28,6,112,14,12.5,11,9.82,25,22.32,33,29.46,29,25.89,28006
28,7,238,15,6.3,12,5.04,43,18.07,122,51.26,46,19.33,28007
28,8,117,8,6.84,16,13.68,27,23.08,40,34.19,26,22.22,28008
28,9,217,18,8.29,18,8.29,36,16.59,101,46.54,44,20.28,28009
28,10,256,23,8.98,44,17.19,55,21.48,80,31.25,54,21.09,28010
28,11,365,34,9.32,40,10.96,90,24.66,145,39.73,56,15.34,28011
28,12,231,28,12.12,21,9.09,41,17.75,95,41.13,46,19.91,28012
28,13,213,24,11.27,21,9.86,34,15.96,96,45.07,38,17.84,28013
28,14,212,14,6.6,14,6.6,31,14.62,119,56.13,34,16.04,28014
28,15,70,4,5.71,9,12.86,22,31.43,15,21.43,20,28.57,28015
28,16,156,17,10.9,14,8.97,31,19.87,77,49.36,17,10.9,28016
28,17,222,19,8.56,22,9.91,33,14.86,105,47.3,43,19.37,28017
28,18,173,20,11.56,14,8.09,33,19.08,69,39.88,37,21.39,28018
28,19,197,27,13.71,22,11.17,35,17.77,94,47.72,19,9.64,28019
28,20,203,28,13.79,22,10.84,31,15.27,77,37.93,45,22.17,28020
28,21,189,17,8.99,15,7.94,38,20.11,80,42.33,39,20.63,28021
28,22,186,15,8.06,16,8.6,27,14.52,88,47.31,40,21.51,28022
28,23,270,25,9.26,13,4.81,58,21.48,111,41.11,63,23.33,28023
28,24,212,28,13.21,20,9.43,35,16.51,86,40.57,43,20.28,28024
28,25,330,36,10.91,27,8.18,60,18.18,160,48.48,47,14.24,28025
28,26,231,17,7.36,21,9.09,37,16.02,111,48.05,45,19.48,28026
28,27,200,15,7.5,34,17.0,30,15.0,90,45.0,31,15.5,28027
28,28,232,25,10.78,46,19.83,34,14.66,107,46.12,20,8.62,28028
28,29,106,7,6.6,5,4.72,17,16.04,54,50.94,23,21.7,28029
28,30,34,3,8.82,3,8.82,7,20.59,17,50.0,4,11.76,28030
28,31,286,34,11.89,31,10.84,54,18.88,114,39.86,53,18.53,28031
28,32,219,24,10.96,22,10.05,43,19.63,78,35.62,52,23.74,28032
28,33,251,20,7.97,21,8.37,57,22.71,108,43.03,45,17.93,28033
28,34,402,52,12.94,47,11.69,55,13.68,176,43.78,72,17.91,28034
28,35,233,28,12.02,22,9.44,37,15.88,115,49.36,31,13.3,28035
28,36,138,13,9.42,13,9.42,21,15.22,64,46.38,27,19.57,28036
28,37,324,38,11.73,29,8.95,44,13.58,147,45.37,66,20.37,28037
28,38,113,18,15.93,7,6.19,23,20.35,45,39.82,20,17.7,28038
28,39,177,22,12.43,19,10.73,40,22.6,59,33.33,37,20.9,28039
28,40,309,29,9.39,27,8.74,67,21.68,115,37.22,71,22.98,28040
28,41,195,13,6.67,16,8.21,25,12.82,100,51.28,41,21.03,28041
28,42,251,26,10.36,20,7.97,42,16.73,118,47.01,45,17.93,28042
28,43,307,25,8.14,21,6.84,54,17.59,151,49.19,56,18.24,28043
28,44,154,15,9.74,20,12.99,32,20.78,51,33.12,36,23.38,28044
28,45,154,14,9.09,23,14.94,27,17.53,63,40.91,27,17.53,28045
28,46,335,44,13.13,37,11.04,67,20.0,131,39.1,56,16.72,28046
29,1,289,36,12.46,34,11.76,55,19.03,104,35.99,60,20.76,29001
29,2,430,46,10.7,46,10.7,96,22.33,156,36.28,86,20.0,29002
29,3,319,38,11.91,24,7.52,53,16.61,146,45.77,58,18.18,29003
29,4,332,40,12.05,33,9.94,63,18.98,139,41.87,57,17.17,29004
29,5,249,30,12.05,29,11.65,44,17.67,80,32.13,66,26.51,29005
29,6,278,23,8.27,18,6.47,40,14.39,140,50.36,57,20.5,29006
29,7,250,28,11.2,23,9.2,49,19.6,91,36.4,59,23.6,29007
29,8,250,29,11.6,43,17.2,35,14.0,94,37.6,49,19.6,29008
29,9,263,47,17.87,37,14.07,47,17.87,89,33.84,43,16.35,29009
29,10,320,33,10.31,47,14.69,54,16.88,118,36.88,68,21.25,29010
29,11,170,21,12.35,21,12.35,27,15.88,66,38.82,35,20.59,29011
29,12,354,43,12.15,40,11.3,63,17.8,126,35.59,82,23.16,29012
29,13,269,21,7.81,33,12.27,52,19.33,96,35.69,67,24.91,29013
29,14,270,28,10.37,29,10.74,47,17.41,118,43.7,48,17.78,29014
29,15,335,35,10.45,21,6.27,64,19.1,135,40.3,80,23.88,29015
29,16,347,25,7.2,138,39.77,36,10.37,83,23.92,65,18.73,29016
29,17,295,31,10.51,27,9.15,47,15.93,134,45.42,56,18.98,29017
29,18,307,33,10.75,77,25.08,50,16.29,80,26.06,67,21.82,29018
29,19,319,28,8.78,47,14.73,60,18.81,132,41.38,52,16.3,29019
29,20,331,27,8.16,42,12.69,70,21.15,133,40.18,59,17.82,29020
29,21,388,43,11.08,39,10.05,90,23.2,140,36.08,76,19.59,29021
29,22,219,23,10.5,25,11.42,43,19.63,82,37.44,46,21.0,29022
29,23,250,35,14.0,37,14.8,32,12.8,87,34.8,59,23.6,29023
29,24,276,24,8.7,26,9.42,59,21.38,115,41.67,52,18.84,29024
29,25,305,35,11.48,29,9.51,44,14.43,133,43.61,64,20.98,29025
29,26,271,19,7.01,33,12.18,62,22.88,102,37.64,55,20.3,29026
29,27,236,26,11.02,31,13.14,34,14.41,92,38.98,53,22.46,29027
29,28,335,36,10.75,41,12.24,65,19.4,131,39.1,62,18.51,29028
29,29,203,41,20.2,25,12.32,28,13.79,81,39.9,28,13.79,29029
29,30,314,55,17.52,37,11.78,41,13.06,118,37.58,63,20.06,29030
29,31,178,36,20.22,15,8.43,29,16.29,64,35.96,34,19.1,29031
29,32,180,20,11.11,15,8.33,32,17.78,65,36.11,48,26.67,29032
29,33,200,14,7.0,17,8.5,42,21.0,88,44.0,39,19.5,29033
29,34,153,18,11.76,16,10.46,25,16.34,61,39.87,33,21.57,29034
29,35,232,14,6.03,26,11.21,45,19.4,106,45.69,41,17.67,29035
29,36,258,22,8.53,23,8.91,42,16.28,109,42.25,62,24.03,29036
29,37,268,25,9.33,21,7.84,46,17.16,126,47.01,50,18.66,29037
29,38,210,43,20.48,16,7.62,41,19.52,77,36.67,33,15.71,29038
29,39,211,58,27.49,22,10.43,27,12.8,62,29.38,42,19.91,29039
29,40,334,25,7.49,24,7.19,78,23.35,142,42.51,65,19.46,29040
29,41,232,24,10.34,25,10.78,42,18.1,93,40.09,48,20.69,29041
29,42,323,37,11.46,45,13.93,60,18.58,127,39.32,54,16.72,29042
29,43,295,39,13.22,37,12.54,63,21.36,115,38.98,41,13.9,29043
29,44,375,23,6.13,33,8.8,49,13.07,195,52.0,75,20.0,29044
30,1,283,54,19.08,32,11.31,61,21.55,96,33.92,40,14.13,30001
30,2,218,46,21.1,34,15.6,34,15.6,68,31.19,36,16.51,30002
30,3,198,25,12.63,24,12.12,50,25.25,64,32.32,35,17.68,30003
30,4,246,41,16.67,18,7.32,46,18.7,101,41.06,40,16.26,30004
30,5,171,45,26.32,11,6.43,37,21.64,49,28.65,29,16.96,30005
30,6,225,53,23.56,16,7.11,43,19.11,72,32.0,41,18.22,30006
30,7,268,49,18.28,22,8.21,60,22.39,95,35.45,42,15.67,30007
30,8,284,45,15.85,19,6.69,49,17.25,117,41.2,54,19.01,30008
30,9,211,39,18.48,11,5.21,43,20.38,87,41.23,31,14.69,30009
30,10,283,77,27.21,16,5.65,47,16.61,92,32.51,51,18.02,30010
30,11,247,64,25.91,14,5.67,42,17.0,85,34.41,42,17.0,30011
30,12,200,61,30.5,15,7.5,29,14.5,65,32.5,30,15.0,30012
30,13,204,50,24.51,8,3.92,42,20.59,70,34.31,34,16.67,30013
30,14,185,56,30.27,13,7.03,29,15.68,62,33.51,25,13.51,30014
30,15,223,14,6.28,31,13.9,58,26.01,93,41.7,27,12.11,30015
30,16,133,24,18.05,13,9.77,31,23.31,43,32.33,22,16.54,30016
30,17,233,44,18.88,27,11.59,47,20.17,72,30.9,43,18.45,30017
30,18,271,41,15.13,26,9.59,56,20.66,107,39.48,41,15.13,30018
30,19,293,87,29.69,23,7.85,46,15.7,79,26.96,58,19.8,30019
30,20,231,42,18.18,23,9.96,32,13.85,87,37.66,47,20.35,30020
30,21,160,29,18.13,18,11.25,31,19.38,63,39.38,19,11.88,30021
30,22,323,74,22.91,34,10.53,55,17.03,116,35.91,44,13.62,30022
30,23,276,40,14.49,36,13.04,43,15.58,103,37.32,54,19.57,30023
30,24,245,45,18.37,21,8.57,52,21.22,94,38.37,33,13.47,30024
30,25,282,50,17.73,30,10.64,47,16.67,116,41.13,39,13.83,30025
30,26,126,28,22.22,8,6.35,17,13.49,50,39.68,23,18.25,30026
30,27,143,29,20.28,16,11.19,21,14.69,54,37.76,23,16.08,30027
30,28,264,31,11.74,33,12.5,61,23.11,94,35.61,45,17.05,30028
30,29,150,33,22.0,11,7.33,33,22.0,45,30.0,28,18.67,30029
30,30,104,21,20.19,4,3.85,23,22.12,42,40.38,14,13.46,30030
30,31,148,29,19.59,18,12.16,29,19.59,48,32.43,24,16.22,30031
30,32,192,27,14.06,23,11.98,44,22.92,68,35.42,30,15.63,30032
31,1,148,35,23.65,14,9.46,35,23.65,38,25.68,26,17.57,31001
31,2,150,38,25.33,15,10.0,28,18.67,39,26.0,30,20.0,31002
31,3,161,42,26.09,13,8.07,29,18.01,47,29.19,30,18.63,31003
31,4,219,49,22.37,13,5.94,28,12.79,88,40.18,41,18.72,31004
31,5,176,41,23.3,23,13.07,27,15.34,58,32.95,27,15.34,31005
31,6,144,47,32.64,9,6.25,20,13.89,47,32.64,21,14.58,31006
31,7,264,39,14.77,17,6.44,53,20.08,105,39.77,50,18.94,31007
31,8,123,30,24.39,11,8.94,21,17.07,37,30.08,24,19.51,31008
31,9,194,55,28.35,25,12.89,30,15.46,48,24.74,36,18.56,31009
31,10,159,36,22.64,18,11.32,32,20.13,49,30.82,24,15.09,31010
31,11,135,25,18.52,13,9.63,17,12.59,53,39.26,27,20.0,31011
31,12,146,36,24.66,21,14.38,23,15.75,45,30.82,21,14.38,31012
31,13,183,66,36.07,17,9.29,28,15.3,49,26.78,23,12.57,31013
31,14,153,30,19.61,13,8.5,27,17.65,51,33.33,32,20.92,31014
31,15,132,22,16.67,10,7.58,26,19.7,52,39.39,22,16.67,31015
31,16,206,41,19.9,21,10.19,43,20.87,80,38.83,21,10.19,31016
31,17,144,30,20.83,10,6.94,24,16.67,47,32.64,33,22.92,31017
31,18,152,45,29.61,13,8.55,27,17.76,35,23.03,32,21.05,31018
31,19,141,42,29.79,6,4.26,26,18.44,49,34.75,18,12.77,31019
31,20,149,35,23.49,19,12.75,18,12.08,50,33.56,27,18.12,31020
31,21,160,39,24.38,22,13.75,16,10.0,55,34.38,28,17.5,31021
31,22,148,37,25.0,20,13.51,25,16.89,33,22.3,33,22.3,31022
31,23,144,41,28.47,15,10.42,21,14.58,45,31.25,22,15.28,31023
31,24,189,40,21.16,33,17.46,32,16.93,60,31.75,24,12.7,31024
31,25,148,38,25.68,15,10.14,36,24.32,44,29.73,15,10.14,31025
31,26,185,48,25.95,10,5.41,35,18.92,62,33.51,30,16.22,31026
31,27,141,44,31.21,6,4.26,20,14.18,46,32.62,25,17.73,31027
31,28,171,52,30.41,17,9.94,26,15.2,50,29.24,26,15.2,31028
31,29,181,49,27.07,21,11.6,34,18.78,48,26.52,29,16.02,31029
31,30,135,34,25.19,12,8.89,21,15.56,51,37.78,17,12.59,31030
31,31,168,42,25.0,10,5.95,33,19.64,52,30.95,31,18.45,31031
31,32,147,45,30.61,11,7.48,23,15.65,43,29.25,25,17.01,31032
31,33,151,30,19.87,15,9.93,20,13.25,55,36.42,31,20.53,31033
31,34,152,27,17.76,19,12.5,35,23.03,43,28.29,28,18.42,31034
31,35,181,57,31.49,13,7.18,28,15.47,52,28.73,31,17.13,31035
31,36,170,44,25.88,18,10.59,25,14.71,54,31.76,29,17.06,31036
31,37,157,42,26.75,23,14.65,31,19.75,42,26.75,19,12.1,31037
31,38,181,47,25.97,13,7.18,32,17.68,60,33.15,29,16.02,31038
31,39,179,42,23.46,11,6.15,37,20.67,52,29.05,37,20.67,31039
31,40,169,33,19.53,19,11.24,26,15.38,59,34.91,32,18.93,31040
31,41,169,51,30.18,18,10.65,27,15.98,50,29.59,23,13.61,31041
32,1,258,31,12.02,28,10.85,61,23.64,105,40.7,33,12.79,32001
32,2,194,10,5.15,27,13.92,51,26.29,68,35.05,38,19.59,32002
32,3,344,39,11.34,47,13.66,65,18.9,142,41.28,51,14.83,32003
32,4,219,18,8.22,25,11.42,71,32.42,73,33.33,32,14.61,32004
32,5,188,17,9.04,22,11.7,44,23.4,83,44.15,22,11.7,32005
32,6,210,13,6.19,29,13.81,69,32.86,76,36.19,23,10.95,32006
32,7,184,13,7.07,19,10.33,55,29.89,59,32.07,38,20.65,32007
32,8,231,21,9.09,33,14.29,71,30.74,80,34.63,26,11.26,32008
32,9,222,17,7.66,21,9.46,49,22.07,86,38.74,49,22.07,32009
32,10,171,12,7.02,21,12.28,54,31.58,59,34.5,25,14.62,32010
32,11,310,28,9.03,30,9.68,75,24.19,141,45.48,36,11.61,32011
32,12,250,33,13.2,28,11.2,61,24.4,99,39.6,29,11.6,32012
32,13,185,10,5.41,29,15.68,50,27.03,63,34.05,33,17.84,32013
32,14,296,43,14.53,28,9.46,68,22.97,120,40.54,37,12.5,32014
32,15,195,16,8.21,18,9.23,46,23.59,86,44.1,29,14.87,32015
32,16,210,21,10.0,25,11.9,64,30.48,72,34.29,28,13.33,32016
32,17,314,27,8.6,35,11.15,84,26.75,130,41.4,38,12.1,32017
32,18,167,16,9.58,23,13.77,44,26.35,51,30.54,33,19.76,32018
32,19,205,20,9.76,26,12.68,48,23.41,81,39.51,30,14.63,32019
32,20,315,38,12.06,31,9.84,72,22.86,129,40.95,45,14.29,32020
32,21,222,15,6.76,17,7.66,73,32.88,88,39.64,29,13.06,32021
32,22,397,35,8.82,45,11.34,118,29.72,149,37.53,50,12.59,32022
32,23,198,20,10.1,27,13.64,54,27.27,81,40.91,16,8.08,32023
32,24,113,10,8.85,3,2.65,35,30.97,52,46.02,13,11.5,32024
32,25,198,14,7.07,20,10.1,45,22.73,78,39.39,41,20.71,32025
32,26,292,21,7.19,40,13.7,64,21.92,119,40.75,48,16.44,32026
32,27,164,10,6.1,15,9.15,48,29.27,60,36.59,31,18.9,32027
32,28,306,28,9.15,36,11.76,67,21.9,122,39.87,53,17.32,32028
32,29,279,19,6.81,27,9.68,84,30.11,107,38.35,42,15.05,32029
32,30,139,13,9.35,20,14.39,31,22.3,62,44.6,13,9.35,32030
32,31,219,14,6.39,27,12.33,59,26.94,82,37.44,37,16.89,32031
32,32,229,19,8.3,27,11.79,68,29.69,91,39.74,24,10.48,32032
32,33,180,7,3.89,23,12.78,61,33.89,69,38.33,20,11.11,32033
32,34,201,17,8.46,31,15.42,51,25.37,78,38.81,24,11.94,32034
32,35,187,15,8.02,17,9.09,52,27.81,81,43.32,22,11.76,32035
32,36,215,11,5.12,24,11.16,61,28.37,86,40.0,33,15.35,32036
32,37,174,17,9.77,17,9.77,43,24.71,66,37.93,31,17.82,32037
32,38,182,12,6.59,21,11.54,37,20.33,85,46.7,27,14.84,32038
32,39,156,8,5.13,15,9.62,47,30.13,63,40.38,23,14.74,32039
32,40,230,18,7.83,20,8.7,61,26.52,105,45.65,26,11.3,32040
32,41,204,18,8.82,31,15.2,39,19.12,88,43.14,28,13.73,32041
32,42,199,20,10.05,19,9.55,44,22.11,80,40.2,36,18.09,32042
32,43,269,27,10.04,36,13.38,65,24.16,104,38.66,37,13.75,32043
33,1,324,48,14.81,45,13.89,58,17.9,128,39.51,45,13.89,33001
33,2,339,42,12.39,40,11.8,83,24.48,121,35.69,53,15.63,33002
33,3,387,32,8.27,39,10.08,88,22.74,167,43.15,61,15.76,33003
33,4,402,51,12.69,40,9.95,83,20.65,176,43.78,52,12.94,33004
33,5,247,43,17.41,30,12.15,55,22.27,86,34.82,33,13.36,33005
33,6,327,57,17.43,25,7.65,37,11.31,155,47.4,53,16.21,33006
33,7,285,30,10.53,41,14.39,52,18.25,108,37.89,54,18.95,33007
33,8,403,21,5.21,39,9.68,111,27.54,180,44.67,52,12.9,33008
33,9,301,33,10.96,28,9.3,70,23.26,133,44.19,37,12.29,33009
33,10,282,45,15.96,24,8.51,51,18.09,116,41.13,46,16.31,33010
33,11,330,52,15.76,36,10.91,70,21.21,115,34.85,57,17.27,33011
33,12,343,43,12.54,30,8.75,54,15.74,167,48.69,49,14.29,33012
33,13,347,47,13.54,36,10.37,67,19.31,132,38.04,65,18.73,33013
33,14,154,32,20.78,10,6.49,33,21.43,68,44.16,11,7.14,33014
33,15,390,63,16.15,23,5.9,74,18.97,165,42.31,65,16.67,33015
33,16,459,85,18.52,53,11.55,87,18.95,159,34.64,75,16.34,33016
33,17,343,57,16.62,44,12.83,57,16.62,131,38.19,54,15.74,33017
33,18,371,38,10.24,38,10.24,83,22.37,141,38.01,71,19.14,33018
33,19,324,47,14.51,31,9.57,68,20.99,131,40.43,47,14.51,33019
33,20,398,43,10.8,43,10.8,80,20.1,173,43.47,59,14.82,33020
33,21,354,52,14.69,44,12.43,63,17.8,147,41.53,48,13.56,33021
33,22,343,36,10.5,36,10.5,56,16.33,170,49.56,45,13.12,33022
33,23,310,32,10.32,41,13.23,68,21.94,129,41.61,40,12.9,33023
33,24,413,17,4.12,49,11.86,106,25.67,175,42.37,66,15.98,33024
33,25,365,44,12.05,43,11.78,69,18.9,156,42.74,53,14.52,33025
33,26,258,33,12.79,27,10.47,66,25.58,95,36.82,37,14.34,33026
33,27,284,44,15.49,40,14.08,68,23.94,92,32.39,40,14.08,33027
33,28,311,42,13.5,35,11.25,63,20.26,125,40.19,46,14.79,33028
34,1,345,32,9.28,50,14.49,57,16.52,120,34.78,86,24.93,34001
34,2,211,31,14.69,27,12.8,46,21.8,69,32.7,38,18.01,34002
34,3,301,26,8.64,48,15.95,52,17.28,106,35.22,69,22.92,34003
34,4,241,40,16.6,43,17.84,52,21.58,61,25.31,45,18.67,34004
34,5,249,28,11.24,29,11.65,53,21.29,92,36.95,47,18.88,34005
34,6,350,35,10.0,85,24.29,79,22.57,103,29.43,48,13.71,34006
34,7,318,42,13.21,68,21.38,51,16.04,98,30.82,59,18.55,34007
34,8,244,25,10.25,30,12.3,51,20.9,83,34.02,55,22.54,34008
34,9,224,29,12.95,21,9.38,53,23.66,82,36.61,39,17.41,34009
34,10,289,31,10.73,48,16.61,45,15.57,105,36.33,60,20.76,34010
34,11,252,20,7.94,54,21.43,50,19.84,79,31.35,49,19.44,34011
34,12,329,19,5.78,77,23.4,80,24.32,100,30.4,53,16.11,34012
34,13,291,36,12.37,33,11.34,60,20.62,88,30.24,74,25.43,34013
34,14,232,38,16.38,32,13.79,52,22.41,67,28.88,43,18.53,34014
34,15,239,32,13.39,17,7.11,53,22.18,87,36.4,50,20.92,34015
34,16,239,28,11.72,50,20.92,43,17.99,71,29.71,47,19.67,34016
34,17,375,39,10.4,111,29.6,66,17.6,96,25.6,63,16.8,34017
34,18,225,35,15.56,28,12.44,44,19.56,71,31.56,47,20.89,34018
34,19,348,35,10.06,96,27.59,61,17.53,99,28.45,57,16.38,34019
34,20,343,32,9.33,70,20.41,57,16.62,105,30.61,79,23.03,34020
34,21,378,28,7.41,104,27.51,74,19.58,108,28.57,64,16.93,34021
34,22,273,16,5.86,42,15.38,68,24.91,89,32.6,58,21.25,34022
34,23,224,23,10.27,33,14.73,52,23.21,68,30.36,48,21.43,34023
34,24,300,32,10.67,59,19.67,60,20.0,92,30.67,57,19.0,34024
34,25,327,39,11.93,67,20.49,70,21.41,96,29.36,55,16.82,34025
34,26,324,37,11.42,59,18.21,65,20.06,105,32.41,58,17.9,34026
34,27,242,30,12.4,37,15.29,60,24.79,53,21.9,62,25.62,34027
34,28,231,34,14.72,66,28.57,46,19.91,51,22.08,34,14.72,34028
34,29,229,30,13.1,32,13.97,43,18.78,90,39.3,34,14.85,34029
34,30,282,18,6.38,78,27.66,60,21.28,81,28.72,45,15.96,34030
34,31,226,20,8.85,47,20.8,48,21.24,73,32.3,38,16.81,34031
34,32,295,32,10.85,60,20.34,64,21.69,93,31.53,46,15.59,34032
34,33,234,28,11.97,33,14.1,50,21.37,72,30.77,51,21.79,34033
34,34,333,42,12.61,49,14.71,68,20.42,109,32.73,65,19.52,34034
34,35,321,33,10.28,47,14.64,85,26.48,95,29.6,61,19.0,34035
34,36,264,27,10.23,45,17.05,60,22.73,79,29.92,53,20.08,34036
34,37,208,16,7.69,33,15.87,60,28.85,57,27.4,42,20.19,34037
34,38,166,20,12.05,34,20.48,44,26.51,39,23.49,29,17.47,34038
34,39,245,33,13.47,65,26.53,47,19.18,54,22.04,46,18.78,34039
34,40,319,31,9.72,56,17.55,61,19.12,103,32.29,68,21.32,34040
34,41,219,25,11.42,42,19.18,44,20.09,67,30.59,41,18.72,34041
34,42,282,25,8.87,42,14.89,44,15.6,99,35.11,72,25.53,34042
34,43,275,29,10.55,52,18.91,42,15.27,104,37.82,48,17.45,34043
34,44,301,37,12.29,43,14.29,70,23.26,88,29.24,63,20.93,34044
34,45,328,37,11.28,49,14.94,70,21.34,101,30.79,71,21.65,34045
34,46,196,23,11.73,30,15.31,48,24.49,59,30.1,36,18.37,34046
34,47,285,40,14.04,54,18.95,59,20.7,82,28.77,50,17.54,34047
34,48,303,23,7.59,81,26.73,62,20.46,88,29.04,49,16.17,34048
34,49,368,40,10.87,80,21.74,68,18.48,110,29.89,70,19.02,34049
34,50,246,24,9.76,42,17.07,54,21.95,69,28.05,57,23.17,34050
34,51,299,29,9.7,53,17.73,65,21.74,99,33.11,53,17.73,34051
34,52,254,23,9.06,83,32.68,46,18.11,61,24.02,41,16.14,34052
34,53,230,30,13.04,46,20.0,39,16.96,68,29.57,47,20.43,34053
35,1,242,48,19.83,21,8.68,49,20.25,77,31.82,47,19.42,35001
