ward,precinct,total,Scott Edward Lipinski,Scott Edward Lipinski Percent,Rossana Patricia Fernandez,Rossana Patricia Fernandez Percent,precinct_id
48,36,187,61,32.62,126,67.38,48036
48,37,312,66,21.15,246,78.85,48037
48,38,314,63,20.06,251,79.94,48038
48,39,201,66,32.84,135,67.16,48039
48,40,283,70,24.73,213,75.27,48040
48,41,356,79,22.19,277,77.81,48041
48,42,366,91,24.86,275,75.14,48042
48,43,318,88,27.67,230,72.33,48043
48,44,371,65,17.52,306,82.48,48044
48,45,258,48,18.6,210,81.4,48045
48,46,191,45,23.56,146,76.44,48046
49,1,221,69,31.22,152,68.78,49001
49,2,222,36,16.22,186,83.78,49002
49,3,350,70,20.0,280,80.0,49003
49,4,394,63,15.99,331,84.01,49004
49,5,295,84,28.47,211,71.53,49005
49,6,300,57,19.0,243,81.0,49006
49,7,310,63,20.32,247,79.68,49007
49,8,245,60,24.49,185,75.51,49008
49,9,321,62,19.31,259,80.69,49009
49,10,306,67,21.9,239,78.1,49010
49,11,382,80,20.94,302,79.06,49011
49,12,440,71,16.14,369,83.86,49012
49,13,366,82,22.4,284,77.6,49013
49,14,258,83,32.17,175,67.83,49014
49,15,237,54,22.78,183,77.22,49015
49,16,327,98,29.97,229,70.03,49016
49,17,205,51,24.88,154,75.12,49017
49,18,421,65,15.44,356,84.56,49018
49,19,280,60,21.43,220,78.57,49019
49,20,472,91,19.28,381,80.72,49020
49,21,198,62,31.31,136,68.69,49021
49,22,323,79,24.46,244,75.54,49022
49,23,416,91,21.88,325,78.13,49023
49,24,246,69,28.05,177,71.95,49024
49,25,444,85,19.14,359,80.86,49025
49,26,345,71,20.58,274,79.42,49026
49,27,368,82,22.28,286,77.72,49027
49,28,430,82,19.07,348,80.93,49028
49,29,387,69,17.83,318,82.17,49029
49,30,308,87,28.25,221,71.75,49030
49,31,259,67,25.87,192,74.13,49031
49,32,341,73,21.41,268,78.59,49032
49,33,301,56,18.6,245,81.4,49033
50,1,143,46,32.17,97,67.83,50001
50,2,108,33,30.56,75,69.44,50002
50,3,173,55,31.79,118,68.21,50003
50,4,218,56,25.69,162,74.31,50004
50,5,93,26,27.96,67,72.04,50005
50,6,225,79,35.11,146,64.89,50006
50,7,281,69,24.56,212,75.44,50007
50,8,204,50,24.51,154,75.49,50008
50,9,173,41,23.7,132,76.3,50009
50,10,160,61,38.13,99,61.88,50010
50,11,69,26,37.68,43,62.32,50011
50,12,86,36,41.86,50,58.14,50012
50,13,251,68,27.09,183,72.91,50013
50,14,55,22,40.0,33,60.0,50014
50,15,274,69,25.18,205,74.82,50015
50,16,55,22,40.0,33,60.0,50016
50,17,151,38,25.17,113,74.83,50017
50,18,26,13,50.0,13,50.0,50018
50,19,142,32,22.54,110,77.46,50019
50,20,229,57,24.89,172,75.11,50020
50,21,187,57,30.48,130,69.52,50021
50,22,134,44,32.84,90,67.16,50022
50,23,120,37,30.83,83,69.17,50023
50,24,111,50,45.05,61,54.95,50024
50,25,117,56,47.86,61,52.14,50025
50,26,191,58,30.37,133,69.63,50026
50,27,51,23,45.1,28,54.9,50027
50,28,209,69,33.01,140,66.99,50028
50,29,175,43,24.57,132,75.43,50029
50,30,146,37,25.34,109,74.66,50030
50,31,244,69,28.28,175,71.72,50031
50,32,232,72,31.03,160,68.97,50032
50,33,96,30,31.25,66,68.75,50033
50,34,259,70,27.03,189,72.97,50034
50,35,294,78,26.53,216,73.47,50035
50,36,203,58,28.57,145,71.43,50036
50,37,239,58,24.27,181,75.73,50037
50,38,107,52,48.6,55,51.4,50038
50,39,111,39,35.14,72,64.86,50039
50,40,104,43,41.35,61,58.65,50040
