ward,precinct,total,JIM DURKIN,JIM DURKIN Percent,RICHARD J. DURBIN,RICHARD J. DURBIN Percent,STEVEN BURGAUER,STEVEN BURGAUER Percent,precinct_id
28,64,135,2,1.48,132,97.78,1,0.74,28064
28,65,212,10,4.72,199,93.87,3,1.42,28065
28,66,172,8,4.65,162,94.19,2,1.16,28066
28,67,115,8,6.96,106,92.17,1,0.87,28067
28,68,199,3,1.51,193,96.98,3,1.51,28068
28,69,104,15,14.42,88,84.62,1,0.96,28069
28,70,127,5,3.94,122,96.06,0,0.0,28070
28,71,174,31,17.82,133,76.44,10,5.75,28071
28,72,108,6,5.56,101,93.52,1,0.93,28072
28,73,99,7,7.07,91,91.92,1,1.01,28073
28,74,144,5,3.47,139,96.53,0,0.0,28074
28,75,121,4,3.31,114,94.21,3,2.48,28075
28,76,124,2,1.61,121,97.58,1,0.81,28076
29,1,267,12,4.49,253,94.76,2,0.75,29001
29,2,123,30,24.39,86,69.92,7,5.69,29002
29,3,316,11,3.48,300,94.94,5,1.58,29003
29,4,226,9,3.98,215,95.13,2,0.88,29004
29,5,274,6,2.19,268,97.81,0,0.0,29005
29,6,120,18,15.0,101,84.17,1,0.83,29006
29,7,122,15,12.3,106,86.89,1,0.82,29007
29,8,191,10,5.24,179,93.72,2,1.05,29008
29,9,129,30,23.26,96,74.42,3,2.33,29009
29,10,262,8,3.05,254,96.95,0,0.0,29010
29,11,359,13,3.62,341,94.99,5,1.39,29011
29,12,312,27,8.65,282,90.38,3,0.96,29012
29,13,270,9,3.33,259,95.93,2,0.74,29013
29,14,315,6,1.9,305,96.83,4,1.27,29014
29,15,290,7,2.41,280,96.55,3,1.03,29015
29,16,317,4,1.26,311,98.11,2,0.63,29016
29,17,240,12,5.0,226,94.17,2,0.83,29017
29,18,240,2,0.83,237,98.75,1,0.42,29018
29,19,218,15,6.88,201,92.2,2,0.92,29019
29,20,241,10,4.15,226,93.78,5,2.07,29020
29,21,236,14,5.93,220,93.22,2,0.85,29021
29,22,236,49,20.76,177,75.0,10,4.24,29022
29,23,280,13,4.64,265,94.64,2,0.71,29023
29,24,126,26,20.63,99,78.57,1,0.79,29024
29,25,304,10,3.29,291,95.72,3,0.99,29025
29,26,248,6,2.42,235,94.76,7,2.82,29026
29,27,185,8,4.32,175,94.59,2,1.08,29027
29,28,328,13,3.96,311,94.82,4,1.22,29028
29,29,316,15,4.75,300,94.94,1,0.32,29029
29,30,50,6,12.0,44,88.0,0,0.0,29030
29,31,260,9,3.46,249,95.77,2,0.77,29031
29,32,205,44,21.46,155,75.61,6,2.93,29032
29,33,230,8,3.48,219,95.22,3,1.3,29033
29,34,196,27,13.78,166,84.69,3,1.53,29034
29,35,240,7,2.92,232,96.67,1,0.42,29035
29,36,268,8,2.99,257,95.9,3,1.12,29036
29,37,260,13,5.0,244,93.85,3,1.15,29037
29,38,231,8,3.46,220,95.24,3,1.3,29038
29,39,228,30,13.16,195,85.53,3,1.32,29039
29,40,421,12,2.85,409,97.15,0,0.0,29040
29,41,298,5,1.68,291,97.65,2,0.67,29041
29,42,310,9,2.9,297,95.81,4,1.29,29042
29,43,315,11,3.49,301,95.56,3,0.95,29043
29,44,291,16,5.5,270,92.78,5,1.72,29044
29,45,260,13,5.0,246,94.62,1,0.38,29045
29,46,261,10,3.83,248,95.02,3,1.15,29046
29,47,384,25,6.51,354,92.19,5,1.3,29047
29,48,236,14,5.93,222,94.07,0,0.0,29048
29,49,334,9,2.69,320,95.81,5,1.5,29049
29,50,220,5,2.27,212,96.36,3,1.36,29050
29,51,276,13,4.71,259,93.84,4,1.45,29051
29,52,212,35,16.51,175,82.55,2,0.94,29052
29,53,212,30,14.15,179,84.43,3,1.42,29053
29,54,211,67,31.75,141,66.82,3,1.42,29054
30,1,231,63,27.27,165,71.43,3,1.3,30001
30,2,157,44,28.03,109,69.43,4,2.55,30002
30,3,292,72,24.66,212,72.6,8,2.74,30003
30,4,165,33,20.0,129,78.18,3,1.82,30004
30,5,136,14,10.29,118,86.76,4,2.94,30005
30,6,131,20,15.27,106,80.92,5,3.82,30006
30,7,175,35,20.0,139,79.43,1,0.57,30007
30,8,279,59,21.15,214,76.7,6,2.15,30008
30,9,226,52,23.01,170,75.22,4,1.77,30009
30,10,240,53,22.08,183,76.25,4,1.67,30010
30,11,194,41,21.13,151,77.84,2,1.03,30011
30,12,169,35,20.71,133,78.7,1,0.59,30012
30,13,197,49,24.87,140,71.07,8,4.06,30013
30,14,84,20,23.81,62,73.81,2,2.38,30014
30,15,227,68,29.96,152,66.96,7,3.08,30015
30,16,196,45,22.96,148,75.51,3,1.53,30016
30,17,295,58,19.66,235,79.66,2,0.68,30017
30,18,48,3,6.25,44,91.67,1,2.08,30018
30,19,122,17,13.93,101,82.79,4,3.28,30019
30,20,174,20,11.49,149,85.63,5,2.87,30020
30,21,138,22,15.94,114,82.61,2,1.45,30021
30,22,212,25,11.79,185,87.26,2,0.94,30022
30,23,151,26,17.22,122,80.79,3,1.99,30023
30,24,152,10,6.58,140,92.11,2,1.32,30024
30,25,173,47,27.17,119,68.79,7,4.05,30025
30,26,125,11,8.8,111,88.8,3,2.4,30026
30,27,170,20,11.76,144,84.71,6,3.53,30027
30,28,165,41,24.85,121,73.33,3,1.82,30028
30,29,102,12,11.76,89,87.25,1,0.98,30029
30,30,224,40,17.86,179,79.91,5,2.23,30030
30,31,142,14,9.86,124,87.32,4,2.82,30031
30,32,98,12,12.24,81,82.65,5,5.1,30032
30,33,155,25,16.13,128,82.58,2,1.29,30033
30,34,187,31,16.58,152,81.28,4,2.14,30034
30,35,187,28,14.97,157,83.96,2,1.07,30035
30,36,215,46,21.4,166,77.21,3,1.4,30036
30,37,178,43,24.16,133,74.72,2,1.12,30037
30,38,284,51,17.96,227,79.93,6,2.11,30038
30,39,210,57,27.14,150,71.43,3,1.43,30039
30,40,200,41,20.5,155,77.5,4,2.0,30040
30,41,167,18,10.78,147,88.02,2,1.2,30041
31,1,106,21,19.81,83,78.3,2,1.89,31001
31,2,162,39,24.07,123,75.93,0,0.0,31002
31,3,175,41,23.43,129,73.71,5,2.86,31003
31,4,170,25,14.71,143,84.12,2,1.18,31004
31,5,204,56,27.45,142,69.61,6,2.94,31005
31,6,202,37,18.32,157,77.72,8,3.96,31006
31,7,169,23,13.61,144,85.21,2,1.18,31007
31,8,137,30,21.9,104,75.91,3,2.19,31008
31,9,193,30,15.54,163,84.46,0,0.0,31009
31,10,98,8,8.16,90,91.84,0,0.0,31010
31,11,111,20,18.02,89,80.18,2,1.8,31011
31,12,178,24,13.48,151,84.83,3,1.69,31012
31,13,199,37,18.59,155,77.89,7,3.52,31013
31,14,149,20,13.42,127,85.23,2,1.34,31014
31,15,108,21,19.44,85,78.7,2,1.85,31015
31,16,106,30,28.3,74,69.81,2,1.89,31016
31,17,160,22,13.75,137,85.63,1,0.63,31017
31,18,194,42,21.65,151,77.84,1,0.52,31018
31,19,161,22,13.66,138,85.71,1,0.62,31019
31,20,150,19,12.67,128,85.33,3,2.0,31020
31,21,185,18,9.73,164,88.65,3,1.62,31021
31,22,113,25,22.12,87,76.99,1,0.88,31022
31,23,113,20,17.7,91,80.53,2,1.77,31023
31,24,139,28,20.14,110,79.14,1,0.72,31024
31,25,153,22,14.38,128,83.66,3,1.96,31025
31,26,103,23,22.33,77,74.76,3,2.91,31026
31,27,129,23,17.83,103,79.84,3,2.33,31027
31,28,160,17,10.63,141,88.13,2,1.25,31028
31,29,147,26,17.69,119,80.95,2,1.36,31029
31,30,166,23,13.86,140,84.34,3,1.81,31030
31,31,242,52,21.49,185,76.45,5,2.07,31031
31,32,151,32,21.19,118,78.15,1,0.66,31032
31,33,164,34,20.73,125,76.22,5,3.05,31033
31,34,130,15,11.54,110,84.62,5,3.85,31034
31,35,134,19,14.18,113,84.33,2,1.49,31035
31,36,201,20,9.95,178,88.56,3,1.49,31036
31,37,186,25,13.44,157,84.41,4,2.15,31037
31,38,104,22,21.15,80,76.92,2,1.92,31038
31,39,138,13,9.42,123,89.13,2,1.45,31039
31,40,135,11,8.15,124,91.85,0,0.0,31040
31,41,158,36,22.78,121,76.58,1,0.63,31041
31,42,165,22,13.33,140,84.85,3,1.82,31042
31,43,216,49,22.69,162,75.0,5,2.31,31043
31,44,165,19,11.52,140,84.85,6,3.64,31044
31,45,156,33,21.15,121,77.56,2,1.28,31045
31,46,158,23,14.56,134,84.81,1,0.63,31046
31,47,204,39,19.12,162,79.41,3,1.47,31047
31,48,159,39,24.53,118,74.21,2,1.26,31048
31,49,86,14,16.28,71,82.56,1,1.16,31049
31,50,234,55,23.5,176,75.21,3,1.28,31050
31,51,107,15,14.02,87,81.31,5,4.67,31051
32,1,354,63,17.8,284,80.23,7,1.98,32001
32,2,307,57,18.57,246,80.13,4,1.3,32002
32,3,215,34,15.81,179,83.26,2,0.93,32003
32,4,374,94,25.13,271,72.46,9,2.41,32004
32,5,216,55,25.46,156,72.22,5,2.31,32005
32,6,299,72,24.08,221,73.91,6,2.01,32006
32,7,242,86,35.54,152,62.81,4,1.65,32007
32,8,428,153,35.75,269,62.85,6,1.4,32008
32,9,457,109,23.85,340,74.4,8,1.75,32009
32,10,315,99,31.43,212,67.3,4,1.27,32010
32,11,174,30,17.24,136,78.16,8,4.6,32011
32,12,156,24,15.38,130,83.33,2,1.28,32012
32,13,156,49,31.41,105,67.31,2,1.28,32013
32,14,266,39,14.66,221,83.08,6,2.26,32014
32,15,272,73,26.84,192,70.59,7,2.57,32015
32,16,323,67,20.74,249,77.09,7,2.17,32016
32,17,255,52,20.39,197,77.25,6,2.35,32017
32,18,299,103,34.45,190,63.55,6,2.01,32018
32,19,281,48,17.08,225,80.07,8,2.85,32019
32,20,318,103,32.39,210,66.04,5,1.57,32020
32,21,284,61,21.48,222,78.17,1,0.35,32021
32,22,387,75,19.38,305,78.81,7,1.81,32022
32,23,332,94,28.31,233,70.18,5,1.51,32023
32,24,289,93,32.18,195,67.47,1,0.35,32024
32,25,268,62,23.13,196,73.13,10,3.73,32025
32,26,251,47,18.73,197,78.49,7,2.79,32026
32,27,266,73,27.44,190,71.43,3,1.13,32027
32,28,243,49,20.16,187,76.95,7,2.88,32028
32,29,288,45,15.63,233,80.9,10,3.47,32029
32,30,267,93,34.83,174,65.17,0,0.0,32030
32,31,406,87,21.43,312,76.85,7,1.72,32031
32,32,339,115,33.92,217,64.01,7,2.06,32032
32,33,265,68,25.66,195,73.58,2,0.75,32033
32,34,339,72,21.24,256,75.52,11,3.24,32034
32,35,367,85,23.16,271,73.84,11,3.0,32035
32,36,369,97,26.29,268,72.63,4,1.08,32036
32,37,284,75,26.41,203,71.48,6,2.11,32037
32,38,327,87,26.61,234,71.56,6,1.83,32038
32,39,422,139,32.94,277,65.64,6,1.42,32039
32,40,364,105,28.85,255,70.05,4,1.1,32040
32,41,387,98,25.32,284,73.39,5,1.29,32041
32,42,389,77,19.79,307,78.92,5,1.29,32042
32,43,375,142,37.87,229,61.07,4,1.07,32043
32,44,197,49,24.87,144,73.1,4,2.03,32044
32,45,280,61,21.79,213,76.07,6,2.14,32045
32,46,139,25,17.99,111,79.86,3,2.16,32046
32,47,349,136,38.97,211,60.46,2,0.57,32047
32,48,451,156,34.59,290,64.3,5,1.11,32048
32,49,246,67,27.24,168,68.29,11,4.47,32049
32,50,418,155,37.08,262,62.68,1,0.24,32050
32,51,376,143,38.03,231,61.44,2,0.53,32051
32,52,206,43,20.87,162,78.64,1,0.49,32052
33,1,278,48,17.27,228,82.01,2,0.72,33001
33,2,426,89,20.89,333,78.17,4,0.94,33002
33,3,219,32,14.61,185,84.47,2,0.91,33003
33,4,283,45,15.9,230,81.27,8,2.83,33004
33,5,143,26,18.18,113,79.02,4,2.8,33005
33,6,333,59,17.72,267,80.18,7,2.1,33006
33,7,312,55,17.63,250,80.13,7,2.24,33007
33,8,352,68,19.32,278,78.98,6,1.7,33008
33,9,190,30,15.79,153,80.53,7,3.68,33009
33,10,395,47,11.9,340,86.08,8,2.03,33010
33,11,349,49,14.04,295,84.53,5,1.43,33011
33,12,342,37,10.82,300,87.72,5,1.46,33012
33,13,398,62,15.58,329,82.66,7,1.76,33013
33,14,244,29,11.89,209,85.66,6,2.46,33014
33,15,249,49,19.68,195,78.31,5,2.01,33015
33,16,109,36,33.03,71,65.14,2,1.83,33016
33,17,333,53,15.92,272,81.68,8,2.4,33017
33,18,128,26,20.31,97,75.78,5,3.91,33018
33,19,276,52,18.84,214,77.54,10,3.62,33019
33,20,240,41,17.08,193,80.42,6,2.5,33020
33,21,360,50,13.89,304,84.44,6,1.67,33021
33,22,375,47,12.53,323,86.13,5,1.33,33022
33,23,433,62,14.32,365,84.3,6,1.39,33023
33,24,307,53,17.26,250,81.43,4,1.3,33024
33,25,400,63,15.75,325,81.25,12,3.0,33025
33,26,251,31,12.35,217,86.45,3,1.2,33026
33,27,233,46,19.74,184,78.97,3,1.29,33027
33,28,310,54,17.42,248,80.0,8,2.58,33028
33,29,305,52,17.05,247,80.98,6,1.97,33029
33,30,260,67,25.77,185,71.15,8,3.08,33030
33,31,312,66,21.15,240,76.92,6,1.92,33031
33,32,284,37,13.03,239,84.15,8,2.82,33032
33,33,252,44,17.46,204,80.95,4,1.59,33033
33,34,197,37,18.78,157,79.7,3,1.52,33034
34,1,378,13,3.44,357,94.44,8,2.12,34001
34,2,281,11,3.91,265,94.31,5,1.78,34002
34,3,243,11,4.53,232,95.47,0,0.0,34003
34,4,270,11,4.07,253,93.7,6,2.22,34004
34,5,221,12,5.43,204,92.31,5,2.26,34005
34,6,204,6,2.94,194,95.1,4,1.96,34006
34,7,352,12,3.41,339,96.31,1,0.28,34007
34,8,323,17,5.26,298,92.26,8,2.48,34008
34,9,263,9,3.42,252,95.82,2,0.76,34009
34,10,374,20,5.35,350,93.58,4,1.07,34010
34,11,243,11,4.53,230,94.65,2,0.82,34011
34,12,287,12,4.18,273,95.12,2,0.7,34012
34,13,273,16,5.86,253,92.67,4,1.47,34013
34,14,231,13,5.63,214,92.64,4,1.73,34014
34,15,220,13,5.91,204,92.73,3,1.36,34015
34,16,225,11,4.89,214,95.11,0,0.0,34016
34,17,254,8,3.15,243,95.67,3,1.18,34017
34,18,219,4,1.83,210,95.89,5,2.28,34018
34,19,215,5,2.33,208,96.74,2,0.93,34019
34,20,385,16,4.16,366,95.06,3,0.78,34020
34,21,348,12,3.45,333,95.69,3,0.86,34021
34,22,337,10,2.97,325,96.44,2,0.59,34022
34,23,254,13,5.12,239,94.09,2,0.79,34023
34,24,276,12,4.35,260,94.2,4,1.45,34024
34,25,176,9,5.11,167,94.89,0,0.0,34025
34,26,245,14,5.71,227,92.65,4,1.63,34026
34,27,214,7,3.27,205,95.79,2,0.93,34027
34,28,201,7,3.48,193,96.02,1,0.5,34028
34,29,366,12,3.28,349,95.36,5,1.37,34029
34,30,371,22,5.93,347,93.53,2,0.54,34030
34,31,199,3,1.51,192,96.48,4,2.01,34031
34,32,335,17,5.07,314,93.73,4,1.19,34032
34,33,158,4,2.53,153,96.84,1,0.63,34033
34,34,280,10,3.57,269,96.07,1,0.36,34034
34,35,357,10,2.8,346,96.92,1,0.28,34035
34,36,281,11,3.91,267,95.02,3,1.07,34036
34,37,181,4,2.21,176,97.24,1,0.55,34037
34,38,210,11,5.24,199,94.76,0,0.0,34038
34,39,202,4,1.98,195,96.53,3,1.49,34039
34,40,350,15,4.29,329,94.0,6,1.71,34040
34,41,269,15,5.58,250,92.94,4,1.49,34041
34,42,306,17,5.56,287,93.79,2,0.65,34042
34,43,301,13,4.32,286,95.02,2,0.66,34043
34,44,399,20,5.01,374,93.73,5,1.25,34044
34,45,332,13,3.92,318,95.78,1,0.3,34045
34,46,190,4,2.11,186,97.89,0,0.0,34046
34,47,160,7,4.38,153,95.63,0,0.0,34047
34,48,287,6,2.09,281,97.91,0,0.0,34048
34,49,336,13,3.87,322,95.83,1,0.3,34049
34,50,254,14,5.51,238,93.7,2,0.79,34050
34,51,442,22,4.98,416,94.12,4,0.9,34051
34,52,240,9,3.75,228,95.0,3,1.25,34052
34,53,254,13,5.12,237,93.31,4,1.57,34053
34,54,238,15,6.3,222,93.28,1,0.42,34054
34,55,213,6,2.82,205,96.24,2,0.94,34055
34,56,233,9,3.86,220,94.42,4,1.72,34056
34,57,204,8,3.92,195,95.59,1,0.49,34057
34,58,246,11,4.47,232,94.31,3,1.22,34058
34,59,244,7,2.87,237,97.13,0,0.0,34059
34,60,188,6,3.19,182,96.81,0,0.0,34060
34,61,255,14,5.49,241,94.51,0,0.0,34061
34,62,346,13,3.76,326,94.22,7,2.02,34062
34,63,265,11,4.15,252,95.09,2,0.75,34063
34,64,75,5,6.67,70,93.33,0,0.0,34064
34,65,122,8,6.56,114,93.44,0,0.0,34065
34,66,301,14,4.65,286,95.02,1,0.33,34066
34,67,243,11,4.53,231,95.06,1,0.41,34067
34,68,180,2,1.11,177,98.33,1,0.56,34068
34,69,203,10,4.93,191,94.09,2,0.99,34069
34,70,300,20,6.67,278,92.67,2,0.67,34070
34,71,253,10,3.95,239,94.47,4,1.58,34071
34,72,219,7,3.2,211,96.35,1,0.46,34072
34,73,208,5,2.4,199,95.67,4,1.92,34073
35,1,302,57,18.87,239,79.14,6,1.99,35001
35,2,252,37,14.68,213,84.52,2,0.79,35002
35,3,167,25,14.97,139,83.23,3,1.8,35003
35,4,343,61,17.78,273,79.59,9,2.62,35004
35,5,239,52,21.76,183,76.57,4,1.67,35005
35,6,251,49,19.52,192,76.49,10,3.98,35006
35,7,327,55,16.82,262,80.12,10,3.06,35007
35,8,266,39,14.66,219,82.33,8,3.01,35008
35,9,235,33,14.04,197,83.83,5,2.13,35009
35,10,238,38,15.97,194,81.51,6,2.52,35010
35,11,243,48,19.75,185,76.13,10,4.12,35011
35,12,324,65,20.06,253,78.09,6,1.85,35012
35,13,160,36,22.5,120,75.0,4,2.5,35013
35,14,299,33,11.04,255,85.28,11,3.68,35014
35,15,223,34,15.25,177,79.37,12,5.38,35015
35,16,231,26,11.26,202,87.45,3,1.3,35016
35,17,254,32,12.6,215,84.65,7,2.76,35017
35,18,286,49,17.13,231,80.77,6,2.1,35018
35,19,225,30,13.33,191,84.89,4,1.78,35019
35,20,245,31,12.65,207,84.49,7,2.86,35020
35,21,268,47,17.54,213,79.48,8,2.99,35021
35,22,84,14,16.67,69,82.14,1,1.19,35022
35,23,192,25,13.02,165,85.94,2,1.04,35023
35,24,213,38,17.84,168,78.87,7,3.29,35024
35,25,296,64,21.62,226,76.35,6,2.03,35025
35,26,335,62,18.51,265,79.1,8,2.39,35026
35,27,317,49,15.46,256,80.76,12,3.79,35027
35,28,290,39,13.45,244,84.14,7,2.41,35028
35,29,332,48,14.46,279,84.04,5,1.51,35029
35,30,339,43,12.68,287,84.66,9,2.65,35030
35,31,346,60,17.34,275,79.48,11,3.18,35031
35,32,180,30,16.67,148,82.22,2,1.11,35032
35,33,217,45,20.74,166,76.5,6,2.76,35033
35,34,256,46,17.97,202,78.91,8,3.13,35034
35,35,243,40,16.46,198,81.48,5,2.06,35035
36,1,273,78,28.57,191,69.96,4,1.47,36001
36,2,219,62,28.31,153,69.86,4,1.83,36002
36,3,241,38,15.77,197,81.74,6,2.49,36003
36,4,171,25,14.62,143,83.63,3,1.75,36004
36,5,237,84,35.44,151,63.71,2,0.84,36005
36,6,304,78,25.66,219,72.04,7,2.3,36006
36,7,264,91,34.47,166,62.88,7,2.65,36007
36,8,286,98,34.27,183,63.99,5,1.75,36008
36,9,299,111,37.12,182,60.87,6,2.01,36009
36,10,195,49,25.13,143,73.33,3,1.54,36010
36,11,384,114,29.69,265,69.01,5,1.3,36011
36,12,229,65,28.38,162,70.74,2,0.87,36012
36,13,431,102,23.67,324,75.17,5,1.16,36013
36,14,298,70,23.49,223,74.83,5,1.68,36014
36,15,313,68,21.73,234,74.76,11,3.51,36015
36,16,406,101,24.88,300,73.89,5,1.23,36016
36,17,273,127,46.52,144,52.75,2,0.73,36017
36,18,368,135,36.68,229,62.23,4,1.09,36018
36,19,341,79,23.17,260,76.25,2,0.59,36019
36,20,388,104,26.8,277,71.39,7,1.8,36020
36,21,460,136,29.57,317,68.91,7,1.52,36021
36,22,423,105,24.82,309,73.05,9,2.13,36022
36,23,151,24,15.89,126,83.44,1,0.66,36023
36,24,243,27,11.11,211,86.83,5,2.06,36024
36,25,231,77,33.33,150,64.94,4,1.73,36025
36,26,348,116,33.33,230,66.09,2,0.57,36026
36,27,167,53,31.74,112,67.07,2,1.2,36027
36,28,238,81,34.03,155,65.13,2,0.84,36028
36,29,285,77,27.02,203,71.23,5,1.75,36029
36,30,381,127,33.33,243,63.78,11,2.89,36030
36,31,364,118,32.42,238,65.38,8,2.2,36031
36,32,326,89,27.3,229,70.25,8,2.45,36032
36,33,203,52,25.62,149,73.4,2,0.99,36033
36,34,249,87,34.94,159,63.86,3,1.2,36034
36,35,378,112,29.63,264,69.84,2,0.53,36035
36,36,260,71,27.31,188,72.31,1,0.38,36036
36,37,273,98,35.9,169,61.9,6,2.2,36037
36,38,207,55,26.57,149,71.98,3,1.45,36038
36,39,304,96,31.58,201,66.12,7,2.3,36039
36,40,355,118,33.24,233,65.63,4,1.13,36040
36,41,248,77,31.05,170,68.55,1,0.4,36041
36,42,259,86,33.2,169,65.25,4,1.54,36042
36,43,244,60,24.59,181,74.18,3,1.23,36043
36,44,288,61,21.18,225,78.13,2,0.69,36044
36,45,254,58,22.83,194,76.38,2,0.79,36045
36,46,269,95,35.32,172,63.94,2,0.74,36046
36,47,220,58,26.36,157,71.36,5,2.27,36047
36,48,329,109,33.13,214,65.05,6,1.82,36048
36,49,370,121,32.7,243,65.68,6,1.62,36049
36,50,302,77,25.5,218,72.19,7,2.32,36050
36,51,337,71,21.07,263,78.04,3,0.89,36051
36,52,279,86,30.82,187,67.03,6,2.15,36052
36,53,198,57,28.79,138,69.7,3,1.52,36053
36,54,341,52,15.25,286,83.87,3,0.88,36054
36,55,355,92,25.92,258,72.68,5,1.41,36055
37,1,146,19,13.01,120,82.19,7,4.79,37001
37,2,195,19,9.74,172,88.21,4,2.05,37002
37,3,155,8,5.16,147,94.84,0,0.0,37003
37,4,118,8,6.78,108,91.53,2,1.69,37004
37,5,252,11,4.37,239,94.84,2,0.79,37005
37,6,267,10,3.75,252,94.38,5,1.87,37006
37,7,198,7,3.54,188,94.95,3,1.52,37007
37,8,194,16,8.25,177,91.24,1,0.52,37008
37,9,259,16,6.18,241,93.05,2,0.77,37009
37,10,259,13,5.02,244,94.21,2,0.77,37010
37,11,143,26,18.18,114,79.72,3,2.1,37011
37,12,183,18,9.84,163,89.07,2,1.09,37012
37,13,193,6,3.11,186,96.37,1,0.52,37013
37,14,223,12,5.38,210,94.17,1,0.45,37014
37,15,220,12,5.45,205,93.18,3,1.36,37015
37,16,277,16,5.78,259,93.5,2,0.72,37016
37,17,252,7,2.78,242,96.03,3,1.19,37017
37,18,234,10,4.27,223,95.3,1,0.43,37018
37,19,105,3,2.86,101,96.19,1,0.95,37019
37,20,164,4,2.44,160,97.56,0,0.0,37020
37,21,220,9,4.09,210,95.45,1,0.45,37021
37,22,271,14,5.17,255,94.1,2,0.74,37022
37,23,207,9,4.35,196,94.69,2,0.97,37023
37,24,213,4,1.88,208,97.65,1,0.47,37024
37,25,274,17,6.2,255,93.07,2,0.73,37025
37,26,133,8,6.02,124,93.23,1,0.75,37026
37,27,166,10,6.02,155,93.37,1,0.6,37027
37,28,175,9,5.14,165,94.29,1,0.57,37028
37,29,242,8,3.31,231,95.45,3,1.24,37029
37,30,207,14,6.76,192,92.75,1,0.48,37030
37,31,243,9,3.7,229,94.24,5,2.06,37031
37,32,250,11,4.4,237,94.8,2,0.8,37032
37,33,195,8,4.1,184,94.36,3,1.54,37033
37,34,210,6,2.86,204,97.14,0,0.0,37034
37,35,118,15,12.71,103,87.29,0,0.0,37035
37,36,217,10,4.61,205,94.47,2,0.92,37036
37,37,215,7,3.26,206,95.81,2,0.93,37037
37,38,251,5,1.99,242,96.41,4,1.59,37038
37,39,109,12,11.01,93,85.32,4,3.67,37039
37,40,274,7,2.55,265,96.72,2,0.73,37040
37,41,228,12,5.26,213,93.42,3,1.32,37041
37,42,47,5,10.64,39,82.98,3,6.38,37042
37,43,158,3,1.9,154,97.47,1,0.63,37043
37,44,220,13,5.91,206,93.64,1,0.45,37044
37,45,138,6,4.35,132,95.65,0,0.0,37045
37,46,236,14,5.93,219,92.8,3,1.27,37046
37,47,46,7,15.22,37,80.43,2,4.35,37047
37,48,266,49,18.42,213,80.08,4,1.5,37048
37,49,211,10,4.74,201,95.26,0,0.0,37049
37,50,234,28,11.97,198,84.62,8,3.42,37050
37,51,178,8,4.49,168,94.38,2,1.12,37051
37,52,144,20,13.89,119,82.64,5,3.47,37052
37,53,195,5,2.56,188,96.41,2,1.03,37053
37,54,239,7,2.93,229,95.82,3,1.26,37054
37,55,228,8,3.51,218,95.61,2,0.88,37055
37,56,167,7,4.19,156,93.41,4,2.4,37056
37,57,137,5,3.65,132,96.35,0,0.0,37057
37,58,199,8,4.02,189,94.97,2,1.01,37058
38,1,306,89,29.08,210,68.63,7,2.29,38001
38,2,222,69,31.08,152,68.47,1,0.45,38002
38,3,273,81,29.67,188,68.86,4,1.47,38003
38,4,133,36,27.07,96,72.18,1,0.75,38004
38,5,400,90,22.5,304,76.0,6,1.5,38005
38,6,269,79,29.37,188,69.89,2,0.74,38006
38,7,317,84,26.5,228,71.92,5,1.58,38007
38,8,203,74,36.45,125,61.58,4,1.97,38008
38,9,243,65,26.75,173,71.19,5,2.06,38009
38,10,363,90,24.79,266,73.28,7,1.93,38010
38,11,225,62,27.56,154,68.44,9,4.0,38011
38,12,328,100,30.49,223,67.99,5,1.52,38012
38,13,261,77,29.5,180,68.97,4,1.53,38013
38,14,239,65,27.2,170,71.13,4,1.67,38014
38,15,200,49,24.5,150,75.0,1,0.5,38015
38,16,312,75,24.04,233,74.68,4,1.28,38016
38,17,203,40,19.7,160,78.82,3,1.48,38017
38,18,272,89,32.72,180,66.18,3,1.1,38018
38,19,310,92,29.68,217,70.0,1,0.32,38019
38,20,312,90,28.85,216,69.23,6,1.92,38020
38,21,286,112,39.16,171,59.79,3,1.05,38021
38,22,268,90,33.58,175,65.3,3,1.12,38022
38,23,217,62,28.57,146,67.28,9,4.15,38023
38,24,178,40,22.47,134,75.28,4,2.25,38024
38,25,226,39,17.26,183,80.97,4,1.77,38025
38,26,217,52,23.96,165,76.04,0,0.0,38026
38,27,184,63,34.24,118,64.13,3,1.63,38027
38,28,224,58,25.89,161,71.88,5,2.23,38028
38,29,233,58,24.89,169,72.53,6,2.58,38029
38,30,240,77,32.08,159,66.25,4,1.67,38030
38,31,312,75,24.04,230,73.72,7,2.24,38031
38,32,338,112,33.14,224,66.27,2,0.59,38032
38,33,230,63,27.39,166,72.17,1,0.43,38033
38,34,153,31,20.26,117,76.47,5,3.27,38034
38,35,93,37,39.78,56,60.22,0,0.0,38035
38,36,250,60,24.0,187,74.8,3,1.2,38036
38,37,287,75,26.13,206,71.78,6,2.09,38037
38,38,343,116,33.82,222,64.72,5,1.46,38038
38,39,274,72,26.28,191,69.71,11,4.01,38039
38,40,193,56,29.02,133,68.91,4,2.07,38040
38,41,325,81,24.92,239,73.54,5,1.54,38041
38,42,282,81,28.72,195,69.15,6,2.13,38042
38,43,270,72,26.67,192,71.11,6,2.22,38043
38,44,264,89,33.71,172,65.15,3,1.14,38044
38,45,300,91,30.33,205,68.33,4,1.33,38045
38,46,251,79,31.47,166,66.14,6,2.39,38046
38,47,257,69,26.85,187,72.76,1,0.39,38047
38,48,282,69,24.47,208,73.76,5,1.77,38048
38,49,261,96,36.78,163,62.45,2,0.77,38049
