ward,precinct,total,Guadalupe Jose Flores (Cruz),Guadalupe Jose Flores (Cruz) Percent,Steven J. Jedd (Cruz),Steven J. Jedd (Cruz) Percent,Michael S. Toleman (Cruz),Michael S. Toleman (Cruz) Percent,Justin Krope (Trump),Justin Krope (Trump) Percent,Diana Jayne (Trump),Diana Jayne (Trump) Percent,Richard Sawchuk (Trump),Richard Sawchuk (Trump) Percent,Glen Samson (Christie),Glen Samson (Christie) Percent,Carol Kissane (Christie),Carol Kissane (Christie) Percent,Gerard M. Kraus (Christie),Gerard M. Kraus (Christie) Percent,Jesus E. Solorio (Bush),Jesus E. Solorio (Bush) Percent,Louis J. Rodriguez (Bush),Louis J. Rodriguez (Bush) Percent,Joseph Urani (Bush),Joseph Urani (Bush) Percent,Richard Beierwaltes (Fiorina),Richard Beierwaltes (Fiorina) Percent,Helen Manson (Fiorina),Helen Manson (Fiorina) Percent,Susan Chmelik (Fiorina),Susan Chmelik (Fiorina) Percent,Timothy W. Heilenbach (Kasich),Timothy W. Heilenbach (Kasich) Percent,Vera A. Wilt (Kasich),Vera A. Wilt (Kasich) Percent,Ann Melichar (Kasich),Ann Melichar (Kasich) Percent,Karen Pulia (Rubio),Karen Pulia (Rubio) Percent,Tom Tomschin (Rubio),Tom Tomschin (Rubio) Percent,Daniela Garcia (Rubio),Daniela Garcia (Rubio) Percent,Alejandrino Diaz Jr. (Carson),Alejandrino Diaz Jr. (Carson) Percent,Welson Cesar (Carson),Welson Cesar (Carson) Percent,precinct_id
33,9,160,5,3.13,7,4.38,7,4.38,30,18.75,28,17.5,26,16.25,0,0.0,1,0.63,0,0.0,2,1.25,0,0.0,0,0.0,1,0.63,0,0.0,0,0.0,11,6.88,17,10.63,16,10.0,3,1.88,3,1.88,3,1.88,0,0.0,0,0.0,33009
33,10,114,5,4.39,7,6.14,5,4.39,17,14.91,17,14.91,17,14.91,0,0.0,0,0.0,0,0.0,2,1.75,3,2.63,2,1.75,0,0.0,0,0.0,0,0.0,6,5.26,11,9.65,10,8.77,6,5.26,4,3.51,2,1.75,0,0.0,0,0.0,33010
33,11,107,5,4.67,8,7.48,7,6.54,11,10.28,14,13.08,13,12.15,1,0.93,1,0.93,2,1.87,0,0.0,0,0.0,0,0.0,0,0.0,1,0.93,1,0.93,6,5.61,10,9.35,10,9.35,6,5.61,5,4.67,5,4.67,1,0.93,0,0.0,33011
33,12,114,9,7.89,9,7.89,9,7.89,15,13.16,14,12.28,17,14.91,0,0.0,0,0.0,2,1.75,2,1.75,2,1.75,1,0.88,0,0.0,0,0.0,0,0.0,5,4.39,7,6.14,10,8.77,3,2.63,3,2.63,5,4.39,0,0.0,1,0.88,33012
33,13,67,1,1.49,2,2.99,0,0.0,12,17.91,14,20.9,12,17.91,0,0.0,0,0.0,0,0.0,3,4.48,2,2.99,0,0.0,0,0.0,2,2.99,1,1.49,2,2.99,4,5.97,7,10.45,2,2.99,1,1.49,2,2.99,0,0.0,0,0.0,33013
33,14,39,6,15.38,5,12.82,5,12.82,6,15.38,6,15.38,5,12.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.13,2,5.13,2,5.13,0,0.0,0,0.0,33014
33,15,113,8,7.08,9,7.96,8,7.08,10,8.85,12,10.62,12,10.62,0,0.0,2,1.77,2,1.77,3,2.65,0,0.0,0,0.0,3,2.65,1,0.88,1,0.88,6,5.31,7,6.19,9,7.96,6,5.31,7,6.19,7,6.19,0,0.0,0,0.0,33015
33,16,176,15,8.52,17,9.66,13,7.39,24,13.64,24,13.64,22,12.5,0,0.0,1,0.57,0,0.0,0,0.0,1,0.57,0,0.0,0,0.0,1,0.57,1,0.57,7,3.98,12,6.82,12,6.82,8,4.55,7,3.98,9,5.11,2,1.14,0,0.0,33016
33,17,148,9,6.08,10,6.76,8,5.41,20,13.51,18,12.16,19,12.84,2,1.35,1,0.68,1,0.68,0,0.0,2,1.35,0,0.0,0,0.0,0,0.0,1,0.68,7,4.73,11,7.43,12,8.11,7,4.73,8,5.41,10,6.76,1,0.68,1,0.68,33017
33,19,98,5,5.1,8,8.16,7,7.14,9,9.18,10,10.2,10,10.2,1,1.02,0,0.0,0,0.0,2,2.04,2,2.04,2,2.04,1,1.02,0,0.0,0,0.0,9,9.18,10,10.2,10,10.2,3,3.06,3,3.06,4,4.08,2,2.04,0,0.0,33019
33,20,108,7,6.48,9,8.33,6,5.56,11,10.19,13,12.04,8,7.41,1,0.93,1,0.93,0,0.0,1,0.93,2,1.85,3,2.78,0,0.0,1,0.93,0,0.0,5,4.63,8,7.41,9,8.33,7,6.48,9,8.33,7,6.48,0,0.0,0,0.0,33020
33,21,103,6,5.83,7,6.8,7,6.8,10,9.71,10,9.71,8,7.77,1,0.97,0,0.0,0,0.0,1,0.97,1,0.97,2,1.94,1,0.97,2,1.94,1,0.97,7,6.8,7,6.8,7,6.8,8,7.77,8,7.77,6,5.83,1,0.97,2,1.94,33021
33,22,96,4,4.17,3,3.13,3,3.13,16,16.67,17,17.71,16,16.67,0,0.0,0,0.0,0,0.0,3,3.13,2,2.08,2,2.08,0,0.0,1,1.04,1,1.04,3,3.13,4,4.17,5,5.21,6,6.25,4,4.17,4,4.17,1,1.04,1,1.04,33022
33,23,157,16,10.19,17,10.83,15,9.55,18,11.46,19,12.1,17,10.83,0,0.0,0,0.0,0,0.0,2,1.27,3,1.91,0,0.0,0,0.0,0,0.0,0,0.0,9,5.73,12,7.64,11,7.01,5,3.18,5,3.18,5,3.18,2,1.27,1,0.64,33023
33,25,118,11,9.32,12,10.17,13,11.02,12,10.17,10,8.47,12,10.17,1,0.85,1,0.85,1,0.85,0,0.0,0,0.0,1,0.85,0,0.0,1,0.85,0,0.0,9,7.63,11,9.32,12,10.17,2,1.69,2,1.69,3,2.54,2,1.69,2,1.69,33025
33,26,88,10,11.36,6,6.82,7,7.95,9,10.23,13,14.77,10,11.36,0,0.0,2,2.27,0,0.0,0,0.0,0,0.0,1,1.14,1,1.14,0,0.0,2,2.27,5,5.68,6,6.82,6,6.82,1,1.14,2,2.27,4,4.55,1,1.14,2,2.27,33026
33,27,140,7,5.0,7,5.0,5,3.57,15,10.71,14,10.0,14,10.0,1,0.71,1,0.71,2,1.43,3,2.14,4,2.86,3,2.14,1,0.71,0,0.0,0,0.0,2,1.43,6,4.29,5,3.57,17,12.14,14,10.0,13,9.29,4,2.86,2,1.43,33027
33,28,78,3,3.85,5,6.41,5,6.41,7,8.97,7,8.97,7,8.97,0,0.0,0,0.0,1,1.28,1,1.28,2,2.56,0,0.0,0,0.0,0,0.0,0,0.0,7,8.97,6,7.69,6,7.69,5,6.41,7,8.97,9,11.54,0,0.0,0,0.0,33028
35,1,99,7,7.07,8,8.08,7,7.07,11,11.11,13,13.13,11,11.11,1,1.01,0,0.0,1,1.01,0,0.0,0,0.0,1,1.01,1,1.01,0,0.0,1,1.01,7,7.07,6,6.06,6,6.06,7,7.07,5,5.05,5,5.05,1,1.01,0,0.0,35001
35,2,121,11,9.09,11,9.09,11,9.09,15,12.4,15,12.4,15,12.4,0,0.0,0,0.0,0,0.0,1,0.83,1,0.83,1,0.83,0,0.0,0,0.0,0,0.0,8,6.61,11,9.09,11,9.09,3,2.48,3,2.48,2,1.65,1,0.83,1,0.83,35002
35,3,42,0,0.0,0,0.0,0,0.0,7,16.67,7,16.67,7,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.38,0,0.0,0,0.0,3,7.14,4,9.52,4,9.52,3,7.14,3,7.14,2,4.76,1,2.38,35003
35,4,103,8,7.77,6,5.83,8,7.77,8,7.77,12,11.65,9,8.74,0,0.0,0,0.0,0,0.0,2,1.94,2,1.94,2,1.94,0,0.0,1,0.97,0,0.0,10,9.71,11,10.68,10,9.71,5,4.85,4,3.88,4,3.88,1,0.97,0,0.0,35004
35,5,52,3,5.77,2,3.85,2,3.85,5,9.62,6,11.54,5,9.62,1,1.92,1,1.92,0,0.0,1,1.92,0,0.0,0,0.0,0,0.0,0,0.0,1,1.92,4,7.69,5,9.62,5,9.62,4,7.69,3,5.77,4,7.69,0,0.0,0,0.0,35005
35,6,69,6,8.7,7,10.14,6,8.7,13,18.84,15,21.74,12,17.39,0,0.0,0,0.0,0,0.0,2,2.9,1,1.45,0,0.0,0,0.0,1,1.45,0,0.0,1,1.45,1,1.45,3,4.35,0,0.0,0,0.0,1,1.45,0,0.0,0,0.0,35006
35,7,39,6,15.38,3,7.69,3,7.69,3,7.69,5,12.82,4,10.26,0,0.0,0,0.0,0,0.0,1,2.56,1,2.56,0,0.0,0,0.0,0,0.0,0,0.0,2,5.13,2,5.13,2,5.13,2,5.13,2,5.13,3,7.69,0,0.0,0,0.0,35007
35,8,39,5,12.82,4,10.26,3,7.69,3,7.69,4,10.26,4,10.26,0,0.0,2,5.13,1,2.56,0,0.0,0,0.0,0,0.0,1,2.56,2,5.13,1,2.56,1,2.56,1,2.56,1,2.56,2,5.13,2,5.13,2,5.13,0,0.0,0,0.0,35008
35,9,79,5,6.33,7,8.86,4,5.06,10,12.66,12,15.19,10,12.66,0,0.0,0,0.0,0,0.0,1,1.27,0,0.0,0,0.0,0,0.0,2,2.53,1,1.27,3,3.8,4,5.06,4,5.06,6,7.59,4,5.06,5,6.33,1,1.27,0,0.0,35009
35,10,61,2,3.28,4,6.56,2,3.28,5,8.2,5,8.2,5,8.2,0,0.0,1,1.64,0,0.0,0,0.0,0,0.0,0,0.0,1,1.64,1,1.64,0,0.0,6,9.84,9,14.75,8,13.11,5,8.2,3,4.92,3,4.92,0,0.0,1,1.64,35010
35,11,81,7,8.64,5,6.17,5,6.17,8,9.88,7,8.64,7,8.64,0,0.0,0,0.0,0,0.0,0,0.0,1,1.23,1,1.23,0,0.0,0,0.0,0,0.0,9,11.11,8,9.88,8,9.88,6,7.41,4,4.94,4,4.94,0,0.0,1,1.23,35011
35,12,31,5,16.13,6,19.35,5,16.13,2,6.45,3,9.68,1,3.23,0,0.0,0,0.0,1,3.23,1,3.23,3,9.68,1,3.23,0,0.0,0,0.0,1,3.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.23,1,3.23,0,0.0,35012
35,13,47,1,2.13,3,6.38,1,2.13,6,12.77,5,10.64,3,6.38,0,0.0,0,0.0,0,0.0,1,2.13,1,2.13,2,4.26,0,0.0,0,0.0,0,0.0,2,4.26,3,6.38,3,6.38,7,14.89,3,6.38,4,8.51,1,2.13,1,2.13,35013
35,14,42,1,2.38,2,4.76,2,4.76,5,11.9,6,14.29,6,14.29,0,0.0,0,0.0,0,0.0,0,0.0,2,4.76,0,0.0,0,0.0,0,0.0,0,0.0,2,4.76,1,2.38,1,2.38,4,9.52,5,11.9,4,9.52,1,2.38,0,0.0,35014
35,15,58,6,10.34,5,8.62,5,8.62,6,10.34,7,12.07,7,12.07,1,1.72,0,0.0,0,0.0,0,0.0,2,3.45,0,0.0,0,0.0,1,1.72,1,1.72,0,0.0,2,3.45,3,5.17,3,5.17,3,5.17,4,6.9,1,1.72,1,1.72,35015
35,16,29,5,17.24,6,20.69,6,20.69,1,3.45,2,6.9,1,3.45,1,3.45,0,0.0,0,0.0,1,3.45,0,0.0,0,0.0,1,3.45,0,0.0,0,0.0,0,0.0,0,0.0,1,3.45,2,6.9,0,0.0,1,3.45,1,3.45,0,0.0,35016
35,17,74,4,5.41,2,2.7,1,1.35,4,5.41,4,5.41,4,5.41,0,0.0,1,1.35,0,0.0,2,2.7,0,0.0,0,0.0,1,1.35,2,2.7,2,2.7,3,4.05,8,10.81,8,10.81,10,13.51,8,10.81,10,13.51,0,0.0,0,0.0,35017
35,18,22,3,13.64,3,13.64,3,13.64,3,13.64,4,18.18,3,13.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,1,4.55,0,0.0,35018
35,19,29,4,13.79,5,17.24,5,17.24,2,6.9,4,13.79,1,3.45,0,0.0,0,0.0,0,0.0,0,0.0,1,3.45,0,0.0,0,0.0,0,0.0,0,0.0,1,3.45,1,3.45,1,3.45,1,3.45,2,6.9,1,3.45,0,0.0,0,0.0,35019
35,20,52,5,9.62,4,7.69,4,7.69,8,15.38,10,19.23,7,13.46,0,0.0,0,0.0,1,1.92,0,0.0,0,0.0,0,0.0,0,0.0,1,1.92,0,0.0,1,1.92,3,5.77,3,5.77,1,1.92,3,5.77,1,1.92,0,0.0,0,0.0,35020
35,21,81,12,14.81,10,12.35,10,12.35,6,7.41,7,8.64,5,6.17,0,0.0,1,1.23,2,2.47,2,2.47,0,0.0,1,1.23,0,0.0,0,0.0,0,0.0,3,3.7,7,8.64,5,6.17,5,6.17,1,1.23,2,2.47,1,1.23,1,1.23,35021
35,22,116,3,2.59,5,4.31,3,2.59,16,13.79,14,12.07,16,13.79,0,0.0,0,0.0,0,0.0,2,1.72,3,2.59,1,0.86,0,0.0,0,0.0,0,0.0,8,6.9,9,7.76,10,8.62,9,7.76,8,6.9,7,6.03,1,0.86,1,0.86,35022
35,23,89,6,6.74,4,4.49,4,4.49,20,22.47,18,20.22,16,17.98,0,0.0,0,0.0,0,0.0,1,1.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,3.37,8,8.99,6,6.74,1,1.12,2,2.25,0,0.0,0,0.0,0,0.0,35023
35,24,80,10,12.5,6,7.5,7,8.75,8,10.0,7,8.75,8,10.0,1,1.25,1,1.25,0,0.0,3,3.75,3,3.75,1,1.25,0,0.0,0,0.0,2,2.5,1,1.25,2,2.5,2,2.5,5,6.25,4,5.0,6,7.5,2,2.5,1,1.25,35024
35,25,68,10,14.71,11,16.18,9,13.24,4,5.88,3,4.41,4,5.88,2,2.94,1,1.47,1,1.47,0,0.0,1,1.47,0,0.0,0,0.0,0,0.0,0,0.0,1,1.47,4,5.88,6,8.82,5,7.35,4,5.88,2,2.94,0,0.0,0,0.0,35025
35,26,102,11,10.78,8,7.84,7,6.86,14,13.73,14,13.73,15,14.71,2,1.96,2,1.96,2,1.96,1,0.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2.94,4,3.92,3,2.94,5,4.9,4,3.92,4,3.92,1,0.98,2,1.96,35026
35,27,81,6,7.41,8,9.88,6,7.41,14,17.28,12,14.81,15,18.52,1,1.23,0,0.0,0,0.0,2,2.47,3,3.7,0,0.0,0,0.0,0,0.0,0,0.0,1,1.23,3,3.7,4,4.94,1,1.23,1,1.23,4,4.94,0,0.0,0,0.0,35027
35,28,91,5,5.49,6,6.59,6,6.59,12,13.19,12,13.19,12,13.19,0,0.0,0,0.0,0,0.0,4,4.4,5,5.49,3,3.3,0,0.0,1,1.1,1,1.1,4,4.4,6,6.59,6,6.59,2,2.2,1,1.1,2,2.2,1,1.1,2,2.2,35028
35,29,68,5,7.35,7,10.29,8,11.76,7,10.29,9,13.24,8,11.76,0,0.0,0,0.0,2,2.94,2,2.94,0,0.0,1,1.47,0,0.0,1,1.47,0,0.0,1,1.47,2,2.94,1,1.47,4,5.88,5,7.35,3,4.41,2,2.94,0,0.0,35029
35,30,113,11,9.73,12,10.62,9,7.96,18,15.93,16,14.16,16,14.16,0,0.0,1,0.88,1,0.88,3,2.65,3,2.65,2,1.77,1,0.88,2,1.77,1,0.88,0,0.0,2,1.77,1,0.88,3,2.65,1,0.88,5,4.42,4,3.54,1,0.88,35030
35,31,142,14,9.86,14,9.86,15,10.56,15,10.56,15,10.56,14,9.86,0,0.0,0,0.0,1,0.7,1,0.7,2,1.41,0,0.0,0,0.0,0,0.0,0,0.0,7,4.93,9,6.34,10,7.04,8,5.63,8,5.63,8,5.63,1,0.7,0,0.0,35031
36,1,132,7,5.3,11,8.33,8,6.06,22,16.67,24,18.18,23,17.42,2,1.52,3,2.27,1,0.76,2,1.52,2,1.52,1,0.76,1,0.76,0,0.0,0,0.0,0,0.0,3,2.27,3,2.27,7,5.3,4,3.03,6,4.55,0,0.0,2,1.52,36001
36,2,84,11,13.1,11,13.1,9,10.71,8,9.52,8,9.52,7,8.33,1,1.19,1,1.19,1,1.19,1,1.19,2,2.38,0,0.0,0,0.0,0,0.0,0,0.0,1,1.19,2,2.38,2,2.38,5,5.95,6,7.14,7,8.33,0,0.0,1,1.19,36002
36,3,90,8,8.89,7,7.78,6,6.67,12,13.33,13,14.44,11,12.22,0,0.0,0,0.0,0,0.0,1,1.11,2,2.22,3,3.33,0,0.0,1,1.11,0,0.0,2,2.22,5,5.56,4,4.44,4,4.44,4,4.44,5,5.56,2,2.22,0,0.0,36003
36,4,45,9,20.0,8,17.78,7,15.56,4,8.89,2,4.44,4,8.89,0,0.0,0,0.0,0,0.0,1,2.22,1,2.22,0,0.0,0,0.0,0,0.0,0,0.0,1,2.22,1,2.22,1,2.22,1,2.22,1,2.22,3,6.67,1,2.22,0,0.0,36004
36,6,77,6,7.79,6,7.79,4,5.19,13,16.88,14,18.18,12,15.58,1,1.3,1,1.3,0,0.0,1,1.3,1,1.3,1,1.3,1,1.3,0,0.0,0,0.0,1,1.3,2,2.6,1,1.3,2,2.6,2,2.6,5,6.49,1,1.3,2,2.6,36006
36,8,19,1,5.26,0,0.0,0,0.0,2,10.53,2,10.53,2,10.53,0,0.0,0,0.0,0,0.0,2,10.53,0,0.0,0,0.0,0,0.0,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,3,15.79,1,5.26,4,21.05,0,0.0,1,5.26,36008
36,9,51,6,11.76,5,9.8,6,11.76,6,11.76,7,13.73,7,13.73,0,0.0,1,1.96,1,1.96,1,1.96,2,3.92,1,1.96,0,0.0,0,0.0,0,0.0,1,1.96,1,1.96,1,1.96,1,1.96,1,1.96,3,5.88,0,0.0,0,0.0,36009
36,10,137,6,4.38,6,4.38,9,6.57,25,18.25,21,15.33,27,19.71,3,2.19,0,0.0,1,0.73,1,0.73,2,1.46,1,0.73,0,0.0,0,0.0,3,2.19,3,2.19,5,3.65,4,2.92,5,3.65,4,2.92,6,4.38,3,2.19,2,1.46,36010
36,11,45,5,11.11,8,17.78,7,15.56,3,6.67,4,8.89,3,6.67,0,0.0,0,0.0,0,0.0,0,0.0,1,2.22,0,0.0,0,0.0,0,0.0,0,0.0,1,2.22,1,2.22,0,0.0,5,11.11,2,4.44,5,11.11,0,0.0,0,0.0,36011
36,12,23,4,17.39,4,17.39,3,13.04,3,13.04,4,17.39,3,13.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.35,1,4.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36012
36,13,40,4,10.0,4,10.0,4,10.0,3,7.5,5,12.5,3,7.5,1,2.5,0,0.0,1,2.5,1,2.5,1,2.5,1,2.5,1,2.5,0,0.0,0,0.0,0,0.0,1,2.5,1,2.5,3,7.5,2,5.0,4,10.0,0,0.0,0,0.0,36013
36,16,64,2,3.13,4,6.25,3,4.69,13,20.31,12,18.75,12,18.75,0,0.0,0,0.0,1,1.56,1,1.56,1,1.56,1,1.56,0,0.0,0,0.0,0,0.0,1,1.56,1,1.56,1,1.56,4,6.25,3,4.69,3,4.69,1,1.56,0,0.0,36016
36,19,117,10,8.55,10,8.55,10,8.55,19,16.24,19,16.24,20,17.09,2,1.71,1,0.85,2,1.71,0,0.0,0,0.0,1,0.85,0,0.0,1,0.85,1,0.85,1,0.85,3,2.56,4,3.42,7,5.98,2,1.71,2,1.71,0,0.0,2,1.71,36019
36,20,72,8,11.11,9,12.5,9,12.5,12,16.67,12,16.67,13,18.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.39,2,2.78,2,2.78,1,1.39,1,1.39,2,2.78,0,0.0,0,0.0,36020
36,21,32,7,21.88,6,18.75,7,21.88,3,9.38,3,9.38,3,9.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.13,1,3.13,1,3.13,0,0.0,0,0.0,36021
36,22,52,6,11.54,4,7.69,7,13.46,6,11.54,7,13.46,8,15.38,0,0.0,1,1.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.92,0,0.0,0,0.0,1,1.92,3,5.77,1,1.92,0,0.0,3,5.77,2,3.85,2,3.85,36022
36,23,63,9,14.29,8,12.7,6,9.52,9,14.29,8,12.7,9,14.29,1,1.59,2,3.17,1,1.59,1,1.59,0,0.0,2,3.17,0,0.0,1,1.59,0,0.0,0,0.0,0,0.0,0,0.0,1,1.59,2,3.17,1,1.59,0,0.0,2,3.17,36023
36,24,22,3,13.64,3,13.64,1,4.55,3,13.64,3,13.64,4,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,0,0.0,1,4.55,1,4.55,2,9.09,0,0.0,0,0.0,36024
36,25,66,2,3.03,7,10.61,7,10.61,6,9.09,11,16.67,9,13.64,1,1.52,1,1.52,2,3.03,1,1.52,0,0.0,1,1.52,0,0.0,0,0.0,0,0.0,1,1.52,2,3.03,4,6.06,3,4.55,3,4.55,4,6.06,1,1.52,0,0.0,36025
36,27,91,8,8.79,12,13.19,10,10.99,13,14.29,11,12.09,13,14.29,1,1.1,0,0.0,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0,2,2.2,4,4.4,3,3.3,3,3.3,2,2.2,3,3.3,3,3.3,1,1.1,36027
36,29,155,18,11.61,21,13.55,18,11.61,22,14.19,18,11.61,22,14.19,0,0.0,1,0.65,1,0.65,0,0.0,4,2.58,1,0.65,0,0.0,1,0.65,2,1.29,3,1.94,5,3.23,5,3.23,2,1.29,6,3.87,3,1.94,1,0.65,1,0.65,36029
37,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37026
38,1,157,18,11.46,19,12.1,20,12.74,22,14.01,19,12.1,20,12.74,0,0.0,0,0.0,0,0.0,1,0.64,1,0.64,1,0.64,0,0.0,0,0.0,0,0.0,3,1.91,4,2.55,4,2.55,7,4.46,6,3.82,7,4.46,0,0.0,5,3.18,38001
38,35,92,6,6.52,8,8.7,6,6.52,13,14.13,10,10.87,13,14.13,0,0.0,0,0.0,0,0.0,1,1.09,0,0.0,0,0.0,1,1.09,0,0.0,0,0.0,6,6.52,7,7.61,7,7.61,4,4.35,5,5.43,5,5.43,0,0.0,0,0.0,38035
38,41,133,14,10.53,13,9.77,13,9.77,12,9.02,14,10.53,12,9.02,2,1.5,0,0.0,0,0.0,1,0.75,1,0.75,2,1.5,0,0.0,0,0.0,1,0.75,6,4.51,13,9.77,12,9.02,6,4.51,4,3.01,6,4.51,0,0.0,1,0.75,38041
39,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39006
39,12,22,1,4.55,1,4.55,1,4.55,3,13.64,3,13.64,2,9.09,0,0.0,0,0.0,0,0.0,1,4.55,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,1,4.55,2,9.09,3,13.64,1,4.55,1,4.55,0,0.0,0,0.0,39012
39,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39025
39,28,48,6,12.5,6,12.5,5,10.42,4,8.33,4,8.33,5,10.42,0,0.0,0,0.0,0,0.0,0,0.0,1,2.08,0,0.0,1,2.08,0,0.0,0,0.0,3,6.25,3,6.25,3,6.25,2,4.17,2,4.17,3,6.25,0,0.0,0,0.0,39028
39,31,98,11,11.22,13,13.27,12,12.24,9,9.18,12,12.24,11,11.22,0,0.0,0,0.0,0,0.0,1,1.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.04,3,3.06,3,3.06,7,7.14,7,7.14,7,7.14,0,0.0,0,0.0,39031
45,1,80,7,8.75,7,8.75,7,8.75,5,6.25,7,8.75,5,6.25,0,0.0,1,1.25,1,1.25,2,2.5,2,2.5,1,1.25,0,0.0,0,0.0,0,0.0,4,5.0,9,11.25,9,11.25,3,3.75,2,2.5,3,3.75,3,3.75,2,2.5,45001
45,2,94,4,4.26,11,11.7,10,10.64,8,8.51,8,8.51,8,8.51,1,1.06,2,2.13,2,2.13,1,1.06,0,0.0,0,0.0,1,1.06,1,1.06,0,0.0,7,7.45,9,9.57,8,8.51,2,2.13,4,4.26,5,5.32,0,0.0,2,2.13,45002
45,8,135,11,8.15,12,8.89,11,8.15,17,12.59,20,14.81,16,11.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.48,0,0.0,5,3.7,8,5.93,7,5.19,8,5.93,8,5.93,9,6.67,1,0.74,0,0.0,45008
45,9,160,17,10.63,19,11.88,15,9.38,22,13.75,24,15.0,22,13.75,1,0.63,0,0.0,1,0.63,0,0.0,1,0.63,0,0.0,0,0.0,0,0.0,1,0.63,5,3.13,6,3.75,4,2.5,7,4.38,7,4.38,3,1.88,4,2.5,1,0.63,45009
45,10,241,26,10.79,28,11.62,26,10.79,26,10.79,28,11.62,25,10.37,0,0.0,1,0.41,0,0.0,1,0.41,2,0.83,1,0.41,0,0.0,0,0.0,1,0.41,12,4.98,14,5.81,16,6.64,10,4.15,13,5.39,8,3.32,1,0.41,2,0.83,45010
