ward,precinct,total,LORI LIGHTFOOT,LORI LIGHTFOOT Percent,TONI PRECKWINKLE,TONI PRECKWINKLE Percent,precinct_id
48,36,245,180,73.47,65,26.53,48036
48,37,349,247,70.77,102,29.23,48037
48,38,432,325,75.23,107,24.77,48038
48,39,305,226,74.1,79,25.9,48039
48,40,318,236,74.21,82,25.79,48040
48,41,348,211,60.63,137,39.37,48041
48,42,431,287,66.59,144,33.41,48042
48,43,334,222,66.47,112,33.53,48043
48,44,451,302,66.96,149,33.04,48044
48,45,256,168,65.63,88,34.38,48045
48,46,228,157,68.86,71,31.14,48046
49,1,189,130,68.78,59,31.22,49001
49,2,196,132,67.35,64,32.65,49002
49,3,365,247,67.67,118,32.33,49003
49,4,395,221,55.95,174,44.05,49004
49,5,397,246,61.96,151,38.04,49005
49,6,272,181,66.54,91,33.46,49006
49,7,284,179,63.03,105,36.97,49007
49,8,251,175,69.72,76,30.28,49008
49,9,302,191,63.25,111,36.75,49009
49,10,312,204,65.38,108,34.62,49010
49,11,353,226,64.02,127,35.98,49011
49,12,420,257,61.19,163,38.81,49012
49,13,358,245,68.44,113,31.56,49013
49,14,287,179,62.37,108,37.63,49014
49,15,218,153,70.18,65,29.82,49015
49,16,309,184,59.55,125,40.45,49016
49,17,201,127,63.18,74,36.82,49017
49,18,420,246,58.57,174,41.43,49018
49,19,248,162,65.32,86,34.68,49019
49,20,465,275,59.14,190,40.86,49020
49,21,169,109,64.5,60,35.5,49021
49,22,338,213,63.02,125,36.98,49022
49,23,393,235,59.8,158,40.2,49023
49,24,218,141,64.68,77,35.32,49024
49,25,414,271,65.46,143,34.54,49025
49,26,353,233,66.01,120,33.99,49026
49,27,318,201,63.21,117,36.79,49027
49,28,425,246,57.88,179,42.12,49028
49,29,368,206,55.98,162,44.02,49029
49,30,342,206,60.23,136,39.77,49030
49,31,258,196,75.97,62,24.03,49031
49,32,300,197,65.67,103,34.33,49032
49,33,260,170,65.38,90,34.62,49033
50,1,244,171,70.08,73,29.92,50001
50,2,140,109,77.86,31,22.14,50002
50,3,233,168,72.1,65,27.9,50003
50,4,237,176,74.26,61,25.74,50004
50,5,160,122,76.25,38,23.75,50005
50,6,278,195,70.14,83,29.86,50006
50,7,335,272,81.19,63,18.81,50007
50,8,218,149,68.35,69,31.65,50008
50,9,203,147,72.41,56,27.59,50009
50,10,170,118,69.41,52,30.59,50010
50,11,161,137,85.09,24,14.91,50011
50,12,96,68,70.83,28,29.17,50012
50,13,224,155,69.2,69,30.8,50013
50,14,97,69,71.13,28,28.87,50014
50,15,335,246,73.43,89,26.57,50015
50,16,90,78,86.67,12,13.33,50016
50,17,164,112,68.29,52,31.71,50017
50,18,64,44,68.75,20,31.25,50018
50,19,107,68,63.55,39,36.45,50019
50,20,227,137,60.35,90,39.65,50020
50,21,199,141,70.85,58,29.15,50021
50,22,169,111,65.68,58,34.32,50022
50,23,143,104,72.73,39,27.27,50023
50,24,184,140,76.09,44,23.91,50024
50,25,219,173,79.0,46,21.0,50025
50,26,174,113,64.94,61,35.06,50026
50,27,71,47,66.2,24,33.8,50027
50,28,248,165,66.53,83,33.47,50028
50,29,133,91,68.42,42,31.58,50029
50,30,137,95,69.34,42,30.66,50030
50,31,210,135,64.29,75,35.71,50031
50,32,218,141,64.68,77,35.32,50032
50,33,213,174,81.69,39,18.31,50033
50,34,363,262,72.18,101,27.82,50034
50,35,311,220,70.74,91,29.26,50035
50,36,239,161,67.36,78,32.64,50036
50,37,271,209,77.12,62,22.88,50037
50,38,133,89,66.92,44,33.08,50038
50,39,117,95,81.2,22,18.8,50039
50,40,224,170,75.89,54,24.11,50040
