ward,precinct,total,MELISSA CONYEARS-ERVIN,MELISSA CONYEARS-ERVIN Percent,AMEYA PAWAR,AMEYA PAWAR Percent,precinct_id
48,34,299,110,36.79,189,63.21,48034
48,35,230,124,53.91,106,46.09,48035
48,36,228,102,44.74,126,55.26,48036
48,37,331,94,28.4,237,71.6,48037
48,38,413,110,26.63,303,73.37,48038
48,39,293,133,45.39,160,54.61,48039
48,40,305,79,25.9,226,74.1,48040
48,41,333,127,38.14,206,61.86,48041
48,42,417,119,28.54,298,71.46,48042
48,43,323,114,35.29,209,64.71,48043
48,44,428,115,26.87,313,73.13,48044
48,45,245,71,28.98,174,71.02,48045
48,46,215,107,49.77,108,50.23,48046
49,1,183,100,54.64,83,45.36,49001
49,2,186,63,33.87,123,66.13,49002
49,3,345,125,36.23,220,63.77,49003
49,4,378,116,30.69,262,69.31,49004
49,5,375,191,50.93,184,49.07,49005
49,6,256,105,41.02,151,58.98,49006
49,7,271,88,32.47,183,67.53,49007
49,8,233,130,55.79,103,44.21,49008
49,9,285,104,36.49,181,63.51,49009
49,10,302,110,36.42,192,63.58,49010
49,11,341,123,36.07,218,63.93,49011
49,12,403,121,30.02,282,69.98,49012
49,13,340,144,42.35,196,57.65,49013
49,14,275,127,46.18,148,53.82,49014
49,15,214,104,48.6,110,51.4,49015
49,16,298,142,47.65,156,52.35,49016
49,17,192,86,44.79,106,55.21,49017
49,18,403,139,34.49,264,65.51,49018
49,19,236,123,52.12,113,47.88,49019
49,20,443,138,31.15,305,68.85,49020
49,21,164,87,53.05,77,46.95,49021
49,22,332,162,48.8,170,51.2,49022
49,23,373,142,38.07,231,61.93,49023
49,24,210,111,52.86,99,47.14,49024
49,25,395,158,40.0,237,60.0,49025
49,26,342,128,37.43,214,62.57,49026
49,27,309,125,40.45,184,59.55,49027
49,28,410,155,37.8,255,62.2,49028
49,29,349,128,36.68,221,63.32,49029
49,30,331,142,42.9,189,57.1,49030
49,31,244,117,47.95,127,52.05,49031
49,32,290,149,51.38,141,48.62,49032
49,33,256,106,41.41,150,58.59,49033
50,1,219,107,48.86,112,51.14,50001
50,2,131,69,52.67,62,47.33,50002
50,3,208,104,50.0,104,50.0,50003
50,4,226,110,48.67,116,51.33,50004
50,5,143,66,46.15,77,53.85,50005
50,6,253,145,57.31,108,42.69,50006
50,7,329,140,42.55,189,57.45,50007
50,8,206,106,51.46,100,48.54,50008
50,9,197,85,43.15,112,56.85,50009
50,10,148,82,55.41,66,44.59,50010
50,11,122,56,45.9,66,54.1,50011
50,12,92,48,52.17,44,47.83,50012
50,13,210,100,47.62,110,52.38,50013
50,14,87,45,51.72,42,48.28,50014
50,15,320,101,31.56,219,68.44,50015
50,16,77,40,51.95,37,48.05,50016
50,17,156,86,55.13,70,44.87,50017
50,18,48,33,68.75,15,31.25,50018
50,19,106,41,38.68,65,61.32,50019
50,20,224,106,47.32,118,52.68,50020
50,21,191,72,37.7,119,62.3,50021
50,22,152,69,45.39,83,54.61,50022
50,23,134,83,61.94,51,38.06,50023
50,24,154,87,56.49,67,43.51,50024
50,25,195,97,49.74,98,50.26,50025
50,26,166,80,48.19,86,51.81,50026
50,27,67,34,50.75,33,49.25,50027
50,28,232,147,63.36,85,36.64,50028
50,29,127,57,44.88,70,55.12,50029
50,30,136,74,54.41,62,45.59,50030
50,31,203,97,47.78,106,52.22,50031
50,32,210,115,54.76,95,45.24,50032
50,33,180,91,50.56,89,49.44,50033
50,34,340,141,41.47,199,58.53,50034
50,35,301,135,44.85,166,55.15,50035
50,36,225,75,33.33,150,66.67,50036
50,37,261,125,47.89,136,52.11,50037
50,38,122,71,58.2,51,41.8,50038
50,39,108,61,56.48,47,43.52,50039
50,40,196,102,52.04,94,47.96,50040
