ward,precinct,total,Stella B. Black,Stella B. Black Percent,Barbara McGowan,Barbara McGowan Percent,Michael A. Alvarez,Michael A. Alvarez Percent,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Kathleen Mary O'Reilley,Kathleen Mary O'Reilley Percent,"Wallace Davis, III","Wallace Davis, III Percent",Maureen Kelly,Maureen Kelly Percent,Todd Connor,Todd Connor Percent,Kari K. Steele,Kari K. Steele Percent,precinct_id
26,40,98,11,11.22,10,10.2,23,23.47,17,17.35,2,2.04,10,10.2,5,5.1,13,13.27,7,7.14,26040
26,41,158,6,3.8,18,11.39,48,30.38,16,10.13,14,8.86,16,10.13,12,7.59,17,10.76,11,6.96,26041
26,42,70,3,4.29,2,2.86,22,31.43,9,12.86,7,10.0,7,10.0,8,11.43,5,7.14,7,10.0,26042
26,43,110,11,10.0,7,6.36,44,40.0,10,9.09,10,9.09,9,8.18,7,6.36,10,9.09,2,1.82,26043
26,44,89,8,8.99,15,16.85,21,23.6,8,8.99,6,6.74,12,13.48,4,4.49,5,5.62,10,11.24,26044
26,45,146,10,6.85,13,8.9,35,23.97,18,12.33,10,6.85,17,11.64,11,7.53,19,13.01,13,8.9,26045
26,46,224,1,0.45,22,9.82,29,12.95,49,21.88,20,8.93,14,6.25,19,8.48,45,20.09,25,11.16,26046
26,47,64,3,4.69,11,17.19,19,29.69,9,14.06,5,7.81,5,7.81,1,1.56,3,4.69,8,12.5,26047
26,48,175,17,9.71,20,11.43,44,25.14,19,10.86,13,7.43,20,11.43,15,8.57,12,6.86,15,8.57,26048
26,49,91,10,10.99,4,4.4,26,28.57,13,14.29,4,4.4,13,14.29,4,4.4,7,7.69,10,10.99,26049
26,50,75,7,9.33,8,10.67,11,14.67,12,16.0,10,13.33,5,6.67,6,8.0,8,10.67,8,10.67,26050
26,51,188,12,6.38,13,6.91,45,23.94,38,20.21,10,5.32,10,5.32,14,7.45,33,17.55,13,6.91,26051
26,52,52,4,7.69,8,15.38,13,25.0,3,5.77,7,13.46,7,13.46,5,9.62,4,7.69,1,1.92,26052
26,53,80,4,5.0,10,12.5,19,23.75,11,13.75,4,5.0,7,8.75,4,5.0,12,15.0,9,11.25,26053
26,54,106,10,9.43,15,14.15,32,30.19,13,12.26,7,6.6,8,7.55,7,6.6,6,5.66,8,7.55,26054
26,55,127,7,5.51,17,13.39,32,25.2,24,18.9,14,11.02,4,3.15,9,7.09,14,11.02,6,4.72,26055
26,56,120,8,6.67,10,8.33,22,18.33,16,13.33,11,9.17,15,12.5,8,6.67,13,10.83,17,14.17,26056
26,57,109,12,11.01,8,7.34,42,38.53,10,9.17,9,8.26,11,10.09,5,4.59,5,4.59,7,6.42,26057
26,58,136,12,8.82,13,9.56,41,30.15,14,10.29,9,6.62,19,13.97,8,5.88,9,6.62,11,8.09,26058
26,59,111,7,6.31,10,9.01,31,27.93,12,10.81,8,7.21,12,10.81,10,9.01,12,10.81,9,8.11,26059
26,60,94,4,4.26,5,5.32,20,21.28,20,21.28,5,5.32,8,8.51,3,3.19,14,14.89,15,15.96,26060
26,61,64,6,9.38,5,7.81,29,45.31,5,7.81,4,6.25,3,4.69,3,4.69,6,9.38,3,4.69,26061
26,62,181,11,6.08,26,14.36,40,22.1,32,17.68,20,11.05,5,2.76,13,7.18,19,10.5,15,8.29,26062
26,63,50,4,8.0,3,6.0,17,34.0,6,12.0,5,10.0,5,10.0,3,6.0,5,10.0,2,4.0,26063
27,1,272,12,4.41,29,10.66,30,11.03,69,25.37,18,6.62,5,1.84,22,8.09,51,18.75,36,13.24,27001
27,2,136,13,9.56,19,13.97,25,18.38,13,9.56,6,4.41,35,25.74,8,5.88,5,3.68,12,8.82,27002
27,3,157,17,10.83,27,17.2,27,17.2,14,8.92,7,4.46,41,26.11,6,3.82,4,2.55,14,8.92,27003
27,4,118,7,5.93,15,12.71,28,23.73,19,16.1,5,4.24,26,22.03,5,4.24,4,3.39,9,7.63,27004
27,5,107,7,6.54,6,5.61,20,18.69,23,21.5,9,8.41,12,11.21,6,5.61,12,11.21,12,11.21,27005
27,6,61,4,6.56,12,19.67,9,14.75,9,14.75,4,6.56,14,22.95,2,3.28,2,3.28,5,8.2,27006
27,7,196,15,7.65,20,10.2,18,9.18,37,18.88,17,8.67,21,10.71,16,8.16,22,11.22,30,15.31,27007
27,8,191,20,10.47,39,20.42,23,12.04,15,7.85,8,4.19,52,27.23,3,1.57,4,2.09,27,14.14,27008
27,9,331,43,12.99,42,12.69,25,7.55,37,11.18,21,6.34,74,22.36,17,5.14,29,8.76,43,12.99,27009
27,10,445,60,13.48,77,17.3,59,13.26,53,11.91,22,4.94,107,24.04,16,3.6,15,3.37,36,8.09,27010
27,11,192,23,11.98,23,11.98,16,8.33,38,19.79,15,7.81,15,7.81,18,9.38,24,12.5,20,10.42,27011
27,12,264,15,5.68,30,11.36,33,12.5,51,19.32,22,8.33,21,7.95,32,12.12,29,10.98,31,11.74,27012
27,13,215,7,3.26,21,9.77,35,16.28,42,19.53,19,8.84,16,7.44,22,10.23,30,13.95,23,10.7,27013
27,14,230,31,13.48,45,19.57,22,9.57,24,10.43,8,3.48,65,28.26,4,1.74,9,3.91,22,9.57,27014
27,15,110,11,10.0,20,18.18,20,18.18,9,8.18,4,3.64,28,25.45,2,1.82,5,4.55,11,10.0,27015
27,16,43,2,4.65,2,4.65,7,16.28,8,18.6,6,13.95,4,9.3,4,9.3,9,20.93,1,2.33,27016
27,17,212,8,3.77,20,9.43,24,11.32,58,27.36,16,7.55,10,4.72,11,5.19,34,16.04,31,14.62,27017
27,18,158,4,2.53,14,8.86,17,10.76,29,18.35,15,9.49,9,5.7,17,10.76,29,18.35,24,15.19,27018
27,19,181,22,12.15,28,15.47,29,16.02,8,4.42,11,6.08,45,24.86,13,7.18,6,3.31,19,10.5,27019
27,20,224,29,12.95,40,17.86,42,18.75,32,14.29,7,3.13,37,16.52,10,4.46,10,4.46,17,7.59,27020
27,21,184,17,9.24,22,11.96,22,11.96,23,12.5,7,3.8,50,27.17,12,6.52,11,5.98,20,10.87,27021
27,22,193,18,9.33,45,23.32,25,12.95,27,13.99,7,3.63,42,21.76,3,1.55,6,3.11,20,10.36,27022
27,23,44,1,2.27,10,22.73,6,13.64,5,11.36,2,4.55,13,29.55,2,4.55,0,0.0,5,11.36,27023
27,24,159,18,11.32,16,10.06,29,18.24,33,20.75,6,3.77,37,23.27,6,3.77,4,2.52,10,6.29,27024
27,25,115,12,10.43,19,16.52,21,18.26,6,5.22,2,1.74,34,29.57,5,4.35,5,4.35,11,9.57,27025
27,26,229,28,12.23,36,15.72,23,10.04,15,6.55,15,6.55,68,29.69,13,5.68,10,4.37,21,9.17,27026
27,27,204,24,11.76,27,13.24,20,9.8,23,11.27,3,1.47,66,32.35,10,4.9,11,5.39,20,9.8,27027
27,28,280,36,12.86,37,13.21,31,11.07,36,12.86,14,5.0,40,14.29,19,6.79,26,9.29,41,14.64,27028
27,29,136,18,13.24,19,13.97,26,19.12,27,19.85,5,3.68,29,21.32,3,2.21,3,2.21,6,4.41,27029
27,30,91,7,7.69,20,21.98,18,19.78,11,12.09,1,1.1,24,26.37,2,2.2,1,1.1,7,7.69,27030
27,31,131,19,14.5,24,18.32,18,13.74,10,7.63,4,3.05,35,26.72,9,6.87,4,3.05,8,6.11,27031
27,32,259,33,12.74,37,14.29,43,16.6,37,14.29,16,6.18,25,9.65,15,5.79,29,11.2,24,9.27,27032
27,33,194,20,10.31,26,13.4,25,12.89,30,15.46,7,3.61,41,21.13,16,8.25,12,6.19,17,8.76,27033
27,34,171,9,5.26,36,21.05,20,11.7,18,10.53,8,4.68,57,33.33,6,3.51,6,3.51,11,6.43,27034
27,35,189,6,3.17,21,11.11,34,17.99,46,24.34,21,11.11,9,4.76,12,6.35,26,13.76,14,7.41,27035
27,36,252,20,7.94,53,21.03,35,13.89,39,15.48,8,3.17,63,25.0,8,3.17,13,5.16,13,5.16,27036
27,37,359,24,6.69,44,12.26,81,22.56,73,20.33,9,2.51,83,23.12,14,3.9,12,3.34,19,5.29,27037
27,38,116,5,4.31,10,8.62,24,20.69,18,15.52,9,7.76,6,5.17,10,8.62,20,17.24,14,12.07,27038
27,39,78,8,10.26,6,7.69,12,15.38,10,12.82,4,5.13,25,32.05,2,2.56,3,3.85,8,10.26,27039
27,40,166,16,9.64,18,10.84,29,17.47,24,14.46,4,2.41,55,33.13,6,3.61,4,2.41,10,6.02,27040
27,41,184,8,4.35,21,11.41,32,17.39,35,19.02,19,10.33,10,5.43,16,8.7,26,14.13,17,9.24,27041
27,42,140,5,3.57,12,8.57,13,9.29,30,21.43,9,6.43,3,2.14,14,10.0,28,20.0,26,18.57,27042
27,43,125,7,5.6,24,19.2,28,22.4,22,17.6,2,1.6,22,17.6,9,7.2,3,2.4,8,6.4,27043
27,44,175,18,10.29,37,21.14,24,13.71,20,11.43,7,4.0,41,23.43,6,3.43,4,2.29,18,10.29,27044
27,45,210,11,5.24,39,18.57,40,19.05,41,19.52,5,2.38,54,25.71,5,2.38,2,0.95,13,6.19,27045
27,46,232,11,4.74,41,17.67,50,21.55,50,21.55,5,2.16,54,23.28,9,3.88,1,0.43,11,4.74,27046
27,47,127,10,7.87,23,18.11,16,12.6,15,11.81,5,3.94,39,30.71,5,3.94,1,0.79,13,10.24,27047
27,48,291,46,15.81,42,14.43,33,11.34,26,8.93,9,3.09,82,28.18,12,4.12,9,3.09,32,11.0,27048
27,49,196,23,11.73,31,15.82,23,11.73,16,8.16,7,3.57,60,30.61,8,4.08,7,3.57,21,10.71,27049
27,50,223,17,7.62,26,11.66,22,9.87,43,19.28,16,7.17,7,3.14,23,10.31,41,18.39,28,12.56,27050
27,51,25,2,8.0,0,0.0,4,16.0,6,24.0,0,0.0,12,48.0,0,0.0,0,0.0,1,4.0,27051
27,52,152,21,13.82,24,15.79,17,11.18,17,11.18,5,3.29,42,27.63,9,5.92,4,2.63,13,8.55,27052
27,53,148,12,8.11,11,7.43,12,8.11,27,18.24,6,4.05,38,25.68,9,6.08,19,12.84,14,9.46,27053
27,54,204,10,4.9,20,9.8,24,11.76,35,17.16,19,9.31,6,2.94,25,12.25,44,21.57,21,10.29,27054
27,55,164,18,10.98,22,13.41,28,17.07,19,11.59,5,3.05,51,31.1,5,3.05,1,0.61,15,9.15,27055
27,56,116,4,3.45,16,13.79,16,13.79,18,15.52,18,15.52,2,1.72,15,12.93,16,13.79,11,9.48,27056
27,57,142,7,4.93,15,10.56,10,7.04,32,22.54,12,8.45,6,4.23,8,5.63,26,18.31,26,18.31,27057
27,58,62,4,6.45,5,8.06,3,4.84,11,17.74,7,11.29,6,9.68,7,11.29,10,16.13,9,14.52,27058
27,59,256,12,4.69,29,11.33,53,20.7,53,20.7,22,8.59,32,12.5,14,5.47,28,10.94,13,5.08,27059
28,1,187,26,13.9,39,20.86,26,13.9,14,7.49,7,3.74,41,21.93,12,6.42,9,4.81,13,6.95,28001
28,2,233,19,8.15,46,19.74,19,8.15,21,9.01,9,3.86,79,33.91,7,3.0,8,3.43,25,10.73,28002
28,3,138,19,13.77,21,15.22,18,13.04,10,7.25,7,5.07,35,25.36,6,4.35,11,7.97,11,7.97,28003
28,4,244,28,11.48,63,25.82,28,11.48,28,11.48,7,2.87,56,22.95,8,3.28,3,1.23,23,9.43,28004
28,5,138,9,6.52,30,21.74,21,15.22,15,10.87,6,4.35,34,24.64,4,2.9,5,3.62,14,10.14,28005
28,6,145,13,8.97,32,22.07,19,13.1,15,10.34,6,4.14,33,22.76,6,4.14,7,4.83,14,9.66,28006
28,7,150,13,8.67,33,22.0,21,14.0,11,7.33,8,5.33,35,23.33,9,6.0,8,5.33,12,8.0,28007
28,8,201,20,9.95,50,24.88,27,13.43,26,12.94,6,2.99,44,21.89,0,0.0,5,2.49,23,11.44,28008
28,9,175,11,6.29,44,25.14,27,15.43,30,17.14,3,1.71,34,19.43,9,5.14,7,4.0,10,5.71,28009
28,10,70,8,11.43,10,14.29,5,7.14,6,8.57,7,10.0,18,25.71,3,4.29,2,2.86,11,15.71,28010
28,11,143,15,10.49,26,18.18,22,15.38,14,9.79,7,4.9,38,26.57,1,0.7,8,5.59,12,8.39,28011
28,12,120,15,12.5,25,20.83,10,8.33,11,9.17,3,2.5,31,25.83,8,6.67,8,6.67,9,7.5,28012
28,13,82,7,8.54,22,26.83,13,15.85,14,17.07,0,0.0,19,23.17,0,0.0,2,2.44,5,6.1,28013
28,14,126,21,16.67,25,19.84,8,6.35,8,6.35,5,3.97,31,24.6,6,4.76,4,3.17,18,14.29,28014
28,15,198,30,15.15,41,20.71,19,9.6,14,7.07,12,6.06,43,21.72,6,3.03,6,3.03,27,13.64,28015
28,16,189,13,6.88,47,24.87,21,11.11,24,12.7,6,3.17,44,23.28,9,4.76,7,3.7,18,9.52,28016
28,17,212,23,10.85,48,22.64,19,8.96,20,9.43,11,5.19,51,24.06,7,3.3,11,5.19,22,10.38,28017
28,18,221,21,9.5,57,25.79,24,10.86,23,10.41,8,3.62,49,22.17,10,4.52,7,3.17,22,9.95,28018
28,19,251,23,9.16,59,23.51,21,8.37,23,9.16,11,4.38,61,24.3,13,5.18,16,6.37,24,9.56,28019
28,20,190,18,9.47,38,20.0,25,13.16,23,12.11,10,5.26,51,26.84,5,2.63,6,3.16,14,7.37,28020
28,21,260,33,12.69,52,20.0,35,13.46,19,7.31,9,3.46,65,25.0,8,3.08,9,3.46,30,11.54,28021
28,22,182,19,10.44,47,25.82,26,14.29,17,9.34,4,2.2,36,19.78,5,2.75,10,5.49,18,9.89,28022
28,23,166,21,12.65,34,20.48,23,13.86,17,10.24,6,3.61,37,22.29,7,4.22,7,4.22,14,8.43,28023
28,24,109,16,14.68,20,18.35,15,13.76,9,8.26,3,2.75,28,25.69,5,4.59,5,4.59,8,7.34,28024
28,25,126,20,15.87,21,16.67,19,15.08,10,7.94,2,1.59,30,23.81,7,5.56,2,1.59,15,11.9,28025
28,26,208,21,10.1,47,22.6,31,14.9,30,14.42,9,4.33,42,20.19,6,2.88,8,3.85,14,6.73,28026
28,27,202,25,12.38,46,22.77,23,11.39,16,7.92,9,4.46,43,21.29,8,3.96,15,7.43,17,8.42,28027
28,28,106,14,13.21,24,22.64,10,9.43,9,8.49,3,2.83,29,27.36,1,0.94,1,0.94,15,14.15,28028
28,29,173,9,5.2,13,7.51,66,38.15,12,6.94,19,10.98,7,4.05,17,9.83,18,10.4,12,6.94,28029
28,30,123,16,13.01,18,14.63,12,9.76,6,4.88,8,6.5,38,30.89,8,6.5,6,4.88,11,8.94,28030
28,31,145,11,7.59,42,28.97,19,13.1,15,10.34,6,4.14,30,20.69,3,2.07,2,1.38,17,11.72,28031
28,32,175,21,12.0,27,15.43,24,13.71,12,6.86,8,4.57,43,24.57,8,4.57,6,3.43,26,14.86,28032
28,33,250,35,14.0,63,25.2,28,11.2,28,11.2,8,3.2,55,22.0,7,2.8,6,2.4,20,8.0,28033
28,34,34,2,5.88,3,8.82,12,35.29,5,14.71,2,5.88,3,8.82,2,5.88,3,8.82,2,5.88,28034
28,35,141,13,9.22,21,14.89,17,12.06,13,9.22,1,0.71,48,34.04,4,2.84,5,3.55,19,13.48,28035
28,36,126,16,12.7,18,14.29,19,15.08,11,8.73,2,1.59,40,31.75,2,1.59,4,3.17,14,11.11,28036
28,37,414,44,10.63,89,21.5,73,17.63,50,12.08,9,2.17,83,20.05,14,3.38,12,2.9,40,9.66,28037
28,38,89,7,7.87,11,12.36,26,29.21,10,11.24,7,7.87,4,4.49,6,6.74,9,10.11,9,10.11,28038
28,39,181,25,13.81,33,18.23,20,11.05,10,5.52,9,4.97,48,26.52,14,7.73,6,3.31,16,8.84,28039
28,40,303,27,8.91,73,24.09,39,12.87,29,9.57,9,2.97,75,24.75,9,2.97,11,3.63,31,10.23,28040
28,41,159,23,14.47,42,26.42,13,8.18,11,6.92,10,6.29,33,20.75,12,7.55,2,1.26,13,8.18,28041
28,42,143,13,9.09,38,26.57,17,11.89,14,9.79,5,3.5,29,20.28,5,3.5,9,6.29,13,9.09,28042
28,43,317,33,10.41,79,24.92,36,11.36,47,14.83,11,3.47,68,21.45,9,2.84,14,4.42,20,6.31,28043
28,44,260,27,10.38,59,22.69,36,13.85,28,10.77,13,5.0,51,19.62,13,5.0,10,3.85,23,8.85,28044
28,45,172,18,10.47,41,23.84,21,12.21,20,11.63,4,2.33,44,25.58,7,4.07,6,3.49,11,6.4,28045
28,46,192,22,11.46,48,25.0,33,17.19,18,9.38,9,4.69,34,17.71,3,1.56,9,4.69,16,8.33,28046
28,47,193,33,17.1,36,18.65,23,11.92,12,6.22,12,6.22,37,19.17,10,5.18,12,6.22,18,9.33,28047
28,48,101,14,13.86,22,21.78,8,7.92,8,7.92,4,3.96,20,19.8,8,7.92,9,8.91,8,7.92,28048
28,49,93,13,13.98,22,23.66,10,10.75,8,8.6,7,7.53,22,23.66,0,0.0,1,1.08,10,10.75,28049
28,50,131,14,10.69,27,20.61,16,12.21,13,9.92,3,2.29,34,25.95,2,1.53,5,3.82,17,12.98,28050
28,51,179,16,8.94,41,22.91,25,13.97,15,8.38,11,6.15,37,20.67,7,3.91,11,6.15,16,8.94,28051
28,52,158,15,9.49,23,14.56,31,19.62,20,12.66,7,4.43,28,17.72,8,5.06,10,6.33,16,10.13,28052
28,53,121,6,4.96,17,14.05,29,23.97,19,15.7,9,7.44,8,6.61,7,5.79,15,12.4,11,9.09,28053
28,54,124,14,11.29,24,19.35,18,14.52,8,6.45,4,3.23,35,28.23,4,3.23,2,1.61,15,12.1,28054
28,55,171,18,10.53,42,24.56,22,12.87,18,10.53,7,4.09,38,22.22,11,6.43,6,3.51,9,5.26,28055
28,56,158,21,13.29,38,24.05,11,6.96,10,6.33,7,4.43,40,25.32,5,3.16,10,6.33,16,10.13,28056
28,57,233,28,12.02,61,26.18,24,10.3,16,6.87,10,4.29,44,18.88,14,6.01,15,6.44,21,9.01,28057
28,58,182,20,10.99,41,22.53,24,13.19,14,7.69,7,3.85,44,24.18,7,3.85,9,4.95,16,8.79,28058
28,59,187,17,9.09,45,24.06,24,12.83,24,12.83,3,1.6,41,21.93,7,3.74,5,2.67,21,11.23,28059
28,60,116,13,11.21,20,17.24,15,12.93,9,7.76,7,6.03,28,24.14,3,2.59,5,4.31,16,13.79,28060
28,61,92,8,8.7,15,16.3,19,20.65,14,15.22,6,6.52,14,15.22,7,7.61,4,4.35,5,5.43,28061
29,1,503,49,9.74,139,27.63,71,14.12,73,14.51,14,2.78,95,18.89,17,3.38,8,1.59,37,7.36,29001
29,2,156,12,7.69,18,11.54,48,30.77,24,15.38,12,7.69,11,7.05,9,5.77,14,8.97,8,5.13,29002
29,3,479,53,11.06,135,28.18,36,7.52,38,7.93,17,3.55,112,23.38,25,5.22,18,3.76,45,9.39,29003
29,4,332,34,10.24,88,26.51,41,12.35,35,10.54,14,4.22,68,20.48,12,3.61,12,3.61,28,8.43,29004
29,5,239,31,12.97,70,29.29,34,14.23,26,10.88,13,5.44,36,15.06,10,4.18,6,2.51,13,5.44,29005
29,6,116,10,8.62,15,12.93,26,22.41,14,12.07,12,10.34,11,9.48,8,6.9,13,11.21,7,6.03,29006
29,7,133,10,7.52,13,9.77,39,29.32,19,14.29,13,9.77,8,6.02,11,8.27,10,7.52,10,7.52,29007
29,8,179,21,11.73,40,22.35,27,15.08,19,10.61,5,2.79,40,22.35,4,2.23,4,2.23,19,10.61,29008
29,9,125,4,3.2,16,12.8,27,21.6,22,17.6,16,12.8,2,1.6,11,8.8,17,13.6,10,8.0,29009
29,10,141,8,5.67,20,14.18,34,24.11,22,15.6,12,8.51,13,9.22,11,7.8,13,9.22,8,5.67,29010
29,11,282,37,13.12,57,20.21,35,12.41,27,9.57,17,6.03,57,20.21,13,4.61,8,2.84,31,10.99,29011
29,12,421,54,12.83,99,23.52,52,12.35,44,10.45,18,4.28,77,18.29,16,3.8,16,3.8,45,10.69,29012
29,13,317,34,10.73,83,26.18,37,11.67,39,12.3,10,3.15,59,18.61,12,3.79,6,1.89,37,11.67,29013
29,14,373,32,8.58,101,27.08,30,8.04,35,9.38,10,2.68,92,24.66,12,3.22,7,1.88,54,14.48,29014
29,15,418,52,12.44,106,25.36,46,11.0,44,10.53,13,3.11,87,20.81,19,4.55,8,1.91,43,10.29,29015
29,16,532,35,6.58,158,29.7,118,22.18,108,20.3,10,1.88,56,10.53,5,0.94,10,1.88,32,6.02,29016
29,17,249,36,14.46,55,22.09,25,10.04,23,9.24,10,4.02,62,24.9,7,2.81,10,4.02,21,8.43,29017
29,18,351,35,9.97,87,24.79,42,11.97,35,9.97,13,3.7,78,22.22,16,4.56,14,3.99,31,8.83,29018
29,19,431,46,10.67,125,29.0,47,10.9,48,11.14,12,2.78,98,22.74,11,2.55,5,1.16,39,9.05,29019
29,20,325,25,7.69,87,26.77,59,18.15,46,14.15,8,2.46,65,20.0,5,1.54,7,2.15,23,7.08,29020
29,21,199,19,9.55,46,23.12,20,10.05,11,5.53,8,4.02,54,27.14,11,5.53,9,4.52,21,10.55,29021
29,22,241,23,9.54,42,17.43,21,8.71,27,11.2,19,7.88,40,16.6,23,9.54,23,9.54,23,9.54,29022
29,23,298,23,7.72,85,28.52,56,18.79,50,16.78,12,4.03,41,13.76,7,2.35,7,2.35,17,5.7,29023
29,24,171,21,12.28,22,12.87,47,27.49,19,11.11,19,11.11,10,5.85,10,5.85,12,7.02,11,6.43,29024
29,25,305,22,7.21,88,28.85,62,20.33,57,18.69,9,2.95,39,12.79,7,2.3,7,2.3,14,4.59,29025
29,26,255,18,7.06,68,26.67,29,11.37,34,13.33,7,2.75,55,21.57,7,2.75,10,3.92,27,10.59,29026
29,27,163,20,12.27,35,21.47,18,11.04,13,7.98,8,4.91,44,26.99,5,3.07,4,2.45,16,9.82,29027
29,28,339,39,11.5,84,24.78,33,9.73,24,7.08,25,7.37,72,21.24,15,4.42,14,4.13,33,9.73,29028
29,29,397,23,5.79,122,30.73,83,20.91,65,16.37,3,0.76,51,12.85,9,2.27,9,2.27,32,8.06,29029
29,30,134,6,4.48,20,14.93,23,17.16,20,14.93,21,15.67,4,2.99,14,10.45,18,13.43,8,5.97,29030
29,31,287,32,11.15,86,29.97,22,7.67,17,5.92,13,4.53,66,23.0,11,3.83,8,2.79,32,11.15,29031
29,32,139,10,7.19,10,7.19,34,24.46,17,12.23,14,10.07,6,4.32,15,10.79,23,16.55,10,7.19,29032
29,33,345,27,7.83,80,23.19,35,10.14,26,7.54,19,5.51,84,24.35,12,3.48,14,4.06,48,13.91,29033
29,34,175,16,9.14,39,22.29,25,14.29,17,9.71,11,6.29,34,19.43,14,8.0,3,1.71,16,9.14,29034
29,35,199,29,14.57,44,22.11,17,8.54,10,5.03,15,7.54,53,26.63,7,3.52,10,5.03,14,7.04,29035
29,36,331,32,9.67,86,25.98,45,13.6,34,10.27,12,3.63,71,21.45,14,4.23,11,3.32,26,7.85,29036
29,37,233,30,12.88,72,30.9,27,11.59,18,7.73,9,3.86,41,17.6,11,4.72,5,2.15,20,8.58,29037
29,38,280,32,11.43,81,28.93,31,11.07,22,7.86,12,4.29,54,19.29,11,3.93,9,3.21,28,10.0,29038
29,39,202,18,8.91,38,18.81,45,22.28,30,14.85,17,8.42,18,8.91,16,7.92,14,6.93,6,2.97,29039
29,40,448,55,12.28,109,24.33,62,13.84,46,10.27,17,3.79,92,20.54,9,2.01,16,3.57,42,9.38,29040
29,41,360,38,10.56,90,25.0,58,16.11,44,12.22,11,3.06,60,16.67,15,4.17,11,3.06,33,9.17,29041
29,42,338,32,9.47,83,24.56,39,11.54,24,7.1,19,5.62,75,22.19,14,4.14,11,3.25,41,12.13,29042
29,43,400,35,8.75,116,29.0,60,15.0,62,15.5,5,1.25,69,17.25,12,3.0,15,3.75,26,6.5,29043
29,44,258,23,8.91,66,25.58,31,12.02,16,6.2,14,5.43,60,23.26,9,3.49,9,3.49,30,11.63,29044
29,45,233,34,14.59,56,24.03,21,9.01,16,6.87,11,4.72,49,21.03,14,6.01,10,4.29,22,9.44,29045
29,46,250,19,7.6,61,24.4,35,14.0,20,8.0,16,6.4,55,22.0,10,4.0,8,3.2,26,10.4,29046
29,47,487,52,10.68,116,23.82,64,13.14,46,9.45,14,2.87,98,20.12,19,3.9,26,5.34,52,10.68,29047
29,48,210,25,11.9,48,22.86,19,9.05,11,5.24,14,6.67,45,21.43,11,5.24,13,6.19,24,11.43,29048
29,49,337,48,14.24,93,27.6,32,9.5,24,7.12,18,5.34,69,20.47,13,3.86,13,3.86,27,8.01,29049
30,1,276,15,5.43,36,13.04,30,10.87,50,18.12,38,13.77,14,5.07,30,10.87,40,14.49,23,8.33,30001
30,2,140,5,3.57,26,18.57,34,24.29,30,21.43,11,7.86,3,2.14,15,10.71,11,7.86,5,3.57,30002
30,3,311,12,3.86,45,14.47,38,12.22,71,22.83,23,7.4,9,2.89,32,10.29,51,16.4,30,9.65,30003
30,4,136,10,7.35,13,9.56,37,27.21,22,16.18,13,9.56,8,5.88,13,9.56,13,9.56,7,5.15,30004
30,5,60,3,5.0,6,10.0,17,28.33,10,16.67,6,10.0,6,10.0,4,6.67,5,8.33,3,5.0,30005
30,6,152,5,3.29,19,12.5,34,22.37,15,9.87,24,15.79,10,6.58,20,13.16,15,9.87,10,6.58,30006
30,7,137,3,2.19,18,13.14,29,21.17,20,14.6,18,13.14,3,2.19,16,11.68,14,10.22,16,11.68,30007
30,8,207,11,5.31,22,10.63,37,17.87,40,19.32,19,9.18,5,2.42,31,14.98,22,10.63,20,9.66,30008
30,9,234,9,3.85,43,18.38,61,26.07,41,17.52,28,11.97,3,1.28,22,9.4,20,8.55,7,2.99,30009
30,10,122,5,4.1,13,10.66,32,26.23,15,12.3,16,13.11,2,1.64,16,13.11,12,9.84,11,9.02,30010
30,11,90,3,3.33,14,15.56,19,21.11,16,17.78,10,11.11,3,3.33,8,8.89,9,10.0,8,8.89,30011
30,12,84,8,9.52,7,8.33,21,25.0,14,16.67,5,5.95,3,3.57,6,7.14,12,14.29,8,9.52,30012
30,13,147,3,2.04,11,7.48,25,17.01,23,15.65,19,12.93,5,3.4,16,10.88,26,17.69,19,12.93,30013
30,14,70,2,2.86,11,15.71,13,18.57,9,12.86,9,12.86,1,1.43,11,15.71,9,12.86,5,7.14,30014
30,15,345,16,4.64,45,13.04,36,10.43,65,18.84,46,13.33,5,1.45,43,12.46,50,14.49,39,11.3,30015
30,16,182,8,4.4,20,10.99,32,17.58,41,22.53,11,6.04,5,2.75,14,7.69,33,18.13,18,9.89,30016
30,17,115,6,5.22,14,12.17,31,26.96,20,17.39,13,11.3,4,3.48,15,13.04,9,7.83,3,2.61,30017
30,18,108,11,10.19,12,11.11,25,23.15,14,12.96,11,10.19,5,4.63,10,9.26,12,11.11,8,7.41,30018
30,19,115,5,4.35,14,12.17,23,20.0,18,15.65,14,12.17,4,3.48,6,5.22,18,15.65,13,11.3,30019
30,20,120,10,8.33,13,10.83,43,35.83,17,14.17,11,9.17,5,4.17,8,6.67,8,6.67,5,4.17,30020
30,21,125,8,6.4,6,4.8,50,40.0,11,8.8,16,12.8,7,5.6,14,11.2,6,4.8,7,5.6,30021
30,22,130,9,6.92,13,10.0,48,36.92,20,15.38,9,6.92,8,6.15,10,7.69,6,4.62,7,5.38,30022
30,23,137,14,10.22,11,8.03,44,32.12,11,8.03,16,11.68,15,10.95,8,5.84,12,8.76,6,4.38,30023
30,24,140,10,7.14,17,12.14,41,29.29,19,13.57,12,8.57,7,5.0,11,7.86,15,10.71,8,5.71,30024
30,25,71,9,12.68,12,16.9,14,19.72,14,19.72,4,5.63,2,2.82,6,8.45,6,8.45,4,5.63,30025
