ward,precinct,total,Justin P. Oberman,Justin P. Oberman Percent,Robin Kelly,Robin Kelly Percent,precinct_id
39,40,82,47,57.32,35,42.68,39040
39,41,47,26,55.32,21,44.68,39041
39,42,110,52,47.27,58,52.73,39042
39,43,98,34,34.69,64,65.31,39043
39,44,120,56,46.67,64,53.33,39044
39,45,58,26,44.83,32,55.17,39045
39,46,98,47,47.96,51,52.04,39046
39,47,73,39,53.42,34,46.58,39047
40,1,67,31,46.27,36,53.73,40001
40,2,63,20,31.75,43,68.25,40002
40,3,129,41,31.78,88,68.22,40003
40,4,118,42,35.59,76,64.41,40004
40,5,112,48,42.86,64,57.14,40005
40,6,109,44,40.37,65,59.63,40006
40,7,134,53,39.55,81,60.45,40007
40,8,25,10,40.0,15,60.0,40008
40,9,109,43,39.45,66,60.55,40009
40,10,119,39,32.77,80,67.23,40010
40,11,106,37,34.91,69,65.09,40011
40,12,92,26,28.26,66,71.74,40012
40,13,146,57,39.04,89,60.96,40013
40,14,86,32,37.21,54,62.79,40014
40,15,116,54,46.55,62,53.45,40015
40,16,146,55,37.67,91,62.33,40016
40,17,61,22,36.07,39,63.93,40017
40,18,118,43,36.44,75,63.56,40018
40,19,102,43,42.16,59,57.84,40019
40,20,116,48,41.38,68,58.62,40020
40,21,100,36,36.0,64,64.0,40021
40,22,61,22,36.07,39,63.93,40022
40,23,135,60,44.44,75,55.56,40023
40,24,58,29,50.0,29,50.0,40024
40,25,81,36,44.44,45,55.56,40025
40,26,147,49,33.33,98,66.67,40026
40,27,103,39,37.86,64,62.14,40027
40,28,136,48,35.29,88,64.71,40028
40,29,149,60,40.27,89,59.73,40029
40,30,186,67,36.02,119,63.98,40030
40,31,100,38,38.0,62,62.0,40031
40,32,52,21,40.38,31,59.62,40032
40,33,121,36,29.75,85,70.25,40033
40,34,67,23,34.33,44,65.67,40034
40,35,128,71,55.47,57,44.53,40035
40,36,119,57,47.9,62,52.1,40036
40,37,96,35,36.46,61,63.54,40037
40,38,71,31,43.66,40,56.34,40038
40,39,83,31,37.35,52,62.65,40039
40,40,96,45,46.88,51,53.13,40040
40,41,130,36,27.69,94,72.31,40041
40,42,113,43,38.05,70,61.95,40042
40,43,113,44,38.94,69,61.06,40043
40,44,65,32,49.23,33,50.77,40044
40,45,195,78,40.0,117,60.0,40045
40,46,152,67,44.08,85,55.92,40046
40,47,134,47,35.07,87,64.93,40047
40,48,70,28,40.0,42,60.0,40048
40,49,63,26,41.27,37,58.73,40049
41,1,155,83,53.55,72,46.45,41001
41,2,197,116,58.88,81,41.12,41002
41,3,140,69,49.29,71,50.71,41003
41,4,202,105,51.98,97,48.02,41004
41,5,177,86,48.59,91,51.41,41005
41,6,190,98,51.58,92,48.42,41006
41,7,187,112,59.89,75,40.11,41007
41,8,147,86,58.5,61,41.5,41008
41,9,153,91,59.48,62,40.52,41009
41,10,152,77,50.66,75,49.34,41010
41,11,171,101,59.06,70,40.94,41011
41,12,137,73,53.28,64,46.72,41012
41,13,83,50,60.24,33,39.76,41013
41,14,196,95,48.47,101,51.53,41014
41,15,188,100,53.19,88,46.81,41015
41,16,159,79,49.69,80,50.31,41016
41,17,180,107,59.44,73,40.56,41017
41,18,129,63,48.84,66,51.16,41018
41,19,203,111,54.68,92,45.32,41019
41,20,174,82,47.13,92,52.87,41020
41,21,173,91,52.6,82,47.4,41021
41,22,148,65,43.92,83,56.08,41022
41,23,140,83,59.29,57,40.71,41023
41,24,143,79,55.24,64,44.76,41024
41,25,41,26,63.41,15,36.59,41025
41,26,59,34,57.63,25,42.37,41026
41,27,33,21,63.64,12,36.36,41027
41,28,111,51,45.95,60,54.05,41028
41,29,70,40,57.14,30,42.86,41029
41,30,166,87,52.41,79,47.59,41030
41,31,180,102,56.67,78,43.33,41031
41,32,77,46,59.74,31,40.26,41032
41,33,110,63,57.27,47,42.73,41033
41,34,110,50,45.45,60,54.55,41034
41,35,180,97,53.89,83,46.11,41035
41,36,158,83,52.53,75,47.47,41036
41,37,163,84,51.53,79,48.47,41037
41,38,153,77,50.33,76,49.67,41038
41,39,110,68,61.82,42,38.18,41039
41,40,189,107,56.61,82,43.39,41040
41,41,140,62,44.29,78,55.71,41041
41,42,195,111,56.92,84,43.08,41042
41,43,141,82,58.16,59,41.84,41043
41,44,186,66,35.48,120,64.52,41044
41,45,113,59,52.21,54,47.79,41045
41,46,128,68,53.13,60,46.88,41046
41,47,157,74,47.13,83,52.87,41047
41,48,65,37,56.92,28,43.08,41048
41,49,212,109,51.42,103,48.58,41049
41,50,156,73,46.79,83,53.21,41050
41,51,117,70,59.83,47,40.17,41051
41,52,220,103,46.82,117,53.18,41052
41,53,148,74,50.0,74,50.0,41053
41,54,150,74,49.33,76,50.67,41054
41,55,114,56,49.12,58,50.88,41055
41,56,207,104,50.24,103,49.76,41056
41,57,112,64,57.14,48,42.86,41057
42,1,170,88,51.76,82,48.24,42001
42,2,92,47,51.09,45,48.91,42002
42,3,114,56,49.12,58,50.88,42003
42,4,146,59,40.41,87,59.59,42004
42,5,115,44,38.26,71,61.74,42005
42,6,265,119,44.91,146,55.09,42006
42,7,112,55,49.11,57,50.89,42007
42,8,163,62,38.04,101,61.96,42008
42,9,247,90,36.44,157,63.56,42009
42,10,80,30,37.5,50,62.5,42010
42,11,139,50,35.97,89,64.03,42011
42,12,94,40,42.55,54,57.45,42012
42,13,244,94,38.52,150,61.48,42013
42,14,118,54,45.76,64,54.24,42014
42,15,165,72,43.64,93,56.36,42015
42,16,75,37,49.33,38,50.67,42016
42,17,227,88,38.77,139,61.23,42017
42,18,197,80,40.61,117,59.39,42018
42,19,30,11,36.67,19,63.33,42019
42,20,63,23,36.51,40,63.49,42020
42,21,81,42,51.85,39,48.15,42021
42,22,71,29,40.85,42,59.15,42022
42,23,167,60,35.93,107,64.07,42023
42,24,155,69,44.52,86,55.48,42024
42,25,102,42,41.18,60,58.82,42025
42,26,147,67,45.58,80,54.42,42026
42,27,165,75,45.45,90,54.55,42027
42,28,149,59,39.6,90,60.4,42028
42,29,130,65,50.0,65,50.0,42029
42,30,70,26,37.14,44,62.86,42030
42,31,102,45,44.12,57,55.88,42031
42,32,104,46,44.23,58,55.77,42032
42,33,200,71,35.5,129,64.5,42033
42,34,122,46,37.7,76,62.3,42034
42,35,121,58,47.93,63,52.07,42035
42,36,68,28,41.18,40,58.82,42036
42,37,94,43,45.74,51,54.26,42037
42,38,105,52,49.52,53,50.48,42038
42,39,70,26,37.14,44,62.86,42039
42,40,141,61,43.26,80,56.74,42040
42,41,146,64,43.84,82,56.16,42041
42,42,67,36,53.73,31,46.27,42042
42,43,138,46,33.33,92,66.67,42043
42,44,94,36,38.3,58,61.7,42044
42,45,137,50,36.5,87,63.5,42045
42,46,73,33,45.21,40,54.79,42046
42,47,85,26,30.59,59,69.41,42047
42,48,106,43,40.57,63,59.43,42048
42,49,40,15,37.5,25,62.5,42049
42,50,172,65,37.79,107,62.21,42050
42,51,199,65,32.66,134,67.34,42051
42,52,59,28,47.46,31,52.54,42052
42,53,159,55,34.59,104,65.41,42053
42,54,89,32,35.96,57,64.04,42054
42,55,113,44,38.94,69,61.06,42055
42,56,122,56,45.9,66,54.1,42056
42,57,67,32,47.76,35,52.24,42057
42,58,59,24,40.68,35,59.32,42058
42,59,126,59,46.83,67,53.17,42059
42,60,43,16,37.21,27,62.79,42060
42,61,68,33,48.53,35,51.47,42061
42,62,77,35,45.45,42,54.55,42062
42,63,144,68,47.22,76,52.78,42063
42,64,47,17,36.17,30,63.83,42064
42,65,117,40,34.19,77,65.81,42065
42,66,99,38,38.38,61,61.62,42066
42,67,175,84,48.0,91,52.0,42067
42,68,104,54,51.92,50,48.08,42068
42,69,70,33,47.14,37,52.86,42069
43,1,159,69,43.4,90,56.6,43001
43,2,114,52,45.61,62,54.39,43002
43,3,139,58,41.73,81,58.27,43003
43,4,155,72,46.45,83,53.55,43004
43,5,125,57,45.6,68,54.4,43005
43,6,63,25,39.68,38,60.32,43006
43,7,133,75,56.39,58,43.61,43007
43,8,178,76,42.7,102,57.3,43008
43,9,86,32,37.21,54,62.79,43009
43,10,113,59,52.21,54,47.79,43010
43,11,88,37,42.05,51,57.95,43011
43,12,143,60,41.96,83,58.04,43012
43,13,59,27,45.76,32,54.24,43013
43,14,133,71,53.38,62,46.62,43014
43,15,113,51,45.13,62,54.87,43015
43,16,126,59,46.83,67,53.17,43016
43,17,128,51,39.84,77,60.16,43017
43,18,152,71,46.71,81,53.29,43018
43,19,85,37,43.53,48,56.47,43019
43,20,128,64,50.0,64,50.0,43020
43,21,163,111,68.1,52,31.9,43021
43,22,78,42,53.85,36,46.15,43022
43,23,105,41,39.05,64,60.95,43023
43,24,115,57,49.57,58,50.43,43024
43,25,133,58,43.61,75,56.39,43025
43,26,110,43,39.09,67,60.91,43026
43,27,87,41,47.13,46,52.87,43027
43,28,168,73,43.45,95,56.55,43028
43,29,87,44,50.57,43,49.43,43029
43,30,59,30,50.85,29,49.15,43030
43,31,137,67,48.91,70,51.09,43031
43,32,144,63,43.75,81,56.25,43032
43,33,53,28,52.83,25,47.17,43033
43,34,43,20,46.51,23,53.49,43034
43,35,161,68,42.24,93,57.76,43035
43,36,105,49,46.67,56,53.33,43036
43,37,95,34,35.79,61,64.21,43037
43,38,77,39,50.65,38,49.35,43038
43,39,83,47,56.63,36,43.37,43039
43,40,58,27,46.55,31,53.45,43040
43,41,75,40,53.33,35,46.67,43041
43,42,106,52,49.06,54,50.94,43042
43,43,68,28,41.18,40,58.82,43043
43,44,117,66,56.41,51,43.59,43044
43,45,31,15,48.39,16,51.61,43045
43,46,141,81,57.45,60,42.55,43046
43,47,124,72,58.06,52,41.94,43047
43,48,102,49,48.04,53,51.96,43048
43,49,123,49,39.84,74,60.16,43049
43,50,81,35,43.21,46,56.79,43050
43,51,151,76,50.33,75,49.67,43051
43,52,72,35,48.61,37,51.39,43052
43,53,111,55,49.55,56,50.45,43053
43,54,84,41,48.81,43,51.19,43054
43,55,116,44,37.93,72,62.07,43055
43,56,64,35,54.69,29,45.31,43056
43,57,81,28,34.57,53,65.43,43057
43,58,94,57,60.64,37,39.36,43058
43,59,161,78,48.45,83,51.55,43059
44,1,126,47,37.3,79,62.7,44001
44,2,92,28,30.43,64,69.57,44002
44,3,185,78,42.16,107,57.84,44003
44,4,135,51,37.78,84,62.22,44004
44,5,137,55,40.15,82,59.85,44005
44,6,106,41,38.68,65,61.32,44006
44,7,149,66,44.3,83,55.7,44007
44,8,45,22,48.89,23,51.11,44008
44,9,73,25,34.25,48,65.75,44009
44,10,57,17,29.82,40,70.18,44010
44,11,115,53,46.09,62,53.91,44011
44,12,99,34,34.34,65,65.66,44012
44,13,88,35,39.77,53,60.23,44013
44,14,105,42,40.0,63,60.0,44014
44,15,132,56,42.42,76,57.58,44015
44,16,110,37,33.64,73,66.36,44016
44,17,158,76,48.1,82,51.9,44017
44,18,78,29,37.18,49,62.82,44018
44,19,61,30,49.18,31,50.82,44019
44,20,91,35,38.46,56,61.54,44020
44,21,108,46,42.59,62,57.41,44021
44,22,147,52,35.37,95,64.63,44022
44,23,86,33,38.37,53,61.63,44023
44,24,74,27,36.49,47,63.51,44024
44,25,107,47,43.93,60,56.07,44025
44,26,85,36,42.35,49,57.65,44026
44,27,131,49,37.4,82,62.6,44027
44,28,63,32,50.79,31,49.21,44028
44,29,102,39,38.24,63,61.76,44029
44,30,90,33,36.67,57,63.33,44030
44,31,104,46,44.23,58,55.77,44031
44,32,97,42,43.3,55,56.7,44032
44,33,132,46,34.85,86,65.15,44033
44,34,78,38,48.72,40,51.28,44034
44,35,102,38,37.25,64,62.75,44035
44,36,80,29,36.25,51,63.75,44036
44,37,147,63,42.86,84,57.14,44037
44,38,83,31,37.35,52,62.65,44038
44,39,89,35,39.33,54,60.67,44039
44,40,115,60,52.17,55,47.83,44040
44,41,122,50,40.98,72,59.02,44041
44,42,177,65,36.72,112,63.28,44042
44,43,136,55,40.44,81,59.56,44043
44,44,164,68,41.46,96,58.54,44044
44,45,116,52,44.83,64,55.17,44045
44,46,106,43,40.57,63,59.43,44046
44,47,137,54,39.42,83,60.58,44047
44,48,107,42,39.25,65,60.75,44048
44,49,228,107,46.93,121,53.07,44049
44,50,86,40,46.51,46,53.49,44050
44,51,72,28,38.89,44,61.11,44051
45,1,107,49,45.79,58,54.21,45001
45,2,155,79,50.97,76,49.03,45002
45,3,168,78,46.43,90,53.57,45003
45,4,191,80,41.88,111,58.12,45004
45,5,193,98,50.78,95,49.22,45005
45,6,138,73,52.9,65,47.1,45006
45,7,120,65,54.17,55,45.83,45007
45,8,103,56,54.37,47,45.63,45008
45,9,143,79,55.24,64,44.76,45009
45,10,142,63,44.37,79,55.63,45010
45,11,114,60,52.63,54,47.37,45011
45,12,135,74,54.81,61,45.19,45012
45,13,141,69,48.94,72,51.06,45013
45,14,115,54,46.96,61,53.04,45014
45,15,139,76,54.68,63,45.32,45015
45,16,142,56,39.44,86,60.56,45016
45,17,117,53,45.3,64,54.7,45017
45,18,150,64,42.67,86,57.33,45018
45,19,159,77,48.43,82,51.57,45019
45,20,136,69,50.74,67,49.26,45020
45,21,136,70,51.47,66,48.53,45021
45,22,120,61,50.83,59,49.17,45022
45,23,155,82,52.9,73,47.1,45023
45,24,161,90,55.9,71,44.1,45024
45,25,139,52,37.41,87,62.59,45025
45,26,162,73,45.06,89,54.94,45026
45,27,111,65,58.56,46,41.44,45027
45,28,113,46,40.71,67,59.29,45028
45,29,132,63,47.73,69,52.27,45029
45,30,165,81,49.09,84,50.91,45030
45,31,122,53,43.44,69,56.56,45031
45,32,94,57,60.64,37,39.36,45032
45,33,120,61,50.83,59,49.17,45033
45,34,108,51,47.22,57,52.78,45034
45,35,149,72,48.32,77,51.68,45035
45,36,117,55,47.01,62,52.99,45036
45,37,128,57,44.53,71,55.47,45037
45,38,141,78,55.32,63,44.68,45038
45,39,157,67,42.68,90,57.32,45039
45,40,158,65,41.14,93,58.86,45040
45,41,83,41,49.4,42,50.6,45041
45,42,157,77,49.04,80,50.96,45042
45,43,130,60,46.15,70,53.85,45043
45,44,178,95,53.37,83,46.63,45044
45,45,92,38,41.3,54,58.7,45045
45,46,141,66,46.81,75,53.19,45046
45,47,121,51,42.15,70,57.85,45047
45,48,138,63,45.65,75,54.35,45048
45,49,130,63,48.46,67,51.54,45049
45,50,105,55,52.38,50,47.62,45050
45,51,131,67,51.15,64,48.85,45051
45,52,149,66,44.3,83,55.7,45052
45,53,96,47,48.96,49,51.04,45053
46,1,260,123,47.31,137,52.69,46001
46,2,131,49,37.4,82,62.6,46002
46,3,139,66,47.48,73,52.52,46003
46,4,132,58,43.94,74,56.06,46004
46,5,60,27,45.0,33,55.0,46005
46,6,139,59,42.45,80,57.55,46006
46,7,91,39,42.86,52,57.14,46007
46,8,128,52,40.63,76,59.38,46008
46,9,108,55,50.93,53,49.07,46009
46,10,88,38,43.18,50,56.82,46010
46,11,166,66,39.76,100,60.24,46011
46,12,117,47,40.17,70,59.83,46012
46,13,104,48,46.15,56,53.85,46013
46,14,79,24,30.38,55,69.62,46014
46,15,160,75,46.88,85,53.13,46015
46,16,119,47,39.5,72,60.5,46016
46,17,206,88,42.72,118,57.28,46017
46,18,171,67,39.18,104,60.82,46018
46,19,123,47,38.21,76,61.79,46019
46,20,79,40,50.63,39,49.37,46020
46,21,60,27,45.0,33,55.0,46021
46,22,95,63,66.32,32,33.68,46022
46,23,116,55,47.41,61,52.59,46023
46,24,75,27,36.0,48,64.0,46024
46,25,129,58,44.96,71,55.04,46025
46,26,164,63,38.41,101,61.59,46026
46,27,125,57,45.6,68,54.4,46027
46,28,141,68,48.23,73,51.77,46028
46,29,127,59,46.46,68,53.54,46029
46,30,152,81,53.29,71,46.71,46030
46,31,141,51,36.17,90,63.83,46031
46,32,100,36,36.0,64,64.0,46032
46,33,174,72,41.38,102,58.62,46033
46,34,123,53,43.09,70,56.91,46034
46,35,138,69,50.0,69,50.0,46035
46,36,153,76,49.67,77,50.33,46036
46,37,82,34,41.46,48,58.54,46037
46,38,95,50,52.63,45,47.37,46038
46,39,163,64,39.26,99,60.74,46039
46,40,100,49,49.0,51,51.0,46040
46,41,118,51,43.22,67,56.78,46041
46,42,135,61,45.19,74,54.81,46042
46,43,171,77,45.03,94,54.97,46043
46,44,90,43,47.78,47,52.22,46044
46,45,132,67,50.76,65,49.24,46045
46,46,115,52,45.22,63,54.78,46046
46,47,47,23,48.94,24,51.06,46047
47,1,127,44,34.65,83,65.35,47001
47,2,155,67,43.23,88,56.77,47002
47,3,120,52,43.33,68,56.67,47003
47,4,214,92,42.99,122,57.01,47004
47,5,152,57,37.5,95,62.5,47005
47,6,197,62,31.47,135,68.53,47006
47,7,147,55,37.41,92,62.59,47007
47,8,178,71,39.89,107,60.11,47008
47,9,148,65,43.92,83,56.08,47009
47,10,78,27,34.62,51,65.38,47010
47,11,216,62,28.7,154,71.3,47011
47,12,141,52,36.88,89,63.12,47012
47,13,218,71,32.57,147,67.43,47013
47,14,117,50,42.74,67,57.26,47014
47,15,131,52,39.69,79,60.31,47015
47,16,157,72,45.86,85,54.14,47016
47,17,144,54,37.5,90,62.5,47017
47,18,138,44,31.88,94,68.12,47018
47,19,177,54,30.51,123,69.49,47019
47,20,169,48,28.4,121,71.6,47020
47,21,188,65,34.57,123,65.43,47021
47,22,165,69,41.82,96,58.18,47022
47,23,78,29,37.18,49,62.82,47023
47,24,132,48,36.36,84,63.64,47024
47,25,162,80,49.38,82,50.62,47025
47,26,217,71,32.72,146,67.28,47026
47,27,144,63,43.75,81,56.25,47027
47,28,203,56,27.59,147,72.41,47028
47,29,135,45,33.33,90,66.67,47029
47,30,158,62,39.24,96,60.76,47030
47,31,158,46,29.11,112,70.89,47031
47,32,151,50,33.11,101,66.89,47032
47,33,136,49,36.03,87,63.97,47033
47,34,181,55,30.39,126,69.61,47034
47,35,222,76,34.23,146,65.77,47035
47,36,197,68,34.52,129,65.48,47036
47,37,162,54,33.33,108,66.67,47037
47,38,151,53,35.1,98,64.9,47038
47,39,143,42,29.37,101,70.63,47039
47,40,122,49,40.16,73,59.84,47040
47,41,220,85,38.64,135,61.36,47041
47,42,116,37,31.9,79,68.1,47042
47,43,95,38,40.0,57,60.0,47043
47,44,147,73,49.66,74,50.34,47044
47,45,160,45,28.13,115,71.88,47045
47,46,100,45,45.0,55,55.0,47046
47,47,135,57,42.22,78,57.78,47047
47,48,44,14,31.82,30,68.18,47048
47,49,93,39,41.94,54,58.06,47049
47,50,131,54,41.22,77,58.78,47050
47,51,88,40,45.45,48,54.55,47051
47,52,137,73,53.28,64,46.72,47052
48,1,114,41,35.96,73,64.04,48001
48,2,122,44,36.07,78,63.93,48002
48,3,148,55,37.16,93,62.84,48003
48,4,160,64,40.0,96,60.0,48004
48,5,154,53,34.42,101,65.58,48005
48,6,137,53,38.69,84,61.31,48006
48,7,103,39,37.86,64,62.14,48007
48,8,111,49,44.14,62,55.86,48008
48,9,141,67,47.52,74,52.48,48009
48,10,77,25,32.47,52,67.53,48010
48,11,174,63,36.21,111,63.79,48011
48,12,112,44,39.29,68,60.71,48012
48,13,142,56,39.44,86,60.56,48013
48,14,106,53,50.0,53,50.0,48014
48,15,81,47,58.02,34,41.98,48015
48,16,106,50,47.17,56,52.83,48016
48,17,168,67,39.88,101,60.12,48017
48,18,78,40,51.28,38,48.72,48018
48,19,132,50,37.88,82,62.12,48019
48,20,101,36,35.64,65,64.36,48020
48,21,144,61,42.36,83,57.64,48021
48,22,217,89,41.01,128,58.99,48022
48,23,124,44,35.48,80,64.52,48023
48,24,103,50,48.54,53,51.46,48024
48,25,147,47,31.97,100,68.03,48025
48,26,136,56,41.18,80,58.82,48026
48,27,74,35,47.3,39,52.7,48027
48,28,145,61,42.07,84,57.93,48028
48,29,131,76,58.02,55,41.98,48029
48,30,126,41,32.54,85,67.46,48030
48,31,94,35,37.23,59,62.77,48031
48,32,78,37,47.44,41,52.56,48032
48,33,162,67,41.36,95,58.64,48033
48,34,141,53,37.59,88,62.41,48034
48,35,62,24,38.71,38,61.29,48035
48,36,138,71,51.45,67,48.55,48036
48,37,88,41,46.59,47,53.41,48037
48,38,179,66,36.87,113,63.13,48038
48,39,118,56,47.46,62,52.54,48039
48,40,77,29,37.66,48,62.34,48040
48,41,56,31,55.36,25,44.64,48041
48,42,112,37,33.04,75,66.96,48042
48,43,151,48,31.79,103,68.21,48043
48,44,143,65,45.45,78,54.55,48044
48,45,101,41,40.59,60,59.41,48045
48,46,87,51,58.62,36,41.38,48046
48,47,89,36,40.45,53,59.55,48047
48,48,114,40,35.09,74,64.91,48048
48,49,52,15,28.85,37,71.15,48049
48,50,163,56,34.36,107,65.64,48050
48,51,212,72,33.96,140,66.04,48051
48,52,78,34,43.59,44,56.41,48052
48,53,99,40,40.4,59,59.6,48053
48,54,100,43,43.0,57,57.0,48054
49,1,117,37,31.62,80,68.38,49001
49,2,229,97,42.36,132,57.64,49002
49,3,99,31,31.31,68,68.69,49003
49,4,60,22,36.67,38,63.33,49004
49,5,160,64,40.0,96,60.0,49005
49,6,126,41,32.54,85,67.46,49006
49,7,103,24,23.3,79,76.7,49007
49,8,148,54,36.49,94,63.51,49008
49,9,117,34,29.06,83,70.94,49009
49,10,109,36,33.03,73,66.97,49010
49,11,103,52,50.49,51,49.51,49011
49,12,161,50,31.06,111,68.94,49012
49,13,163,47,28.83,116,71.17,49013
49,14,104,33,31.73,71,68.27,49014
49,15,95,40,42.11,55,57.89,49015
49,16,109,49,44.95,60,55.05,49016
49,17,17,10,58.82,7,41.18,49017
49,18,95,33,34.74,62,65.26,49018
49,19,96,40,41.67,56,58.33,49019
49,20,159,58,36.48,101,63.52,49020
49,21,36,13,36.11,23,63.89,49021
49,22,137,40,29.2,97,70.8,49022
49,23,93,30,32.26,63,67.74,49023
49,24,130,42,32.31,88,67.69,49024
49,25,137,43,31.39,94,68.61,49025
49,26,122,54,44.26,68,55.74,49026
49,27,163,57,34.97,106,65.03,49027
49,28,78,24,30.77,54,69.23,49028
49,29,128,45,35.16,83,64.84,49029
49,30,139,48,34.53,91,65.47,49030
49,31,105,37,35.24,68,64.76,49031
49,32,87,33,37.93,54,62.07,49032
49,33,105,34,32.38,71,67.62,49033
49,34,119,40,33.61,79,66.39,49034
49,35,159,58,36.48,101,63.52,49035
49,36,193,69,35.75,124,64.25,49036
49,37,170,64,37.65,106,62.35,49037
49,38,73,28,38.36,45,61.64,49038
49,39,94,38,40.43,56,59.57,49039
49,40,97,40,41.24,57,58.76,49040
49,41,104,43,41.35,61,58.65,49041
49,42,125,43,34.4,82,65.6,49042
50,1,174,95,54.6,79,45.4,50001
50,2,150,81,54.0,69,46.0,50002
50,3,132,60,45.45,72,54.55,50003
50,4,129,44,34.11,85,65.89,50004
50,5,135,77,57.04,58,42.96,50005
50,6,100,41,41.0,59,59.0,50006
50,7,189,88,46.56,101,53.44,50007
50,8,84,39,46.43,45,53.57,50008
50,9,102,58,56.86,44,43.14,50009
50,10,103,63,61.17,40,38.83,50010
50,11,145,84,57.93,61,42.07,50011
50,12,122,76,62.3,46,37.7,50012
50,13,124,61,49.19,63,50.81,50013
50,14,84,49,58.33,35,41.67,50014
50,15,182,68,37.36,114,62.64,50015
50,16,84,56,66.67,28,33.33,50016
50,17,95,46,48.42,49,51.58,50017
50,18,114,58,50.88,56,49.12,50018
50,19,98,38,38.78,60,61.22,50019
50,20,102,46,45.1,56,54.9,50020
50,21,131,66,50.38,65,49.62,50021
50,22,84,31,36.9,53,63.1,50022
50,23,89,51,57.3,38,42.7,50023
50,24,83,41,49.4,42,50.6,50024
50,25,142,91,64.08,51,35.92,50025
50,26,61,31,50.82,30,49.18,50026
50,27,65,34,52.31,31,47.69,50027
50,28,94,42,44.68,52,55.32,50028
50,29,113,51,45.13,62,54.87,50029
50,30,128,73,57.03,55,42.97,50030
50,31,56,40,71.43,16,28.57,50031
50,32,90,43,47.78,47,52.22,50032
50,33,80,55,68.75,25,31.25,50033
50,34,96,48,50.0,48,50.0,50034
50,35,155,57,36.77,98,63.23,50035
50,36,134,62,46.27,72,53.73,50036
50,37,129,59,45.74,70,54.26,50037
50,38,101,54,53.47,47,46.53,50038
50,39,84,50,59.52,34,40.48,50039
50,40,141,90,63.83,51,36.17,50040
50,41,178,92,51.69,86,48.31,50041
50,42,136,48,35.29,88,64.71,50042
50,43,92,35,38.04,57,61.96,50043
50,44,123,94,76.42,29,23.58,50044
50,45,87,61,70.11,26,29.89,50045
