ward,precinct,total,Tio Hardiman & Brunell Donald,Tio Hardiman & Brunell Donald Percent,Pat Quinn & Paul Vallas,Pat Quinn & Paul Vallas Percent,precinct_id
48,33,100,13,13.0,87,87.0,48033
48,34,64,9,14.06,55,85.94,48034
48,35,93,24,25.81,69,74.19,48035
48,36,83,10,12.05,73,87.95,48036
48,37,46,6,13.04,40,86.96,48037
48,38,77,8,10.39,69,89.61,48038
48,39,73,9,12.33,64,87.67,48039
48,40,54,7,12.96,47,87.04,48040
48,41,65,13,20.0,52,80.0,48041
48,42,73,13,17.81,60,82.19,48042
48,43,87,5,5.75,82,94.25,48043
48,44,70,5,7.14,65,92.86,48044
48,45,48,5,10.42,43,89.58,48045
48,46,80,15,18.75,65,81.25,48046
49,1,75,11,14.67,64,85.33,49001
49,2,66,10,15.15,56,84.85,49002
49,3,108,19,17.59,89,82.41,49003
49,4,96,13,13.54,83,86.46,49004
49,5,144,21,14.58,123,85.42,49005
49,6,83,15,18.07,68,81.93,49006
49,7,69,11,15.94,58,84.06,49007
49,8,74,9,12.16,65,87.84,49008
49,9,97,13,13.4,84,86.6,49009
49,10,76,12,15.79,64,84.21,49010
49,11,116,15,12.93,101,87.07,49011
49,12,129,24,18.6,105,81.4,49012
49,13,111,17,15.32,94,84.68,49013
49,14,109,32,29.36,77,70.64,49014
49,15,61,11,18.03,50,81.97,49015
49,16,116,17,14.66,99,85.34,49016
49,17,143,39,27.27,104,72.73,49017
49,18,119,16,13.45,103,86.55,49018
49,19,77,21,27.27,56,72.73,49019
49,20,99,17,17.17,82,82.83,49020
49,21,70,8,11.43,62,88.57,49021
49,22,134,25,18.66,109,81.34,49022
49,23,86,12,13.95,74,86.05,49023
49,24,68,11,16.18,57,83.82,49024
49,25,112,22,19.64,90,80.36,49025
49,26,104,16,15.38,88,84.62,49026
49,27,79,10,12.66,69,87.34,49027
49,28,86,17,19.77,69,80.23,49028
49,29,117,18,15.38,99,84.62,49029
49,30,104,12,11.54,92,88.46,49030
49,31,95,15,15.79,80,84.21,49031
49,32,96,17,17.71,79,82.29,49032
49,33,83,16,19.28,67,80.72,49033
50,1,63,14,22.22,49,77.78,50001
50,2,43,5,11.63,38,88.37,50002
50,3,64,12,18.75,52,81.25,50003
50,4,78,5,6.41,73,93.59,50004
50,5,44,6,13.64,38,86.36,50005
50,6,104,19,18.27,85,81.73,50006
50,7,102,13,12.75,89,87.25,50007
50,8,56,4,7.14,52,92.86,50008
50,9,70,15,21.43,55,78.57,50009
50,10,41,14,34.15,27,65.85,50010
50,11,37,6,16.22,31,83.78,50011
50,12,56,8,14.29,48,85.71,50012
50,13,54,6,11.11,48,88.89,50013
50,14,40,4,10.0,36,90.0,50014
50,15,100,13,13.0,87,87.0,50015
50,16,44,9,20.45,35,79.55,50016
50,17,45,6,13.33,39,86.67,50017
50,18,28,3,10.71,25,89.29,50018
50,19,54,8,14.81,46,85.19,50019
50,20,64,11,17.19,53,82.81,50020
50,21,58,8,13.79,50,86.21,50021
50,22,37,11,29.73,26,70.27,50022
50,23,38,7,18.42,31,81.58,50023
50,24,65,11,16.92,54,83.08,50024
50,25,58,10,17.24,48,82.76,50025
50,26,68,14,20.59,54,79.41,50026
50,27,25,5,20.0,20,80.0,50027
50,28,111,31,27.93,80,72.07,50028
50,29,36,7,19.44,29,80.56,50029
50,30,42,10,23.81,32,76.19,50030
50,31,55,15,27.27,40,72.73,50031
50,32,41,11,26.83,30,73.17,50032
50,33,47,6,12.77,41,87.23,50033
50,34,107,15,14.02,92,85.98,50034
50,35,86,16,18.6,70,81.4,50035
50,36,75,15,20.0,60,80.0,50036
50,37,92,11,11.96,81,88.04,50037
50,38,62,8,12.9,54,87.1,50038
50,39,43,10,23.26,33,76.74,50039
50,40,56,14,25.0,42,75.0,50040
