ward,precinct,total,Stephen J. Feldman,Stephen J. Feldman Percent,Diana Rosario,Diana Rosario Percent,precinct_id
48,38,58,9,15.52,49,84.48,48038
48,39,67,22,32.84,45,67.16,48039
48,40,35,7,20.0,28,80.0,48040
48,41,47,13,27.66,34,72.34,48041
48,42,64,14,21.88,50,78.13,48042
48,43,66,22,33.33,44,66.67,48043
48,44,54,7,12.96,47,87.04,48044
48,45,41,9,21.95,32,78.05,48045
48,46,71,23,32.39,48,67.61,48046
49,1,63,3,4.76,60,95.24,49001
49,2,56,12,21.43,44,78.57,49002
49,3,86,19,22.09,67,77.91,49003
49,4,81,19,23.46,62,76.54,49004
49,5,127,29,22.83,98,77.17,49005
49,6,67,11,16.42,56,83.58,49006
49,7,60,18,30.0,42,70.0,49007
49,8,59,13,22.03,46,77.97,49008
49,9,85,14,16.47,71,83.53,49009
49,10,66,14,21.21,52,78.79,49010
49,11,99,19,19.19,80,80.81,49011
49,12,105,16,15.24,89,84.76,49012
49,13,98,18,18.37,80,81.63,49013
49,14,75,24,32.0,51,68.0,49014
49,15,46,10,21.74,36,78.26,49015
49,16,94,32,34.04,62,65.96,49016
49,17,119,38,31.93,81,68.07,49017
49,18,101,15,14.85,86,85.15,49018
49,19,66,11,16.67,55,83.33,49019
49,20,83,14,16.87,69,83.13,49020
49,21,62,16,25.81,46,74.19,49021
49,22,115,26,22.61,89,77.39,49022
49,23,71,15,21.13,56,78.87,49023
49,24,55,14,25.45,41,74.55,49024
49,25,91,17,18.68,74,81.32,49025
49,26,92,18,19.57,74,80.43,49026
49,27,65,12,18.46,53,81.54,49027
49,28,74,25,33.78,49,66.22,49028
49,29,94,13,13.83,81,86.17,49029
49,30,90,21,23.33,69,76.67,49030
49,31,72,24,33.33,48,66.67,49031
49,32,84,25,29.76,59,70.24,49032
49,33,69,15,21.74,54,78.26,49033
50,1,52,19,36.54,33,63.46,50001
50,2,38,14,36.84,24,63.16,50002
50,3,58,20,34.48,38,65.52,50003
50,4,67,28,41.79,39,58.21,50004
50,5,36,19,52.78,17,47.22,50005
50,6,76,23,30.26,53,69.74,50006
50,7,87,12,13.79,75,86.21,50007
50,8,41,8,19.51,33,80.49,50008
50,9,66,23,34.85,43,65.15,50009
50,10,46,16,34.78,30,65.22,50010
50,11,30,17,56.67,13,43.33,50011
50,12,49,35,71.43,14,28.57,50012
50,13,52,15,28.85,37,71.15,50013
50,14,33,21,63.64,12,36.36,50014
50,15,87,19,21.84,68,78.16,50015
50,16,35,20,57.14,15,42.86,50016
50,17,36,17,47.22,19,52.78,50017
50,18,27,24,88.89,3,11.11,50018
50,19,39,12,30.77,27,69.23,50019
50,20,55,17,30.91,38,69.09,50020
50,21,50,16,32.0,34,68.0,50021
50,22,29,17,58.62,12,41.38,50022
50,23,34,19,55.88,15,44.12,50023
50,24,45,32,71.11,13,28.89,50024
50,25,39,12,30.77,27,69.23,50025
50,26,56,21,37.5,35,62.5,50026
50,27,21,15,71.43,6,28.57,50027
50,28,96,42,43.75,54,56.25,50028
50,29,29,8,27.59,21,72.41,50029
50,30,31,9,29.03,22,70.97,50030
50,31,46,15,32.61,31,67.39,50031
50,32,33,13,39.39,20,60.61,50032
50,33,35,16,45.71,19,54.29,50033
50,34,85,29,34.12,56,65.88,50034
50,35,71,19,26.76,52,73.24,50035
50,36,61,25,40.98,36,59.02,50036
50,37,76,25,32.89,51,67.11,50037
50,38,56,24,42.86,32,57.14,50038
50,39,37,13,35.14,24,64.86,50039
50,40,42,23,54.76,19,45.24,50040
