ward,precinct,total,RAHM EMANUEL,RAHM EMANUEL Percent,JESUS ''CHUY'' GARCIA,JESUS ''CHUY'' GARCIA Percent,precinct_id
48,34,308,162,52.6,146,47.4,48034
48,35,274,184,67.15,90,32.85,48035
48,36,265,180,67.92,85,32.08,48036
48,37,306,137,44.77,169,55.23,48037
48,38,390,250,64.1,140,35.9,48038
48,39,317,205,64.67,112,35.33,48039
48,40,287,143,49.83,144,50.17,48040
48,41,296,150,50.68,146,49.32,48041
48,42,327,160,48.93,167,51.07,48042
48,43,357,209,58.54,148,41.46,48043
48,44,366,197,53.83,169,46.17,48044
48,45,220,111,50.45,109,49.55,48045
48,46,243,153,62.96,90,37.04,48046
49,1,189,102,53.97,87,46.03,49001
49,2,220,111,50.45,109,49.55,49002
49,3,361,168,46.54,193,53.46,49003
49,4,355,147,41.41,208,58.59,49004
49,5,368,203,55.16,165,44.84,49005
49,6,264,122,46.21,142,53.79,49006
49,7,288,148,51.39,140,48.61,49007
49,8,266,143,53.76,123,46.24,49008
49,9,311,147,47.27,164,52.73,49009
49,10,347,153,44.09,194,55.91,49010
49,11,380,175,46.05,205,53.95,49011
49,12,398,177,44.47,221,55.53,49012
49,13,405,194,47.9,211,52.1,49013
49,14,306,177,57.84,129,42.16,49014
49,15,228,107,46.93,121,53.07,49015
49,16,350,204,58.29,146,41.71,49016
49,17,277,153,55.23,124,44.77,49017
49,18,420,178,42.38,242,57.62,49018
49,19,272,134,49.26,138,50.74,49019
49,20,456,200,43.86,256,56.14,49020
49,21,225,125,55.56,100,44.44,49021
49,22,368,168,45.65,200,54.35,49022
49,23,324,131,40.43,193,59.57,49023
49,24,252,132,52.38,120,47.62,49024
49,25,376,174,46.28,202,53.72,49025
49,26,384,193,50.26,191,49.74,49026
49,27,335,141,42.09,194,57.91,49027
49,28,338,149,44.08,189,55.92,49028
49,29,352,152,43.18,200,56.82,49029
49,30,322,154,47.83,168,52.17,49030
49,31,256,160,62.5,96,37.5,49031
49,32,325,180,55.38,145,44.62,49032
49,33,280,125,44.64,155,55.36,49033
50,1,323,245,75.85,78,24.15,50001
50,2,180,117,65.0,63,35.0,50002
50,3,279,194,69.53,85,30.47,50003
50,4,316,182,57.59,134,42.41,50004
50,5,264,192,72.73,72,27.27,50005
50,6,311,172,55.31,139,44.69,50006
50,7,369,194,52.57,175,47.43,50007
50,8,263,134,50.95,129,49.05,50008
50,9,248,132,53.23,116,46.77,50009
50,10,317,220,69.4,97,30.6,50010
50,11,252,207,82.14,45,17.86,50011
50,12,158,134,84.81,24,15.19,50012
50,13,243,99,40.74,144,59.26,50013
50,14,106,81,76.42,25,23.58,50014
50,15,365,204,55.89,161,44.11,50015
50,16,123,97,78.86,26,21.14,50016
50,17,226,134,59.29,92,40.71,50017
50,18,88,82,93.18,6,6.82,50018
50,19,200,71,35.5,129,64.5,50019
50,20,318,129,40.57,189,59.43,50020
50,21,234,120,51.28,114,48.72,50021
50,22,249,169,67.87,80,32.13,50022
50,23,241,158,65.56,83,34.44,50023
50,24,320,246,76.88,74,23.13,50024
50,25,320,239,74.69,81,25.31,50025
50,26,272,131,48.16,141,51.84,50026
50,27,88,73,82.95,15,17.05,50027
50,28,313,154,49.2,159,50.8,50028
50,29,218,91,41.74,127,58.26,50029
50,30,209,106,50.72,103,49.28,50030
50,31,286,131,45.8,155,54.2,50031
50,32,256,123,48.05,133,51.95,50032
50,33,282,224,79.43,58,20.57,50033
50,34,386,235,60.88,151,39.12,50034
50,35,329,167,50.76,162,49.24,50035
50,36,281,148,52.67,133,47.33,50036
50,37,281,159,56.58,122,43.42,50037
50,38,170,131,77.06,39,22.94,50038
50,39,209,146,69.86,63,30.14,50039
50,40,368,278,75.54,90,24.46,50040
