ward,precinct,total,Tiesha L. Smith,Tiesha L. Smith Percent,Cristin Keely McDonald Duffy,Cristin Keely McDonald Duffy Percent,Kerrie Maloney Laytin,Kerrie Maloney Laytin Percent,precinct_id
50,24,106,27,25.47,36,33.96,43,40.57,50024
50,25,146,42,28.77,52,35.62,52,35.62,50025
50,26,145,50,34.48,52,35.86,43,29.66,50026
50,27,49,14,28.57,17,34.69,18,36.73,50027
50,28,192,74,38.54,54,28.13,64,33.33,50028
50,29,130,58,44.62,37,28.46,35,26.92,50029
50,30,130,49,37.69,38,29.23,43,33.08,50030
50,31,212,94,44.34,53,25.0,65,30.66,50031
50,32,182,73,40.11,62,34.07,47,25.82,50032
50,33,143,23,16.08,62,43.36,58,40.56,50033
50,34,296,63,21.28,141,47.64,92,31.08,50034
50,35,291,90,30.93,117,40.21,84,28.87,50035
50,36,226,73,32.3,89,39.38,64,28.32,50036
50,37,229,68,29.69,88,38.43,73,31.88,50037
50,38,88,18,20.45,38,43.18,32,36.36,50038
50,39,90,24,26.67,40,44.44,26,28.89,50039
50,40,143,35,24.48,53,37.06,55,38.46,50040
