ward,precinct,total,Maura McMahon Zeller,Maura McMahon Zeller Percent,Russell W. Hartigan,Russell W. Hartigan Percent,precinct_id
48,37,303,105,34.65,100,33.0,48037
48,38,348,119,34.2,155,44.54,48038
48,39,176,59,33.52,59,33.52,48039
48,40,275,88,32.0,116,42.18,48040
48,41,336,141,41.96,69,20.54,48041
48,42,370,136,36.76,123,33.24,48042
48,43,350,122,34.86,117,33.43,48043
48,44,383,157,40.99,105,27.42,48044
48,45,232,93,40.09,82,35.34,48045
48,46,185,84,45.41,45,24.32,48046
49,1,163,55,33.74,47,28.83,49001
49,2,194,64,32.99,63,32.47,49002
49,3,307,101,32.9,116,37.79,49003
49,4,389,128,32.9,115,29.56,49004
49,5,261,96,36.78,78,29.89,49005
49,6,262,84,32.06,94,35.88,49006
49,7,234,82,35.04,87,37.18,49007
49,8,196,84,42.86,51,26.02,49008
49,9,287,96,33.45,95,33.1,49009
49,10,316,108,34.18,113,35.76,49010
49,11,335,96,28.66,114,34.03,49011
49,12,372,129,34.68,134,36.02,49012
49,13,324,103,31.79,108,33.33,49013
49,14,181,56,30.94,62,34.25,49014
49,15,167,51,30.54,54,32.34,49015
49,16,264,81,30.68,98,37.12,49016
49,17,190,65,34.21,66,34.74,49017
49,18,404,135,33.42,134,33.17,49018
49,19,248,91,36.69,68,27.42,49019
49,20,454,153,33.7,141,31.06,49020
49,21,144,55,38.19,44,30.56,49021
49,22,264,86,32.58,89,33.71,49022
49,23,391,131,33.5,101,25.83,49023
49,24,158,57,36.08,43,27.22,49024
49,25,275,81,29.45,108,39.27,49025
49,26,355,140,39.44,100,28.17,49026
49,27,295,101,34.24,77,26.1,49027
49,28,396,129,32.58,133,33.59,49028
49,29,344,121,35.17,104,30.23,49029
49,30,263,81,30.8,86,32.7,49030
49,31,212,65,30.66,75,35.38,49031
49,32,272,80,29.41,85,31.25,49032
49,33,201,65,32.34,69,34.33,49033
50,1,186,53,28.49,84,45.16,50001
50,2,127,45,35.43,45,35.43,50002
50,3,172,54,31.4,80,46.51,50003
50,4,199,54,27.14,86,43.22,50004
50,5,114,34,29.82,42,36.84,50005
50,6,192,50,26.04,72,37.5,50006
50,7,292,77,26.37,130,44.52,50007
50,8,164,57,34.76,46,28.05,50008
50,9,169,53,31.36,67,39.64,50009
50,10,159,47,29.56,58,36.48,50010
50,11,110,37,33.64,43,39.09,50011
50,12,74,31,41.89,21,28.38,50012
50,13,180,59,32.78,58,32.22,50013
50,14,65,21,32.31,18,27.69,50014
50,15,288,74,25.69,128,44.44,50015
50,16,51,21,41.18,17,33.33,50016
50,17,142,51,35.92,32,22.54,50017
50,18,21,5,23.81,7,33.33,50018
50,19,111,42,37.84,33,29.73,50019
50,20,202,69,34.16,78,38.61,50020
50,21,188,46,24.47,79,42.02,50021
50,22,137,40,29.2,52,37.96,50022
50,23,100,44,44.0,27,27.0,50023
50,24,105,36,34.29,34,32.38,50024
50,25,146,53,36.3,52,35.62,50025
50,26,140,53,37.86,35,25.0,50026
50,27,50,21,42.0,10,20.0,50027
50,28,184,65,35.33,40,21.74,50028
50,29,123,40,32.52,32,26.02,50029
50,30,123,42,34.15,45,36.59,50030
50,31,203,81,39.9,50,24.63,50031
50,32,173,60,34.68,54,31.21,50032
50,33,137,35,25.55,68,49.64,50033
50,34,282,80,28.37,132,46.81,50034
50,35,277,69,24.91,110,39.71,50035
50,36,223,64,28.7,83,37.22,50036
50,37,217,73,33.64,79,36.41,50037
50,38,81,30,37.04,29,35.8,50038
50,39,89,29,32.58,27,30.34,50039
50,40,146,43,29.45,48,32.88,50040
