ward,precinct,total,John Kerry and John Edwards,John Kerry and John Edwards Percent,George Bush and Dick Cheney,George Bush and Dick Cheney Percent,M. Badnarik and R. Campagna,M. Badnarik and R. Campagna Percent,precinct_id
28,57,215,206,95.81,9,4.19,0,0.0,28057
28,58,231,221,95.67,10,4.33,0,0.0,28058
28,59,219,212,96.8,7,3.2,0,0.0,28059
28,60,280,271,96.79,9,3.21,0,0.0,28060
28,61,161,156,96.89,5,3.11,0,0.0,28061
28,62,328,323,98.48,5,1.52,0,0.0,28062
28,63,357,346,96.92,10,2.8,1,0.28,28063
28,64,240,234,97.5,6,2.5,0,0.0,28064
28,65,315,305,96.83,9,2.86,1,0.32,28065
28,66,305,296,97.05,8,2.62,1,0.33,28066
28,67,157,149,94.9,8,5.1,0,0.0,28067
28,68,331,323,97.58,8,2.42,0,0.0,28068
28,69,175,153,87.43,22,12.57,0,0.0,28069
28,70,209,205,98.09,4,1.91,0,0.0,28070
28,71,297,263,88.55,32,10.77,2,0.67,28071
28,72,171,168,98.25,3,1.75,0,0.0,28072
28,73,165,141,85.45,24,14.55,0,0.0,28073
29,1,403,389,96.53,13,3.23,1,0.25,29001
29,2,327,236,72.17,88,26.91,3,0.92,29002
29,3,507,496,97.83,11,2.17,0,0.0,29003
29,4,392,379,96.68,13,3.32,0,0.0,29004
29,5,436,421,96.56,15,3.44,0,0.0,29005
29,6,186,144,77.42,42,22.58,0,0.0,29006
29,7,212,165,77.83,47,22.17,0,0.0,29007
29,8,336,326,97.02,10,2.98,0,0.0,29008
29,9,169,120,71.01,49,28.99,0,0.0,29009
29,10,351,346,98.58,5,1.42,0,0.0,29010
29,11,569,549,96.49,19,3.34,1,0.18,29011
29,12,485,456,94.02,29,5.98,0,0.0,29012
29,13,460,448,97.39,10,2.17,2,0.43,29013
29,14,473,454,95.98,18,3.81,1,0.21,29014
29,15,445,428,96.18,17,3.82,0,0.0,29015
29,16,446,438,98.21,8,1.79,0,0.0,29016
29,17,362,353,97.51,9,2.49,0,0.0,29017
29,18,444,434,97.75,9,2.03,1,0.23,29018
29,19,336,330,98.21,6,1.79,0,0.0,29019
29,20,410,393,95.85,17,4.15,0,0.0,29020
29,21,462,445,96.32,16,3.46,1,0.22,29021
29,22,329,260,79.03,65,19.76,4,1.22,29022
29,23,506,488,96.44,17,3.36,1,0.2,29023
29,24,164,118,71.95,44,26.83,2,1.22,29024
29,25,445,434,97.53,10,2.25,1,0.22,29025
29,26,377,367,97.35,9,2.39,1,0.27,29026
29,27,451,442,98.0,6,1.33,3,0.67,29027
29,28,571,560,98.07,11,1.93,0,0.0,29028
29,29,543,518,95.4,21,3.87,4,0.74,29029
29,30,66,46,69.7,19,28.79,1,1.52,29030
29,31,417,412,98.8,5,1.2,0,0.0,29031
29,32,320,222,69.38,98,30.63,0,0.0,29032
29,33,384,373,97.14,10,2.6,1,0.26,29033
29,34,319,273,85.58,42,13.17,4,1.25,29034
29,35,388,378,97.42,10,2.58,0,0.0,29035
29,36,424,409,96.46,14,3.3,1,0.24,29036
29,37,423,409,96.69,13,3.07,1,0.24,29037
29,38,382,375,98.17,7,1.83,0,0.0,29038
29,39,350,280,80.0,69,19.71,1,0.29,29039
29,40,554,539,97.29,14,2.53,1,0.18,29040
29,41,447,437,97.76,10,2.24,0,0.0,29041
29,42,496,472,95.16,24,4.84,0,0.0,29042
29,43,532,514,96.62,17,3.2,1,0.19,29043
29,44,418,404,96.65,14,3.35,0,0.0,29044
29,45,412,399,96.84,11,2.67,2,0.49,29045
29,46,460,451,98.04,9,1.96,0,0.0,29046
29,47,534,492,92.13,40,7.49,2,0.37,29047
29,48,345,341,98.84,4,1.16,0,0.0,29048
29,49,483,477,98.76,6,1.24,0,0.0,29049
29,50,386,371,96.11,15,3.89,0,0.0,29050
29,51,383,370,96.61,13,3.39,0,0.0,29051
29,52,327,250,76.45,73,22.32,4,1.22,29052
29,53,319,244,76.49,72,22.57,3,0.94,29053
29,54,279,190,68.1,88,31.54,1,0.36,29054
30,1,291,187,64.26,101,34.71,3,1.03,30001
30,2,213,139,65.26,71,33.33,3,1.41,30002
30,3,427,323,75.64,102,23.89,2,0.47,30003
30,4,322,259,80.43,62,19.25,1,0.31,30004
30,5,218,176,80.73,40,18.35,2,0.92,30005
30,6,211,164,77.73,47,22.27,0,0.0,30006
30,7,280,211,75.36,67,23.93,2,0.71,30007
30,8,358,245,68.44,110,30.73,3,0.84,30008
30,9,300,208,69.33,90,30.0,2,0.67,30009
30,10,287,229,79.79,55,19.16,3,1.05,30010
30,11,229,163,71.18,65,28.38,1,0.44,30011
30,12,225,162,72.0,61,27.11,2,0.89,30012
30,13,322,220,68.32,100,31.06,2,0.62,30013
30,14,140,110,78.57,28,20.0,2,1.43,30014
30,15,283,188,66.43,93,32.86,2,0.71,30015
30,16,345,244,70.72,98,28.41,3,0.87,30016
30,17,199,144,72.36,55,27.64,0,0.0,30017
30,18,84,68,80.95,15,17.86,1,1.19,30018
30,19,209,181,86.6,25,11.96,3,1.44,30019
30,20,288,226,78.47,60,20.83,2,0.69,30020
30,21,155,121,78.06,33,21.29,1,0.65,30021
30,22,313,254,81.15,56,17.89,3,0.96,30022
30,23,291,232,79.73,59,20.27,0,0.0,30023
30,24,281,218,77.58,62,22.06,1,0.36,30024
30,25,221,151,68.33,67,30.32,3,1.36,30025
30,26,223,188,84.3,35,15.7,0,0.0,30026
30,27,393,327,83.21,65,16.54,1,0.25,30027
30,28,252,175,69.44,76,30.16,1,0.4,30028
30,29,194,153,78.87,41,21.13,0,0.0,30029
30,30,327,243,74.31,84,25.69,0,0.0,30030
30,31,255,202,79.22,51,20.0,2,0.78,30031
30,32,157,122,77.71,34,21.66,1,0.64,30032
30,33,308,255,82.79,52,16.88,1,0.32,30033
30,34,323,215,66.56,108,33.44,0,0.0,30034
30,35,322,243,75.47,77,23.91,2,0.62,30035
30,36,285,210,73.68,72,25.26,3,1.05,30036
30,37,268,177,66.04,89,33.21,2,0.75,30037
30,38,398,289,72.61,105,26.38,4,1.01,30038
30,39,325,253,77.85,69,21.23,3,0.92,30039
30,40,292,229,78.42,63,21.58,0,0.0,30040
30,41,300,245,81.67,55,18.33,0,0.0,30041
30,42,240,157,65.42,83,34.58,0,0.0,30042
30,43,240,167,69.58,73,30.42,0,0.0,30043
31,1,147,113,76.87,32,21.77,2,1.36,31001
31,2,198,149,75.25,48,24.24,1,0.51,31002
31,3,235,161,68.51,72,30.64,2,0.85,31003
31,4,265,205,77.36,58,21.89,2,0.75,31004
31,5,294,187,63.61,107,36.39,0,0.0,31005
31,6,278,188,67.63,89,32.01,1,0.36,31006
31,7,282,217,76.95,61,21.63,4,1.42,31007
31,8,211,158,74.88,52,24.64,1,0.47,31008
31,9,244,185,75.82,58,23.77,1,0.41,31009
31,10,147,111,75.51,36,24.49,0,0.0,31010
31,11,187,140,74.87,47,25.13,0,0.0,31011
31,12,268,201,75.0,67,25.0,0,0.0,31012
31,13,308,231,75.0,76,24.68,1,0.32,31013
31,14,259,213,82.24,42,16.22,4,1.54,31014
31,15,164,113,68.9,49,29.88,2,1.22,31015
31,16,157,120,76.43,35,22.29,2,1.27,31016
31,17,243,193,79.42,50,20.58,0,0.0,31017
31,18,242,170,70.25,70,28.93,2,0.83,31018
31,19,203,152,74.88,50,24.63,1,0.49,31019
31,20,203,156,76.85,46,22.66,1,0.49,31020
31,21,291,247,84.88,43,14.78,1,0.34,31021
31,22,175,128,73.14,46,26.29,1,0.57,31022
31,23,165,120,72.73,44,26.67,1,0.61,31023
31,24,224,174,77.68,49,21.88,1,0.45,31024
31,25,257,192,74.71,65,25.29,0,0.0,31025
31,26,187,133,71.12,54,28.88,0,0.0,31026
31,27,226,176,77.88,44,19.47,6,2.65,31027
31,28,249,186,74.7,63,25.3,0,0.0,31028
31,29,208,148,71.15,57,27.4,3,1.44,31029
31,30,260,181,69.62,78,30.0,1,0.38,31030
31,31,331,231,69.79,98,29.61,2,0.6,31031
31,32,225,174,77.33,51,22.67,0,0.0,31032
31,33,214,138,64.49,73,34.11,3,1.4,31033
31,34,203,159,78.33,44,21.67,0,0.0,31034
31,35,200,159,79.5,40,20.0,1,0.5,31035
31,36,296,244,82.43,50,16.89,2,0.68,31036
31,37,285,226,79.3,58,20.35,1,0.35,31037
31,38,145,111,76.55,33,22.76,1,0.69,31038
31,39,206,151,73.3,54,26.21,1,0.49,31039
31,40,194,146,75.26,48,24.74,0,0.0,31040
31,41,224,158,70.54,62,27.68,4,1.79,31041
31,42,275,213,77.45,62,22.55,0,0.0,31042
31,43,292,194,66.44,97,33.22,1,0.34,31043
31,44,250,192,76.8,58,23.2,0,0.0,31044
31,45,260,169,65.0,89,34.23,2,0.77,31045
31,46,219,165,75.34,50,22.83,4,1.83,31046
31,47,279,205,73.48,74,26.52,0,0.0,31047
31,48,219,163,74.43,55,25.11,1,0.46,31048
31,49,164,132,80.49,31,18.9,1,0.61,31049
31,50,286,187,65.38,98,34.27,1,0.35,31050
31,51,190,153,80.53,36,18.95,1,0.53,31051
32,1,547,463,84.64,79,14.44,5,0.91,32001
32,2,551,439,79.67,103,18.69,9,1.63,32002
32,3,458,374,81.66,83,18.12,1,0.22,32003
32,4,624,470,75.32,148,23.72,6,0.96,32004
32,5,435,334,76.78,96,22.07,5,1.15,32005
32,6,492,351,71.34,135,27.44,6,1.22,32006
32,7,541,349,64.51,184,34.01,8,1.48,32007
32,8,733,469,63.98,260,35.47,4,0.55,32008
32,9,774,579,74.81,186,24.03,9,1.16,32009
32,10,580,384,66.21,191,32.93,5,0.86,32010
32,11,405,324,80.0,78,19.26,3,0.74,32011
32,12,300,252,84.0,44,14.67,4,1.33,32012
32,13,307,198,64.5,107,34.85,2,0.65,32013
32,14,463,378,81.64,80,17.28,5,1.08,32014
32,15,469,342,72.92,125,26.65,2,0.43,32015
32,16,488,374,76.64,107,21.93,7,1.43,32016
32,17,561,445,79.32,109,19.43,7,1.25,32017
32,18,560,350,62.5,206,36.79,4,0.71,32018
32,19,491,397,80.86,93,18.94,1,0.2,32019
32,20,562,362,64.41,194,34.52,6,1.07,32020
32,21,453,332,73.29,119,26.27,2,0.44,32021
32,22,645,472,73.18,167,25.89,6,0.93,32022
32,23,553,371,67.09,174,31.46,8,1.45,32023
32,24,556,331,59.53,222,39.93,3,0.54,32024
32,25,456,354,77.63,98,21.49,4,0.88,32025
32,26,440,338,76.82,93,21.14,9,2.05,32026
32,27,486,319,65.64,164,33.74,3,0.62,32027
32,28,381,311,81.63,67,17.59,3,0.79,32028
32,29,438,358,81.74,76,17.35,4,0.91,32029
32,30,545,319,58.53,220,40.37,6,1.1,32030
32,31,682,502,73.61,171,25.07,9,1.32,32031
32,32,608,361,59.38,241,39.64,6,0.99,32032
32,33,369,270,73.17,97,26.29,2,0.54,32033
32,34,640,490,76.56,146,22.81,4,0.63,32034
32,35,602,461,76.58,137,22.76,4,0.66,32035
32,36,729,523,71.74,200,27.43,6,0.82,32036
32,37,563,390,69.27,167,29.66,6,1.07,32037
32,38,599,409,68.28,177,29.55,13,2.17,32038
32,39,709,436,61.5,272,38.36,1,0.14,32039
32,40,637,461,72.37,169,26.53,7,1.1,32040
32,41,616,438,71.1,170,27.6,8,1.3,32041
32,42,687,498,72.49,185,26.93,4,0.58,32042
32,43,579,351,60.62,224,38.69,4,0.69,32043
32,44,318,237,74.53,80,25.16,1,0.31,32044
32,45,478,345,72.18,128,26.78,5,1.05,32045
32,46,219,151,68.95,68,31.05,0,0.0,32046
32,47,577,334,57.89,239,41.42,4,0.69,32047
32,48,804,507,63.06,287,35.7,10,1.24,32048
32,49,546,391,71.61,151,27.66,4,0.73,32049
32,50,710,443,62.39,264,37.18,3,0.42,32050
32,51,643,366,56.92,268,41.68,9,1.4,32051
32,52,346,270,78.03,74,21.39,2,0.58,32052
33,1,357,264,73.95,92,25.77,1,0.28,33001
33,2,583,412,70.67,168,28.82,3,0.51,33002
33,3,329,273,82.98,55,16.72,1,0.3,33003
33,4,386,289,74.87,95,24.61,2,0.52,33004
33,5,244,174,71.31,69,28.28,1,0.41,33005
33,6,472,377,79.87,90,19.07,5,1.06,33006
33,7,372,288,77.42,77,20.7,7,1.88,33007
33,8,456,364,79.82,89,19.52,3,0.66,33008
33,9,316,258,81.65,56,17.72,2,0.63,33009
33,10,431,340,78.89,86,19.95,5,1.16,33010
33,11,470,367,78.09,101,21.49,2,0.43,33011
33,12,427,340,79.63,87,20.37,0,0.0,33012
33,13,541,445,82.26,88,16.27,8,1.48,33013
33,14,396,318,80.3,78,19.7,0,0.0,33014
33,15,337,253,75.07,81,24.04,3,0.89,33015
33,16,112,70,62.5,40,35.71,2,1.79,33016
33,17,430,331,76.98,96,22.33,3,0.7,33017
33,18,194,147,75.77,47,24.23,0,0.0,33018
33,19,437,334,76.43,97,22.2,6,1.37,33019
33,20,333,272,81.68,58,17.42,3,0.9,33020
33,21,531,427,80.41,97,18.27,7,1.32,33021
33,22,482,370,76.76,109,22.61,3,0.62,33022
33,23,533,412,77.3,110,20.64,11,2.06,33023
33,24,361,284,78.67,73,20.22,4,1.11,33024
33,25,627,466,74.32,153,24.4,8,1.28,33025
33,26,437,363,83.07,73,16.7,1,0.23,33026
33,27,343,259,75.51,83,24.2,1,0.29,33027
33,28,395,307,77.72,84,21.27,4,1.01,33028
33,29,421,324,76.96,95,22.57,2,0.48,33029
33,30,339,252,74.34,84,24.78,3,0.88,33030
33,31,439,351,79.95,84,19.13,4,0.91,33031
33,32,439,321,73.12,114,25.97,4,0.91,33032
33,33,408,327,80.15,79,19.36,2,0.49,33033
33,34,316,245,77.53,69,21.84,2,0.63,33034
34,1,457,447,97.81,8,1.75,2,0.44,34001
34,2,360,352,97.78,6,1.67,2,0.56,34002
34,3,355,342,96.34,13,3.66,0,0.0,34003
34,4,385,376,97.66,9,2.34,0,0.0,34004
34,5,387,377,97.42,8,2.07,2,0.52,34005
34,6,299,288,96.32,10,3.34,1,0.33,34006
34,7,489,470,96.11,19,3.89,0,0.0,34007
34,8,417,403,96.64,14,3.36,0,0.0,34008
34,9,406,386,95.07,20,4.93,0,0.0,34009
34,10,563,549,97.51,13,2.31,1,0.18,34010
34,11,365,360,98.63,3,0.82,2,0.55,34011
34,12,401,386,96.26,14,3.49,1,0.25,34012
34,13,361,350,96.95,11,3.05,0,0.0,34013
34,14,370,364,98.38,5,1.35,1,0.27,34014
34,15,380,369,97.11,11,2.89,0,0.0,34015
34,16,376,369,98.14,6,1.6,1,0.27,34016
34,17,420,408,97.14,12,2.86,0,0.0,34017
34,18,341,333,97.65,7,2.05,1,0.29,34018
34,19,333,323,97.0,10,3.0,0,0.0,34019
34,20,494,484,97.98,9,1.82,1,0.2,34020
34,21,446,434,97.31,11,2.47,1,0.22,34021
34,22,464,451,97.2,12,2.59,1,0.22,34022
34,23,375,360,96.0,14,3.73,1,0.27,34023
34,24,409,401,98.04,8,1.96,0,0.0,34024
34,25,287,282,98.26,5,1.74,0,0.0,34025
34,26,389,379,97.43,8,2.06,2,0.51,34026
34,27,358,350,97.77,7,1.96,1,0.28,34027
34,28,311,301,96.78,8,2.57,2,0.64,34028
34,29,556,541,97.3,14,2.52,1,0.18,34029
34,30,511,481,94.13,28,5.48,2,0.39,34030
34,31,387,374,96.64,12,3.1,1,0.26,34031
34,32,441,425,96.37,14,3.17,2,0.45,34032
34,33,222,216,97.3,5,2.25,1,0.45,34033
34,34,379,364,96.04,14,3.69,1,0.26,34034
34,35,536,511,95.34,23,4.29,2,0.37,34035
34,36,513,494,96.3,18,3.51,1,0.19,34036
34,37,279,277,99.28,2,0.72,0,0.0,34037
34,38,336,330,98.21,6,1.79,0,0.0,34038
34,39,335,329,98.21,6,1.79,0,0.0,34039
34,40,537,522,97.21,15,2.79,0,0.0,34040
34,41,433,418,96.54,14,3.23,1,0.23,34041
34,42,466,459,98.5,6,1.29,1,0.21,34042
34,43,388,376,96.91,10,2.58,2,0.52,34043
34,44,497,476,95.77,21,4.23,0,0.0,34044
34,45,494,479,96.96,15,3.04,0,0.0,34045
34,46,294,287,97.62,5,1.7,2,0.68,34046
34,47,294,287,97.62,6,2.04,1,0.34,34047
34,48,387,374,96.64,12,3.1,1,0.26,34048
34,49,429,414,96.5,14,3.26,1,0.23,34049
34,50,368,353,95.92,15,4.08,0,0.0,34050
34,51,603,580,96.19,23,3.81,0,0.0,34051
34,52,396,389,98.23,7,1.77,0,0.0,34052
34,53,447,436,97.54,9,2.01,2,0.45,34053
34,54,357,344,96.36,13,3.64,0,0.0,34054
34,55,354,340,96.05,12,3.39,2,0.56,34055
34,56,365,360,98.63,5,1.37,0,0.0,34056
34,57,322,316,98.14,6,1.86,0,0.0,34057
34,58,365,355,97.26,10,2.74,0,0.0,34058
34,59,375,360,96.0,14,3.73,1,0.27,34059
34,60,329,317,96.35,12,3.65,0,0.0,34060
34,61,225,218,96.89,6,2.67,1,0.44,34061
34,62,460,450,97.83,10,2.17,0,0.0,34062
34,63,448,440,98.21,8,1.79,0,0.0,34063
34,64,126,120,95.24,5,3.97,1,0.79,34064
34,65,174,169,97.13,5,2.87,0,0.0,34065
34,66,441,431,97.73,8,1.81,2,0.45,34066
34,67,384,372,96.88,10,2.6,2,0.52,34067
34,68,260,251,96.54,9,3.46,0,0.0,34068
34,69,308,292,94.81,16,5.19,0,0.0,34069
34,70,458,446,97.38,12,2.62,0,0.0,34070
34,71,353,340,96.32,12,3.4,1,0.28,34071
34,72,332,327,98.49,5,1.51,0,0.0,34072
34,73,354,342,96.61,10,2.82,2,0.56,34073
35,1,500,361,72.2,136,27.2,3,0.6,35001
35,2,382,306,80.1,76,19.9,0,0.0,35002
35,3,310,229,73.87,78,25.16,3,0.97,35003
35,4,461,322,69.85,136,29.5,3,0.65,35004
35,5,404,315,77.97,88,21.78,1,0.25,35005
35,6,440,334,75.91,102,23.18,4,0.91,35006
35,7,521,429,82.34,87,16.7,5,0.96,35007
35,8,411,335,81.51,73,17.76,3,0.73,35008
35,9,415,337,81.2,74,17.83,4,0.96,35009
35,10,450,362,80.44,79,17.56,9,2.0,35010
35,11,440,349,79.32,89,20.23,2,0.45,35011
35,12,507,418,82.45,85,16.77,4,0.79,35012
35,13,157,108,68.79,49,31.21,0,0.0,35013
35,14,509,410,80.55,92,18.07,7,1.38,35014
35,15,423,330,78.01,89,21.04,4,0.95,35015
35,16,447,381,85.23,61,13.65,5,1.12,35016
35,17,509,418,82.12,86,16.9,5,0.98,35017
35,18,512,378,73.83,127,24.8,7,1.37,35018
35,19,471,397,84.29,72,15.29,2,0.42,35019
35,20,418,345,82.54,69,16.51,4,0.96,35020
35,21,446,340,76.23,100,22.42,6,1.35,35021
35,22,168,137,81.55,31,18.45,0,0.0,35022
35,23,274,222,81.02,51,18.61,1,0.36,35023
35,24,294,215,73.13,78,26.53,1,0.34,35024
35,25,450,355,78.89,88,19.56,7,1.56,35025
35,26,523,410,78.39,109,20.84,4,0.76,35026
35,27,489,405,82.82,77,15.75,7,1.43,35027
35,28,577,490,84.92,80,13.86,7,1.21,35028
35,29,499,400,80.16,97,19.44,2,0.4,35029
35,30,556,449,80.76,102,18.35,5,0.9,35030
35,31,258,213,82.56,39,15.12,6,2.33,35031
35,32,276,238,86.23,37,13.41,1,0.36,35032
35,33,388,292,75.26,93,23.97,3,0.77,35033
35,34,461,377,81.78,77,16.7,7,1.52,35034
35,35,403,319,79.16,83,20.6,1,0.25,35035
35,36,366,281,76.78,83,22.68,2,0.55,35036
36,1,382,248,64.92,133,34.82,1,0.26,36001
36,2,336,221,65.77,115,34.23,0,0.0,36002
36,3,387,297,76.74,88,22.74,2,0.52,36003
36,4,263,211,80.23,47,17.87,5,1.9,36004
36,5,317,176,55.52,137,43.22,4,1.26,36005
36,6,389,246,63.24,141,36.25,2,0.51,36006
36,7,328,185,56.4,141,42.99,2,0.61,36007
36,8,390,215,55.13,169,43.33,6,1.54,36008
36,9,395,247,62.53,147,37.22,1,0.25,36009
36,10,276,171,61.96,105,38.04,0,0.0,36010
36,11,469,260,55.44,206,43.92,3,0.64,36011
36,12,291,151,51.89,135,46.39,5,1.72,36012
36,13,508,334,65.75,171,33.66,3,0.59,36013
36,14,411,247,60.1,163,39.66,1,0.24,36014
36,15,400,249,62.25,144,36.0,7,1.75,36015
36,16,520,373,71.73,146,28.08,1,0.19,36016
36,17,351,172,49.0,179,51.0,0,0.0,36017
36,18,461,217,47.07,244,52.93,0,0.0,36018
36,19,448,383,85.49,62,13.84,3,0.67,36019
36,20,525,318,60.57,204,38.86,3,0.57,36020
36,21,589,343,58.23,239,40.58,7,1.19,36021
36,22,537,349,64.99,184,34.26,4,0.74,36022
36,23,176,140,79.55,36,20.45,0,0.0,36023
36,24,367,321,87.47,46,12.53,0,0.0,36024
36,25,306,189,61.76,116,37.91,1,0.33,36025
36,26,458,260,56.77,196,42.79,2,0.44,36026
36,27,220,122,55.45,97,44.09,1,0.45,36027
36,28,392,219,55.87,170,43.37,3,0.77,36028
36,29,367,214,58.31,150,40.87,3,0.82,36029
36,30,471,252,53.5,216,45.86,3,0.64,36030
36,31,447,265,59.28,180,40.27,2,0.45,36031
36,32,403,242,60.05,158,39.21,3,0.74,36032
36,33,275,190,69.09,83,30.18,2,0.73,36033
36,34,298,144,48.32,154,51.68,0,0.0,36034
36,35,487,296,60.78,187,38.4,4,0.82,36035
36,36,324,212,65.43,108,33.33,4,1.23,36036
36,37,347,201,57.93,144,41.5,2,0.58,36037
36,38,252,169,67.06,81,32.14,2,0.79,36038
36,39,404,218,53.96,185,45.79,1,0.25,36039
36,40,480,301,62.71,177,36.88,2,0.42,36040
36,41,326,210,64.42,115,35.28,1,0.31,36041
36,42,339,193,56.93,143,42.18,3,0.88,36042
36,43,328,226,68.9,102,31.1,0,0.0,36043
36,44,374,287,76.74,86,22.99,1,0.27,36044
36,45,361,249,68.98,111,30.75,1,0.28,36045
36,46,319,186,58.31,130,40.75,3,0.94,36046
36,47,292,179,61.3,111,38.01,2,0.68,36047
36,48,392,231,58.93,160,40.82,1,0.26,36048
36,49,472,260,55.08,209,44.28,3,0.64,36049
36,50,369,236,63.96,132,35.77,1,0.27,36050
36,51,434,320,73.73,113,26.04,1,0.23,36051
36,52,365,232,63.56,131,35.89,2,0.55,36052
36,53,273,174,63.74,99,36.26,0,0.0,36053
36,54,486,398,81.89,86,17.7,2,0.41,36054
36,55,472,328,69.49,140,29.66,4,0.85,36055
37,1,210,162,77.14,46,21.9,2,0.95,37001
37,2,323,271,83.9,52,16.1,0,0.0,37002
37,3,276,259,93.84,13,4.71,4,1.45,37003
37,4,150,142,94.67,8,5.33,0,0.0,37004
37,5,372,358,96.24,13,3.49,1,0.27,37005
37,6,384,368,95.83,15,3.91,1,0.26,37006
37,7,299,289,96.66,8,2.68,2,0.67,37007
37,8,359,336,93.59,23,6.41,0,0.0,37008
37,9,448,429,95.76,19,4.24,0,0.0,37009
37,10,385,362,94.03,23,5.97,0,0.0,37010
37,11,208,172,82.69,35,16.83,1,0.48,37011
37,12,331,295,89.12,35,10.57,1,0.3,37012
37,13,355,335,94.37,19,5.35,1,0.28,37013
37,14,430,416,96.74,13,3.02,1,0.23,37014
37,15,415,408,98.31,7,1.69,0,0.0,37015
37,16,460,438,95.22,21,4.57,1,0.22,37016
37,17,450,422,93.78,27,6.0,1,0.22,37017
37,18,382,377,98.69,5,1.31,0,0.0,37018
37,19,168,152,90.48,15,8.93,1,0.6,37019
37,20,299,288,96.32,11,3.68,0,0.0,37020
37,21,331,316,95.47,14,4.23,1,0.3,37021
37,22,490,456,93.06,34,6.94,0,0.0,37022
37,23,284,265,93.31,19,6.69,0,0.0,37023
37,24,379,355,93.67,23,6.07,1,0.26,37024
37,25,446,425,95.29,21,4.71,0,0.0,37025
37,26,239,230,96.23,9,3.77,0,0.0,37026
37,27,337,329,97.63,8,2.37,0,0.0,37027
37,28,300,279,93.0,21,7.0,0,0.0,37028
37,29,396,386,97.47,10,2.53,0,0.0,37029
37,30,297,281,94.61,15,5.05,1,0.34,37030
37,31,441,429,97.28,11,2.49,1,0.23,37031
37,32,420,399,95.0,21,5.0,0,0.0,37032
37,33,360,344,95.56,15,4.17,1,0.28,37033
37,34,353,343,97.17,9,2.55,1,0.28,37034
37,35,216,207,95.83,9,4.17,0,0.0,37035
37,36,396,385,97.22,10,2.53,1,0.25,37036
37,37,343,335,97.67,8,2.33,0,0.0,37037
37,38,459,437,95.21,19,4.14,3,0.65,37038
37,39,190,136,71.58,53,27.89,1,0.53,37039
37,40,476,461,96.85,14,2.94,1,0.21,37040
37,41,395,379,95.95,16,4.05,0,0.0,37041
37,42,111,97,87.39,14,12.61,0,0.0,37042
37,43,272,258,94.85,14,5.15,0,0.0,37043
37,44,335,310,92.54,23,6.87,2,0.6,37044
37,45,282,276,97.87,5,1.77,1,0.35,37045
37,46,363,350,96.42,11,3.03,2,0.55,37046
37,47,99,86,86.87,13,13.13,0,0.0,37047
37,48,425,415,97.65,10,2.35,0,0.0,37048
37,49,374,362,96.79,12,3.21,0,0.0,37049
37,50,343,284,82.8,59,17.2,0,0.0,37050
37,51,321,309,96.26,12,3.74,0,0.0,37051
37,52,244,196,80.33,47,19.26,1,0.41,37052
37,53,351,341,97.15,9,2.56,1,0.28,37053
37,54,415,400,96.39,14,3.37,1,0.24,37054
37,55,329,320,97.26,7,2.13,2,0.61,37055
37,56,305,291,95.41,14,4.59,0,0.0,37056
37,57,211,196,92.89,14,6.64,1,0.47,37057
37,58,319,312,97.81,7,2.19,0,0.0,37058
38,1,423,285,67.38,137,32.39,1,0.24,38001
38,2,310,210,67.74,100,32.26,0,0.0,38002
38,3,335,204,60.9,128,38.21,3,0.9,38003
38,4,203,125,61.58,75,36.95,3,1.48,38004
38,5,589,408,69.27,178,30.22,3,0.51,38005
38,6,354,229,64.69,124,35.03,1,0.28,38006
38,7,414,288,69.57,124,29.95,2,0.48,38007
38,8,292,162,55.48,128,43.84,2,0.68,38008
38,9,324,230,70.99,92,28.4,2,0.62,38009
38,10,485,360,74.23,124,25.57,1,0.21,38010
38,11,296,184,62.16,110,37.16,2,0.68,38011
38,12,406,243,59.85,162,39.9,1,0.25,38012
38,13,347,222,63.98,125,36.02,0,0.0,38013
38,14,312,204,65.38,108,34.62,0,0.0,38014
38,15,266,193,72.56,72,27.07,1,0.38,38015
38,16,390,246,63.08,140,35.9,4,1.03,38016
38,17,277,202,72.92,71,25.63,4,1.44,38017
38,18,322,207,64.29,113,35.09,2,0.62,38018
38,19,391,224,57.29,164,41.94,3,0.77,38019
38,20,461,314,68.11,146,31.67,1,0.22,38020
38,21,389,225,57.84,163,41.9,1,0.26,38021
38,22,379,221,58.31,156,41.16,2,0.53,38022
38,23,281,194,69.04,86,30.6,1,0.36,38023
38,24,279,201,72.04,74,26.52,4,1.43,38024
38,25,334,242,72.46,90,26.95,2,0.6,38025
38,26,288,187,64.93,99,34.38,2,0.69,38026
38,27,255,149,58.43,106,41.57,0,0.0,38027
38,28,279,197,70.61,81,29.03,1,0.36,38028
38,29,327,213,65.14,108,33.03,6,1.83,38029
38,30,347,222,63.98,121,34.87,4,1.15,38030
38,31,455,319,70.11,132,29.01,4,0.88,38031
38,32,416,227,54.57,185,44.47,4,0.96,38032
38,33,312,237,75.96,74,23.72,1,0.32,38033
38,34,250,167,66.8,80,32.0,3,1.2,38034
38,35,426,256,60.09,166,38.97,4,0.94,38035
38,36,324,195,60.19,125,38.58,4,1.23,38036
38,37,435,299,68.74,132,30.34,4,0.92,38037
38,38,444,258,58.11,183,41.22,3,0.68,38038
38,39,373,250,67.02,122,32.71,1,0.27,38039
38,40,284,187,65.85,94,33.1,3,1.06,38040
38,41,451,297,65.85,150,33.26,4,0.89,38041
